Method	IntegrationMethod	Type	MeanRank	SDRank	Integration
scanpy-SeuratV3	scvi	Clustering	10.625	5.343554194407635	scVI
scanpy-SeuratV3	scvi	Integration	10.5	6.740072064048828	scVI
scanpy-SeuratV3	scvi	Overall	11.625	5.878228596147944	scVI
scanpy-SeuratV3	staligner	Alignment	11.375	6.3905622377288305	STAligner
scanpy-SeuratV3	staligner	Clustering	10.625	7.1501748230375455	STAligner
scanpy-SeuratV3	staligner	Integration	13.25	6.2048368229954285	STAligner
scanpy-SeuratV3	staligner	Overall	10.875	6.7493385919341335	STAligner
scanpy-SeuratV3 (batch)	cellcharter	Alignment	16	5.732115042211108	Cell
Charter
scanpy-SeuratV3 (batch)	cellcharter	Clustering	12.375	7.74481393302272	Cell
Charter
scanpy-SeuratV3 (batch)	cellcharter	Integration	12.375	6.674846172652328	Cell
Charter
scanpy-SeuratV3 (batch)	cellcharter	Overall	15.375	6.906260100186538	Cell
Charter
scanpy-SeuratV3 (batch)	gpsa	Alignment	11.9375	7.485402460789934	GPSA
scanpy-SeuratV3 (batch)	gpsa	Clustering	11.3125	8.713444046004836	GPSA
scanpy-SeuratV3 (batch)	gpsa	Integration	10.25	8.32809359080113	GPSA
scanpy-SeuratV3 (batch)	gpsa	Overall	13.875	8.838834764831844	GPSA
scanpy-SeuratV3 (batch)	scvi	Alignment	16.875	6.8959097607619135	scVI
scanpy-SeuratV3 (batch)	scvi	Clustering	13.875	7.9899490432846765	scVI
scanpy-SeuratV3 (batch)	scvi	Integration	12.875	6.266407036161723	scVI
scanpy-SeuratV3 (batch)	scvi	Overall	15.875	7.679983258910325	scVI
scanpy-SeuratV3 (batch)	staligner	Alignment	14.75	7.516648189186454	STAligner
scanpy-SeuratV3 (batch)	staligner	Clustering	10.5	10.8496214548843	STAligner
scanpy-SeuratV3 (batch)	staligner	Integration	17.625	5.2355242608275905	STAligner
scanpy-SeuratV3 (batch)	staligner	Overall	15.125	8.675704993996577	STAligner
scry	cellcharter	Alignment	17.666666666666668	6.2182527020592095	Cell
Charter
scry	cellcharter	Clustering	17	6.418722614352485	Cell
Charter
scry	cellcharter	Integration	18.5	8.018728078691781	Cell
Charter
scry	cellcharter	Overall	18.833333333333332	6.177917664283546	Cell
Charter
scry	gpsa	Alignment	16.166666666666668	8.010409893798611	GPSA
scry	gpsa	Clustering	19.666666666666668	8.547904226573124	GPSA
scry	gpsa	Integration	17	9.316651759081692	GPSA
scry	gpsa	Overall	19.166666666666668	8.328665359267754	GPSA
scry	scvi	Alignment	13.666666666666666	8.406346808612328	scVI
scry	scvi	Clustering	11.666666666666666	8.981462390204987	scVI
scry	scvi	Integration	20.5	2.6645825188948455	scVI
scry	scvi	Overall	13.833333333333334	8.886319072972041	scVI
scry	staligner	Alignment	17.666666666666668	9.309493362512628	STAligner
scry	staligner	Clustering	11.5	4.764451699828638	STAligner
scry	staligner	Integration	11	5.932958789676531	STAligner
scry	staligner	Overall	13.166666666666666	8.109665015687558	STAligner
singleCellHaystack	cellcharter	Alignment	11.166666666666666	3.125166662222459	Cell
Charter
singleCellHaystack	cellcharter	Clustering	9.333333333333334	7.174027227901123	Cell
Charter
singleCellHaystack	cellcharter	Integration	14	9.549869109050658	Cell
Charter
singleCellHaystack	cellcharter	Overall	9.166666666666666	6.177917664283546	Cell
Charter
singleCellHaystack	gpsa	Alignment	10.5	6.892024376045111	GPSA
singleCellHaystack	gpsa	Clustering	15.333333333333334	8.238122763510304	GPSA
singleCellHaystack	gpsa	Integration	15.916666666666666	8.9242179862813	GPSA
singleCellHaystack	gpsa	Overall	15.416666666666666	8.834119461874323	GPSA
singleCellHaystack	scvi	Alignment	16	10.526157893552615	scVI
singleCellHaystack	scvi	Clustering	13	9.055385138137417	scVI
singleCellHaystack	scvi	Integration	16.5	7.286974680894672	scVI
singleCellHaystack	scvi	Overall	15.333333333333334	8.453795991545258	scVI
singleCellHaystack	staligner	Alignment	16.833333333333332	11.107054815146393	STAligner
singleCellHaystack	staligner	Clustering	11	7.26636084983398	STAligner
singleCellHaystack	staligner	Integration	9.166666666666666	9.020347369512255	STAligner
singleCellHaystack	staligner	Overall	12	8.94427190999916	STAligner
triku	cellcharter	Alignment	14.625	8.158037228927766	Cell
Charter
triku	cellcharter	Clustering	8.25	5.522680508593631	Cell
Charter
triku	cellcharter	Integration	14.625	6.300510183423924	Cell
Charter
triku	cellcharter	Overall	14.125	9.17196816392207	Cell
Charter
triku	gpsa	Alignment	16.8125	7.945967081302492	GPSA
triku	gpsa	Clustering	13.1875	7.141115859183754	GPSA
triku	gpsa	Integration	8.625	5.040904113917888	GPSA
triku	gpsa	Overall	14.75	7.4017372478165075	GPSA
triku	scvi	Alignment	14.125	8.54295867115971	scVI
triku	scvi	Clustering	6.75	3.770183777256185	scVI
triku	scvi	Integration	8.25	6.777062153217383	scVI
triku	scvi	Overall	10	8.141603913585719	scVI
triku	staligner	Alignment	11.125	7.972049386987729	STAligner
triku	staligner	Clustering	10	7.329003050503235	STAligner
triku	staligner	Integration	9.75	3.575711717366808	STAligner
triku	staligner	Overall	10.5	8.34950811211569	STAligner
