Method	IntegrationMethod	Type	Mean	SD	Integration
scanpy-Pearson (batch)	gpsa	Integration	0.6595449245348158	0.21655572721716304	GPSA
scanpy-Pearson (batch)	gpsa	Overall	0.3588464439071824	0.043570856028785944	GPSA
scanpy-Pearson (batch)	scvi	Alignment	0.7303114294209364	0.15242433440970252	scVI
scanpy-Pearson (batch)	scvi	Clustering	0.4636674407224722	0.19183832815036564	scVI
scanpy-Pearson (batch)	scvi	Integration	0.6113076485893537	0.08641330330135066	scVI
scanpy-Pearson (batch)	scvi	Overall	0.6127783304186379	0.10291582479453215	scVI
scanpy-Pearson (batch)	staligner	Alignment	0.7113631115158682	0.19486190271995063	STAligner
scanpy-Pearson (batch)	staligner	Clustering	0.5457934906482641	0.16084362820969894	STAligner
scanpy-Pearson (batch)	staligner	Integration	0.4891299688250399	0.20185311890011953	STAligner
scanpy-Pearson (batch)	staligner	Overall	0.5903642549656737	0.1477314059527854	STAligner
scanpy-Seurat	cellcharter	Alignment	0.8126350297651573	0.1415912596694035	Cell
Charter
scanpy-Seurat	cellcharter	Clustering	0.6665170369942198	0.09233547813750552	Cell
Charter
scanpy-Seurat	cellcharter	Integration	0.6696065994519862	0.19362369635351825	Cell
Charter
scanpy-Seurat	cellcharter	Overall	0.7638029614249173	0.06997066400111379	Cell
Charter
scanpy-Seurat	gpsa	Alignment	0.5226065108931426	0.09150196701376984	GPSA
scanpy-Seurat	gpsa	Clustering	0.015763095256928147	0.0147579634289887	GPSA
scanpy-Seurat	gpsa	Integration	0.6596596488959707	0.2163616272694296	GPSA
scanpy-Seurat	gpsa	Overall	0.35912296132760313	0.04323381947484473	GPSA
scanpy-Seurat	scvi	Alignment	0.7895331068431388	0.17469995347128445	scVI
scanpy-Seurat	scvi	Clustering	0.5336738451309434	0.2157073523442334	scVI
scanpy-Seurat	scvi	Integration	0.6878027594377102	0.09996787265322483	scVI
scanpy-Seurat	scvi	Overall	0.6926789609436881	0.11147150571800711	scVI
scanpy-Seurat	staligner	Alignment	0.748151503040432	0.20224231043347232	STAligner
scanpy-Seurat	staligner	Clustering	0.6088553996154953	0.06060046292379386	STAligner
scanpy-Seurat	staligner	Integration	0.5792280538238799	0.2087496661934517	STAligner
scanpy-Seurat	staligner	Overall	0.6681215833229088	0.1084719333259773	STAligner
scanpy-Seurat (batch)	cellcharter	Alignment	0.7982251119088489	0.1689768414793032	Cell
Charter
scanpy-Seurat (batch)	cellcharter	Clustering	0.6782606116455928	0.08408328539759147	Cell
Charter
scanpy-Seurat (batch)	cellcharter	Integration	0.67685377838833	0.19614586036115395	Cell
Charter
scanpy-Seurat (batch)	cellcharter	Overall	0.7626727920604796	0.08409309728598201	Cell
Charter
scanpy-Seurat (batch)	gpsa	Alignment	0.5226330296217602	0.09147393154001632	GPSA
scanpy-Seurat (batch)	gpsa	Clustering	0.014829610324509673	0.015298808622556248	GPSA
scanpy-Seurat (batch)	gpsa	Integration	0.6598671790228167	0.21621068132081267	GPSA
scanpy-Seurat (batch)	gpsa	Overall	0.3587634673420881	0.04336247871595551	GPSA
scanpy-Seurat (batch)	scvi	Alignment	0.7639165694627378	0.1706404550883428	scVI
scanpy-Seurat (batch)	scvi	Clustering	0.5335417866494507	0.1910872171515793	scVI
scanpy-Seurat (batch)	scvi	Integration	0.6611484041762468	0.0938432871111757	scVI
scanpy-Seurat (batch)	scvi	Overall	0.6730717029178522	0.07670898883684608	scVI
scanpy-Seurat (batch)	staligner	Alignment	0.7429086607182526	0.20314884434864922	STAligner
scanpy-Seurat (batch)	staligner	Clustering	0.5979621324420595	0.10328046707463752	STAligner
scanpy-Seurat (batch)	staligner	Integration	0.5833945205127252	0.1969889027553092	STAligner
scanpy-Seurat (batch)	staligner	Overall	0.6559395882765774	0.09890278543111007	STAligner
scanpy-SeuratV3	cellcharter	Alignment	0.8094999002251092	0.18753404798677514	Cell
Charter
scanpy-SeuratV3	cellcharter	Clustering	0.7211613724470889	0.06813635385983956	Cell
Charter
scanpy-SeuratV3	cellcharter	Integration	0.5917921325807807	0.3502155903091246	Cell
Charter
scanpy-SeuratV3	cellcharter	Overall	0.7703694839675015	0.09997436320098467	Cell
Charter
scanpy-SeuratV3	gpsa	Alignment	0.5647190626226634	0.11166183226490067	GPSA
scanpy-SeuratV3	gpsa	Clustering	0.08136665677799508	0.18160400054868672	GPSA
scanpy-SeuratV3	gpsa	Integration	0.6818689549103164	0.21360044218395643	GPSA
scanpy-SeuratV3	gpsa	Overall	0.4122196299534196	0.1280657628608584	GPSA
scanpy-SeuratV3	scvi	Alignment	0.7891095194309282	0.18534584130422527	scVI
scanpy-SeuratV3	scvi	Clustering	0.584107683961147	0.1371975311197551	scVI
scanpy-SeuratV3	scvi	Integration	0.6332013233886656	0.1128570087390142	scVI
scanpy-SeuratV3	scvi	Overall	0.699902280417393	0.10590050312636419	scVI
scanpy-SeuratV3	staligner	Alignment	0.76676574742976	0.2086529741877875	STAligner
scanpy-SeuratV3	staligner	Clustering	0.6151222882665589	0.09508806914014031	STAligner
scanpy-SeuratV3	staligner	Integration	0.5718178215482024	0.24547389928329091	STAligner
scanpy-SeuratV3	staligner	Overall	0.6801039315924124	0.1099831159949277	STAligner
scanpy-SeuratV3 (batch)	cellcharter	Alignment	0.8113101592177308	0.1731152396262904	Cell
Charter
scanpy-SeuratV3 (batch)	cellcharter	Clustering	0.6997011747425137	0.10050307343995617	Cell
Charter
scanpy-SeuratV3 (batch)	cellcharter	Integration	0.5951537535070864	0.33340808003971434	Cell
Charter
scanpy-SeuratV3 (batch)	cellcharter	Overall	0.7606701233867598	0.10881958080303775	Cell
Charter
scanpy-SeuratV3 (batch)	gpsa	Alignment	0.5662909432413856	0.10960184239086403	GPSA
scanpy-SeuratV3 (batch)	gpsa	Clustering	0.0830537664352069	0.1800688827399074	GPSA
scanpy-SeuratV3 (batch)	gpsa	Integration	0.6817694972940588	0.21252901142944608	GPSA
scanpy-SeuratV3 (batch)	gpsa	Overall	0.41356458894247045	0.12504859355092607	GPSA
scanpy-SeuratV3 (batch)	scvi	Alignment	0.7428317809360999	0.18902268132088093	scVI
scanpy-SeuratV3 (batch)	scvi	Clustering	0.5436880466528138	0.1993909026313034	scVI
scanpy-SeuratV3 (batch)	scvi	Integration	0.6214533523907897	0.08971230399465	scVI
scanpy-SeuratV3 (batch)	scvi	Overall	0.665350407070686	0.1289489713557172	scVI
scanpy-SeuratV3 (batch)	staligner	Alignment	0.7404766070025691	0.2255659423318428	STAligner
scanpy-SeuratV3 (batch)	staligner	Clustering	0.6148863097151855	0.1423725444454107	STAligner
scanpy-SeuratV3 (batch)	staligner	Integration	0.532231265355359	0.2389549522100542	STAligner
scanpy-SeuratV3 (batch)	staligner	Overall	0.6528292657992331	0.13005116928423338	STAligner
scry	cellcharter	Alignment	0.8013734538044788	0.1761484499271103	Cell
Charter
scry	cellcharter	Clustering	0.715882745054209	0.052556871461292794	Cell
Charter
scry	cellcharter	Integration	0.7698190512009251	0.026004495911522374	Cell
Charter
scry	cellcharter	Overall	0.7623584166865376	0.07368817573944192	Cell
Charter
scry	gpsa	Alignment	0.522442992656457	0.09154555876741452	GPSA
scry	gpsa	Clustering	0.006572274472319116	0.004690019569343671	GPSA
scry	gpsa	Integration	0.5461630936658018	0.06236599611006211	GPSA
scry	gpsa	Overall	0.358392786931526	0.043914219936889126	GPSA
scry	scvi	Alignment	0.711325706428303	0.2007297470805096	scVI
scry	scvi	Clustering	0.623343615252019	0.06426183714079613	scVI
scry	scvi	Integration	0.531761473384132	0.1309510570368715	scVI
scry	scvi	Overall	0.622143598354818	0.12302265042019986	scVI
scry	staligner	Alignment	0.7064499176073553	0.2710830703987716	STAligner
scry	staligner	Clustering	0.5992482435199246	0.09893264781672344	STAligner
scry	staligner	Integration	0.672551249110237	0.12814074261277805	STAligner
scry	staligner	Overall	0.6594164700791723	0.13071824042852526	STAligner
singleCellHaystack	cellcharter	Alignment	0.8175625074710346	0.16777741654967024	Cell
Charter
singleCellHaystack	cellcharter	Clustering	0.7410199799834202	0.07359182317466767	Cell
Charter
singleCellHaystack	cellcharter	Integration	0.7858816818072072	0.049363549919591194	Cell
Charter
singleCellHaystack	cellcharter	Overall	0.781488056420554	0.07236177116763345	Cell
Charter
singleCellHaystack	gpsa	Alignment	0.5233980215210439	0.09117665523964126	GPSA
singleCellHaystack	gpsa	Clustering	0.007439014807157975	0.005651594614154678	GPSA
singleCellHaystack	gpsa	Integration	0.5464054896266521	0.061891483568422	GPSA
singleCellHaystack	gpsa	Overall	0.3590808419849513	0.04291950919695162	GPSA
singleCellHaystack	scvi	Alignment	0.7464868479810987	0.1891319782971596	scVI
singleCellHaystack	scvi	Clustering	0.6431229758727748	0.12556541274169797	scVI
singleCellHaystack	scvi	Integration	0.5830964198442382	0.16478936656954019	scVI
singleCellHaystack	scvi	Overall	0.6575687478993705	0.13603620284982873	scVI
singleCellHaystack	staligner	Alignment	0.7032299447702729	0.29145694613563317	STAligner
singleCellHaystack	staligner	Clustering	0.6141661511073057	0.08482441102241026	STAligner
singleCellHaystack	staligner	Integration	0.696668973236122	0.10631724122394015	STAligner
singleCellHaystack	staligner	Overall	0.6713550230379002	0.13088321158441407	STAligner
triku	cellcharter	Alignment	0.8188421058121743	0.15704143153915537	Cell
Charter
triku	cellcharter	Clustering	0.7312718520865077	0.04924805787720605	Cell
Charter
triku	cellcharter	Integration	0.5963296422744047	0.3330526743296611	Cell
Charter
triku	cellcharter	Overall	0.7789865343083507	0.07665742575833519	Cell
Charter
triku	gpsa	Alignment	0.5246627147215254	0.09085335034408822	GPSA
triku	gpsa	Clustering	0.018199131954794598	0.015132723162100348	GPSA
triku	gpsa	Integration	0.6604602469162335	0.21560162689245613	GPSA
triku	gpsa	Overall	0.3610781258469042	0.04106374669911512	GPSA
triku	scvi	Alignment	0.7843295617834559	0.20456250710992568	scVI
triku	scvi	Clustering	0.6164302147567793	0.15917888178311304	scVI
triku	scvi	Integration	0.651285304334002	0.11265325849250782	scVI
triku	scvi	Overall	0.7187980777924381	0.11454535865582335	scVI
triku	staligner	Alignment	0.7834316336143478	0.17967277095132653	STAligner
triku	staligner	Clustering	0.6430797698449563	0.08647890858174875	STAligner
triku	staligner	Integration	0.5885908289118504	0.20742145939200476	STAligner
triku	staligner	Overall	0.6943138544061911	0.10806356737073711	STAligner
