dataset	fs_method	n_features	MethodGroup	CanonicalConfig	integration_method	BatchMixingMean	BatchMixingSD	BatchMixingNSeeds	BiologicalConservationMean	BiologicalConservationSD	BiologicalConservationNSeeds	IntegrationMean	IntegrationSD	IntegrationNSeeds	LabelIndependentClusteringMean	LabelIndependentClusteringSD	LabelIndependentClusteringNSeeds	LabelAgreementMean	LabelAgreementSD	LabelAgreementNSeeds	ClusteringMean	ClusteringSD	ClusteringNSeeds	AlignmentMean	AlignmentSD	AlignmentNSeeds	CoreOverallMean	CoreOverallSD	CoreOverallNSeeds	AlignmentEligibleOverallMean	AlignmentEligibleOverallSD	AlignmentEligibleOverallNSeeds	BatchMixingRank	BiologicalConservationRank	IntegrationRank	LabelIndependentClusteringRank	LabelAgreementRank	ClusteringRank	AlignmentRank	CoreOverallRank	AlignmentEligibleOverallRank
E8p5Embryo	scanpy_cell_ranger	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.5034911169200552	0.006793988728936307	3			0	0.5034911169200552	0.006793988728936307	3	0.7048700093353205	0.027499486944310068	3			0	0.7048700093353205	0.027499486944310068	3			0	0.6041805631276879	0.013983687987683917	3			0	19.0		19.0	8.0		8.0		9.0	
E8p5Embryo	scanpy_cell_ranger	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7706524045750616	0.007348310194568383	3			0	0.7706524045750616	0.007348310194568383	3	0.3684073931235618	0.010764018664928198	3			0	0.3684073931235618	0.010764018664928198	3			0	0.5695298988493116	0.0020334125812602293	3			0	16.0		16.0	15.0		15.0		5.0	
E8p5Embryo	scanpy_cell_ranger_batch	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.5057794900912349	0.002448542708942645	3			0	0.5057794900912349	0.002448542708942645	3	0.7131637836142349	0.01872702990317181	3			0	0.7131637836142349	0.01872702990317181	3			0	0.609471636852735	0.00870070911583531	3			0	18.0		18.0	5.0		5.0		6.0	
E8p5Embryo	scanpy_cell_ranger_batch	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7737930636083741	0.012795925146088644	3			0	0.7737930636083741	0.012795925146088644	3	0.36401929478665523	0.012256427354639903	3			0	0.36401929478665523	0.012256427354639903	3			0	0.5689061791975146	0.004750669697086293	3			0	15.0		15.0	17.0		17.0		6.0	
E8p5Embryo	scanpy_pearson	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.48117444659992237	0.00657052465668956	3			0	0.48117444659992237	0.00657052465668956	3	0.7348978553416413	0.004437600706053569	3			0	0.7348978553416413	0.004437600706053569	3			0	0.6080361509707819	0.004333489078945606	3			0	23.0		23.0	4.0		4.0		7.0	
E8p5Embryo	scanpy_pearson	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7424479768466222	0.010964929817961164	3			0	0.7424479768466222	0.010964929817961164	3	0.390995620045262	0.0056478738319227844	3			0	0.390995620045262	0.0056478738319227844	3			0	0.5667217984459421	0.008102427735886309	3			0	20.0		20.0	9.0		9.0		9.0	
E8p5Embryo	scanpy_pearson_batch	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.5518073510015397	0.013991036122471384	3			0	0.5518073510015397	0.013991036122471384	3	0.6975958564952823	0.01281693061964431	3			0	0.6975958564952823	0.01281693061964431	3			0	0.624701603748411	0.0015034755238028487	3			0	10.0		10.0	12.0		12.0		2.0	
E8p5Embryo	scanpy_pearson_batch	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7786878464984669	0.00032920287792146026	3			0	0.7786878464984669	0.00032920287792146026	3	0.31829183256907195	0.004794901077119757	3			0	0.31829183256907195	0.004794901077119757	3			0	0.5484898395337693	0.002561073290515766	3			0	13.0		13.0	21.0		21.0		21.0	
E8p5Embryo	scanpy_seurat	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.6108629600957157	0.004054138281010285	3			0	0.6108629600957157	0.004054138281010285	3	0.611895553219926	0.02538367271194123	3			0	0.611895553219926	0.02538367271194123	3			0	0.6113792566578208	0.01188727829675573	3			0	4.0		4.0	21.0		21.0		5.0	
E8p5Embryo	scanpy_seurat	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.8406140835815957	0.006392880326555362	3			0	0.8406140835815957	0.006392880326555362	3	0.2537912154163536	0.009272436476132413	3			0	0.2537912154163536	0.009272436476132413	3			0	0.5472026494989747	0.004502887758319988	3			0	3.0		3.0	29.0		29.0		22.0	
E8p5Embryo	scanpy_seurat_batch	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.5963526175986759	0.0038542742980924457	3			0	0.5963526175986759	0.0038542742980924457	3	0.6312507307077162	0.013577927273473189	3			0	0.6312507307077162	0.013577927273473189	3			0	0.6138016741531961	0.0048927062550190034	3			0	8.0		8.0	17.0		17.0		3.0	
E8p5Embryo	scanpy_seurat_batch	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.8234843555346547	0.007218399856361544	3			0	0.8234843555346547	0.007218399856361544	3	0.25380649471828615	0.0029719068251877687	3			0	0.25380649471828615	0.0029719068251877687	3			0	0.5386454251264704	0.004878086713850204	3			0	5.0		5.0	28.0		28.0		27.0	
E8p5Embryo	scanpy_seurat_v3	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.4498409546486179	0.0027921561710922693	3			0	0.4498409546486179	0.0027921561710922693	3	0.7376263334626115	0.010403639841960787	3			0	0.7376263334626115	0.010403639841960787	3			0	0.5937336440556146	0.006288346191046623	3			0	32.0		32.0	2.0		2.0		13.0	
E8p5Embryo	scanpy_seurat_v3	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7323655118751896	0.01114494917411169	3			0	0.7323655118751896	0.01114494917411169	3	0.4085821575594541	0.013590704560508534	3			0	0.4085821575594541	0.013590704560508534	3			0	0.5704738347173218	0.007733682583027736	3			0	27.0		27.0	3.0		3.0		3.0	
E8p5Embryo	scanpy_seurat_v3_batch	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.46062358877169624	0.009285577548890263	3			0	0.46062358877169624	0.009285577548890263	3	0.7431380990746314	0.0027159988885572402	3			0	0.7431380990746314	0.0027159988885572402	3			0	0.6018808439231639	0.0039970596282813825	3			0	29.0		29.0	1.0		1.0		11.0	
E8p5Embryo	scanpy_seurat_v3_batch	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7344786498556758	0.02060058565583856	3			0	0.7344786498556758	0.02060058565583856	3	0.3755198300494344	0.027761510781706602	3			0	0.3755198300494344	0.027761510781706602	3			0	0.5549992399525552	0.014015240036329398	3			0	24.0		24.0	12.0		12.0		18.0	
E8p5Embryo	scry	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.5138153570228057	0.004327434484484204	3			0	0.5138153570228057	0.004327434484484204	3	0.546821574663489	0.008170491567554101	3			0	0.546821574663489	0.008170491567554101	3			0	0.5303184658431473	0.0019399786445016016	3			0	15.0		15.0	27.0		27.0		30.0	
E8p5Embryo	scry	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7745136276610965	0.02747836679474959	3			0	0.7745136276610965	0.02747836679474959	3	0.3079673176281434	0.01891748549368948	3			0	0.3079673176281434	0.01891748549368948	3			0	0.5412404726446199	0.010768686385339102	3			0	14.0		14.0	22.0		22.0		24.0	
E8p5Embryo	scsegindex	500	control	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.8059791372413047	0.002430405153251441	3			0	0.8059791372413047	0.002430405153251441	3	0.3664689054851591	0.015225299110325989	3			0	0.3664689054851591	0.015225299110325989	3			0	0.5862240213632318	0.006435332732997119	3			0	1.0		1.0	31.0		31.0		18.0	
E8p5Embryo	scsegindex	500	control	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.9396160424442174	0.009702124746988783	3			0	0.9396160424442174	0.009702124746988783	3	0.09901717044095289	0.009090111334316264	3			0	0.09901717044095289	0.009090111334316264	3			0	0.519316606442585	0.007259825750103623	3			0	1.0		1.0	33.0		33.0		30.0	
E8p5Embryo	seurat_disp	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.6042425597269304	0.0028272487376653833	3			0	0.6042425597269304	0.0028272487376653833	3	0.5858143876342341	0.018289586302285984	3			0	0.5858143876342341	0.018289586302285984	3			0	0.5950284736805823	0.010157336872559172	3			0	7.0		7.0	24.0		24.0		12.0	
E8p5Embryo	seurat_disp	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.8231496106710102	0.005272483755289251	3			0	0.8231496106710102	0.005272483755289251	3	0.2546514975439243	0.012352835382641713	3			0	0.2546514975439243	0.012352835382641713	3			0	0.5389005541074673	0.005373994352219525	3			0	7.0		7.0	27.0		27.0		26.0	
E8p5Embryo	seurat_mvp	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.580177539668879	0.005465953610641018	3			0	0.580177539668879	0.005465953610641018	3	0.6240028365252176	0.004305525867259765	3			0	0.6240028365252176	0.004305525867259765	3			0	0.6020901880970483	0.003016479509816003	3			0	9.0		9.0	18.0		18.0		10.0	
E8p5Embryo	seurat_mvp	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.8177055108081336	0.009451481786690993	3			0	0.8177055108081336	0.009451481786690993	3	0.269333044412783	0.012777633448141833	3			0	0.269333044412783	0.012777633448141833	3			0	0.5435192776104583	0.010740774675447887	3			0	8.0		8.0	26.0		26.0		23.0	
E8p5Embryo	seurat_sct	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.7021527823002199	0.009845811845211407	3			0	0.7021527823002199	0.009845811845211407	3	0.22025919854582568	0.02235445802727333	3			0	0.22025919854582568	0.02235445802727333	3			0	0.4612059904230228	0.006489680216661412	3			0	3.0		3.0	33.0		33.0		33.0	
E8p5Embryo	seurat_sct	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7410291091402917	0.001975004145894899	3			0	0.7410291091402917	0.001975004145894899	3	0.12220942474046358	0.0009697940495439051	3			0	0.12220942474046358	0.0009697940495439051	3			0	0.4316192669403777	0.0010804150222915316	3			0	21.0		21.0	31.0		31.0		33.0	
E8p5Embryo	seurat_vst	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.45038380057242305	0.004691185229073271	3			0	0.45038380057242305	0.004691185229073271	3	0.7353149688221706	0.022156474523952818	3			0	0.7353149688221706	0.022156474523952818	3			0	0.5928493846972969	0.01267645412818515	3			0	31.0		31.0	3.0		3.0		14.0	
E8p5Embryo	seurat_vst	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7327752009508665	0.008043758265944431	3			0	0.7327752009508665	0.008043758265944431	3	0.39306968007103466	0.01979356770916245	3			0	0.39306968007103466	0.01979356770916245	3			0	0.5629224405109506	0.012330994157800527	3			0	26.0		26.0	7.0		7.0		15.0	
E8p5Embryo	singleCellHaystack	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.4749221454375869	0.004681158395352309	3			0	0.4749221454375869	0.004681158395352309	3	0.6466786010725051	0.0026815277731426167	3			0	0.6466786010725051	0.0026815277731426167	3			0	0.560800373255046	0.001023625792354117	3			0	24.0		24.0	15.0		15.0		22.0	
E8p5Embryo	singleCellHaystack	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7662794770281591	0.035285393723540046	3			0	0.7662794770281591	0.035285393723540046	3	0.36151604676223364	0.033559401899260384	3			0	0.36151604676223364	0.033559401899260384	3			0	0.5638977618951965	0.015004759302350483	3			0	17.0		17.0	18.0		18.0		13.0	
E8p5Embryo	somde	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e8p5_embryo.yaml	cellcharter	0.4457682091885782	0.0016059971193321712	3			0	0.4457682091885782	0.0016059971193321712	3	0.7010748450907913	0.010884677609282982	3			0	0.7010748450907913	0.010884677609282982	3			0	0.5734215271396848	0.005563766215580415	3			0	33.0		33.0	9.0		9.0		19.0	
E8p5Embryo	somde	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e8p5_embryo.yaml	scvi	0.6853390658919704	0.008671920536421962	3			0	0.6853390658919704	0.008671920536421962	3	0.4545639504773826	0.01870456552112047	3			0	0.4545639504773826	0.01870456552112047	3			0	0.5699515081846765	0.008173061323205045	3			0	32.0		32.0	1.0		1.0		4.0	
E8p5Embryo	sparkx	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e8p5_embryo.yaml	cellcharter	0.4931817663201999	0.0012229860636980266	3			0	0.4931817663201999	0.0012229860636980266	3	0.5991656209348951	0.008981620145349312	3			0	0.5991656209348951	0.008981620145349312	3			0	0.5461736936275474	0.003966710427873859	3			0	22.0		22.0	22.0		22.0		26.0	
E8p5Embryo	sparkx	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e8p5_embryo.yaml	scvi	0.7344059997481635	0.0029227092157337745	3			0	0.7344059997481635	0.0029227092157337745	3	0.39270709600850945	0.020606298297670328	3			0	0.39270709600850945	0.020606298297670328	3			0	0.5635565478783365	0.010202444375068969	3			0	25.0		25.0	8.0		8.0		14.0	
E8p5Embryo	spatialde	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e8p5_embryo.yaml	cellcharter	0.45653504815558454	0.0033858021768366354	3			0	0.45653504815558454	0.0033858021768366354	3	0.6553082614290243	0.014256654912737785	3			0	0.6553082614290243	0.014256654912737785	3			0	0.5559216547923045	0.007357637414225482	3			0	30.0		30.0	14.0		14.0		23.0	
E8p5Embryo	spatialde	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e8p5_embryo.yaml	scvi	0.6891313855513882	0.013810661170976086	3			0	0.6891313855513882	0.013810661170976086	3	0.44069352701151354	0.008336072415307807	3			0	0.44069352701151354	0.008336072415307807	3			0	0.5649124562814509	0.011072518395553446	3			0	31.0		31.0	2.0		2.0		12.0	
E8p5Embryo	statistic_mean	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.532519080832413	0.008380923977976663	3			0	0.532519080832413	0.008380923977976663	3	0.5346544943673679	0.02392310523222289	3			0	0.5346544943673679	0.02392310523222289	3			0	0.5335867875998904	0.009942620111188445	3			0	11.0		11.0	28.0		28.0		29.0	
E8p5Embryo	statistic_mean	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7874126672534287	0.009813215440865164	3			0	0.7874126672534287	0.009813215440865164	3	0.2729559925547336	0.00733503206052051	3			0	0.2729559925547336	0.00733503206052051	3			0	0.5301843299040812	0.0077835194269822655	3			0	10.0		10.0	25.0		25.0		29.0	
E8p5Embryo	statistic_variance	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.5233472668161401	0.005965625928901017	3			0	0.5233472668161401	0.005965625928901017	3	0.5255278976646126	0.011336112334180979	3			0	0.5255278976646126	0.011336112334180979	3			0	0.5244375822403763	0.007256977040707619	3			0	12.0		12.0	29.0		29.0		31.0	
E8p5Embryo	statistic_variance	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7847703684278549	0.01429153033187299	3			0	0.7847703684278549	0.01429153033187299	3	0.2968169095122631	0.02300230188174203	3			0	0.2968169095122631	0.02300230188174203	3			0	0.5407936389700589	0.01318867472028543	3			0	11.0		11.0	23.0		23.0		25.0	
E8p5Embryo	triku	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	cellcharter	0.4697355144695586	0.004864365591657311	3			0	0.4697355144695586	0.004864365591657311	3	0.7088492749789944	0.005557538802731394	3			0	0.7088492749789944	0.005557538802731394	3			0	0.5892923947242764	0.0049985859455753245	3			0	26.0		26.0	7.0		7.0		16.0	
E8p5Embryo	triku	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e8p5_embryo.yaml	scvi	0.7228610240864874	0.005849104118282616	3			0	0.7228610240864874	0.005849104118282616	3	0.4069687410024163	0.014281142092733713	3			0	0.4069687410024163	0.014281142092733713	3			0	0.5649148825444518	0.010047071049267092	3			0	30.0		30.0	5.0		5.0		11.0	
E9p5Embryo	Brennecke	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.6080924240100348	0.016531564632350244	3			0	0.6080924240100348	0.016531564632350244	3	0.5135876476881701	0.026983605697659774	3			0	0.5135876476881701	0.026983605697659774	3			0	0.5608400358491025	0.007163275442063527	3			0	7.0		7.0	30.0		30.0		26.0	
E9p5Embryo	Brennecke	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.8677235649040428	0.0062775826674723095	3			0	0.8677235649040428	0.0062775826674723095	3	0.17235791381443932	0.005249734116839764	3			0	0.17235791381443932	0.005249734116839764	3			0	0.5200407393592411	0.0057618543902870955	3			0	3.0		3.0	30.0		30.0		28.0	
E9p5Embryo	TFs	2000	control	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5450643282854787	0.0013748257789063267	3			0	0.5450643282854787	0.0013748257789063267	3	0.6624055193428144	0.02262553382189629	3			0	0.6624055193428144	0.02262553382189629	3			0	0.6037349238141465	0.011507313251946894	3			0	11.0		11.0	11.0		11.0		6.0	
E9p5Embryo	TFs	2000	control	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.8064135027790392	0.011570063327704274	3			0	0.8064135027790392	0.011570063327704274	3	0.22719800823264555	0.012787196507225878	3			0	0.22719800823264555	0.012787196507225878	3			0	0.5168057555058424	0.007035497158105446	3			0	6.0		6.0	28.0		28.0		29.0	
E9p5Embryo	all_features	all	control	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5075387232692826	0.016786982112269224	3			0	0.5075387232692826	0.016786982112269224	3	0.5243158096700543	0.023251187671664647	3			0	0.5243158096700543	0.023251187671664647	3			0	0.5159272664696685	0.018331055632668024	3			0	28.0		28.0	29.0		29.0		31.0	
E9p5Embryo	all_features	all	control	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.6547946785940493	0.016538203197181266	3			0	0.6547946785940493	0.016538203197181266	3	0.3781432035671086	0.008231985662389146	3			0	0.3781432035671086	0.008231985662389146	3			0	0.516468941080579	0.00676409144405652	3			0	33.0		33.0	10.0		10.0		30.0	
E9p5Embryo	anticor	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5268222255002172	0.008929320215623133	3			0	0.5268222255002172	0.008929320215623133	3	0.6427380360267217	0.008779270157687457	3			0	0.6427380360267217	0.008779270157687457	3			0	0.5847801307634696	0.0028533798054837982	3			0	17.0		17.0	13.0		13.0		16.0	
E9p5Embryo	anticor	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.6829584907505293	0.019660881936208647	3			0	0.6829584907505293	0.019660881936208647	3	0.3737589957875123	0.014279579346419252	3			0	0.3737589957875123	0.014279579346419252	3			0	0.5283587432690208	0.016516656350313512	3			0	26.0		26.0	13.0		13.0		23.0	
E9p5Embryo	dubstepr	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5308163680618209	4.646159698261445e-05	3			0	0.5308163680618209	4.646159698261445e-05	3	0.6087352578342907	0.018851729333054155	3			0	0.6087352578342907	0.018851729333054155	3			0	0.5697758129480558	0.009430194350149147	3			0	14.0		14.0	20.0		20.0		22.0	
E9p5Embryo	dubstepr	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.7380977048351575	0.007726058612410466	3			0	0.7380977048351575	0.007726058612410466	3	0.3459221793369407	0.019920087535317724	3			0	0.3459221793369407	0.019920087535317724	3			0	0.542009942086049	0.013821564580168344	3			0	13.0		13.0	20.0		20.0		15.0	
E9p5Embryo	hotspot	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.4972366349248281	0.0043939844872952815	3			0	0.4972366349248281	0.0043939844872952815	3	0.6769986231152396	0.01616717296301078	3			0	0.6769986231152396	0.01616717296301078	3			0	0.5871176290200338	0.006151269364039484	3			0	32.0		32.0	8.0		8.0		14.0	
E9p5Embryo	hotspot	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.6813978470978371	0.01310228115687833	3			0	0.6813978470978371	0.01310228115687833	3	0.40045028641813657	0.012104963675012017	3			0	0.40045028641813657	0.012104963675012017	3			0	0.5409240667579869	0.008630314684565361	3			0	27.0		27.0	7.0		7.0		17.0	
E9p5Embryo	morans_i	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5091608878184241	0.005804254145333672	3			0	0.5091608878184241	0.005804254145333672	3	0.6284146461367811	0.0015808554772227187	3			0	0.6284146461367811	0.0015808554772227187	3			0	0.5687877669776026	0.0021117930274970834	3			0	25.0		25.0	16.0		16.0		23.0	
E9p5Embryo	morans_i	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e9p5_embryo.yaml	scvi	0.7011138286977764	0.003417964104126483	3			0	0.7011138286977764	0.003417964104126483	3	0.38457942948374835	0.014592980675842127	3			0	0.38457942948374835	0.014592980675842127	3			0	0.5428466290907624	0.005755313489732765	3			0	23.0		23.0	9.0		9.0		13.0	
E9p5Embryo	nbumi	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5070114793615391	0.0048395797553648385	3			0	0.5070114793615391	0.0048395797553648385	3	0.6663025773627851	0.009635727283275207	3			0	0.6663025773627851	0.009635727283275207	3			0	0.5866570283621622	0.007183069594553377	3			0	29.0		29.0	10.0		10.0		15.0	
E9p5Embryo	nbumi	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.6741705383937523	0.0017079839408225504	3			0	0.6741705383937523	0.0017079839408225504	3	0.43076731614289193	0.019272590207598056	3			0	0.43076731614289193	0.019272590207598056	3			0	0.5524689272683222	0.00893164403908056	3			0	31.0		31.0	2.0		2.0		3.0	
E9p5Embryo	nnsvg	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5225006447358762	0.008883154971923242	3			0	0.5225006447358762	0.008883154971923242	3	0.6129502901668739	0.008197680989254904	3			0	0.6129502901668739	0.008197680989254904	3			0	0.5677254674513751	0.0003638774378419237	3			0	20.0		20.0	19.0		19.0		24.0	
E9p5Embryo	nnsvg	2000	spatially_informed	configs/rebuild_v1/downstream/canonical/e9p5_embryo.yaml	scvi	0.7256713537014307	0.003349024119704511	3			0	0.7256713537014307	0.003349024119704511	3	0.35839561104798995	0.005197723600012661	3			0	0.35839561104798995	0.005197723600012661	3			0	0.5420334823747104	0.003438057561815281	3			0	16.0		16.0	18.0		18.0		14.0	
E9p5Embryo	osca	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5282301406303741	0.0031195672477155128	3			0	0.5282301406303741	0.0031195672477155128	3	0.627037627825405	0.026220220249722093	3			0	0.627037627825405	0.026220220249722093	3			0	0.5776338842278895	0.011575073876213472	3			0	16.0		16.0	17.0		17.0		20.0	
E9p5Embryo	osca	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.7097988755572106	0.00608626073562908	3			0	0.7097988755572106	0.00608626073562908	3	0.3762156143823781	0.013688509679757252	3			0	0.3762156143823781	0.013688509679757252	3			0	0.5430072449697944	0.007747964666504889	3			0	20.0		20.0	11.0		11.0		11.0	
E9p5Embryo	random	500	control	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.634209294605511	0.01185262262866807	3			0	0.634209294605511	0.01185262262866807	3	0.3341032025798978	0.04483898671126241	3			0	0.3341032025798978	0.04483898671126241	3			0	0.4841562485927044	0.01992376557036499	3			0	3.0		3.0	32.0		32.0		32.0	
E9p5Embryo	random	500	control	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.8720929827766271	0.01108738825499368	3			0	0.8720929827766271	0.01108738825499368	3	0.0845137892206662	0.01855434196360195	3			0	0.0845137892206662	0.01855434196360195	3			0	0.4783033859986466	0.009916125038252935	3			0	2.0		2.0	33.0		33.0		32.0	
E9p5Embryo	scPNMF	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5261660441225775	0.0044492193650415325	3			0	0.5261660441225775	0.0044492193650415325	3	0.5916314133505277	0.010661721351515059	3			0	0.5916314133505277	0.010661721351515059	3			0	0.5588987287365527	0.004215315875211036	3			0	18.0		18.0	21.0		21.0		27.0	
E9p5Embryo	scPNMF	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.7299691468327318	0.014320750627248092	3			0	0.7299691468327318	0.014320750627248092	3	0.35052534456377255	0.01266401928954042	3			0	0.35052534456377255	0.01266401928954042	3			0	0.5402472456982522	0.010575628920255726	3			0	14.0		14.0	19.0		19.0		18.0	
E9p5Embryo	scanpy_cell_ranger	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.528553765878668	0.004090827620668049	3			0	0.528553765878668	0.004090827620668049	3	0.715059189959249	0.009846957115123846	3			0	0.715059189959249	0.009846957115123846	3			0	0.6218064779189585	0.0030606987915647475	3			0	15.0		15.0	3.0		3.0		1.0	
E9p5Embryo	scanpy_cell_ranger	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	scvi	0.72284762080861	0.01152118696125732	3			0	0.72284762080861	0.01152118696125732	3	0.3676646449903449	0.008280452476118813	3			0	0.3676646449903449	0.008280452476118813	3			0	0.5452561328994775	0.009374601209470743	3			0	17.0		17.0	15.0		15.0		8.0	
E9p5Embryo	scanpy_cell_ranger_batch	2000	expression_driven	configs/rebuild_v1/non_spatial_downstream/canonical/e9p5_embryo.yaml	cellcharter	0.5230848433349644	0.0028387259756943372	3			0	0.5230848433349644	0.0028387259756943372	3	0.7126450142375461	0.006476898107194805	3			0	0.7126450142375461	0.006476898107194805	3			0	0.6178649287862553	0.003179619317335189	3			0	19.0		19.0	4.0		4.0		3.0	
