fs_method	integration_method	MethodGroup	MeanIntegrationScore	SDIntegrationScore	MeanIntegrationRank	SDIntegrationRank	NIntegrationDatasets	MeanClusteringScore	SDClusteringScore	MeanClusteringRank	SDClusteringRank	NClusteringDatasets	MeanAlignmentScore	SDAlignmentScore	MeanAlignmentRank	SDAlignmentRank	NAlignmentDatasets	MeanCoreOverallScore	SDCoreOverallScore	MeanCoreOverallRank	SDCoreOverallRank	NCoreOverallDatasets	MeanAlignmentEligibleOverallScore	SDAlignmentEligibleOverallScore	MeanAlignmentEligibleOverallRank	SDAlignmentEligibleOverallRank	NAlignmentEligibleOverallDatasets	GlobalCoreOverallRank
scanpy_pearson	scvi	expression_driven	0.6473297810067491	0.14724251089105914	17.285714285714285	6.626066850308854	7	0.5567790031310177	0.13107899369264647	12.571428571428571	5.223572942509207	7	0.6743833534255972	0.14132671379604397	20.0	7.0710678118654755	2	0.6020543920688832	0.08115187642189439	11.571428571428571	5.094347941825426	7	0.6121368330982153	0.12106075366248675	19.5	4.949747468305833	2	7.5
nnsvg	scvi	spatially_informed	0.6561464313602597	0.09427681309671132	17.285714285714285	6.395683067879607	7	0.556188410115257	0.13755622125366151	13.142857142857142	6.309478885734051	7	0.7784453798803472	0.006042861071645358	15.5	0.7071067811865476	2	0.6061674207377583	0.07103950676558075	12.285714285714286	7.2044959507769795	7	0.6685383809801859	0.021089676625279604	16.0	2.8284271247461903	2	9.0
spatialde	scvi	spatially_informed	0.6476164366716881	0.10741513702088881	17.428571428571427	6.654751256486923	7	0.5639138507384068	0.10376588261733027	11.428571428571429	8.28366148626606	7	0.7932738157956878	0.03339240613588072	11.5	6.363961030678928	2	0.6057651437050474	0.07985407986487733	12.714285714285714	7.01698619338069	7	0.6679463103754018	0.09165551685164398	11.0	7.0710678118654755	2	10.0
scanpy_cell_ranger_batch	scvi	expression_driven	0.7298676946004695	0.06518544322861934	6.0	5.537749241945383	7	0.5071379752030257	0.20237789072318232	18.0	8.621678104251709	7	0.8450980156153609	0.16928420084692536	14.5	19.091883092036785	2	0.6185028349017477	0.10372943225785994	12.857142857142858	11.393398255547982	7	0.7327303699953737	0.16099949609089637	15.5	19.091883092036785	2	11.0
seurat_sct	scvi	expression_driven	0.6872439229968113	0.10230861315211436	10.857142857142858	5.520524474738833	7	0.5021978940324214	0.27161575523734677	14.142857142857142	10.93051647801651	7	0.8003396468637785	0.022993370346119084	13.0	0.0	2	0.5947209085146163	0.1202327689176304	13.0	11.676186592091328	7	0.7042164084908907	0.028067809769209032	10.5	0.7071067811865476	2	12.0
singleCellHaystack	scvi	expression_driven	0.6249196605166486	0.17993090067386577	15.571428571428571	8.162049229148744	7	0.5730790293929845	0.166446864221505	11.571428571428571	8.121107126025425	7	0.8275768521832136	0.0021448240742251135	6.5	6.363961030678928	2	0.5989993449548165	0.11410803743400988	13.285714285714286	10.307186582093838	7	0.7306534129830884	0.02022678549872398	5.5	6.363961030678928	2	13.0
scanpy_seurat_v3_batch	scvi	expression_driven	0.6736551560786699	0.10755206503784477	13.714285714285714	6.799859942535232	7	0.5532328711202766	0.14642280318183723	14.0	7.659416862050705	7	0.7971979811495753	0.031197757471072896	13.0	1.4142135623730951	2	0.6134440135994732	0.07574404289573682	13.857142857142858	6.618876325292973	7	0.7010766714354848	0.025997719282238044	11.5	0.7071067811865476	2	14.0
anticor	scvi	expression_driven	0.6459820915870821	0.11451595919255418	20.0	2.5166114784235836	7	0.5560951969617465	0.13335342214929274	10.285714285714286	7.653197277702214	7	0.7022408151471518	0.1367012194052575	16.5	9.192388155425117	2	0.6010386442744143	0.08803971099785783	14.0	8.640987597877148	7	0.6224015257435584	0.12095829908621539	17.5	6.363961030678928	2	15.0
hotspot	scvi	expression_driven	0.6431785659339676	0.13668642523642632	19.285714285714285	7.476948702830715	7	0.55558157448001	0.1362722755604561	10.285714285714286	9.51690225711227	7	0.7468988685422481	0.09730856759644858	14.0	8.48528137423857	2	0.5993800702069888	0.10731103210577278	14.142857142857142	10.93051647801651	7	0.623292812656497	0.1619410450236215	15.0	15.556349186104045	2	16.0
morans_i	scvi	spatially_informed	0.6386259556307127	0.11516790966136281	18.714285714285715	7.8041502999853805	7	0.5522948641252857	0.12481942419320821	12.857142857142858	8.989411761039975	7	0.6460457401332611	0.1578446799981771	23.5	6.363961030678928	2	0.5954604098779992	0.08096882280797499	14.571428571428571	8.753230696094306	7	0.587559743139881	0.11070034669640984	23.5	2.1213203435596424	2	17.5
