dataset	fs_method	n_features	integration_method	task	metric_name	ValueMeanRaw	ValueSDRaw	OrientedMean	OrientedSD	NSeeds	EffectiveFeaturesMin	EffectiveFeaturesMax	RuntimeMean
STOmics0212	anticor	10000	scvi	integration_eval	bASW	0.8284755909		0.8284755909		1	10000	10000	42.5080043375
STOmics0212	anticor	10000	scvi	integration_eval	dASW	0.3598171473		0.3598171473		1	10000	10000	42.5080043375
STOmics0212	anticor	10000	scvi	integration_eval	dLISI	0.8764464088		0.8764464088		1	10000	10000	42.5080043375
STOmics0212	anticor	10000	scvi	integration_eval	iLISI	0.0519972148		0.0519972148		1	10000	10000	42.5080043375
STOmics0212	anticor	200	cellcharter	clustering_eval	CHAOS	0.1132791981		-0.1132791981		1	200	200	45.0073032901
STOmics0212	anticor	200	cellcharter	clustering_eval	PAS	0.0456088629		-0.0456088629		1	200	200	45.0073032901
STOmics0212	anticor	200	cellcharter	clustering_eval	ari	0.1216801513		0.1216801513		1	200	200	45.0073032901
STOmics0212	anticor	200	cellcharter	clustering_eval	nmi	0.2254099083		0.2254099083		1	200	200	45.0073032901
STOmics0212	anticor	200	cellcharter	clustering_eval	silhouette	0.1877610087		0.1877610087		1	200	200	45.0073032901
STOmics0212	anticor	200	cellcharter	integration_eval	GC	0.7238110051		0.7238110051		1	200	200	45.6003179392
STOmics0212	anticor	200	cellcharter	integration_eval	ILL	0.5194999606		0.5194999606		1	200	200	45.6003179392
STOmics0212	anticor	200	cellcharter	integration_eval	bASW	0.7418962315		0.7418962315		1	200	200	45.6003179392
STOmics0212	anticor	200	cellcharter	integration_eval	dASW	0.4672694802		0.4672694802		1	200	200	45.6003179392
STOmics0212	anticor	200	cellcharter	integration_eval	dLISI	0.9353702753		0.9353702753		1	200	200	45.6003179392
STOmics0212	anticor	200	cellcharter	integration_eval	iLISI	0.0036180814		0.0036180814		1	200	200	45.6003179392
STOmics0212	anticor	200	scvi	clustering_eval	CHAOS	0.1232341935		-0.1232341935		1	200	200	31.0830730069
STOmics0212	anticor	200	scvi	clustering_eval	PAS	0.2195229401		-0.2195229401		1	200	200	31.0830730069
STOmics0212	anticor	200	scvi	clustering_eval	ari	0.1115582893		0.1115582893		1	200	200	31.0830730069
STOmics0212	anticor	200	scvi	clustering_eval	nmi	0.2144297118		0.2144297118		1	200	200	31.0830730069
STOmics0212	anticor	200	scvi	clustering_eval	silhouette	0.2350692451		0.2350692451		1	200	200	31.0830730069
STOmics0212	anticor	200	scvi	integration_eval	GC	0.8382604848		0.8382604848		1	200	200	31.5470160861
STOmics0212	anticor	200	scvi	integration_eval	ILL	0.3369632217		0.3369632217		1	200	200	31.5470160861
STOmics0212	anticor	200	scvi	integration_eval	bASW	0.8569952369		0.8569952369		1	200	200	31.5470160861
STOmics0212	anticor	200	scvi	integration_eval	dASW	0.4451424591		0.4451424591		1	200	200	31.5470160861
STOmics0212	anticor	200	scvi	integration_eval	dLISI	0.8814989581		0.8814989581		1	200	200	31.5470160861
STOmics0212	anticor	200	scvi	integration_eval	iLISI	0.1242386516		0.1242386516		1	200	200	31.5470160861
STOmics0212	anticor	2000	cellcharter	clustering_eval	CHAOS	0.11415884729999999	0.001036024385329417	-0.11415884729999999	0.001036024385329417	3	2000	2000	58.65674875026667
STOmics0212	anticor	2000	cellcharter	clustering_eval	PAS	0.09905564466666666	0.017684635990245605	-0.09905564466666666	0.017684635990245605	3	2000	2000	58.65674875026667
STOmics0212	anticor	2000	cellcharter	clustering_eval	ari	0.10744088206666667	0.017312168073498568	0.10744088206666667	0.017312168073498568	3	2000	2000	58.65674875026667
STOmics0212	anticor	2000	cellcharter	clustering_eval	nmi	0.21912261506666666	0.009819915975818222	0.21912261506666666	0.009819915975818222	3	2000	2000	58.65674875026667
STOmics0212	anticor	2000	cellcharter	clustering_eval	silhouette	0.20139572023333333	0.008235541686262894	0.20139572023333333	0.008235541686262894	3	2000	2000	58.65674875026667
STOmics0212	anticor	2000	cellcharter	integration_eval	GC	0.8422749582	0.029870323844113384	0.8422749582	0.029870323844113384	3	2000	2000	59.10206934156667
STOmics0212	anticor	2000	cellcharter	integration_eval	ILL	0.44270257713333333	0.023239391539393958	0.44270257713333333	0.023239391539393958	3	2000	2000	59.10206934156667
STOmics0212	anticor	2000	cellcharter	integration_eval	bASW	0.8109047513	0.011084246850646032	0.8109047513	0.011084246850646032	3	2000	2000	59.10206934156667
STOmics0212	anticor	2000	cellcharter	integration_eval	dASW	0.4234420235	0.005542518363404212	0.4234420235	0.005542518363404212	3	2000	2000	59.10206934156667
STOmics0212	anticor	2000	cellcharter	integration_eval	dLISI	0.9235324993666666	0.003974333626890212	0.9235324993666666	0.003974333626890212	3	2000	2000	59.10206934156667
STOmics0212	anticor	2000	cellcharter	integration_eval	iLISI	0.02006829766666667	0.005459980049787906	0.02006829766666667	0.005459980049787906	3	2000	2000	59.10206934156667
STOmics0212	anticor	2000	scvi	clustering_eval	CHAOS	0.12235814443333333	0.0021853452810628535	-0.12235814443333333	0.0021853452810628535	3	2000	2000	42.916693496200004
STOmics0212	anticor	2000	scvi	clustering_eval	PAS	0.2813117272666667	0.010517620046650852	-0.2813117272666667	0.010517620046650852	3	2000	2000	42.916693496200004
STOmics0212	anticor	2000	scvi	clustering_eval	ari	0.09160690846666668	0.005865422620943241	0.09160690846666668	0.005865422620943241	3	2000	2000	42.916693496200004
STOmics0212	anticor	2000	scvi	clustering_eval	nmi	0.18502552406666664	0.00569491460160794	0.18502552406666664	0.00569491460160794	3	2000	2000	42.916693496200004
STOmics0212	anticor	2000	scvi	clustering_eval	silhouette	0.2875242432	0.0029922412057644134	0.2875242432	0.0029922412057644134	3	2000	2000	42.916693496200004
STOmics0212	anticor	2000	scvi	integration_eval	GC	0.8020818469666667	0.015356905807135434	0.8020818469666667	0.015356905807135434	3	2000	2000	43.470463478
STOmics0212	anticor	2000	scvi	integration_eval	ILL	0.3010929156	0.0166835539178033	0.3010929156	0.0166835539178033	3	2000	2000	43.470463478
STOmics0212	anticor	2000	scvi	integration_eval	bASW	0.8459047295	0.007171231193394473	0.8459047295	0.007171231193394473	3	2000	2000	43.470463478
STOmics0212	anticor	2000	scvi	integration_eval	dASW	0.42798522116666665	0.003178025877190762	0.42798522116666665	0.003178025877190762	3	2000	2000	43.470463478
STOmics0212	anticor	2000	scvi	integration_eval	dLISI	0.8726905084333333	0.004132750731552626	0.8726905084333333	0.004132750731552626	3	2000	2000	43.470463478
STOmics0212	anticor	2000	scvi	integration_eval	iLISI	0.1087396905	0.0021147748154753763	0.1087396905	0.0021147748154753763	3	2000	2000	43.470463478
STOmics0212	anticor	500	cellcharter	clustering_eval	CHAOS	0.1132605532		-0.1132605532		1	500	500	44.8633425636
STOmics0212	anticor	500	cellcharter	clustering_eval	PAS	0.0434170279		-0.0434170279		1	500	500	44.8633425636
STOmics0212	anticor	500	cellcharter	clustering_eval	ari	0.1349351243		0.1349351243		1	500	500	44.8633425636
STOmics0212	anticor	500	cellcharter	clustering_eval	nmi	0.2396945617		0.2396945617		1	500	500	44.8633425636
STOmics0212	anticor	500	cellcharter	clustering_eval	silhouette	0.2052378654		0.2052378654		1	500	500	44.8633425636
STOmics0212	anticor	500	cellcharter	integration_eval	GC	0.7718459526		0.7718459526		1	500	500	45.2067482928
STOmics0212	anticor	500	cellcharter	integration_eval	ILL	0.4977674238		0.4977674238		1	500	500	45.2067482928
STOmics0212	anticor	500	cellcharter	integration_eval	bASW	0.7481290549		0.7481290549		1	500	500	45.2067482928
STOmics0212	anticor	500	cellcharter	integration_eval	dASW	0.4526852965		0.4526852965		1	500	500	45.2067482928
STOmics0212	anticor	500	cellcharter	integration_eval	dLISI	0.9335619787		0.9335619787		1	500	500	45.2067482928
STOmics0212	anticor	500	cellcharter	integration_eval	iLISI	0.0063017621		0.0063017621		1	500	500	45.2067482928
STOmics0212	anticor	500	scvi	clustering_eval	CHAOS	0.1215741846		-0.1215741846		1	500	500	30.7780495351
STOmics0212	anticor	500	scvi	clustering_eval	PAS	0.2472544762		-0.2472544762		1	500	500	30.7780495351
STOmics0212	anticor	500	scvi	clustering_eval	ari	0.0949530861		0.0949530861		1	500	500	30.7780495351
STOmics0212	anticor	500	scvi	clustering_eval	nmi	0.205474567		0.205474567		1	500	500	30.7780495351
STOmics0212	anticor	500	scvi	clustering_eval	silhouette	0.2459643781		0.2459643781		1	500	500	30.7780495351
STOmics0212	anticor	500	scvi	integration_eval	GC	0.8474875633		0.8474875633		1	500	500	31.2647216991
STOmics0212	anticor	500	scvi	integration_eval	ILL	0.3554040224		0.3554040224		1	500	500	31.2647216991
STOmics0212	anticor	500	scvi	integration_eval	bASW	0.8510130382		0.8510130382		1	500	500	31.2647216991
STOmics0212	anticor	500	scvi	integration_eval	dASW	0.4322502315		0.4322502315		1	500	500	31.2647216991
STOmics0212	anticor	500	scvi	integration_eval	dLISI	0.8958517486		0.8958517486		1	500	500	31.2647216991
STOmics0212	anticor	500	scvi	integration_eval	iLISI	0.0896105981		0.0896105981		1	500	500	31.2647216991
STOmics0212	anticor	5000	cellcharter	clustering_eval	CHAOS	0.1138426364		-0.1138426364		1	5000	5000	54.3547556978
STOmics0212	anticor	5000	cellcharter	clustering_eval	PAS	0.1343718703		-0.1343718703		1	5000	5000	54.3547556978
STOmics0212	anticor	5000	cellcharter	clustering_eval	ari	0.0988124369		0.0988124369		1	5000	5000	54.3547556978
STOmics0212	anticor	5000	cellcharter	clustering_eval	nmi	0.1808048148		0.1808048148		1	5000	5000	54.3547556978
STOmics0212	anticor	5000	cellcharter	clustering_eval	silhouette	0.2265872061		0.2265872061		1	5000	5000	54.3547556978
STOmics0212	anticor	5000	cellcharter	integration_eval	GC	0.8451176736		0.8451176736		1	5000	5000	54.63116471
STOmics0212	anticor	5000	cellcharter	integration_eval	ILL	0.3569718731		0.3569718731		1	5000	5000	54.63116471
STOmics0212	anticor	5000	cellcharter	integration_eval	bASW	0.8553211138		0.8553211138		1	5000	5000	54.63116471
STOmics0212	anticor	5000	cellcharter	integration_eval	dASW	0.3887204006		0.3887204006		1	5000	5000	54.63116471
STOmics0212	anticor	5000	cellcharter	integration_eval	dLISI	0.900720773		0.900720773		1	5000	5000	54.63116471
STOmics0212	anticor	5000	cellcharter	integration_eval	iLISI	0.0578938924		0.0578938924		1	5000	5000	54.63116471
STOmics0212	anticor	5000	scvi	clustering_eval	CHAOS	0.1288372145		-0.1288372145		1	5000	5000	35.245013251
STOmics0212	anticor	5000	scvi	clustering_eval	PAS	0.4422923041		-0.4422923041		1	5000	5000	35.245013251
STOmics0212	anticor	5000	scvi	clustering_eval	ari	0.0972433343		0.0972433343		1	5000	5000	35.245013251
STOmics0212	anticor	5000	scvi	clustering_eval	nmi	0.1788300576		0.1788300576		1	5000	5000	35.245013251
STOmics0212	anticor	5000	scvi	clustering_eval	silhouette	0.3842037618		0.3842037618		1	5000	5000	35.245013251
STOmics0212	anticor	5000	scvi	integration_eval	GC	0.7527204333		0.7527204333		1	5000	5000	35.7029449204
STOmics0212	anticor	5000	scvi	integration_eval	ILL	0.3588349893		0.3588349893		1	5000	5000	35.7029449204
STOmics0212	anticor	5000	scvi	integration_eval	bASW	0.8274816629		0.8274816629		1	5000	5000	35.7029449204
STOmics0212	anticor	5000	scvi	integration_eval	dASW	0.3651879132		0.3651879132		1	5000	5000	35.7029449204
STOmics0212	anticor	5000	scvi	integration_eval	dLISI	0.8491488542		0.8491488542		1	5000	5000	35.7029449204
STOmics0212	anticor	5000	scvi	integration_eval	iLISI	0.1265863169		0.1265863169		1	5000	5000	35.7029449204
STOmics0212	dubstepr	100	cellcharter	clustering_eval	CHAOS	0.1140851403		-0.1140851403		1	100	100	203.9198935432
STOmics0212	dubstepr	100	cellcharter	clustering_eval	PAS	0.025167578		-0.025167578		1	100	100	203.9198935432
STOmics0212	dubstepr	100	cellcharter	clustering_eval	ari	0.1503648442		0.1503648442		1	100	100	203.9198935432
STOmics0212	dubstepr	100	cellcharter	clustering_eval	nmi	0.2712665074		0.2712665074		1	100	100	203.9198935432
STOmics0212	dubstepr	100	cellcharter	clustering_eval	silhouette	0.206146121		0.206146121		1	100	100	203.9198935432
STOmics0212	dubstepr	100	cellcharter	integration_eval	GC	0.6382667908		0.6382667908		1	100	100	204.648302665
STOmics0212	dubstepr	100	cellcharter	integration_eval	ILL	0.5250566893		0.5250566893		1	100	100	204.648302665
STOmics0212	dubstepr	100	cellcharter	integration_eval	bASW	0.7195131034		0.7195131034		1	100	100	204.648302665
STOmics0212	dubstepr	100	cellcharter	integration_eval	dASW	0.4561004825		0.4561004825		1	100	100	204.648302665
STOmics0212	dubstepr	100	cellcharter	integration_eval	dLISI	0.9361233109		0.9361233109		1	100	100	204.648302665
STOmics0212	dubstepr	100	cellcharter	integration_eval	iLISI	0.0029659014		0.0029659014		1	100	100	204.648302665
STOmics0212	dubstepr	100	scvi	clustering_eval	CHAOS	0.122967966		-0.122967966		1	100	100	187.6017235806
STOmics0212	dubstepr	100	scvi	clustering_eval	PAS	0.2035625396		-0.2035625396		1	100	100	187.6017235806
STOmics0212	dubstepr	100	scvi	clustering_eval	ari	0.0934966593		0.0934966593		1	100	100	187.6017235806
STOmics0212	dubstepr	100	scvi	clustering_eval	nmi	0.1987270784		0.1987270784		1	100	100	187.6017235806
STOmics0212	dubstepr	100	scvi	clustering_eval	silhouette	0.2226976007		0.2226976007		1	100	100	187.6017235806
STOmics0212	dubstepr	100	scvi	integration_eval	GC	0.877519526		0.877519526		1	100	100	188.035910896
STOmics0212	dubstepr	100	scvi	integration_eval	ILL	0.3420262187		0.3420262187		1	100	100	188.035910896
STOmics0212	dubstepr	100	scvi	integration_eval	bASW	0.8450584453		0.8450584453		1	100	100	188.035910896
STOmics0212	dubstepr	100	scvi	integration_eval	dASW	0.4406503774		0.4406503774		1	100	100	188.035910896
STOmics0212	dubstepr	100	scvi	integration_eval	dLISI	0.898319483		0.898319483		1	100	100	188.035910896
STOmics0212	dubstepr	100	scvi	integration_eval	iLISI	0.0754556991		0.0754556991		1	100	100	188.035910896
STOmics0212	dubstepr	1000	cellcharter	clustering_eval	CHAOS	0.1134812051		-0.1134812051		1	1000	1000	201.0769205792
STOmics0212	dubstepr	1000	cellcharter	clustering_eval	PAS	0.0492828704		-0.0492828704		1	1000	1000	201.0769205792
STOmics0212	dubstepr	1000	cellcharter	clustering_eval	ari	0.1455017612		0.1455017612		1	1000	1000	201.0769205792
STOmics0212	dubstepr	1000	cellcharter	clustering_eval	nmi	0.2530051789		0.2530051789		1	1000	1000	201.0769205792
STOmics0212	dubstepr	1000	cellcharter	clustering_eval	silhouette	0.2068050355		0.2068050355		1	1000	1000	201.0769205792
STOmics0212	dubstepr	1000	cellcharter	integration_eval	GC	0.7474588608		0.7474588608		1	1000	1000	201.4298191536
STOmics0212	dubstepr	1000	cellcharter	integration_eval	ILL	0.5252472527		0.5252472527		1	1000	1000	201.4298191536
STOmics0212	dubstepr	1000	cellcharter	integration_eval	bASW	0.7394228205		0.7394228205		1	1000	1000	201.4298191536
STOmics0212	dubstepr	1000	cellcharter	integration_eval	dASW	0.449533429		0.449533429		1	1000	1000	201.4298191536
STOmics0212	dubstepr	1000	cellcharter	integration_eval	dLISI	0.9354769493		0.9354769493		1	1000	1000	201.4298191536
STOmics0212	dubstepr	1000	cellcharter	integration_eval	iLISI	0.0075303536		0.0075303536		1	1000	1000	201.4298191536
STOmics0212	dubstepr	1000	scvi	clustering_eval	CHAOS	0.1250558051		-0.1250558051		1	1000	1000	185.9149848027
STOmics0212	dubstepr	1000	scvi	clustering_eval	PAS	0.2732090329		-0.2732090329		1	1000	1000	185.9149848027
STOmics0212	dubstepr	1000	scvi	clustering_eval	ari	0.1144703988		0.1144703988		1	1000	1000	185.9149848027
STOmics0212	dubstepr	1000	scvi	clustering_eval	nmi	0.2044880535		0.2044880535		1	1000	1000	185.9149848027
STOmics0212	dubstepr	1000	scvi	clustering_eval	silhouette	0.2568538189		0.2568538189		1	1000	1000	185.9149848027
STOmics0212	dubstepr	1000	scvi	integration_eval	GC	0.8210378295		0.8210378295		1	1000	1000	186.3650698876
STOmics0212	dubstepr	1000	scvi	integration_eval	ILL	0.2583290838		0.2583290838		1	1000	1000	186.3650698876
STOmics0212	dubstepr	1000	scvi	integration_eval	bASW	0.8635613903		0.8635613903		1	1000	1000	186.3650698876
STOmics0212	dubstepr	1000	scvi	integration_eval	dASW	0.42970182		0.42970182		1	1000	1000	186.3650698876
STOmics0212	dubstepr	1000	scvi	integration_eval	dLISI	0.875682555		0.875682555		1	1000	1000	186.3650698876
STOmics0212	dubstepr	1000	scvi	integration_eval	iLISI	0.111967844		0.111967844		1	1000	1000	186.3650698876
STOmics0212	dubstepr	10000	cellcharter	clustering_eval	CHAOS	0.1130574817		-0.1130574817		1	1828	1828	197.1180515112
STOmics0212	dubstepr	10000	cellcharter	clustering_eval	PAS	0.0550612234		-0.0550612234		1	1828	1828	197.1180515112
STOmics0212	dubstepr	10000	cellcharter	clustering_eval	ari	0.1195901648		0.1195901648		1	1828	1828	197.1180515112
STOmics0212	dubstepr	10000	cellcharter	clustering_eval	nmi	0.2455265177		0.2455265177		1	1828	1828	197.1180515112
STOmics0212	dubstepr	10000	cellcharter	clustering_eval	silhouette	0.1906182617		0.1906182617		1	1828	1828	197.1180515112
STOmics0212	dubstepr	10000	cellcharter	integration_eval	GC	0.8645881532		0.8645881532		1	1828	1828	197.6881057741
STOmics0212	dubstepr	10000	cellcharter	integration_eval	ILL	0.4573435241		0.4573435241		1	1828	1828	197.6881057741
STOmics0212	dubstepr	10000	cellcharter	integration_eval	bASW	0.7749052085		0.7749052085		1	1828	1828	197.6881057741
STOmics0212	dubstepr	10000	cellcharter	integration_eval	dASW	0.4338661283		0.4338661283		1	1828	1828	197.6881057741
STOmics0212	dubstepr	10000	cellcharter	integration_eval	dLISI	0.9306856874		0.9306856874		1	1828	1828	197.6881057741
STOmics0212	dubstepr	10000	cellcharter	integration_eval	iLISI	0.0122200926		0.0122200926		1	1828	1828	197.6881057741
STOmics0212	dubstepr	10000	scvi	clustering_eval	CHAOS	0.1254385777		-0.1254385777		1	1828	1828	181.8336003581
STOmics0212	dubstepr	10000	scvi	clustering_eval	PAS	0.3347152906		-0.3347152906		1	1828	1828	181.8336003581
STOmics0212	dubstepr	10000	scvi	clustering_eval	ari	0.1331857479		0.1331857479		1	1828	1828	181.8336003581
STOmics0212	dubstepr	10000	scvi	clustering_eval	nmi	0.2071652655		0.2071652655		1	1828	1828	181.8336003581
STOmics0212	dubstepr	10000	scvi	clustering_eval	silhouette	0.2497149259		0.2497149259		1	1828	1828	181.8336003581
STOmics0212	dubstepr	10000	scvi	integration_eval	GC	0.820677018		0.820677018		1	1828	1828	182.3196016802
STOmics0212	dubstepr	10000	scvi	integration_eval	ILL	0.2243231148		0.2243231148		1	1828	1828	182.3196016802
STOmics0212	dubstepr	10000	scvi	integration_eval	bASW	0.8679206349		0.8679206349		1	1828	1828	182.3196016802
STOmics0212	dubstepr	10000	scvi	integration_eval	dASW	0.4338947907		0.4338947907		1	1828	1828	182.3196016802
STOmics0212	dubstepr	10000	scvi	integration_eval	dLISI	0.8864553256		0.8864553256		1	1828	1828	182.3196016802
STOmics0212	dubstepr	10000	scvi	integration_eval	iLISI	0.1060491293		0.1060491293		1	1828	1828	182.3196016802
STOmics0212	dubstepr	200	cellcharter	clustering_eval	CHAOS	0.1122924237		-0.1122924237		1	200	200	202.2126255985
STOmics0212	dubstepr	200	cellcharter	clustering_eval	PAS	0.0222795792		-0.0222795792		1	200	200	202.2126255985
STOmics0212	dubstepr	200	cellcharter	clustering_eval	ari	0.1142495637		0.1142495637		1	200	200	202.2126255985
STOmics0212	dubstepr	200	cellcharter	clustering_eval	nmi	0.2509375278		0.2509375278		1	200	200	202.2126255985
STOmics0212	dubstepr	200	cellcharter	clustering_eval	silhouette	0.2296554893		0.2296554893		1	200	200	202.2126255985
STOmics0212	dubstepr	200	cellcharter	integration_eval	GC	0.6092181308		0.6092181308		1	200	200	202.6327183349
STOmics0212	dubstepr	200	cellcharter	integration_eval	ILL	0.5191646841		0.5191646841		1	200	200	202.6327183349
STOmics0212	dubstepr	200	cellcharter	integration_eval	bASW	0.7173547775		0.7173547775		1	200	200	202.6327183349
STOmics0212	dubstepr	200	cellcharter	integration_eval	dASW	0.4621821009		0.4621821009		1	200	200	202.6327183349
STOmics0212	dubstepr	200	cellcharter	integration_eval	dLISI	0.9374363707		0.9374363707		1	200	200	202.6327183349
STOmics0212	dubstepr	200	cellcharter	integration_eval	iLISI	0.0029164295		0.0029164295		1	200	200	202.6327183349
STOmics0212	dubstepr	200	scvi	clustering_eval	CHAOS	0.1211576758		-0.1211576758		1	200	200	186.9481793772
STOmics0212	dubstepr	200	scvi	clustering_eval	PAS	0.2140946627		-0.2140946627		1	200	200	186.9481793772
STOmics0212	dubstepr	200	scvi	clustering_eval	ari	0.1294182995		0.1294182995		1	200	200	186.9481793772
STOmics0212	dubstepr	200	scvi	clustering_eval	nmi	0.2134686943		0.2134686943		1	200	200	186.9481793772
STOmics0212	dubstepr	200	scvi	clustering_eval	silhouette	0.2286098152		0.2286098152		1	200	200	186.9481793772
STOmics0212	dubstepr	200	scvi	integration_eval	GC	0.889244554		0.889244554		1	200	200	187.5350904595
STOmics0212	dubstepr	200	scvi	integration_eval	ILL	0.3263108614		0.3263108614		1	200	200	187.5350904595
STOmics0212	dubstepr	200	scvi	integration_eval	bASW	0.8447309125		0.8447309125		1	200	200	187.5350904595
STOmics0212	dubstepr	200	scvi	integration_eval	dASW	0.4457337297		0.4457337297		1	200	200	187.5350904595
STOmics0212	dubstepr	200	scvi	integration_eval	dLISI	0.9049345227		0.9049345227		1	200	200	187.5350904595
STOmics0212	dubstepr	200	scvi	integration_eval	iLISI	0.0622128288		0.0622128288		1	200	200	187.5350904595
STOmics0212	dubstepr	2000	cellcharter	clustering_eval	CHAOS	0.11301188223333335	5.343248038322184e-05	-0.11301188223333335	5.343248038322184e-05	3	1816	1830	207.01922533813334
STOmics0212	dubstepr	2000	cellcharter	clustering_eval	PAS	0.06215059033333333	0.007526989527218075	-0.06215059033333333	0.007526989527218075	3	1816	1830	207.01922533813334
STOmics0212	dubstepr	2000	cellcharter	clustering_eval	ari	0.12412723296666667	0.004431160393357764	0.12412723296666667	0.004431160393357764	3	1816	1830	207.01922533813334
STOmics0212	dubstepr	2000	cellcharter	clustering_eval	nmi	0.2361013267333333	0.008764867781316757	0.2361013267333333	0.008764867781316757	3	1816	1830	207.01922533813334
STOmics0212	dubstepr	2000	cellcharter	clustering_eval	silhouette	0.19729414583333335	0.005896794217101507	0.19729414583333335	0.005896794217101507	3	1816	1830	207.01922533813334
STOmics0212	dubstepr	2000	cellcharter	integration_eval	GC	0.8246407390333333	0.03689913443870462	0.8246407390333333	0.03689913443870462	3	1816	1830	207.60388321863334
STOmics0212	dubstepr	2000	cellcharter	integration_eval	ILL	0.4730653518666667	0.013643638003100082	0.4730653518666667	0.013643638003100082	3	1816	1830	207.60388321863334
STOmics0212	dubstepr	2000	cellcharter	integration_eval	bASW	0.7720111439666667	0.003995882905800124	0.7720111439666667	0.003995882905800124	3	1816	1830	207.60388321863334
STOmics0212	dubstepr	2000	cellcharter	integration_eval	dASW	0.43590152013333333	0.005763536949801436	0.43590152013333333	0.005763536949801436	3	1816	1830	207.60388321863334
STOmics0212	dubstepr	2000	cellcharter	integration_eval	dLISI	0.9314684473333333	0.0007838508680273326	0.9314684473333333	0.0007838508680273326	3	1816	1830	207.60388321863334
STOmics0212	dubstepr	2000	cellcharter	integration_eval	iLISI	0.011673986966666666	0.0006694771957644281	0.011673986966666666	0.0006694771957644281	3	1816	1830	207.60388321863334
STOmics0212	dubstepr	2000	scvi	clustering_eval	CHAOS	0.1253365729	9.647489651261839e-05	-0.1253365729	9.647489651261839e-05	3	1816	1830	191.43912346316665
STOmics0212	dubstepr	2000	scvi	clustering_eval	PAS	0.3361350164666666	0.03954466205719358	-0.3361350164666666	0.03954466205719358	3	1816	1830	191.43912346316665
STOmics0212	dubstepr	2000	scvi	clustering_eval	ari	0.12815603820000002	0.01006807884454314	0.12815603820000002	0.01006807884454314	3	1816	1830	191.43912346316665
STOmics0212	dubstepr	2000	scvi	clustering_eval	nmi	0.20672754000000002	0.007343363306822212	0.20672754000000002	0.007343363306822212	3	1816	1830	191.43912346316665
STOmics0212	dubstepr	2000	scvi	clustering_eval	silhouette	0.2596716036666667	0.019169376080926757	0.2596716036666667	0.019169376080926757	3	1816	1830	191.43912346316665
STOmics0212	dubstepr	2000	scvi	integration_eval	GC	0.8570209141666667	0.06056658197310848	0.8570209141666667	0.06056658197310848	3	1816	1830	192.02173132293333
STOmics0212	dubstepr	2000	scvi	integration_eval	ILL	0.2471410782	0.021159611011324585	0.2471410782	0.021159611011324585	3	1816	1830	192.02173132293333
STOmics0212	dubstepr	2000	scvi	integration_eval	bASW	0.8650491612666666	0.018237615969534986	0.8650491612666666	0.018237615969534986	3	1816	1830	192.02173132293333
STOmics0212	dubstepr	2000	scvi	integration_eval	dASW	0.4294747313	0.008931759267515	0.4294747313	0.008931759267515	3	1816	1830	192.02173132293333
STOmics0212	dubstepr	2000	scvi	integration_eval	dLISI	0.8809194372333332	0.006265507031622284	0.8809194372333332	0.006265507031622284	3	1816	1830	192.02173132293333
STOmics0212	dubstepr	2000	scvi	integration_eval	iLISI	0.1101415624	0.011621318705607318	0.1101415624	0.011621318705607318	3	1816	1830	192.02173132293333
STOmics0212	dubstepr	500	cellcharter	clustering_eval	CHAOS	0.1122366422		-0.1122366422		1	500	500	200.2975602439
STOmics0212	dubstepr	500	cellcharter	clustering_eval	PAS	0.0302589447		-0.0302589447		1	500	500	200.2975602439
STOmics0212	dubstepr	500	cellcharter	clustering_eval	ari	0.1447534395		0.1447534395		1	500	500	200.2975602439
STOmics0212	dubstepr	500	cellcharter	clustering_eval	nmi	0.2771819049		0.2771819049		1	500	500	200.2975602439
STOmics0212	dubstepr	500	cellcharter	clustering_eval	silhouette	0.2094120681		0.2094120681		1	500	500	200.2975602439
STOmics0212	dubstepr	500	cellcharter	integration_eval	GC	0.6395348769		0.6395348769		1	500	500	200.926206138
STOmics0212	dubstepr	500	cellcharter	integration_eval	ILL	0.5143369176		0.5143369176		1	500	500	200.926206138
STOmics0212	dubstepr	500	cellcharter	integration_eval	bASW	0.7143626899		0.7143626899		1	500	500	200.926206138
STOmics0212	dubstepr	500	cellcharter	integration_eval	dASW	0.4534876011		0.4534876011		1	500	500	200.926206138
STOmics0212	dubstepr	500	cellcharter	integration_eval	dLISI	0.9366748128		0.9366748128		1	500	500	200.926206138
STOmics0212	dubstepr	500	cellcharter	integration_eval	iLISI	0.0045089241		0.0045089241		1	500	500	200.926206138
STOmics0212	dubstepr	500	scvi	clustering_eval	CHAOS	0.1217715903		-0.1217715903		1	500	500	185.802442315
STOmics0212	dubstepr	500	scvi	clustering_eval	PAS	0.2557239149		-0.2557239149		1	500	500	185.802442315
STOmics0212	dubstepr	500	scvi	clustering_eval	ari	0.1054393526		0.1054393526		1	500	500	185.802442315
STOmics0212	dubstepr	500	scvi	clustering_eval	nmi	0.2056789172		0.2056789172		1	500	500	185.802442315
STOmics0212	dubstepr	500	scvi	clustering_eval	silhouette	0.2265069932		0.2265069932		1	500	500	185.802442315
STOmics0212	dubstepr	500	scvi	integration_eval	GC	0.8420479762		0.8420479762		1	500	500	186.2534525534
STOmics0212	dubstepr	500	scvi	integration_eval	ILL	0.3045285071		0.3045285071		1	500	500	186.2534525534
STOmics0212	dubstepr	500	scvi	integration_eval	bASW	0.8493998142		0.8493998142		1	500	500	186.2534525534
