dataset	fs_method	n_features	integration_method	task	metric_name	ValueMeanRaw	ValueSDRaw	OrientedMean	OrientedSD	NSeeds	EffectiveFeaturesMin	EffectiveFeaturesMax	RuntimeMean
DLPFC	wilcoxon	500	scvi	integration_eval	iLISI	0.6649136226		0.6649136226		1	500	500	235.6222789595
DLPFC	wilcoxon	5000	cellcharter	alignment_eval	Accuracy	0.7566		0.7566		1	5000	5000	328.5062494883
DLPFC	wilcoxon	5000	cellcharter	alignment_eval	Ratio	1.4254842731		-1.4254842731		1	5000	5000	328.5062494883
DLPFC	wilcoxon	5000	cellcharter	clustering_eval	CHAOS	0.0589317535		-0.0589317535		1	5000	5000	328.8707466116
DLPFC	wilcoxon	5000	cellcharter	clustering_eval	PAS	0.0460833333		-0.0460833333		1	5000	5000	328.8707466116
DLPFC	wilcoxon	5000	cellcharter	clustering_eval	ari	0.2726311228		0.2726311228		1	5000	5000	328.8707466116
DLPFC	wilcoxon	5000	cellcharter	clustering_eval	nmi	0.4260636182		0.4260636182		1	5000	5000	328.8707466116
DLPFC	wilcoxon	5000	cellcharter	clustering_eval	silhouette	0.222189948		0.222189948		1	5000	5000	328.8707466116
DLPFC	wilcoxon	5000	cellcharter	integration_eval	GC	0.9783752192		0.9783752192		1	5000	5000	331.6412911164
DLPFC	wilcoxon	5000	cellcharter	integration_eval	ILL	0.7071418377		0.7071418377		1	5000	5000	331.6412911164
DLPFC	wilcoxon	5000	cellcharter	integration_eval	bASW	0.9248920074		0.9248920074		1	5000	5000	331.6412911164
DLPFC	wilcoxon	5000	cellcharter	integration_eval	dASW	0.5326361023		0.5326361023		1	5000	5000	331.6412911164
DLPFC	wilcoxon	5000	cellcharter	integration_eval	dLISI	0.9499414594		0.9499414594		1	5000	5000	331.6412911164
DLPFC	wilcoxon	5000	cellcharter	integration_eval	iLISI	0.1378826091		0.1378826091		1	5000	5000	331.6412911164
DLPFC	wilcoxon	5000	scvi	alignment_eval	Accuracy	0.5699		0.5699		1	5000	5000	304.1641324749
DLPFC	wilcoxon	5000	scvi	alignment_eval	Ratio	1.0960235975		-1.0960235975		1	5000	5000	304.1641324749
DLPFC	wilcoxon	5000	scvi	clustering_eval	CHAOS	0.0698518963		-0.0698518963		1	5000	5000	305.0487057883
DLPFC	wilcoxon	5000	scvi	clustering_eval	PAS	0.4015		-0.4015		1	5000	5000	305.0487057883
DLPFC	wilcoxon	5000	scvi	clustering_eval	ari	0.3188699502		0.3188699502		1	5000	5000	305.0487057883
DLPFC	wilcoxon	5000	scvi	clustering_eval	nmi	0.4133980676		0.4133980676		1	5000	5000	305.0487057883
DLPFC	wilcoxon	5000	scvi	clustering_eval	silhouette	0.391887486		0.391887486		1	5000	5000	305.0487057883
DLPFC	wilcoxon	5000	scvi	integration_eval	GC	0.8585544901		0.8585544901		1	5000	5000	306.8030274604
DLPFC	wilcoxon	5000	scvi	integration_eval	ILL	0.4786363165		0.4786363165		1	5000	5000	306.8030274604
DLPFC	wilcoxon	5000	scvi	integration_eval	bASW	0.9439275403		0.9439275403		1	5000	5000	306.8030274604
DLPFC	wilcoxon	5000	scvi	integration_eval	dASW	0.5077904235		0.5077904235		1	5000	5000	306.8030274604
DLPFC	wilcoxon	5000	scvi	integration_eval	dLISI	0.864169273		0.864169273		1	5000	5000	306.8030274604
DLPFC	wilcoxon	5000	scvi	integration_eval	iLISI	0.2967930364		0.2967930364		1	5000	5000	306.8030274604
E8p5Embryo	Brennecke	100	cellcharter	clustering_eval	CHAOS	0.1127476357		-0.1127476357		1	100	100	53.2373605929
E8p5Embryo	Brennecke	100	cellcharter	clustering_eval	PAS	0.59925		-0.59925		1	100	100	53.2373605929
E8p5Embryo	Brennecke	100	cellcharter	clustering_eval	silhouette	0.0792015046		0.0792015046		1	100	100	53.2373605929
E8p5Embryo	Brennecke	100	cellcharter	integration_eval	GC					1	100	100	53.6845527636
E8p5Embryo	Brennecke	100	cellcharter	integration_eval	ILL					1	100	100	53.6845527636
E8p5Embryo	Brennecke	100	cellcharter	integration_eval	bASW	0.9134109318		0.9134109318		1	100	100	53.6845527636
E8p5Embryo	Brennecke	100	cellcharter	integration_eval	dASW					1	100	100	53.6845527636
E8p5Embryo	Brennecke	100	cellcharter	integration_eval	dLISI					1	100	100	53.6845527636
E8p5Embryo	Brennecke	100	cellcharter	integration_eval	iLISI	0.4951438073		0.4951438073		1	100	100	53.6845527636
E8p5Embryo	Brennecke	100	scvi	clustering_eval	CHAOS	0.1100827001		-0.1100827001		1	100	100	36.3283473132
E8p5Embryo	Brennecke	100	scvi	clustering_eval	PAS	0.38475		-0.38475		1	100	100	36.3283473132
E8p5Embryo	Brennecke	100	scvi	clustering_eval	silhouette	0.6791920066		0.6791920066		1	100	100	36.3283473132
E8p5Embryo	Brennecke	100	scvi	integration_eval	GC					1	100	100	36.3762705056
E8p5Embryo	Brennecke	100	scvi	integration_eval	ILL					1	100	100	36.3762705056
E8p5Embryo	Brennecke	100	scvi	integration_eval	bASW	0.8819584101		0.8819584101		1	100	100	36.3762705056
E8p5Embryo	Brennecke	100	scvi	integration_eval	dASW					1	100	100	36.3762705056
E8p5Embryo	Brennecke	100	scvi	integration_eval	dLISI					1	100	100	36.3762705056
E8p5Embryo	Brennecke	100	scvi	integration_eval	iLISI	0.1562643487		0.1562643487		1	100	100	36.3762705056
E8p5Embryo	Brennecke	1000	cellcharter	clustering_eval	CHAOS	0.0725563581		-0.0725563581		1	1000	1000	53.5748670548
E8p5Embryo	Brennecke	1000	cellcharter	clustering_eval	PAS	0.4174166667		-0.4174166667		1	1000	1000	53.5748670548
E8p5Embryo	Brennecke	1000	cellcharter	clustering_eval	silhouette	0.018063236		0.018063236		1	1000	1000	53.5748670548
E8p5Embryo	Brennecke	1000	cellcharter	integration_eval	GC					1	1000	1000	53.8172388533
E8p5Embryo	Brennecke	1000	cellcharter	integration_eval	ILL					1	1000	1000	53.8172388533
E8p5Embryo	Brennecke	1000	cellcharter	integration_eval	bASW	0.9710837882		0.9710837882		1	1000	1000	53.8172388533
E8p5Embryo	Brennecke	1000	cellcharter	integration_eval	dASW					1	1000	1000	53.8172388533
E8p5Embryo	Brennecke	1000	cellcharter	integration_eval	dLISI					1	1000	1000	53.8172388533
E8p5Embryo	Brennecke	1000	cellcharter	integration_eval	iLISI	0.3916836252		0.3916836252		1	1000	1000	53.8172388533
E8p5Embryo	Brennecke	1000	scvi	clustering_eval	CHAOS	0.122427385		-0.122427385		1	1000	1000	36.3716612598
E8p5Embryo	Brennecke	1000	scvi	clustering_eval	PAS	0.8965833333		-0.8965833333		1	1000	1000	36.3716612598
E8p5Embryo	Brennecke	1000	scvi	clustering_eval	silhouette	0.0930934027		0.0930934027		1	1000	1000	36.3716612598
E8p5Embryo	Brennecke	1000	scvi	integration_eval	GC					1	1000	1000	36.5599599853
E8p5Embryo	Brennecke	1000	scvi	integration_eval	ILL					1	1000	1000	36.5599599853
E8p5Embryo	Brennecke	1000	scvi	integration_eval	bASW	0.9782055691		0.9782055691		1	1000	1000	36.5599599853
E8p5Embryo	Brennecke	1000	scvi	integration_eval	dASW					1	1000	1000	36.5599599853
E8p5Embryo	Brennecke	1000	scvi	integration_eval	dLISI					1	1000	1000	36.5599599853
E8p5Embryo	Brennecke	1000	scvi	integration_eval	iLISI	0.6157044822		0.6157044822		1	1000	1000	36.5599599853
E8p5Embryo	Brennecke	10000	cellcharter	clustering_eval	CHAOS	0.0761098695		-0.0761098695		1	10000	10000	199.4190499727
E8p5Embryo	Brennecke	10000	cellcharter	clustering_eval	PAS	0.54825		-0.54825		1	10000	10000	199.4190499727
E8p5Embryo	Brennecke	10000	cellcharter	clustering_eval	silhouette	0.1055947021		0.1055947021		1	10000	10000	199.4190499727
E8p5Embryo	Brennecke	10000	cellcharter	integration_eval	GC					1	10000	10000	199.6628003195
E8p5Embryo	Brennecke	10000	cellcharter	integration_eval	ILL					1	10000	10000	199.6628003195
E8p5Embryo	Brennecke	10000	cellcharter	integration_eval	bASW	0.9696000237		0.9696000237		1	10000	10000	199.6628003195
E8p5Embryo	Brennecke	10000	cellcharter	integration_eval	dASW					1	10000	10000	199.6628003195
E8p5Embryo	Brennecke	10000	cellcharter	integration_eval	dLISI					1	10000	10000	199.6628003195
E8p5Embryo	Brennecke	10000	cellcharter	integration_eval	iLISI	0.2541394323		0.2541394323		1	10000	10000	199.6628003195
E8p5Embryo	Brennecke	10000	scvi	clustering_eval	CHAOS	0.1035189085		-0.1035189085		1	10000	10000	182.7095473204
E8p5Embryo	Brennecke	10000	scvi	clustering_eval	PAS	0.8235		-0.8235		1	10000	10000	182.7095473204
E8p5Embryo	Brennecke	10000	scvi	clustering_eval	silhouette	0.2830799222		0.2830799222		1	10000	10000	182.7095473204
E8p5Embryo	Brennecke	10000	scvi	integration_eval	GC					1	10000	10000	182.9556620736
E8p5Embryo	Brennecke	10000	scvi	integration_eval	ILL					1	10000	10000	182.9556620736
E8p5Embryo	Brennecke	10000	scvi	integration_eval	bASW	0.9516110346		0.9516110346		1	10000	10000	182.9556620736
E8p5Embryo	Brennecke	10000	scvi	integration_eval	dASW					1	10000	10000	182.9556620736
E8p5Embryo	Brennecke	10000	scvi	integration_eval	dLISI					1	10000	10000	182.9556620736
E8p5Embryo	Brennecke	10000	scvi	integration_eval	iLISI	0.4743321884		0.4743321884		1	10000	10000	182.9556620736
E8p5Embryo	Brennecke	200	cellcharter	clustering_eval	CHAOS	0.1120526145		-0.1120526145		1	200	200	52.347409714
E8p5Embryo	Brennecke	200	cellcharter	clustering_eval	PAS	0.5471666667		-0.5471666667		1	200	200	52.347409714
E8p5Embryo	Brennecke	200	cellcharter	clustering_eval	silhouette	0.116498217		0.116498217		1	200	200	52.347409714
E8p5Embryo	Brennecke	200	cellcharter	integration_eval	GC					1	200	200	52.7829705998
E8p5Embryo	Brennecke	200	cellcharter	integration_eval	ILL					1	200	200	52.7829705998
E8p5Embryo	Brennecke	200	cellcharter	integration_eval	bASW	0.9463878535		0.9463878535		1	200	200	52.7829705998
E8p5Embryo	Brennecke	200	cellcharter	integration_eval	dASW					1	200	200	52.7829705998
E8p5Embryo	Brennecke	200	cellcharter	integration_eval	dLISI					1	200	200	52.7829705998
E8p5Embryo	Brennecke	200	cellcharter	integration_eval	iLISI	0.5355449661		0.5355449661		1	200	200	52.7829705998
E8p5Embryo	Brennecke	200	scvi	clustering_eval	CHAOS	0.127669173		-0.127669173		1	200	200	35.6629111292
E8p5Embryo	Brennecke	200	scvi	clustering_eval	PAS	0.7676666667		-0.7676666667		1	200	200	35.6629111292
E8p5Embryo	Brennecke	200	scvi	clustering_eval	silhouette	0.3151276708		0.3151276708		1	200	200	35.6629111292
E8p5Embryo	Brennecke	200	scvi	integration_eval	GC					1	200	200	35.7970648846
E8p5Embryo	Brennecke	200	scvi	integration_eval	ILL					1	200	200	35.7970648846
E8p5Embryo	Brennecke	200	scvi	integration_eval	bASW	0.9391724356		0.9391724356		1	200	200	35.7970648846
E8p5Embryo	Brennecke	200	scvi	integration_eval	dASW					1	200	200	35.7970648846
E8p5Embryo	Brennecke	200	scvi	integration_eval	dLISI					1	200	200	35.7970648846
E8p5Embryo	Brennecke	200	scvi	integration_eval	iLISI	0.3706729979		0.3706729979		1	200	200	35.7970648846
E8p5Embryo	Brennecke	2000	cellcharter	clustering_eval	CHAOS	0.0642927209	0.00259673501052931	-0.0642927209	0.00259673501052931	3	2000	2000	50.97380705736666
E8p5Embryo	Brennecke	2000	cellcharter	clustering_eval	PAS	0.2936666666666667	0.021623835862242893	-0.2936666666666667	0.021623835862242893	3	2000	2000	50.97380705736666
E8p5Embryo	Brennecke	2000	cellcharter	clustering_eval	silhouette	0.03653281803333333	0.0008613043535911847	0.03653281803333333	0.0008613043535911847	3	2000	2000	50.97380705736666
E8p5Embryo	Brennecke	2000	cellcharter	integration_eval	GC					3	2000	2000	51.19910783416666
E8p5Embryo	Brennecke	2000	cellcharter	integration_eval	ILL					3	2000	2000	51.19910783416666
E8p5Embryo	Brennecke	2000	cellcharter	integration_eval	bASW	0.9797086951666666	0.0006393915832480141	0.9797086951666666	0.0006393915832480141	3	2000	2000	51.19910783416666
E8p5Embryo	Brennecke	2000	cellcharter	integration_eval	dASW					3	2000	2000	51.19910783416666
E8p5Embryo	Brennecke	2000	cellcharter	integration_eval	dLISI					3	2000	2000	51.19910783416666
E8p5Embryo	Brennecke	2000	cellcharter	integration_eval	iLISI	0.33658268469999997	0.004989653299356826	0.33658268469999997	0.004989653299356826	3	2000	2000	51.19910783416666
E8p5Embryo	Brennecke	2000	scvi	clustering_eval	CHAOS	0.11627343963333332	0.0005541432712266281	-0.11627343963333332	0.0005541432712266281	3	2000	2000	32.45646497326667
E8p5Embryo	Brennecke	2000	scvi	clustering_eval	PAS	0.8250555555666667	0.02416412822321475	-0.8250555555666667	0.02416412822321475	3	2000	2000	32.45646497326667
E8p5Embryo	Brennecke	2000	scvi	clustering_eval	silhouette	0.11856589716666666	0.02515974567611295	0.11856589716666666	0.02515974567611295	3	2000	2000	32.45646497326667
E8p5Embryo	Brennecke	2000	scvi	integration_eval	GC					3	2000	2000	32.53603231846667
E8p5Embryo	Brennecke	2000	scvi	integration_eval	ILL					3	2000	2000	32.53603231846667
E8p5Embryo	Brennecke	2000	scvi	integration_eval	bASW	0.9755459918333332	0.002722934271920648	0.9755459918333332	0.002722934271920648	3	2000	2000	32.53603231846667
E8p5Embryo	Brennecke	2000	scvi	integration_eval	dASW					3	2000	2000	32.53603231846667
E8p5Embryo	Brennecke	2000	scvi	integration_eval	dLISI					3	2000	2000	32.53603231846667
E8p5Embryo	Brennecke	2000	scvi	integration_eval	iLISI	0.5933753881666667	0.004832593308945628	0.5933753881666667	0.004832593308945628	3	2000	2000	32.53603231846667
E8p5Embryo	Brennecke	500	cellcharter	clustering_eval	CHAOS	0.0962476274		-0.0962476274		1	500	500	52.6064867359
E8p5Embryo	Brennecke	500	cellcharter	clustering_eval	PAS	0.70375		-0.70375		1	500	500	52.6064867359
E8p5Embryo	Brennecke	500	cellcharter	clustering_eval	silhouette	-0.1284756213		-0.1284756213		1	500	500	52.6064867359
E8p5Embryo	Brennecke	500	cellcharter	integration_eval	GC					1	500	500	53.095739197
E8p5Embryo	Brennecke	500	cellcharter	integration_eval	ILL					1	500	500	53.095739197
E8p5Embryo	Brennecke	500	cellcharter	integration_eval	bASW	0.9802423641		0.9802423641		1	500	500	53.095739197
E8p5Embryo	Brennecke	500	cellcharter	integration_eval	dASW					1	500	500	53.095739197
E8p5Embryo	Brennecke	500	cellcharter	integration_eval	dLISI					1	500	500	53.095739197
E8p5Embryo	Brennecke	500	cellcharter	integration_eval	iLISI	0.524598971		0.524598971		1	500	500	53.095739197
E8p5Embryo	Brennecke	500	scvi	clustering_eval	CHAOS	0.1346321988		-0.1346321988		1	500	500	36.0810253927
E8p5Embryo	Brennecke	500	scvi	clustering_eval	PAS	0.9610833333		-0.9610833333		1	500	500	36.0810253927
E8p5Embryo	Brennecke	500	scvi	clustering_eval	silhouette	0.0699307397		0.0699307397		1	500	500	36.0810253927
E8p5Embryo	Brennecke	500	scvi	integration_eval	GC					1	500	500	36.2781450367
E8p5Embryo	Brennecke	500	scvi	integration_eval	ILL					1	500	500	36.2781450367
E8p5Embryo	Brennecke	500	scvi	integration_eval	bASW	0.9794402551		0.9794402551		1	500	500	36.2781450367
E8p5Embryo	Brennecke	500	scvi	integration_eval	dASW					1	500	500	36.2781450367
E8p5Embryo	Brennecke	500	scvi	integration_eval	dLISI					1	500	500	36.2781450367
E8p5Embryo	Brennecke	500	scvi	integration_eval	iLISI	0.5874225898		0.5874225898		1	500	500	36.2781450367
E8p5Embryo	Brennecke	5000	cellcharter	clustering_eval	CHAOS	0.0683719515		-0.0683719515		1	5000	5000	123.0838633804
E8p5Embryo	Brennecke	5000	cellcharter	clustering_eval	PAS	0.3973333333		-0.3973333333		1	5000	5000	123.0838633804
E8p5Embryo	Brennecke	5000	cellcharter	clustering_eval	silhouette	0.0978478789		0.0978478789		1	5000	5000	123.0838633804
E8p5Embryo	Brennecke	5000	cellcharter	integration_eval	GC					1	5000	5000	123.2261107862
E8p5Embryo	Brennecke	5000	cellcharter	integration_eval	ILL					1	5000	5000	123.2261107862
E8p5Embryo	Brennecke	5000	cellcharter	integration_eval	bASW	0.9776541665		0.9776541665		1	5000	5000	123.2261107862
E8p5Embryo	Brennecke	5000	cellcharter	integration_eval	dASW					1	5000	5000	123.2261107862
E8p5Embryo	Brennecke	5000	cellcharter	integration_eval	dLISI					1	5000	5000	123.2261107862
E8p5Embryo	Brennecke	5000	cellcharter	integration_eval	iLISI	0.2287212955		0.2287212955		1	5000	5000	123.2261107862
E8p5Embryo	Brennecke	5000	scvi	clustering_eval	CHAOS	0.1048465811		-0.1048465811		1	5000	5000	105.9981377181
E8p5Embryo	Brennecke	5000	scvi	clustering_eval	PAS	0.7675833333		-0.7675833333		1	5000	5000	105.9981377181
E8p5Embryo	Brennecke	5000	scvi	clustering_eval	silhouette	0.2101681679		0.2101681679		1	5000	5000	105.9981377181
E8p5Embryo	Brennecke	5000	scvi	integration_eval	GC					1	5000	5000	106.2021744167
E8p5Embryo	Brennecke	5000	scvi	integration_eval	ILL					1	5000	5000	106.2021744167
E8p5Embryo	Brennecke	5000	scvi	integration_eval	bASW	0.9650392942		0.9650392942		1	5000	5000	106.2021744167
E8p5Embryo	Brennecke	5000	scvi	integration_eval	dASW					1	5000	5000	106.2021744167
E8p5Embryo	Brennecke	5000	scvi	integration_eval	dLISI					1	5000	5000	106.2021744167
E8p5Embryo	Brennecke	5000	scvi	integration_eval	iLISI	0.5493496806		0.5493496806		1	5000	5000	106.2021744167
E8p5Embryo	TFs	2000	cellcharter	clustering_eval	CHAOS	0.05798076493333334	0.0006643243532177966	-0.05798076493333334	0.0006643243532177966	3	1211	1211	38.21619182173333
E8p5Embryo	TFs	2000	cellcharter	clustering_eval	PAS	0.16847222223333333	0.007041707776737336	-0.16847222223333333	0.007041707776737336	3	1211	1211	38.21619182173333
E8p5Embryo	TFs	2000	cellcharter	clustering_eval	silhouette	0.02781696056666667	0.008389091695508869	0.02781696056666667	0.008389091695508869	3	1211	1211	38.21619182173333
E8p5Embryo	TFs	2000	cellcharter	integration_eval	GC					3	1211	1211	38.65590908626667
E8p5Embryo	TFs	2000	cellcharter	integration_eval	ILL					3	1211	1211	38.65590908626667
E8p5Embryo	TFs	2000	cellcharter	integration_eval	bASW	0.9786875962	0.0014353218566447532	0.9786875962	0.0014353218566447532	3	1211	1211	38.65590908626667
E8p5Embryo	TFs	2000	cellcharter	integration_eval	dASW					3	1211	1211	38.65590908626667
E8p5Embryo	TFs	2000	cellcharter	integration_eval	dLISI					3	1211	1211	38.65590908626667
E8p5Embryo	TFs	2000	cellcharter	integration_eval	iLISI	0.34012027646666665	0.003885187034828652	0.34012027646666665	0.003885187034828652	3	1211	1211	38.65590908626667
E8p5Embryo	TFs	2000	scvi	clustering_eval	CHAOS	0.11189378900000001	0.0010761828605212176	-0.11189378900000001	0.0010761828605212176	3	1211	1211	20.157764960733335
E8p5Embryo	TFs	2000	scvi	clustering_eval	PAS	0.7516111111	0.006735753122675266	-0.7516111111	0.006735753122675266	3	1211	1211	20.157764960733335
E8p5Embryo	TFs	2000	scvi	clustering_eval	silhouette	0.0877493918	0.014526272040941894	0.0877493918	0.014526272040941894	3	1211	1211	20.157764960733335
E8p5Embryo	TFs	2000	scvi	integration_eval	GC					3	1211	1211	20.3589471976
E8p5Embryo	TFs	2000	scvi	integration_eval	ILL					3	1211	1211	20.3589471976
E8p5Embryo	TFs	2000	scvi	integration_eval	bASW	0.9772321780333333	0.0009868467699199273	0.9772321780333333	0.0009868467699199273	3	1211	1211	20.3589471976
E8p5Embryo	TFs	2000	scvi	integration_eval	dASW					3	1211	1211	20.3589471976
E8p5Embryo	TFs	2000	scvi	integration_eval	dLISI					3	1211	1211	20.3589471976
E8p5Embryo	TFs	2000	scvi	integration_eval	iLISI	0.5737981992	0.002699327407067684	0.5737981992	0.002699327407067684	3	1211	1211	20.3589471976
E8p5Embryo	all_features	all	cellcharter	clustering_eval	CHAOS	0.0784705694	0.0010715435413454135	-0.0784705694	0.0010715435413454135	3	18703	18703	188.08595609353333
E8p5Embryo	all_features	all	cellcharter	clustering_eval	PAS	0.6237222222000001	0.008083906067281491	-0.6237222222000001	0.008083906067281491	3	18703	18703	188.08595609353333
E8p5Embryo	all_features	all	cellcharter	clustering_eval	silhouette	0.1202533046	0.005597901834573846	0.1202533046	0.005597901834573846	3	18703	18703	188.08595609353333
E8p5Embryo	all_features	all	cellcharter	integration_eval	GC					3	18703	18703	188.55400393596665
E8p5Embryo	all_features	all	cellcharter	integration_eval	ILL					3	18703	18703	188.55400393596665
E8p5Embryo	all_features	all	cellcharter	integration_eval	bASW	0.9673346479666667	0.0006802378289254561	0.9673346479666667	0.0006802378289254561	3	18703	18703	188.55400393596665
E8p5Embryo	all_features	all	cellcharter	integration_eval	dASW					3	18703	18703	188.55400393596665
E8p5Embryo	all_features	all	cellcharter	integration_eval	dLISI					3	18703	18703	188.55400393596665
E8p5Embryo	all_features	all	cellcharter	integration_eval	iLISI	0.29478441903333336	0.0012358647579691854	0.29478441903333336	0.0012358647579691854	3	18703	18703	188.55400393596665
E8p5Embryo	all_features	all	scvi	clustering_eval	CHAOS	0.10179528913333334	0.0004280933195022435	-0.10179528913333334	0.0004280933195022435	3	18703	18703	169.62598787933334
E8p5Embryo	all_features	all	scvi	clustering_eval	PAS	0.8202777777666667	0.0240335895561161	-0.8202777777666667	0.0240335895561161	3	18703	18703	169.62598787933334
E8p5Embryo	all_features	all	scvi	clustering_eval	silhouette	0.28767357266666665	0.03296151406720394	0.28767357266666665	0.03296151406720394	3	18703	18703	169.62598787933334
E8p5Embryo	all_features	all	scvi	integration_eval	GC					3	18703	18703	169.82507708666665
E8p5Embryo	all_features	all	scvi	integration_eval	ILL					3	18703	18703	169.82507708666665
E8p5Embryo	all_features	all	scvi	integration_eval	bASW	0.9513445210999999	0.004918550298314476	0.9513445210999999	0.004918550298314476	3	18703	18703	169.82507708666665
E8p5Embryo	all_features	all	scvi	integration_eval	dASW					3	18703	18703	169.82507708666665
E8p5Embryo	all_features	all	scvi	integration_eval	dLISI					3	18703	18703	169.82507708666665
E8p5Embryo	all_features	all	scvi	integration_eval	iLISI	0.46760424003333334	0.04845587872919979	0.46760424003333334	0.04845587872919979	3	18703	18703	169.82507708666665
E8p5Embryo	anticor	100	cellcharter	clustering_eval	CHAOS	0.0557199908		-0.0557199908		1	100	100	51.4956278112
E8p5Embryo	anticor	100	cellcharter	clustering_eval	PAS	0.13325		-0.13325		1	100	100	51.4956278112
E8p5Embryo	anticor	100	cellcharter	clustering_eval	silhouette	0.0576743707		0.0576743707		1	100	100	51.4956278112
E8p5Embryo	anticor	100	cellcharter	integration_eval	GC					1	100	100	52.0459731808
E8p5Embryo	anticor	100	cellcharter	integration_eval	ILL					1	100	100	52.0459731808
E8p5Embryo	anticor	100	cellcharter	integration_eval	bASW	0.9938082797		0.9938082797		1	100	100	52.0459731808
E8p5Embryo	anticor	100	cellcharter	integration_eval	dASW					1	100	100	52.0459731808
E8p5Embryo	anticor	100	cellcharter	integration_eval	dLISI					1	100	100	52.0459731808
E8p5Embryo	anticor	100	cellcharter	integration_eval	iLISI	0.2160287571		0.2160287571		1	100	100	52.0459731808
E8p5Embryo	anticor	100	scvi	clustering_eval	CHAOS	0.1014522832		-0.1014522832		1	100	100	33.8909204472
E8p5Embryo	anticor	100	scvi	clustering_eval	PAS	0.64575		-0.64575		1	100	100	33.8909204472
E8p5Embryo	anticor	100	scvi	clustering_eval	silhouette	0.1257876307		0.1257876307		1	100	100	33.8909204472
E8p5Embryo	anticor	100	scvi	integration_eval	GC					1	100	100	34.0687365541
E8p5Embryo	anticor	100	scvi	integration_eval	ILL					1	100	100	34.0687365541
E8p5Embryo	anticor	100	scvi	integration_eval	bASW	0.9772816226		0.9772816226		1	100	100	34.0687365541
E8p5Embryo	anticor	100	scvi	integration_eval	dASW					1	100	100	34.0687365541
E8p5Embryo	anticor	100	scvi	integration_eval	dLISI					1	100	100	34.0687365541
E8p5Embryo	anticor	100	scvi	integration_eval	iLISI	0.5070422397		0.5070422397		1	100	100	34.0687365541
E8p5Embryo	anticor	1000	cellcharter	clustering_eval	CHAOS	0.0565455319		-0.0565455319		1	1000	1000	56.6893292191
E8p5Embryo	anticor	1000	cellcharter	clustering_eval	PAS	0.154		-0.154		1	1000	1000	56.6893292191
E8p5Embryo	anticor	1000	cellcharter	clustering_eval	silhouette	0.0615216568		0.0615216568		1	1000	1000	56.6893292191
E8p5Embryo	anticor	1000	cellcharter	integration_eval	GC					1	1000	1000	57.0591558972
E8p5Embryo	anticor	1000	cellcharter	integration_eval	ILL					1	1000	1000	57.0591558972
E8p5Embryo	anticor	1000	cellcharter	integration_eval	bASW	0.9881346272		0.9881346272		1	1000	1000	57.0591558972
E8p5Embryo	anticor	1000	cellcharter	integration_eval	dASW					1	1000	1000	57.0591558972
E8p5Embryo	anticor	1000	cellcharter	integration_eval	dLISI					1	1000	1000	57.0591558972
E8p5Embryo	anticor	1000	cellcharter	integration_eval	iLISI	0.188772778		0.188772778		1	1000	1000	57.0591558972
E8p5Embryo	anticor	1000	scvi	clustering_eval	CHAOS	0.0997746281		-0.0997746281		1	1000	1000	39.2374248998
E8p5Embryo	anticor	1000	scvi	clustering_eval	PAS	0.6114166667		-0.6114166667		1	1000	1000	39.2374248998
E8p5Embryo	anticor	1000	scvi	clustering_eval	silhouette	0.1540185809		0.1540185809		1	1000	1000	39.2374248998
E8p5Embryo	anticor	1000	scvi	integration_eval	GC					1	1000	1000	39.4600542858
E8p5Embryo	anticor	1000	scvi	integration_eval	ILL					1	1000	1000	39.4600542858
E8p5Embryo	anticor	1000	scvi	integration_eval	bASW	0.9722436182		0.9722436182		1	1000	1000	39.4600542858
E8p5Embryo	anticor	1000	scvi	integration_eval	dASW					1	1000	1000	39.4600542858
E8p5Embryo	anticor	1000	scvi	integration_eval	dLISI					1	1000	1000	39.4600542858
E8p5Embryo	anticor	1000	scvi	integration_eval	iLISI	0.4938969423		0.4938969423		1	1000	1000	39.4600542858
E8p5Embryo	anticor	10000	cellcharter	clustering_eval	CHAOS	0.0724051155		-0.0724051155		1	10000	10000	151.3592216587
E8p5Embryo	anticor	10000	cellcharter	clustering_eval	PAS	0.4639166667		-0.4639166667		1	10000	10000	151.3592216587
E8p5Embryo	anticor	10000	cellcharter	clustering_eval	silhouette	0.1205772236		0.1205772236		1	10000	10000	151.3592216587
E8p5Embryo	anticor	10000	cellcharter	integration_eval	GC					1	10000	10000	151.6017479459
E8p5Embryo	anticor	10000	cellcharter	integration_eval	ILL					1	10000	10000	151.6017479459
E8p5Embryo	anticor	10000	cellcharter	integration_eval	bASW	0.9732065666		0.9732065666		1	10000	10000	151.6017479459
E8p5Embryo	anticor	10000	cellcharter	integration_eval	dASW					1	10000	10000	151.6017479459
E8p5Embryo	anticor	10000	cellcharter	integration_eval	dLISI					1	10000	10000	151.6017479459
E8p5Embryo	anticor	10000	cellcharter	integration_eval	iLISI	0.2498740008		0.2498740008		1	10000	10000	151.6017479459
E8p5Embryo	anticor	10000	scvi	clustering_eval	CHAOS	0.1018652113		-0.1018652113		1	10000	10000	127.958874885
E8p5Embryo	anticor	10000	scvi	clustering_eval	PAS	0.78375		-0.78375		1	10000	10000	127.958874885
E8p5Embryo	anticor	10000	scvi	clustering_eval	silhouette	0.2768897712		0.2768897712		1	10000	10000	127.958874885
E8p5Embryo	anticor	10000	scvi	integration_eval	GC					1	10000	10000	128.1665836927
