dataset	fs_method	n_features	integration_method	random_seed	Accuracy	CHAOS	GC	ILL	PAS	Ratio	ari	bASW	dASW	dLISI	iLISI	nmi	silhouette	BatchMixing	BiologicalConservation	Integration	LabelIndependentClustering	LabelAgreement	Clustering	Alignment	CoreOverall	AlignmentEligibleOverall	MethodGroup
DLPFC	anticor	1000	cellcharter	0	0.940641863107072	0.9837551556521997	0.7501842636839539	0.9394414094271177	0.983497434420552	0.883901974044171	0.6733636072362548	0.8996069598345172	0.8993549282821469	0.9843513403183919	0.1858502393156043	0.7284733637993405	0.18885780657330273	0.5427285995750608	0.8933329854279026	0.7180307925014817	0.7187034655486849	0.7009184855177977	0.7098109755332414	0.9122719185756215	0.7139208840173615	0.7800378955367816	expression_driven
DLPFC	anticor	1000	scvi	0	0.657597273501846	0.6515637620152	0.8601062764977387	0.5283702889996165	0.5663222853658954	0.962512081154119	0.7083307755791266	0.9432931835025323	0.7874248631395159	0.8040335010845161	0.6043926924962363	0.7093486889549296	0.26932672710360667	0.7738429379993843	0.7449837324303468	0.7594133352148655	0.4957375914949007	0.7088397322670281	0.6022886618809644	0.8100546773279825	0.680850998547915	0.7239188914746042	expression_driven
DLPFC	anticor	10000	cellcharter	0	0.8920761147401308	0.9460133982943857	0.9753386586970055	0.9535945922421667	0.8773055054706806	0.8663006096019278	0.4903139138517019	0.868215485577098	0.8331893965211741	0.9856490751482024	0.16716551312208713	0.5456910520272661	0.19936734572090625	0.5176904993495925	0.9369429306521372	0.7273167150008648	0.6742287498286575	0.518002482939484	0.5961156163840708	0.8791883621710292	0.6617161656924678	0.7342068978519883	expression_driven
DLPFC	anticor	10000	scvi	0	0.41936949730190287	0.5975112323744467	0.32693473315373145	0.326336545462868	0.3277284704574829	0.8141652727749017	0.3271792024516945	0.8920822532474464	0.3145402114087434	0.6016778597742598	0.029653470263231407	0.4521399930220602	0.5497493165049641	0.4608678617553389	0.39237233744990063	0.42662009960261976	0.49166300644563127	0.38965959773687736	0.4406613020912543	0.6167673850384023	0.43364070084693707	0.4946829289107588	expression_driven
DLPFC	anticor	200	cellcharter	0	0.9578528827037774	0.9844734104328099	0.6145968712392076	0.8630267949605526	0.9958743586051381	0.9070342522008721	0.7616172496439604	0.9448413935847852	0.9172429887822684	0.9555390703164084	0.26853829616093866	0.9289783150205856	0.1416105887408697	0.6066898448728619	0.8376014313246092	0.7221456380987356	0.7073194525929392	0.8452977823322729	0.776308617462606	0.9324435674523248	0.7492271277806708	0.8102992743378888	expression_driven
DLPFC	anticor	200	scvi	0	0.5957398466344788	0.5552332050341893	0.8523576043997192	0.47628636906936017	0.5168145888771701	0.9695691407235414	0.7422847793875516	0.9482622013459578	0.8537918427221496	0.7790943580428067	0.6781826669399096	0.7073199644769353	0.3074873266335623	0.8132224341429337	0.740382543558509	0.7768024888507213	0.4598450401816406	0.7248023719322434	0.592323706056942	0.7826544936790101	0.6845630974538317	0.7172602295288911	expression_driven
DLPFC	anticor	2000	cellcharter	0	0.9362113036069301	0.9835807048047599	0.9010786594679702	0.9560642755413545	0.983497434420552	0.8814023025465241	0.6677765067286413	0.8986731165140611	0.9006551089176037	0.9902046939858059	0.1759448477092877	0.7622305905928195	0.2033897662054779	0.5373089821116744	0.9370006844781835	0.7371548332949289	0.7234893018102633	0.7150035486607305	0.7192464252354969	0.9088068030767271	0.7282006292652129	0.7884026872023844	expression_driven
DLPFC	anticor	2000	cellcharter	1	0.9588753195115024	0.9985255626978595	0.666497472980371	0.9592628673091085	0.9851615587582769	0.8869675805314641	0.620914966944506	0.8925784229773436	0.9145931295482759	0.9889738057625105	0.17555328413281907	0.7320184103514495	0.181059622808173	0.5340658535550813	0.8823318189000664	0.7081988362275738	0.7215822480881032	0.6764666886479778	0.6990244683680404	0.9229214500214833	0.7036116522978071	0.7767149182056992	expression_driven
DLPFC	anticor	2000	cellcharter	2	0.9520590741266686	0.980788630643459	0.8312334125086727	0.9756361933589882	0.9837054499939699	0.8883568753299425	0.6411943329555803	0.8965012591778528	0.9438490334955362	0.9914646542122594	0.1778256515934249	0.7533826523937656	0.2097814717940688	0.5371634553856388	0.935545823393864	0.7363546393897514	0.7247585174771659	0.697288492674673	0.7110235050759195	0.9202079747283055	0.7236890722328355	0.7891953730646589	expression_driven
DLPFC	anticor	2000	scvi	0	0.6802612894064187	0.6433523368065392	0.8703031711814397	0.5420392487173606	0.5755789765732587	0.9681097751064865	0.6125495391393001	0.9334946383625511	0.788867266388237	0.8143123366904291	0.6061690906074176	0.7020040206384982	0.30864939120517537	0.7698318644849844	0.7538805057443665	0.7618561851146755	0.5091935681949912	0.6572767798888992	0.5832351740419452	0.8241855322564526	0.6725456795783104	0.7230922971376911	expression_driven
