dataset	fs_method	n_features	integration_method	task	metric_name	ValueMeanRaw	ValueSDRaw	OrientedMean	OrientedSD	NSeeds	EffectiveFeaturesMin	EffectiveFeaturesMax	RuntimeMean	Lower	Upper	Range	RangeStatus	FrozenScaleDenominator	ScaledValue
DLPFC	scanpy_pearson	10000	scvi	clustering_eval	nmi	0.2562787982		0.2562787982		1	10000	10000	149.6003507962	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.4619274192886521
DLPFC	scanpy_pearson	10000	scvi	clustering_eval	silhouette	0.3588884175		0.3588884175		1	10000	10000	149.6003507962	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.3876772829329294
DLPFC	scanpy_pearson	10000	scvi	integration_eval	GC	0.6495771587		0.6495771587		1	10000	10000	151.2560773203	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.5466751577112599
DLPFC	scanpy_pearson	10000	scvi	integration_eval	ILL	0.3951183933		0.3951183933		1	10000	10000	151.2560773203	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.3674191676407665
DLPFC	scanpy_pearson	10000	scvi	integration_eval	bASW	0.9307062963		0.9307062963		1	10000	10000	151.2560773203	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.9116275648202466
DLPFC	scanpy_pearson	10000	scvi	integration_eval	dASW	0.4793048073		0.4793048073		1	10000	10000	151.2560773203	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.5785034160249299
DLPFC	scanpy_pearson	10000	scvi	integration_eval	dLISI	0.8045112972		0.8045112972		1	10000	10000	151.2560773203	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.6862835747160091
DLPFC	scanpy_pearson	10000	scvi	integration_eval	iLISI	0.112090663		0.112090663		1	10000	10000	151.2560773203	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.15368891642051108
DLPFC	scanpy_pearson	200	cellcharter	alignment_eval	Accuracy	0.6829		0.6829		1	200	200	33.0166875608	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.8380573700653223
DLPFC	scanpy_pearson	200	cellcharter	alignment_eval	Ratio	1.1230038315		-1.1230038315		1	200	200	33.0166875608	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.9332346557287624
DLPFC	scanpy_pearson	200	cellcharter	clustering_eval	CHAOS	0.0593343626		-0.0593343626		1	200	200	33.346107427	-0.0892011679	-0.0581763831	0.031024784800000003	ok	0.031024784800000003	0.9626756637486813
DLPFC	scanpy_pearson	200	cellcharter	clustering_eval	PAS	0.0595		-0.0595		1	200	200	33.346107427	-0.8281666667	-0.026944444433333336	0.8012222222666667	ok	0.8012222222666667	0.9593676327716341
DLPFC	scanpy_pearson	200	cellcharter	clustering_eval	ari	0.2619363406		0.2619363406		1	200	200	33.346107427	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.6720220489716514
DLPFC	scanpy_pearson	200	cellcharter	clustering_eval	nmi	0.3958992333		0.3958992333		1	200	200	33.346107427	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.7330462980054375
DLPFC	scanpy_pearson	200	cellcharter	clustering_eval	silhouette	0.0922523662		0.0922523662		1	200	200	33.346107427	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.07401096504783658
DLPFC	scanpy_pearson	200	cellcharter	integration_eval	GC	0.9781698794		0.9781698794		1	200	200	35.417665327	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.97921206126963
DLPFC	scanpy_pearson	200	cellcharter	integration_eval	ILL	0.5685088369		0.5685088369		1	200	200	35.417665327	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.7189423403515178
DLPFC	scanpy_pearson	200	cellcharter	integration_eval	bASW	0.9724156946		0.9724156946		1	200	200	35.417665327	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.9674169864166365
DLPFC	scanpy_pearson	200	cellcharter	integration_eval	dASW	0.5115931416		0.5115931416		1	200	200	35.417665327	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.8212960479698656
DLPFC	scanpy_pearson	200	cellcharter	integration_eval	dLISI	0.9025750381		0.9025750381		1	200	200	35.417665327	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.8965865641335719
DLPFC	scanpy_pearson	200	cellcharter	integration_eval	iLISI	0.1945796195		0.1945796195		1	200	200	35.417665327	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.2681169540068096
DLPFC	scanpy_pearson	200	scvi	alignment_eval	Accuracy	0.4963		0.4963		1	200	200	16.0517725181	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.5200795228628231
DLPFC	scanpy_pearson	200	scvi	alignment_eval	Ratio	0.8890124363		-0.8890124363		1	200	200	16.0517725181	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.9733980054543644
DLPFC	scanpy_pearson	200	scvi	clustering_eval	CHAOS	0.0720982717		-0.0720982717		1	200	200	16.8629963156	-0.0892011679	-0.0581763831	0.031024784800000003	ok	0.031024784800000003	0.5512655868607349
DLPFC	scanpy_pearson	200	scvi	clustering_eval	PAS	0.3613333333		-0.3613333333		1	200	200	16.8629963156	-0.8281666667	-0.026944444433333336	0.8012222222666667	ok	0.8012222222666667	0.5826515046965662
DLPFC	scanpy_pearson	200	scvi	clustering_eval	ari	0.1815403234		0.1815403234		1	200	200	16.8629963156	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.45733901332000737
DLPFC	scanpy_pearson	200	scvi	clustering_eval	nmi	0.2492086407		0.2492086407		1	200	200	16.8629963156	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.44819838906196524
DLPFC	scanpy_pearson	200	scvi	clustering_eval	silhouette	0.2234458923		0.2234458923		1	200	200	16.8629963156	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.22834489724310691
DLPFC	scanpy_pearson	200	scvi	integration_eval	GC	0.8292264474		0.8292264474		1	200	200	18.5435981313	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.7831531505749699
DLPFC	scanpy_pearson	200	scvi	integration_eval	ILL	0.3906382835		0.3906382835		1	200	200	18.5435981313	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.3583364155680997
DLPFC	scanpy_pearson	200	scvi	integration_eval	bASW	0.9747994318		0.9747994318		1	200	200	18.5435981313	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.9706054121682925
DLPFC	scanpy_pearson	200	scvi	integration_eval	dASW	0.5000552147		0.5000552147		1	200	200	18.5435981313	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.7345364271975029
DLPFC	scanpy_pearson	200	scvi	integration_eval	dLISI	0.8048381763		0.8048381763		1	200	200	18.5435981313	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.6869845846028154
DLPFC	scanpy_pearson	200	scvi	integration_eval	iLISI	0.6188594949		0.6188594949		1	200	200	18.5435981313	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.856674690573416
DLPFC	scanpy_pearson	2000	cellcharter	alignment_eval	Accuracy	0.7328	0.014889929482707415	0.7328	0.014889929482707415	3	2000	2000	49.46661636666666	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.9230900312411249
DLPFC	scanpy_pearson	2000	cellcharter	alignment_eval	Ratio	1.2888770324666667	0.017729580389051643	-1.2888770324666667	0.017729580389051643	3	2000	2000	49.46661636666666	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.9047634233792351
DLPFC	scanpy_pearson	2000	cellcharter	clustering_eval	CHAOS	0.05834001286666667	0.00011489816771773882	-0.05834001286666667	0.00011489816771773882	3	2000	2000	49.7868847254	-0.0892011679	-0.0581763831	0.031024784800000003	ok	0.031024784800000003	0.9947258371743267
DLPFC	scanpy_pearson	2000	cellcharter	clustering_eval	PAS	0.03505555553333333	0.00195848109844414	-0.03505555553333333	0.00195848109844414	3	2000	2000	49.7868847254	-0.8281666667	-0.026944444433333336	0.8012222222666667	ok	0.8012222222666667	0.9898765774655457
DLPFC	scanpy_pearson	2000	cellcharter	clustering_eval	ari	0.24482616103333332	0.0182932396670677	0.24482616103333332	0.0182932396670677	3	2000	2000	49.7868847254	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.6263324064016867
DLPFC	scanpy_pearson	2000	cellcharter	clustering_eval	nmi	0.3724170044333333	0.0022651416761957067	0.3724170044333333	0.0022651416761957067	3	2000	2000	49.7868847254	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.6874478470656323
DLPFC	scanpy_pearson	2000	cellcharter	clustering_eval	silhouette	0.1545838316	0.004252553783914869	0.1545838316	0.004252553783914869	3	2000	2000	49.7868847254	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.14733668805144629
DLPFC	scanpy_pearson	2000	cellcharter	integration_eval	GC	0.7332745435666667	0.05770458443485633	0.7332745435666667	0.05770458443485633	3	2000	2000	52.12789813926667	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.6568486503225378
DLPFC	scanpy_pearson	2000	cellcharter	integration_eval	ILL	0.6566697137666666	0.002216143640479757	0.6566697137666666	0.002216143640479757	3	2000	2000	52.12789813926667	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.8976753229870875
DLPFC	scanpy_pearson	2000	cellcharter	integration_eval	bASW	0.9344221413666668	0.000553988454712097	0.9344221413666668	0.000553988454712097	3	2000	2000	52.12789813926667	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.9165977838946163
DLPFC	scanpy_pearson	2000	cellcharter	integration_eval	dASW	0.5205749149333333	0.0023141227222791953	0.5205749149333333	0.0023141227222791953	3	2000	2000	52.12789813926667	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.8888346322421681
DLPFC	scanpy_pearson	2000	cellcharter	integration_eval	dLISI	0.9306487716999999	0.0034851558228961247	0.9306487716999999	0.0034851558228961247	3	2000	2000	52.12789813926667	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.9567922022828735
DLPFC	scanpy_pearson	2000	cellcharter	integration_eval	iLISI	0.14793763280000002	0.003131304881225146	0.14793763280000002	0.003131304881225146	3	2000	2000	52.12789813926667	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.20341555355683263
DLPFC	scanpy_pearson	2000	scvi	alignment_eval	Accuracy	0.5362666666666667	0.0028589042189855426	0.5362666666666667	0.0028589042189855426	3	2000	2000	32.30294893993334	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.5881851746662881
DLPFC	scanpy_pearson	2000	scvi	alignment_eval	Ratio	0.9644608979666667	0.015504647415617011	-0.9644608979666667	0.015504647415617011	3	2000	2000	32.30294893993334	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.9604476875608926
DLPFC	scanpy_pearson	2000	scvi	clustering_eval	CHAOS	0.07033055036666667	0.00048436271768620236	-0.07033055036666667	0.00048436271768620236	3	2000	2000	33.141497507666664	-0.0892011679	-0.0581763831	0.031024784800000003	ok	0.031024784800000003	0.6082433014437324
DLPFC	scanpy_pearson	2000	scvi	clustering_eval	PAS	0.35294444443333334	0.01687789755680378	-0.35294444443333334	0.01687789755680378	3	2000	2000	33.141497507666664	-0.8281666667	-0.026944444433333336	0.8012222222666667	ok	0.8012222222666667	0.5931216197701777
DLPFC	scanpy_pearson	2000	scvi	clustering_eval	ari	0.2534269141	0.015662058687360675	0.2534269141	0.015662058687360675	3	2000	2000	33.141497507666664	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.6492991632330462
DLPFC	scanpy_pearson	2000	scvi	clustering_eval	nmi	0.35937621226666666	0.0070091524962951415	0.35937621226666666	0.0070091524962951415	3	2000	2000	33.141497507666664	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.6621248709033464
DLPFC	scanpy_pearson	2000	scvi	clustering_eval	silhouette	0.2809717655333333	0.012701343523429023	0.2809717655333333	0.012701343523429023	3	2000	2000	33.141497507666664	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.2960173997132344
DLPFC	scanpy_pearson	2000	scvi	integration_eval	GC	0.8443188724666667	0.010280225612931309	0.8443188724666667	0.010280225612931309	3	2000	2000	34.89401226646667	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.8030197830177584
DLPFC	scanpy_pearson	2000	scvi	integration_eval	ILL	0.44035039316666663	0.0053939588475943505	0.44035039316666663	0.0053939588475943505	3	2000	2000	34.89401226646667	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.4591202774081732
DLPFC	scanpy_pearson	2000	scvi	integration_eval	bASW	0.9584188987666667	0.009341189024545922	0.9584188987666667	0.009341189024545922	3	2000	2000	34.89401226646667	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.9486952312350371
DLPFC	scanpy_pearson	2000	scvi	integration_eval	dASW	0.5064531625666667	0.0056398638981139376	0.5064531625666667	0.0056398638981139376	3	2000	2000	34.89401226646667	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.7826458956873189
DLPFC	scanpy_pearson	2000	scvi	integration_eval	dLISI	0.8419284721666666	0.0014373957254652716	0.8419284721666666	0.0014373957254652716	3	2000	2000	34.89401226646667	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.766526727575885
DLPFC	scanpy_pearson	2000	scvi	integration_eval	iLISI	0.44217572583333337	0.07920272456269543	0.44217572583333337	0.07920272456269543	3	2000	2000	34.89401226646667	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.6115803430937093
DLPFC	scanpy_pearson	500	cellcharter	alignment_eval	Accuracy	0.6934		0.6934		1	500	500	35.3778002532	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.8559500142005112
DLPFC	scanpy_pearson	500	cellcharter	alignment_eval	Ratio	1.2092927401		-1.2092927401		1	500	500	35.3778002532	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.9184236341073047
DLPFC	scanpy_pearson	500	cellcharter	clustering_eval	CHAOS	0.058613405		-0.058613405		1	500	500	35.789352621	-0.0892011679	-0.0581763831	0.031024784800000003	ok	0.031024784800000003	0.9859137814229093
DLPFC	scanpy_pearson	500	cellcharter	clustering_eval	PAS	0.034		-0.034		1	500	500	35.789352621	-0.8281666667	-0.026944444433333336	0.8012222222666667	ok	0.8012222222666667	0.9911940091393041
DLPFC	scanpy_pearson	500	cellcharter	clustering_eval	ari	0.2261042525		0.2261042525		1	500	500	35.789352621	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.5763389328801101
DLPFC	scanpy_pearson	500	cellcharter	clustering_eval	nmi	0.3512523462		0.3512523462		1	500	500	35.789352621	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.6463497198141631
DLPFC	scanpy_pearson	500	cellcharter	clustering_eval	silhouette	0.1193105206		0.1193105206		1	500	500	35.789352621	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.10584173818610619
DLPFC	scanpy_pearson	500	cellcharter	integration_eval	GC	0.80491009		0.80491009		1	500	500	38.4538286198	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.7511447667215213
DLPFC	scanpy_pearson	500	cellcharter	integration_eval	ILL	0.6013757455		0.6013757455		1	500	500	38.4538286198	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.7855750782832539
DLPFC	scanpy_pearson	500	cellcharter	integration_eval	bASW	0.9575033517		0.9575033517		1	500	500	38.4538286198	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.9474706189563793
DLPFC	scanpy_pearson	500	cellcharter	integration_eval	dASW	0.5129519161		0.5129519161		1	500	500	38.4538286198	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.8315133739554511
DLPFC	scanpy_pearson	500	cellcharter	integration_eval	dLISI	0.912497011		0.912497011		1	500	500	38.4538286198	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.9178647709676134
DLPFC	scanpy_pearson	500	cellcharter	integration_eval	iLISI	0.1756305079		0.1756305079		1	500	500	38.4538286198	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.2418308940735413
DLPFC	scanpy_pearson	500	scvi	alignment_eval	Accuracy	0.5114		0.5114		1	500	500	18.5739499591	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.5458108491905709
DLPFC	scanpy_pearson	500	scvi	alignment_eval	Ratio	0.8695102712		-0.8695102712		1	500	500	18.5739499591	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.9767454459730562
DLPFC	scanpy_pearson	500	scvi	clustering_eval	CHAOS	0.0715912412		-0.0715912412		1	500	500	19.3998948215	-0.0892011679	-0.0581763831	0.031024784800000003	ok	0.031024784800000003	0.5676083432494913
DLPFC	scanpy_pearson	500	scvi	clustering_eval	PAS	0.3458333333		-0.3458333333		1	500	500	19.3998948215	-0.8281666667	-0.026944444433333336	0.8012222222666667	ok	0.8012222222666667	0.6019969491553462
DLPFC	scanpy_pearson	500	scvi	clustering_eval	ari	0.2606782424		0.2606782424		1	500	500	19.3998948215	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.6686625250781734
DLPFC	scanpy_pearson	500	scvi	clustering_eval	nmi	0.3468168822		0.3468168822		1	500	500	19.3998948215	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.6377368113569779
DLPFC	scanpy_pearson	500	scvi	clustering_eval	silhouette	0.2466001958		0.2466001958		1	500	500	19.3998948215	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.25558324362060936
DLPFC	scanpy_pearson	500	scvi	integration_eval	GC	0.8201452167		0.8201452167		1	500	500	21.0785111953	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.7711992417996645
DLPFC	scanpy_pearson	500	scvi	integration_eval	ILL	0.4146601336		0.4146601336		1	500	500	21.0785111953	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.407037121248364
DLPFC	scanpy_pearson	500	scvi	integration_eval	bASW	0.9763778324		0.9763778324		1	500	500	21.0785111953	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.9727166403353361
DLPFC	scanpy_pearson	500	scvi	integration_eval	dASW	0.5064097298		0.5064097298		1	500	500	21.0785111953	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.7823193023228644
DLPFC	scanpy_pearson	500	scvi	integration_eval	dLISI	0.8253677		0.8253677		1	500	500	21.0785111953	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.7310112571099492
DLPFC	scanpy_pearson	500	scvi	integration_eval	iLISI	0.5355526616		0.5355526616		1	500	500	21.0785111953	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.7411121006642092
DLPFC	scanpy_pearson	5000	cellcharter	alignment_eval	Accuracy	0.7317		0.7317		1	5000	5000	87.8660910921	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.9212155637602953
DLPFC	scanpy_pearson	5000	cellcharter	alignment_eval	Ratio	1.4035460342		-1.4035460342		1	5000	5000	87.8660910921	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.8850811132012688
DLPFC	scanpy_pearson	5000	cellcharter	clustering_eval	CHAOS	0.0586521766		-0.0586521766		1	5000	5000	88.2037542611	-0.0892011679	-0.0581763831	0.031024784800000003	ok	0.031024784800000003	0.9846640837940639
DLPFC	scanpy_pearson	5000	cellcharter	clustering_eval	PAS	0.0354166667		-0.0354166667		1	5000	5000	88.2037542611	-0.8281666667	-0.026944444433333336	0.8012222222666667	ok	0.8012222222666667	0.9894258770772749
DLPFC	scanpy_pearson	5000	cellcharter	clustering_eval	ari	0.2708741554		0.2708741554		1	5000	5000	88.2037542611	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.6958888682518009
DLPFC	scanpy_pearson	5000	cellcharter	clustering_eval	nmi	0.3914139716		0.3914139716		1	5000	5000	88.2037542611	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.7243366909770368
DLPFC	scanpy_pearson	5000	cellcharter	clustering_eval	silhouette	0.1917218417		0.1917218417		1	5000	5000	88.2037542611	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.1910252396364674
DLPFC	scanpy_pearson	5000	cellcharter	integration_eval	GC	0.5702043602		0.5702043602		1	5000	5000	90.5941280564	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.4421942537617876
DLPFC	scanpy_pearson	5000	cellcharter	integration_eval	ILL	0.6707064832		0.6707064832		1	5000	5000	90.5941280564	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.9261327721023205
DLPFC	scanpy_pearson	5000	cellcharter	integration_eval	bASW	0.9183151275		0.9183151275		1	5000	5000	90.5941280564	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.8950534551847396
DLPFC	scanpy_pearson	5000	cellcharter	integration_eval	dASW	0.5075117284		0.5075117284		1	5000	5000	90.5941280564	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.7906057979347995
DLPFC	scanpy_pearson	5000	cellcharter	integration_eval	dLISI	0.9356959741		0.9356959741		1	5000	5000	90.5941280564	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.9676162004617511
DLPFC	scanpy_pearson	5000	cellcharter	integration_eval	iLISI	0.1305109855		0.1305109855		1	5000	5000	90.5941280564	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.17924144423533128
DLPFC	scanpy_pearson	5000	scvi	alignment_eval	Accuracy	0.5233		0.5233		1	5000	5000	70.5733155385	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.5660891792104515
DLPFC	scanpy_pearson	5000	scvi	alignment_eval	Ratio	1.0853947474		-1.0853947474		1	5000	5000	70.5733155385	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.939690050365291
DLPFC	scanpy_pearson	5000	scvi	clustering_eval	CHAOS	0.0706151599		-0.0706151599		1	5000	5000	71.4037031997	-0.0892011679	-0.0581763831	0.031024784800000003	ok	0.031024784800000003	0.5990696831521616
DLPFC	scanpy_pearson	5000	scvi	clustering_eval	PAS	0.4420833333		-0.4420833333		1	5000	5000	71.4037031997	-0.8281666667	-0.026944444433333336	0.8012222222666667	ok	0.8012222222666667	0.4818679795322775
DLPFC	scanpy_pearson	5000	scvi	clustering_eval	ari	0.1847091127		0.1847091127		1	5000	5000	71.4037031997	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.4658006925170267
DLPFC	scanpy_pearson	5000	scvi	clustering_eval	nmi	0.282970112		0.282970112		1	5000	5000	71.4037031997	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.5137573614010003
DLPFC	scanpy_pearson	5000	scvi	clustering_eval	silhouette	0.3362834454		0.3362834454		1	5000	5000	71.4037031997	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.3610851610876932
DLPFC	scanpy_pearson	5000	scvi	integration_eval	GC	0.7939530689		0.7939530689		1	5000	5000	73.0643180395	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.736721696214294
DLPFC	scanpy_pearson	5000	scvi	integration_eval	ILL	0.4348296429		0.4348296429		1	5000	5000	73.0643180395	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.44792778254404225
DLPFC	scanpy_pearson	5000	scvi	integration_eval	bASW	0.933100867		0.933100867		1	5000	5000	73.0643180395	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.9148304811836951
DLPFC	scanpy_pearson	5000	scvi	integration_eval	dASW	0.4866827121		0.4866827121		1	5000	5000	73.0643180395	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.633981685916083
DLPFC	scanpy_pearson	5000	scvi	integration_eval	dLISI	0.8318966999		0.8318966999		1	5000	5000	73.0643180395	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.7450130500690526
DLPFC	scanpy_pearson	5000	scvi	integration_eval	iLISI	0.3363132082		0.3363132082		1	5000	5000	73.0643180395	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.46472868366306463
DLPFC	scanpy_pearson_batch	100	cellcharter	alignment_eval	Accuracy	0.6497		0.6497		1	100	100	31.575694466	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.7814825333712014
DLPFC	scanpy_pearson_batch	100	cellcharter	alignment_eval	Ratio	1.1018674634		-1.1018674634		1	100	100	31.575694466	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.9368625982999145
DLPFC	scanpy_pearson_batch	100	cellcharter	clustering_eval	CHAOS	0.0598786024		-0.0598786024		1	100	100	31.9265183127	-0.0892011679	-0.0581763831	0.031024784800000003	ok	0.031024784800000003	0.9451335662447528
DLPFC	scanpy_pearson_batch	100	cellcharter	clustering_eval	PAS	0.0824166667		-0.0824166667		1	100	100	31.9265183127	-0.8281666667	-0.026944444433333336	0.8012222222666667	ok	0.8012222222666667	0.9307654971054907
DLPFC	scanpy_pearson_batch	100	cellcharter	clustering_eval	ari	0.217783658		0.217783658		1	100	100	31.9265183127	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.5541202888738698
DLPFC	scanpy_pearson_batch	100	cellcharter	clustering_eval	nmi	0.3476670101		0.3476670101		1	100	100	31.9265183127	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.639387613568336
DLPFC	scanpy_pearson_batch	100	cellcharter	clustering_eval	silhouette	0.0888706297		0.0888706297		1	100	100	31.9265183127	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.0700327451828148
DLPFC	scanpy_pearson_batch	100	cellcharter	integration_eval	GC	0.9779640193		0.9779640193		1	100	100	34.2005256154	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.9789410811638305
DLPFC	scanpy_pearson_batch	100	cellcharter	integration_eval	ILL	0.5350473806		0.5350473806		1	100	100	34.2005256154	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.6511042459451537
DLPFC	scanpy_pearson_batch	100	cellcharter	integration_eval	bASW	0.9857578976		0.9857578976		1	100	100	34.2005256154	0.2491534837	0.996775472	0.7476219883	ok	0.7476219883	0.9852631750103382
DLPFC	scanpy_pearson_batch	100	cellcharter	integration_eval	dASW	0.5122562684		0.5122562684		1	100	100	34.2005256154	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.826282440255987
DLPFC	scanpy_pearson_batch	100	cellcharter	integration_eval	dLISI	0.8823820679		0.8823820679		1	100	100	34.2005256154	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.8532816487866216
DLPFC	scanpy_pearson_batch	100	cellcharter	integration_eval	iLISI	0.3030600738		0.3030600738		1	100	100	34.2005256154	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.41860019477879273
DLPFC	scanpy_pearson_batch	100	scvi	alignment_eval	Accuracy	0.4684		0.4684		1	100	100	15.4352870006	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.4725362113036069
DLPFC	scanpy_pearson_batch	100	scvi	alignment_eval	Ratio	0.8146473986		-0.8146473986		1	100	100	15.4352870006	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.9861623595193922
