dataset	fs_method	n_features	integration_method	BatchMixingMean	BatchMixingSD	BatchMixingNSeeds	BiologicalConservationMean	BiologicalConservationSD	BiologicalConservationNSeeds	IntegrationMean	IntegrationSD	IntegrationNSeeds	LabelIndependentClusteringMean	LabelIndependentClusteringSD	LabelIndependentClusteringNSeeds	LabelAgreementMean	LabelAgreementSD	LabelAgreementNSeeds	ClusteringMean	ClusteringSD	ClusteringNSeeds	AlignmentMean	AlignmentSD	AlignmentNSeeds	CoreOverallMean	CoreOverallSD	CoreOverallNSeeds	AlignmentEligibleOverallMean	AlignmentEligibleOverallSD	AlignmentEligibleOverallNSeeds	MethodGroup
DLPFC	Brennecke	100	cellcharter	0.6858220328131459		1	0.7381215624820828		1	0.7119717976476143		1	0.6456586771036245		1	0.49602704061659497		1	0.5708428588601098		1	0.8068105877074865		1	0.641407328253862		1	0.6965417480717369		1	expression_driven
DLPFC	Brennecke	100	scvi	0.9450910251743657		1	0.5225841481510018		1	0.7338375866626838		1	0.29088618214979584		1	0.22224888895170375		1	0.2565675355507498		1	0.661302634944192		1	0.4952025611067168		1	0.5505692523858752		1	expression_driven
DLPFC	Brennecke	1000	cellcharter	0.6245082361534342		1	0.8227021963396777		1	0.7236052162465559		1	0.6622729088764655		1	0.520955805355681		1	0.5916143571160732		1	0.8339454211134885		1	0.6576097866813146		1	0.7163883314920393		1	expression_driven
DLPFC	Brennecke	1000	scvi	0.936278967210276		1	0.5941069204920529		1	0.7651929438511644		1	0.389189057272809		1	0.36385052389270667		1	0.37651979058275786		1	0.71571490324001		1	0.5708563672169611		1	0.6191425458913108		1	expression_driven
DLPFC	Brennecke	10000	cellcharter	0.5303616751849818		1	0.8685344294979205		1	0.6994480523414511		1	0.731044712949292		1	0.6120184930758827		1	0.6715316030125873		1	0.856719415086207		1	0.6854898276770192		1	0.742566356813415		1	expression_driven
DLPFC	Brennecke	10000	scvi	0.5842219917090772		1	0.5374468798014863		1	0.5608344357552817		1	0.4703128444954266		1	0.4273033921770735		1	0.44880811833625006		1	0.6873549313727524		1	0.5048212770457658		1	0.5656658284880947		1	expression_driven
DLPFC	Brennecke	200	cellcharter	0.6727010661005005		1	0.7753825871812542		1	0.7240418266408774		1	0.6326795039054441		1	0.44210077605390014		1	0.5373901399796721		1	0.83178018252577		1	0.6307159833102747		1	0.6977373830487732		1	expression_driven
DLPFC	Brennecke	200	scvi	0.9513497485734002		1	0.5586543614956285		1	0.7550020550345143		1	0.3201785699882518		1	0.29019258212225485		1	0.3051855760552533		1	0.6936695177152791		1	0.5300938155448838		1	0.5846190496016822		1	expression_driven
DLPFC	Brennecke	2000	cellcharter	0.6027768003037455	0.0014756408265539785	3	0.8511928773946383	0.009134366038314171	3	0.7269848388491919	0.004478377450421118	3	0.6770619605031593	0.0077637964529055775	3	0.6045300817662366	0.03787579263149182	3	0.6407960211346979	0.017651522541277033	3	0.8515784664846677	0.006283565296151242	3	0.6838904299919449	0.009504450388486798	3	0.7397864421561859	0.008339714880350988	3	expression_driven
DLPFC	Brennecke	2000	scvi	0.8575313007763056	0.01914874520371093	3	0.6286432292469821	0.017806184706546893	3	0.7430872650116438	0.011257929095653709	3	0.4279932018445287	0.008354279105969292	3	0.45230455729909974	0.024047738358732074	3	0.4401488795718142	0.011917415256536397	3	0.7251048785642406	0.008928360279580511	3	0.591618072291729	0.01006267397583725	3	0.6361136743825662	0.009610879562481979	3	expression_driven
DLPFC	Brennecke	500	cellcharter	0.6638983869353356		1	0.8007827468396076		1	0.7323405668874716		1	0.6511846946031519		1	0.5004590816261922		1	0.575821888114672		1	0.8343922415007805		1	0.6540812275010719		1	0.7141848988343081		1	expression_driven
DLPFC	Brennecke	500	scvi	0.9514139478838002		1	0.5935636014558129		1	0.7724887746698066		1	0.3567340887875465		1	0.373254709814837		1	0.3649943993011917		1	0.7195124315175738		1	0.5687415869854991		1	0.6189985351628574		1	expression_driven
DLPFC	Brennecke	5000	cellcharter	0.5610763938588825		1	0.7804397190308754		1	0.670758056444879		1	0.7169643941171583		1	0.5959480150406145		1	0.6564562045788864		1	0.8749527333861775		1	0.6636071305118827		1	0.7340556648033143		1	expression_driven
DLPFC	Brennecke	5000	scvi	0.7989942897994505		1	0.6453087203670403		1	0.7221515050832454		1	0.5255106041318083		1	0.576929095728806		1	0.5512198499303071		1	0.7491673744216649		1	0.6366856775067763		1	0.6741795764784059		1	expression_driven
DLPFC	TFs	2000	cellcharter	0.7907898573175789	0.0091371331683236	3	0.6671428228978264	0.0075004907227785396	3	0.7289663401077027	0.006862790354250246	3	0.5073010135893152	0.06231273840664903	3	0.614412429296423	0.06659895877741141	3	0.5608567214428691	0.06445573489971497	3	0.7250505825000174	0.004226287973856782	3	0.644911530775286	0.028841010998329874	3	0.6716245480168631	0.020513581005647145	3	control
DLPFC	TFs	2000	scvi	0.9936967856879354	0.0023272172650596282	3	0.4618695771508457	0.009608546799336624	3	0.7277831814193906	0.005723722687023461	3	0.04954792282083092	0.006821549850767492	3	0.18916473214154036	0.011368821371577019	3	0.11935632748118563	0.00689203097129725	3	0.603834138028969	0.0026922210044020914	3	0.4235697544502881	0.006300900875708777	3	0.48365788230984835	0.0036487378660044825	3	control
DLPFC	all_features	all	cellcharter	0.5202493369087148	0.0014288014871857242	3	0.8885081814978255	0.019498179827829892	3	0.7043787592032701	0.010432042674823781	3	0.6994881887594536	0.015579571679031384	3	0.4909137549727068	0.046413842154027274	3	0.5952009718660803	0.030955286722744734	3	0.8667445201899272	0.0103905970172602	3	0.6497898655346752	0.02057408395229724	3	0.7221080837530924	0.012137132097537567	3	control
DLPFC	all_features	all	scvi	0.47523459993911626	0.007599201605042111	3	0.3784432264733457	0.04690165304167819	3	0.42683891320623096	0.020466578668600178	3	0.48394948860983705	0.0608553496823134	3	0.39247979752167456	0.019116147779489022	3	0.4382146430657558	0.03866248107000887	3	0.5977543886380262	0.048855153583723665	3	0.43252677813599344	0.00953041491020848	3	0.4876026483033377	0.010098603771596593	3	control
DLPFC	anticor	100	cellcharter	0.6344775926457714		1	0.8737648689618149		1	0.7541212308037932		1	0.6994940461412466		1	0.8120531950977988		1	0.7557736206195227		1	0.9139828682135842		1	0.754947425711658		1	0.8079592398789668		1	expression_driven
DLPFC	anticor	100	scvi	0.7958368624135539		1	0.6922988535758003		1	0.7440678579946771		1	0.41081377153383186		1	0.6786657408421223		1	0.5447397561879771		1	0.7785851962241208		1	0.6444038070913272		1	0.6891309368022585		1	expression_driven
DLPFC	anticor	1000	cellcharter	0.5427285995750608		1	0.8933329854279026		1	0.7180307925014817		1	0.7187034655486849		1	0.7009184855177977		1	0.7098109755332414		1	0.9122719185756215		1	0.7139208840173615		1	0.7800378955367816		1	expression_driven
DLPFC	anticor	1000	scvi	0.7738429379993843		1	0.7449837324303468		1	0.7594133352148655		1	0.4957375914949007		1	0.7088397322670281		1	0.6022886618809644		1	0.8100546773279825		1	0.680850998547915		1	0.7239188914746042		1	expression_driven
DLPFC	anticor	10000	cellcharter	0.5176904993495925		1	0.9369429306521372		1	0.7273167150008648		1	0.6742287498286575		1	0.518002482939484		1	0.5961156163840708		1	0.8791883621710292		1	0.6617161656924678		1	0.7342068978519883		1	expression_driven
DLPFC	anticor	10000	scvi	0.4608678617553389		1	0.39237233744990063		1	0.42662009960261976		1	0.49166300644563127		1	0.38965959773687736		1	0.4406613020912543		1	0.6167673850384023		1	0.43364070084693707		1	0.4946829289107588		1	expression_driven
DLPFC	anticor	200	cellcharter	0.6066898448728619		1	0.8376014313246092		1	0.7221456380987356		1	0.7073194525929392		1	0.8452977823322729		1	0.776308617462606		1	0.9324435674523248		1	0.7492271277806708		1	0.8102992743378888		1	expression_driven
DLPFC	anticor	200	scvi	0.8132224341429337		1	0.740382543558509		1	0.7768024888507213		1	0.4598450401816406		1	0.7248023719322434		1	0.592323706056942		1	0.7826544936790101		1	0.6845630974538317		1	0.7172602295288911		1	expression_driven
DLPFC	anticor	2000	cellcharter	0.5361794303507982	0.001831856888663078	3	0.9182927755907047	0.031151596424150354	3	0.7272361029707515	0.016491610635703265	3	0.7232766891251775	0.001598772943031239	3	0.6962529099944604	0.019289290254602205	3	0.709764799559819	0.01016956929124894	3	0.917312075942172	0.007489692044965925	3	0.7185004512652852	0.013089911677875453	3	0.7847709928242476	0.0069880141251843905	3	expression_driven
DLPFC	anticor	2000	scvi	0.7278972203226646	0.05340987949761991	3	0.7303041041834142	0.023903908540649596	3	0.7291006622530394	0.03834261502500337	3	0.4972734964850218	0.011445102644364434	3	0.6943105858480122	0.03215721524219624	3	0.5957920411665171	0.010952324682744118	3	0.7989031743850794	0.032405523009498303	3	0.6624463517097782	0.01612733589137658	3	0.7079319592682118	0.021476806497830455	3	expression_driven
DLPFC	anticor	500	cellcharter	0.5691579760028721		1	0.8921521603894205		1	0.7306550681961463		1	0.716923960133191		1	0.6699055373107912		1	0.693414748721991		1	0.9261207056790901		1	0.7120349084590687		1	0.7833968408657425		1	expression_driven
DLPFC	anticor	500	scvi	0.8218280912228026		1	0.743341178852955		1	0.7825846350378789		1	0.4738161190531122		1	0.6949550410596503		1	0.5843855800563813		1	0.8049932144099496		1	0.6834851075471301		1	0.7239878098347367		1	expression_driven
DLPFC	anticor	5000	cellcharter	0.5202156440485838		1	0.9019734618591484		1	0.7110945529538661		1	0.7395763174891271		1	0.5522434970853736		1	0.6459099072872503		1	0.9009749864574388		1	0.6785022301205582		1	0.7526598155661851		1	expression_driven
DLPFC	anticor	5000	scvi	0.6570189562860843		1	0.7004295518143242		1	0.6787242540502043		1	0.47914591734154294		1	0.6942869000229173		1	0.5867164086822301		1	0.7654425657446102		1	0.6327203313662172		1	0.6769610761590149		1	expression_driven
DLPFC	dubstepr	100	cellcharter	0.652229058084169		1	0.8363434759538302		1	0.7442862670189996		1	0.6894420399077568		1	0.6506600631865394		1	0.6700510515471481		1	0.8539681193909683		1	0.7071686592830738		1	0.7561018126523719		1	expression_driven
DLPFC	dubstepr	100	scvi	0.8485295755160386		1	0.6579958477964423		1	0.7532627116562405		1	0.4132122890892152		1	0.5852597535983879		1	0.4992360213438015		1	0.7633139741140241		1	0.626249366500021		1	0.6719375690380222		1	expression_driven
DLPFC	dubstepr	1000	cellcharter	0.5788171004364548		1	0.943995599588836		1	0.7614063500126454		1	0.7062465926827063		1	0.721022778707546		1	0.7136346856951261		1	0.9295483313840471		1	0.7375205178538857		1	0.8015297890306062		1	expression_driven
DLPFC	dubstepr	1000	scvi	0.8448817280777785		1	0.7051210276574336		1	0.775001377867606		1	0.4855978702138393		1	0.6484161439586437		1	0.5670070070862415		1	0.811211308430736		1	0.6710041924769238		1	0.7177398977948611		1	expression_driven
DLPFC	dubstepr	10000	cellcharter	0.569567852575858		1	0.9496315259837085		1	0.7595996892797832		1	0.7079471166818698		1	0.7291846639584767		1	0.7185658903201733		1	0.9268131997831421		1	0.7390827897999782		1	0.8016595931276994		1	expression_driven
DLPFC	dubstepr	10000	scvi	0.8083164994559824		1	0.7344513077761624		1	0.7713839036160723		1	0.5064769226477521		1	0.6991200524603893		1	0.6027984875540707		1	0.8184298396814251		1	0.6870911955850716		1	0.7308707436171895		1	expression_driven
DLPFC	dubstepr	200	cellcharter	0.6392078180770862		1	0.8769300518714895		1	0.7580689349742878		1	0.6710857882059743		1	0.6806241203745782		1	0.6758549542902763		1	0.9043384053725945		1	0.7169619446322821		1	0.7794207648790529		1	expression_driven
DLPFC	dubstepr	200	scvi	0.8730858572395872		1	0.6495752787582443		1	0.7613305679989157		1	0.47803062325214657		1	0.5667135073714433		1	0.5223720653117949		1	0.7689534542051154		1	0.6418513166553553		1	0.6842186958386086		1	expression_driven
DLPFC	dubstepr	2000	cellcharter	0.5676949608535634	0.003545405630604263	3	0.9542541798578501	0.004823165932157583	3	0.7609745703557067	0.0012129408840161919	3	0.706922386740961	0.0009834632237789797	3	0.6881526847236229	0.06312300425674074	3	0.6975375357322919	0.0319874030802809	3	0.9296509408060478	0.0034904389986611653	3	0.7292560530439993	0.015565446716898636	3	0.7960543489646822	0.010681626843384093	3	expression_driven
DLPFC	dubstepr	2000	scvi	0.8113686337161141	0.03376355122178883	3	0.7281999369782866	0.006275037232447168	3	0.7697842853472004	0.015306405048966139	3	0.5152503300898409	0.008203712462636754	3	0.7086935325682492	0.016842715473680155	3	0.611971931329045	0.009826647221933263	3	0.8141767943246973	0.0036840877149621402	3	0.6908781083381227	0.011013182755999464	3	0.7319776703336475	0.007100301609768553	3	expression_driven
DLPFC	dubstepr	500	cellcharter	0.6076155193643279		1	0.9233644734595626		1	0.7654899964119453		1	0.6873684734986153		1	0.7629703318648586		1	0.725169402681737		1	0.9190224956916913		1	0.7453296995468411		1	0.8032272982617913		1	expression_driven
DLPFC	dubstepr	500	scvi	0.7857758548148206		1	0.6915148731991883		1	0.7386453640070044		1	0.5017337448559371		1	0.6373594573177901		1	0.5695466010868636		1	0.7872015975534583		1	0.654095982546934		1	0.6984645208824422		1	expression_driven
DLPFC	dubstepr	5000	cellcharter	0.569567852575858		1	0.9496315259837085		1	0.7595996892797832		1	0.7079471166818698		1	0.7291846639584767		1	0.7185658903201733		1	0.9268131997831421		1	0.7390827897999782		1	0.8016595931276994		1	expression_driven
DLPFC	dubstepr	5000	scvi	0.8083164994559824		1	0.7344513077761624		1	0.7713839036160723		1	0.5064769226477521		1	0.6991200524603893		1	0.6027984875540707		1	0.8184298396814251		1	0.6870911955850716		1	0.7308707436171895		1	expression_driven
DLPFC	hotspot	100	cellcharter	0.6279621388530826		1	0.8469948616318193		1	0.7374785002424509		1	0.6808308520368045		1	0.6200346309349607		1	0.6504327414858826		1	0.8471186942707205		1	0.6939556208641667		1	0.7450099786663514		1	expression_driven
DLPFC	hotspot	100	scvi	0.8919777804826359		1	0.6505992844473927		1	0.7712885324650143		1	0.4204182606423597		1	0.5915584084857981		1	0.5059883345640789		1	0.7598303979254957		1	0.6386384335145465		1	0.6790357549848629		1	expression_driven
DLPFC	hotspot	1000	cellcharter	0.5542244612203909		1	0.9160994703640302		1	0.7351619657922106		1	0.7216025964802354		1	0.6788463364046453		1	0.7002244664424404		1	0.9250903260048652		1	0.7176932161173255		1	0.7868255860798388		1	expression_driven
DLPFC	hotspot	1000	scvi	0.7766308918016307		1	0.7149248194850899		1	0.7457778556433603		1	0.5122169560667365		1	0.6763465180035669		1	0.5942817370351516		1	0.8049634279340393		1	0.670029796339256		1	0.7150076735375172		1	expression_driven
DLPFC	hotspot	10000	cellcharter	0.5308817368492194		1	0.9461980127267173		1	0.7385398747879683		1	0.694034113745885		1	0.5252751965044915		1	0.6096546551251882		1	0.8954401589898895		1	0.6740972649565783		1	0.7478782296343486		1	expression_driven
DLPFC	hotspot	10000	scvi	0.45623572551645664		1	0.36453265155865444		1	0.41038418853755554		1	0.4529840427186021		1	0.4045638244194505		1	0.42877393356902627		1	0.5792035887043858		1	0.4195790610532909		1	0.4727872369369892		1	expression_driven
DLPFC	hotspot	200	cellcharter	0.60024949830683		1	0.8855900511253496		1	0.7429197747160898		1	0.7068817303017078		1	0.7262993893323664		1	0.716590559817037		1	0.8969576662296992		1	0.7297551672665634		1	0.7854893335876086		1	expression_driven
DLPFC	hotspot	200	scvi	0.8185136944897982		1	0.6939646104809414		1	0.7562391524853698		1	0.5014217651516472		1	0.6558419123917045		1	0.5786318387716758		1	0.7662289737664558		1	0.6674354956285228		1	0.7003666550078339		1	expression_driven
DLPFC	hotspot	2000	cellcharter	0.5412582743306723	0.004301403765031617	3	0.9255143520029544	0.04417705817898314	3	0.7333863131668134	0.020849120874227012	3	0.7263796062481965	0.004086163873560426	3	0.6857936671180017	0.09677445587553235	3	0.7060866366830991	0.04686337577261118	3	0.9274054422436843	0.003737616900789955	3	0.7197364749249563	0.027380104299377026	3	0.788959464031199	0.019212886050789982	3	expression_driven
DLPFC	hotspot	2000	scvi	0.7897886676170446	0.025298689632795482	3	0.7497895507475962	0.021936541465131756	3	0.7697891091823204	0.005296695039903866	3	0.5134706464352076	0.013986465448167054	3	0.7423528445564743	0.03306564264066205	3	0.6279117454958408	0.021116941549901944	3	0.8157064165572464	0.012826093095045146	3	0.6988504273390808	0.012946524010949905	3	0.7378024237451358	0.011015757739529196	3	expression_driven
DLPFC	hotspot	500	cellcharter	0.5704512864826713		1	0.9094754867469248		1	0.7399633866147981		1	0.6947974928148152		1	0.5843248734887035		1	0.6395611831517594		1	0.9136750615291434		1	0.6897622848832787		1	0.7643998770985668		1	expression_driven
DLPFC	hotspot	500	scvi	0.8109146667302957		1	0.7031182179830497		1	0.7570164423566728		1	0.4783704303425478		1	0.6483716296764895		1	0.5633710300095187		1	0.7780113959276477		1	0.6601937361830957		1	0.6994662894312796		1	expression_driven
DLPFC	hotspot	5000	cellcharter	0.525026371733057		1	0.8995407937128537		1	0.7122835827229553		1	0.7106360786540323		1	0.6418561131425713		1	0.6762460958983019		1	0.9141977484734523		1	0.6942648393106285		1	0.7675758090315697		1	expression_driven
DLPFC	hotspot	5000	scvi	0.6603379409884962		1	0.7337190834563947		1	0.6970285122224454		1	0.480965862858093		1	0.7536288523283272		1	0.6172973575932101		1	0.7752603271397923		1	0.6571629349078278		1	0.6965287323184827		1	expression_driven
DLPFC	morans_i	100	cellcharter	0.6417616395447494		1	0.9049210018541671		1	0.7733413206994583		1	0.6764932142042467		1	0.7312351917558308		1	0.7038642029800388		1	0.9383202915782103		1	0.7386027618397486		1	0.8051752717525691		1	spatially_informed
DLPFC	morans_i	100	scvi	0.9124913318694992		1	0.6977842765618327		1	0.8051378042156659		1	0.4327267447481716		1	0.5035446241823589		1	0.4681356844652652		1	0.785898750249498		1	0.6366367443404656		1	0.686390746310143		1	spatially_informed
DLPFC	morans_i	1000	cellcharter	0.5529282995063969		1	0.9582750948914751		1	0.755601697198936		1	0.7007893857143076		1	0.759344519901057		1	0.7300669528076823		1	0.9306915766474834		1	0.7428343250033091		1	0.8054534088847006		1	spatially_informed
DLPFC	morans_i	1000	scvi	0.8047570964251355		1	0.7506197925387135		1	0.7776884444819245		1	0.5004319977309611		1	0.6655983636758547		1	0.5830151807034079		1	0.8282087149946207		1	0.6803518125926662		1	0.729637446726651		1	spatially_informed
DLPFC	morans_i	10000	cellcharter	0.5132712794701964		1	0.9222232539261488		1	0.7177472666981726		1	0.7310227757460256		1	0.6080152558380969		1	0.6695190157920612		1	0.8847582554815531		1	0.6936331412451169		1	0.7573415126572622		1	spatially_informed
DLPFC	morans_i	10000	scvi	0.4554063372324174		1	0.3662273710339197		1	0.4108168541331686		1	0.44812121318283465		1	0.404534690100099		1	0.42632795164146686		1	0.5685003398672974		1	0.41857240288731773		1	0.46854838188064435		1	spatially_informed
DLPFC	morans_i	200	cellcharter	0.6036658706790226		1	0.9287621755943096		1	0.7662140231366661		1	0.6655055080504266		1	0.6683361764305651		1	0.6669208422404959		1	0.9307264059005085		1	0.7165674326885809		1	0.7879537570925569		1	spatially_informed
DLPFC	morans_i	200	scvi	0.8993651292154574		1	0.7089484901569778		1	0.8041568096862176		1	0.4824003023900956		1	0.5461981727109733		1	0.5142992375505344		1	0.7944816960344605		1	0.6592280236183761		1	0.7043125810904042		1	spatially_informed
DLPFC	morans_i	2000	cellcharter	0.5459196402667331	0.004153315685326059	3	0.9744285784086871	0.004843384601814945	3	0.7601741093377101	0.004405543999576596	3	0.698563637265868	0.01844589835051208	3	0.7285136362404397	0.08652604807738752	3	0.7135386367531537	0.05211184665368525	3	0.9193199181987697	0.0038586638767707736	3	0.736856373045432	0.027811493130369454	3	0.7976775547632111	0.019647323192930315	3	spatially_informed
