dataset	platform	n_slices	fs_method	n_features	integration_method	task	metric_name	metric_value	random_seed	runtime	memory_usage	effective_n_features	notes	DirectionMultiplier	OrientedValue	Lower	Upper	Range	RangeStatus	FrozenScaleDenominator	ScaledValue
DLPFC	Visium	4	Brennecke	2000	cellcharter	integration_eval	iLISI	0.1843466643	1	42.1480315086	15578.05078125	2000	cache_signature=7d41f143ee260e4c98105718453fd0f5	1	0.1843466643	0.0012992992	0.7221799351000001	0.7208806359000001	ok	0.7208806359000001	0.25392187830301516
DLPFC	Visium	4	Brennecke	2000	cellcharter	integration_eval	dASW	0.5098187085	1	42.1480315086	15578.05078125	2000	cache_signature=7d41f143ee260e4c98105718453fd0f5	1	0.5098187085	0.4023712054	0.535358496	0.13298729059999997	ok	0.13298729059999997	0.807953170676898
DLPFC	Visium	4	Brennecke	2000	cellcharter	integration_eval	dLISI	0.8904947272	1	42.1480315086	15578.05078125	2000	cache_signature=7d41f143ee260e4c98105718453fd0f5	1	0.8904947272	0.4844990385	0.9507964562	0.4662974177	ok	0.4662974177	0.870679684872722
DLPFC	Visium	4	Brennecke	2000	cellcharter	integration_eval	ILL	0.5660127212	1	42.1480315086	15578.05078125	2000	cache_signature=7d41f143ee260e4c98105718453fd0f5	1	0.5660127212	0.2138871761	0.7071418377	0.4932546616000001	ok	0.4932546616000001	0.7138818393683073
DLPFC	Visium	4	Brennecke	2000	cellcharter	integration_eval	GC	0.9718552429	1	42.1480315086	15578.05078125	2000	cache_signature=7d41f143ee260e4c98105718453fd0f5	1	0.9718552429	0.2342750748	0.993962209	0.7596871342	ok	0.7596871342	0.9708999072055103
DLPFC	Visium	4	Brennecke	2000	cellcharter	alignment_eval	Accuracy	0.6631	2	41.0765869906	22747.93359375	2000	cache_signature=582f7659121ec322de73051b3d8e9c09	1	0.6631	0.1911	0.7779333333333334	0.5868333333333333	ok	0.5868333333333333	0.8043169554103948
DLPFC	Visium	4	Brennecke	2000	cellcharter	alignment_eval	Ratio	1.2405801409	2	41.0765869906	22747.93359375	2000	cache_signature=582f7659121ec322de73051b3d8e9c09	-1	-1.2405801409	-6.5600224227	-0.7340294017333333	5.825993020966667	ok	5.825993020966667	0.9130533220098815
DLPFC	Visium	4	Brennecke	2000	cellcharter	clustering_eval	silhouette	0.1015166193	2	41.4149969928	22747.93359375	2000	cache_signature=630fffc41a718710d038ce461e2d7991	1	0.1015166193	0.029338402066666668	0.8794011474	0.8500627453333333	ok	0.8500627453333333	0.08490928184957716
DLPFC	Visium	4	Brennecke	2000	cellcharter	clustering_eval	ari	0.243558103	2	41.4149969928	22747.93359375	2000	cache_signature=630fffc41a718710d038ce461e2d7991	1	0.243558103	0.0102727844	0.3847598367	0.3744870523	ok	0.3744870523	0.6229462865731232
DLPFC	Visium	4	Brennecke	2000	cellcharter	clustering_eval	nmi	0.3646219238	2	41.4149969928	22747.93359375	2000	cache_signature=630fffc41a718710d038ce461e2d7991	1	0.3646219238	0.0183960378	0.5333746913	0.5149786535	ok	0.5149786535	0.6723111407568275
