Dataset	Platform	NSlices	Method	MethodBase	SelFeatures	Integration	IntegrationLabel	Task	TaskLabel	Type	Metric	MetricName	Value	ValueRaw	HigherBetter	Seed	Runtime	EffectiveFeatures	Notes
STOmics0212	Visium	10	dubstepr-N2000	dubstepr	2000	gpsa	GPSA	integration_eval	Integration	Integration	dLISI	dLISI	0.6471369708	0.6471369708	True	0	2455.697486395	2000	cache_signature=b5b0dc226fd95d3f82b76027883a424b
STOmics0212	Visium	10	dubstepr-N2000	dubstepr	2000	gpsa	GPSA	integration_eval	Integration	Integration	ILL	ILL	0.0184633459	0.0184633459	True	0	2455.697486395	2000	cache_signature=b5b0dc226fd95d3f82b76027883a424b
STOmics0212	Visium	10	dubstepr-N2000	dubstepr	2000	gpsa	GPSA	integration_eval	Integration	Integration	GC	GC	0.6532201495	0.6532201495	True	0	2455.697486395	2000	cache_signature=b5b0dc226fd95d3f82b76027883a424b
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1998172449	0.1998172449	True	0	499.1546146292	500	cache_signature=69035d7cbb615adbcdd8a859f367184a
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	alignment_eval	Alignment	Alignment	Ratio	Ratio	-0.6392669761	0.6392669761	False	0	499.1546146292	500	cache_signature=69035d7cbb615adbcdd8a859f367184a
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0306158531	0.0306158531	True	0	502.2677851636	500	cache_signature=20336fe2c61e255c581caefc3864967b
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	ari	ARI	0.0001681442	0.0001681442	True	0	502.2677851636	500	cache_signature=20336fe2c61e255c581caefc3864967b
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	nmi	NMI	0.0019208139	0.0019208139	True	0	502.2677851636	500	cache_signature=20336fe2c61e255c581caefc3864967b
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.1776960345	0.1776960345	False	0	502.2677851636	500	cache_signature=20336fe2c61e255c581caefc3864967b
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	PAS	PAS	-0.9860794014	0.9860794014	False	0	502.2677851636	500	cache_signature=20336fe2c61e255c581caefc3864967b
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	integration_eval	Integration	Integration	bASW	bASW	0.9828123442	0.9828123442	True	0	500.4604699798	500	cache_signature=f0ae6a4f859b23d67319913165713cc3
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	integration_eval	Integration	Integration	iLISI	iLISI	0.5023038759	0.5023038759	True	0	500.4604699798	500	cache_signature=f0ae6a4f859b23d67319913165713cc3
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	integration_eval	Integration	Integration	dASW	dASW	0.4915317837	0.4915317837	True	0	500.4604699798	500	cache_signature=f0ae6a4f859b23d67319913165713cc3
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	integration_eval	Integration	Integration	dLISI	dLISI	0.6474069553	0.6474069553	True	0	500.4604699798	500	cache_signature=f0ae6a4f859b23d67319913165713cc3
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	integration_eval	Integration	Integration	ILL	ILL	0.0184553293	0.0184553293	True	0	500.4604699798	500	cache_signature=f0ae6a4f859b23d67319913165713cc3
STOmics0212	Visium	10	dubstepr-N500	dubstepr	500	gpsa	GPSA	integration_eval	Integration	Integration	GC	GC	0.6534610553	0.6534610553	True	0	500.4604699798	500	cache_signature=f0ae6a4f859b23d67319913165713cc3
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1998172449	0.1998172449	True	0	126.344896378	1000	cache_signature=d228baf801e540210dbee519771b0240
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Ratio	Ratio	-0.6392669761	0.6392669761	False	0	126.344896378	1000	cache_signature=d228baf801e540210dbee519771b0240
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0306158513	0.0306158513	True	0	130.7526340261	1000	cache_signature=4ccd1fd22244e9c4d243903c81a176e6
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	ari	ARI	0.0001681442	0.0001681442	True	0	130.7526340261	1000	cache_signature=4ccd1fd22244e9c4d243903c81a176e6
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	nmi	NMI	0.0019208139	0.0019208139	True	0	130.7526340261	1000	cache_signature=4ccd1fd22244e9c4d243903c81a176e6
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.1776960345	0.1776960345	False	0	130.7526340261	1000	cache_signature=4ccd1fd22244e9c4d243903c81a176e6
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	PAS	PAS	-0.9860794014	0.9860794014	False	0	130.7526340261	1000	cache_signature=4ccd1fd22244e9c4d243903c81a176e6
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	integration_eval	Integration	Integration	bASW	bASW	0.9828123519	0.9828123519	True	0	128.4050569683	1000	cache_signature=4a4b9eb7e05cfe9c4389785344aa016b
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	integration_eval	Integration	Integration	iLISI	iLISI	0.5023038759	0.5023038759	True	0	128.4050569683	1000	cache_signature=4a4b9eb7e05cfe9c4389785344aa016b
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	integration_eval	Integration	Integration	dASW	dASW	0.4915317819	0.4915317819	True	0	128.4050569683	1000	cache_signature=4a4b9eb7e05cfe9c4389785344aa016b
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	integration_eval	Integration	Integration	dLISI	dLISI	0.6474069553	0.6474069553	True	0	128.4050569683	1000	cache_signature=4a4b9eb7e05cfe9c4389785344aa016b
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	integration_eval	Integration	Integration	ILL	ILL	0.0184553293	0.0184553293	True	0	128.4050569683	1000	cache_signature=4a4b9eb7e05cfe9c4389785344aa016b
STOmics0212	Visium	10	hotspot-N1000	hotspot	1000	gpsa	GPSA	integration_eval	Integration	Integration	GC	GC	0.6534610553	0.6534610553	True	0	128.4050569683	1000	cache_signature=4a4b9eb7e05cfe9c4389785344aa016b
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1998172449	0.1998172449	True	0	170.6849738676	2000	cache_signature=bbf6d346c5146a2b3827236a617cb891
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Ratio	Ratio	-0.6392669761	0.6392669761	False	0	170.6849738676	2000	cache_signature=bbf6d346c5146a2b3827236a617cb891
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0306158513	0.0306158513	True	0	172.6208555028	2000	cache_signature=41f7258bc4326a2aba206fefb6cce01d
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	ari	ARI	0.0001681442	0.0001681442	True	0	172.6208555028	2000	cache_signature=41f7258bc4326a2aba206fefb6cce01d
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	nmi	NMI	0.0019208139	0.0019208139	True	0	172.6208555028	2000	cache_signature=41f7258bc4326a2aba206fefb6cce01d
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.1776960345	0.1776960345	False	0	172.6208555028	2000	cache_signature=41f7258bc4326a2aba206fefb6cce01d
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	PAS	PAS	-0.9860794014	0.9860794014	False	0	172.6208555028	2000	cache_signature=41f7258bc4326a2aba206fefb6cce01d
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	integration_eval	Integration	Integration	bASW	bASW	0.9828123524	0.9828123524	True	0	171.9403325934	2000	cache_signature=3f0a89a13e164704f0171ab1aa485702
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	integration_eval	Integration	Integration	iLISI	iLISI	0.5023038759	0.5023038759	True	0	171.9403325934	2000	cache_signature=3f0a89a13e164704f0171ab1aa485702
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	integration_eval	Integration	Integration	dASW	dASW	0.4915317819	0.4915317819	True	0	171.9403325934	2000	cache_signature=3f0a89a13e164704f0171ab1aa485702
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	integration_eval	Integration	Integration	dLISI	dLISI	0.6474069553	0.6474069553	True	0	171.9403325934	2000	cache_signature=3f0a89a13e164704f0171ab1aa485702
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	integration_eval	Integration	Integration	ILL	ILL	0.0184553293	0.0184553293	True	0	171.9403325934	2000	cache_signature=3f0a89a13e164704f0171ab1aa485702
STOmics0212	Visium	10	hotspot-N2000	hotspot	2000	gpsa	GPSA	integration_eval	Integration	Integration	GC	GC	0.6534610553	0.6534610553	True	0	171.9403325934	2000	cache_signature=3f0a89a13e164704f0171ab1aa485702
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1998172449	0.1998172449	True	0	108.3929241709	500	cache_signature=ba35f991681687c5cf44481f864f032e
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	alignment_eval	Alignment	Alignment	Ratio	Ratio	-0.6414186788	0.6414186788	False	0	108.3929241709	500	cache_signature=ba35f991681687c5cf44481f864f032e
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0305550788	0.0305550788	True	0	110.3141247146	500	cache_signature=a0fcdf7660822a732137c5509462155b
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	ari	ARI	0.0002904017	0.0002904017	True	0	110.3141247146	500	cache_signature=a0fcdf7660822a732137c5509462155b
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	nmi	NMI	0.0018420027	0.0018420027	True	0	110.3141247146	500	cache_signature=a0fcdf7660822a732137c5509462155b
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.1796673378	0.1796673378	False	0	110.3141247146	500	cache_signature=a0fcdf7660822a732137c5509462155b
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	PAS	PAS	-0.9823972523	0.9823972523	False	0	110.3141247146	500	cache_signature=a0fcdf7660822a732137c5509462155b
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	integration_eval	Integration	Integration	bASW	bASW	0.9828095825	0.9828095825	True	0	109.6689391509	500	cache_signature=b6f419de9d532bb43846dbe04537b47f
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	integration_eval	Integration	Integration	iLISI	iLISI	0.5022266151	0.5022266151	True	0	109.6689391509	500	cache_signature=b6f419de9d532bb43846dbe04537b47f
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	integration_eval	Integration	Integration	dASW	dASW	0.4915297804	0.4915297804	True	0	109.6689391509	500	cache_signature=b6f419de9d532bb43846dbe04537b47f
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	integration_eval	Integration	Integration	dLISI	dLISI	0.6472945677	0.6472945677	True	0	109.6689391509	500	cache_signature=b6f419de9d532bb43846dbe04537b47f
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	integration_eval	Integration	Integration	ILL	ILL	0.0184633459	0.0184633459	True	0	109.6689391509	500	cache_signature=b6f419de9d532bb43846dbe04537b47f
STOmics0212	Visium	10	hotspot-N500	hotspot	500	gpsa	GPSA	integration_eval	Integration	Integration	GC	GC	0.6534610553	0.6534610553	True	0	109.6689391509	500	cache_signature=b6f419de9d532bb43846dbe04537b47f
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1998172449	0.1998172449	True	0	2367.3570333049	1000	cache_signature=fe8637d3310a39fcdaca3e259aff9dfd
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Ratio	Ratio	-0.6392669761	0.6392669761	False	0	2367.3570333049	1000	cache_signature=fe8637d3310a39fcdaca3e259aff9dfd
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0306158513	0.0306158513	True	0	2377.6564854011	1000	cache_signature=42538dbaa520f14b6d9d17cd82f7bb23
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	ari	ARI	0.0001681442	0.0001681442	True	0	2377.6564854011	1000	cache_signature=42538dbaa520f14b6d9d17cd82f7bb23
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	nmi	NMI	0.0019208139	0.0019208139	True	0	2377.6564854011	1000	cache_signature=42538dbaa520f14b6d9d17cd82f7bb23
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.1776960345	0.1776960345	False	0	2377.6564854011	1000	cache_signature=42538dbaa520f14b6d9d17cd82f7bb23
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	PAS	PAS	-0.9860794014	0.9860794014	False	0	2377.6564854011	1000	cache_signature=42538dbaa520f14b6d9d17cd82f7bb23
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	integration_eval	Integration	Integration	bASW	bASW	0.9828123536	0.9828123536	True	0	2372.7425048295	1000	cache_signature=a107977efc7af898f36d554b3a3cdab5
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	integration_eval	Integration	Integration	iLISI	iLISI	0.5023038759	0.5023038759	True	0	2372.7425048295	1000	cache_signature=a107977efc7af898f36d554b3a3cdab5
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	integration_eval	Integration	Integration	dASW	dASW	0.4915317819	0.4915317819	True	0	2372.7425048295	1000	cache_signature=a107977efc7af898f36d554b3a3cdab5
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	integration_eval	Integration	Integration	dLISI	dLISI	0.6474069553	0.6474069553	True	0	2372.7425048295	1000	cache_signature=a107977efc7af898f36d554b3a3cdab5
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	integration_eval	Integration	Integration	ILL	ILL	0.0184553293	0.0184553293	True	0	2372.7425048295	1000	cache_signature=a107977efc7af898f36d554b3a3cdab5
STOmics0212	Visium	10	nbumi-N1000	nbumi	1000	gpsa	GPSA	integration_eval	Integration	Integration	GC	GC	0.6534610553	0.6534610553	True	0	2372.7425048295	1000	cache_signature=a107977efc7af898f36d554b3a3cdab5
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1996952173	0.1996952173	True	0	131.0409245808	2000	cache_signature=6a03d9b9abcb142320e270e2cd2b7b57
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Ratio	Ratio	-0.6391679589	0.6391679589	False	0	131.0409245808	2000	cache_signature=6a03d9b9abcb142320e270e2cd2b7b57
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.030712625	0.030712625	True	0	132.9754924923	2000	cache_signature=9e2af7b5c1023b31ac8854b31d6aa8d6
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	ari	ARI	0.0001904129	0.0001904129	True	0	132.9754924923	2000	cache_signature=9e2af7b5c1023b31ac8854b31d6aa8d6
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	nmi	NMI	0.0015596689	0.0015596689	True	0	132.9754924923	2000	cache_signature=9e2af7b5c1023b31ac8854b31d6aa8d6
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.17671174	0.17671174	False	0	132.9754924923	2000	cache_signature=9e2af7b5c1023b31ac8854b31d6aa8d6
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	PAS	PAS	-0.9841731771	0.9841731771	False	0	132.9754924923	2000	cache_signature=9e2af7b5c1023b31ac8854b31d6aa8d6
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	integration_eval	Integration	Integration	bASW	bASW	0.9828180535	0.9828180535	True	0	132.334986018	2000	cache_signature=bb69e381f29d18d72b11c2f447df917c
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	integration_eval	Integration	Integration	iLISI	iLISI	0.5021716563	0.5021716563	True	0	132.334986018	2000	cache_signature=bb69e381f29d18d72b11c2f447df917c
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	integration_eval	Integration	Integration	dASW	dASW	0.4915433507	0.4915433507	True	0	132.334986018	2000	cache_signature=bb69e381f29d18d72b11c2f447df917c
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	integration_eval	Integration	Integration	dLISI	dLISI	0.6472977546	0.6472977546	True	0	132.334986018	2000	cache_signature=bb69e381f29d18d72b11c2f447df917c
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	integration_eval	Integration	Integration	ILL	ILL	0.0184553293	0.0184553293	True	0	132.334986018	2000	cache_signature=bb69e381f29d18d72b11c2f447df917c
STOmics0212	Visium	10	nbumi-N2000	nbumi	2000	gpsa	GPSA	integration_eval	Integration	Integration	GC	GC	0.653968416	0.653968416	True	0	132.334986018	2000	cache_signature=bb69e381f29d18d72b11c2f447df917c
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1998172449	0.1998172449	True	0	126.768274691	500	cache_signature=7e883355e0abae5e4cc025242c0a9869
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	alignment_eval	Alignment	Alignment	Ratio	Ratio	-0.6392669761	0.6392669761	False	0	126.768274691	500	cache_signature=7e883355e0abae5e4cc025242c0a9869
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0306158531	0.0306158531	True	0	128.5464136787	500	cache_signature=c7adc87ce78b2fb8373322b2f3daa6cb
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	ari	ARI	0.0001681442	0.0001681442	True	0	128.5464136787	500	cache_signature=c7adc87ce78b2fb8373322b2f3daa6cb
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	nmi	NMI	0.0019208139	0.0019208139	True	0	128.5464136787	500	cache_signature=c7adc87ce78b2fb8373322b2f3daa6cb
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.1776960345	0.1776960345	False	0	128.5464136787	500	cache_signature=c7adc87ce78b2fb8373322b2f3daa6cb
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	clustering_eval	Clustering	Clustering	PAS	PAS	-0.9860794014	0.9860794014	False	0	128.5464136787	500	cache_signature=c7adc87ce78b2fb8373322b2f3daa6cb
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	integration_eval	Integration	Integration	bASW	bASW	0.9828123409	0.9828123409	True	0	127.9699900523	500	cache_signature=98625e2fbdfbca15924ba2342782908a
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	integration_eval	Integration	Integration	iLISI	iLISI	0.5023038759	0.5023038759	True	0	127.9699900523	500	cache_signature=98625e2fbdfbca15924ba2342782908a
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	integration_eval	Integration	Integration	dASW	dASW	0.4915317837	0.4915317837	True	0	127.9699900523	500	cache_signature=98625e2fbdfbca15924ba2342782908a
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	integration_eval	Integration	Integration	dLISI	dLISI	0.6474069553	0.6474069553	True	0	127.9699900523	500	cache_signature=98625e2fbdfbca15924ba2342782908a
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	integration_eval	Integration	Integration	ILL	ILL	0.0184553293	0.0184553293	True	0	127.9699900523	500	cache_signature=98625e2fbdfbca15924ba2342782908a
STOmics0212	Visium	10	nbumi-N500	nbumi	500	gpsa	GPSA	integration_eval	Integration	Integration	GC	GC	0.6534610553	0.6534610553	True	0	127.9699900523	500	cache_signature=98625e2fbdfbca15924ba2342782908a
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1998172449	0.1998172449	True	0	107.1825445741	1000	cache_signature=a1853bce0cabae389a85f6bc878cdc01
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Ratio	Ratio	-0.6392669761	0.6392669761	False	0	107.1825445741	1000	cache_signature=a1853bce0cabae389a85f6bc878cdc01
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0306158513	0.0306158513	True	0	109.1095041949	1000	cache_signature=afecb751b8839b4b159fd40eb2486415
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	ari	ARI	0.0001681442	0.0001681442	True	0	109.1095041949	1000	cache_signature=afecb751b8839b4b159fd40eb2486415
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	nmi	NMI	0.0019208139	0.0019208139	True	0	109.1095041949	1000	cache_signature=afecb751b8839b4b159fd40eb2486415
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.1776960345	0.1776960345	False	0	109.1095041949	1000	cache_signature=afecb751b8839b4b159fd40eb2486415
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	clustering_eval	Clustering	Clustering	PAS	PAS	-0.9860794014	0.9860794014	False	0	109.1095041949	1000	cache_signature=afecb751b8839b4b159fd40eb2486415
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	integration_eval	Integration	Integration	bASW	bASW	0.9828123527	0.9828123527	True	0	108.4337642305	1000	cache_signature=150c51f5dc3fa852b13f9854107700a2
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	integration_eval	Integration	Integration	iLISI	iLISI	0.5023038759	0.5023038759	True	0	108.4337642305	1000	cache_signature=150c51f5dc3fa852b13f9854107700a2
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	integration_eval	Integration	Integration	dASW	dASW	0.4915317828	0.4915317828	True	0	108.4337642305	1000	cache_signature=150c51f5dc3fa852b13f9854107700a2
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	integration_eval	Integration	Integration	dLISI	dLISI	0.6474069553	0.6474069553	True	0	108.4337642305	1000	cache_signature=150c51f5dc3fa852b13f9854107700a2
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	integration_eval	Integration	Integration	ILL	ILL	0.0184553293	0.0184553293	True	0	108.4337642305	1000	cache_signature=150c51f5dc3fa852b13f9854107700a2
STOmics0212	Visium	10	osca-N1000	osca	1000	gpsa	GPSA	integration_eval	Integration	Integration	GC	GC	0.6534610553	0.6534610553	True	0	108.4337642305	1000	cache_signature=150c51f5dc3fa852b13f9854107700a2
STOmics0212	Visium	10	osca-N2000	osca	2000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Accuracy	Accuracy	0.1998172449	0.1998172449	True	0	2364.2981211748	2000	cache_signature=a5928faa5a58b47af548031928473c76
STOmics0212	Visium	10	osca-N2000	osca	2000	gpsa	GPSA	alignment_eval	Alignment	Alignment	Ratio	Ratio	-0.6392669761	0.6392669761	False	0	2364.2981211748	2000	cache_signature=a5928faa5a58b47af548031928473c76
STOmics0212	Visium	10	osca-N2000	osca	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0306158513	0.0306158513	True	0	2402.6314069703	2000	cache_signature=87af4777107933e509404b768a904dbc
STOmics0212	Visium	10	osca-N2000	osca	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	ari	ARI	0.0001681442	0.0001681442	True	0	2402.6314069703	2000	cache_signature=87af4777107933e509404b768a904dbc
STOmics0212	Visium	10	osca-N2000	osca	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	nmi	NMI	0.0019208139	0.0019208139	True	0	2402.6314069703	2000	cache_signature=87af4777107933e509404b768a904dbc
STOmics0212	Visium	10	osca-N2000	osca	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.1776960345	0.1776960345	False	0	2402.6314069703	2000	cache_signature=87af4777107933e509404b768a904dbc
STOmics0212	Visium	10	osca-N2000	osca	2000	gpsa	GPSA	clustering_eval	Clustering	Clustering	PAS	PAS	-0.9860794014	0.9860794014	False	0	2402.6314069703	2000	cache_signature=87af4777107933e509404b768a904dbc
STOmics0212	Visium	10	osca-N2000	osca	2000	gpsa	GPSA	integration_eval	Integration	Integration	bASW	bASW	0.982812353	0.982812353	True	0	2370.2386708371	2000	cache_signature=d9412c17861c5532b0f07522771f0e21
STOmics0212	Visium	10	osca-N2000	osca	2000	gpsa	GPSA	integration_eval	Integration	Integration	iLISI	iLISI	0.5023038759	0.5023038759	True	0	2370.2386708371	2000	cache_signature=d9412c17861c5532b0f07522771f0e21
