Dataset	Platform	NSlices	Method	MethodBase	SelFeatures	Integration	IntegrationLabel	Task	TaskLabel	Type	Metric	MetricName	Value	ValueRaw	HigherBetter	Seed	Runtime	EffectiveFeatures	Notes
E8p5Embryo	Slide-seq	6	statistic_mean-N10000	statistic_mean	10000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	423.9698824324	10000	cache_signature=0649c5baf77673334c5eab252a0e643b
E8p5Embryo	Slide-seq	6	statistic_mean-N10000	statistic_mean	10000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	423.9698824324	10000	cache_signature=0649c5baf77673334c5eab252a0e643b
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	249.0276095532	200	cache_signature=b174c3c216ff44b5b51acc33f63f92fa
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	249.0276095532	200	cache_signature=b174c3c216ff44b5b51acc33f63f92fa
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0401160903	0.0401160903	True	0	252.5767184217	200	cache_signature=677cf3402296cfeaadd4fdc50fbd3d2c
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0610256013	0.0610256013	False	0	252.5767184217	200	cache_signature=677cf3402296cfeaadd4fdc50fbd3d2c
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.2149166667	0.2149166667	False	0	252.5767184217	200	cache_signature=677cf3402296cfeaadd4fdc50fbd3d2c
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	249.7427692395	200	cache_signature=7d6f591f14916ee5c33dcaf81d62c572
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2450739886	0.2450739886	True	0	249.7427692395	200	cache_signature=7d6f591f14916ee5c33dcaf81d62c572
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	249.7427692395	200	cache_signature=7d6f591f14916ee5c33dcaf81d62c572
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	249.7427692395	200	cache_signature=7d6f591f14916ee5c33dcaf81d62c572
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	249.7427692395	200	cache_signature=7d6f591f14916ee5c33dcaf81d62c572
E8p5Embryo	Slide-seq	6	statistic_mean-N200	statistic_mean	200	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	249.7427692395	200	cache_signature=7d6f591f14916ee5c33dcaf81d62c572
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	254.2722803	2000	cache_signature=30ae3804a4a7175c17206aa4d2ec2738
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	254.2722803	2000	cache_signature=30ae3804a4a7175c17206aa4d2ec2738
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0520219989	0.0520219989	True	0	261.6596001778	2000	cache_signature=86f6841e570d72e0451f6e55f26196a4
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.056158663	0.056158663	False	0	261.6596001778	2000	cache_signature=86f6841e570d72e0451f6e55f26196a4
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1365	0.1365	False	0	261.6596001778	2000	cache_signature=86f6841e570d72e0451f6e55f26196a4
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	257.205224609	2000	cache_signature=aec871345fea670d5efb130b9c1ac1f4
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.1956583459	0.1956583459	True	0	257.205224609	2000	cache_signature=aec871345fea670d5efb130b9c1ac1f4
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	257.205224609	2000	cache_signature=aec871345fea670d5efb130b9c1ac1f4
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	257.205224609	2000	cache_signature=aec871345fea670d5efb130b9c1ac1f4
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	257.205224609	2000	cache_signature=aec871345fea670d5efb130b9c1ac1f4
E8p5Embryo	Slide-seq	6	statistic_mean-N2000	statistic_mean	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	257.205224609	2000	cache_signature=aec871345fea670d5efb130b9c1ac1f4
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	228.0118281879	500	cache_signature=6219bf2c6a27763061aa43ec4081f780
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	228.0118281879	500	cache_signature=6219bf2c6a27763061aa43ec4081f780
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0470657535	0.0470657535	True	0	237.3029531222	500	cache_signature=c30e6ec5a54664f81896d0d9b81549c4
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0584507952	0.0584507952	False	0	237.3029531222	500	cache_signature=c30e6ec5a54664f81896d0d9b81549c4
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1578333333	0.1578333333	False	0	237.3029531222	500	cache_signature=c30e6ec5a54664f81896d0d9b81549c4
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	231.3406807426	500	cache_signature=8960bf66d1b078a7d1830c81fe9f4eea
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2239067024	0.2239067024	True	0	231.3406807426	500	cache_signature=8960bf66d1b078a7d1830c81fe9f4eea
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	231.3406807426	500	cache_signature=8960bf66d1b078a7d1830c81fe9f4eea
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	231.3406807426	500	cache_signature=8960bf66d1b078a7d1830c81fe9f4eea
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	231.3406807426	500	cache_signature=8960bf66d1b078a7d1830c81fe9f4eea
E8p5Embryo	Slide-seq	6	statistic_mean-N500	statistic_mean	500	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	231.3406807426	500	cache_signature=8960bf66d1b078a7d1830c81fe9f4eea
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	281.6977354027	5000	cache_signature=19027ac469bf75b43e0a6409348f838b
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	281.6977354027	5000	cache_signature=19027ac469bf75b43e0a6409348f838b
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0628122166	0.0628122166	True	0	283.7511278447	5000	cache_signature=a2fda2cd46efbba3bb6a1f62f95e3677
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0571218858	0.0571218858	False	0	283.7511278447	5000	cache_signature=a2fda2cd46efbba3bb6a1f62f95e3677
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.17425	0.17425	False	0	283.7511278447	5000	cache_signature=a2fda2cd46efbba3bb6a1f62f95e3677
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	282.2237911765	5000	cache_signature=097c5cb054f433d6744f0e21add5af35
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.1922807229	0.1922807229	True	0	282.2237911765	5000	cache_signature=097c5cb054f433d6744f0e21add5af35
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	282.2237911765	5000	cache_signature=097c5cb054f433d6744f0e21add5af35
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	282.2237911765	5000	cache_signature=097c5cb054f433d6744f0e21add5af35
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	282.2237911765	5000	cache_signature=097c5cb054f433d6744f0e21add5af35
E8p5Embryo	Slide-seq	6	statistic_mean-N5000	statistic_mean	5000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	282.2237911765	5000	cache_signature=097c5cb054f433d6744f0e21add5af35
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	242.2472771555	100	cache_signature=362e76e42816a15254c0e9f7f4ec8150
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	242.2472771555	100	cache_signature=362e76e42816a15254c0e9f7f4ec8150
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0381312259	0.0381312259	True	0	244.6909133811	100	cache_signature=3a2d998560c5090c9fee9d6d7bd11235
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0656357172	0.0656357172	False	0	244.6909133811	100	cache_signature=3a2d998560c5090c9fee9d6d7bd11235
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.2926666667	0.2926666667	False	0	244.6909133811	100	cache_signature=3a2d998560c5090c9fee9d6d7bd11235
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	242.8906619679	100	cache_signature=ba47c15305c9d21bb500253428af0711
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2483812234	0.2483812234	True	0	242.8906619679	100	cache_signature=ba47c15305c9d21bb500253428af0711
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	242.8906619679	100	cache_signature=ba47c15305c9d21bb500253428af0711
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	242.8906619679	100	cache_signature=ba47c15305c9d21bb500253428af0711
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	242.8906619679	100	cache_signature=ba47c15305c9d21bb500253428af0711
E8p5Embryo	Slide-seq	6	statistic_variance-N100	statistic_variance	100	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	242.8906619679	100	cache_signature=ba47c15305c9d21bb500253428af0711
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	237.6703050118	1000	cache_signature=9c4d13abb7ce5622512b69a7eb8e8eff
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	237.6703050118	1000	cache_signature=9c4d13abb7ce5622512b69a7eb8e8eff
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0485123545	0.0485123545	True	0	244.4571116474	1000	cache_signature=18b7bd7d28a01cdcf56c577c34466b90
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.059685441	0.059685441	False	0	244.4571116474	1000	cache_signature=18b7bd7d28a01cdcf56c577c34466b90
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1996666667	0.1996666667	False	0	244.4571116474	1000	cache_signature=18b7bd7d28a01cdcf56c577c34466b90
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	239.6878223959	1000	cache_signature=0da686e999ce316bb6c5e10d88427387
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.219411878	0.219411878	True	0	239.6878223959	1000	cache_signature=0da686e999ce316bb6c5e10d88427387
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	239.6878223959	1000	cache_signature=0da686e999ce316bb6c5e10d88427387
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	239.6878223959	1000	cache_signature=0da686e999ce316bb6c5e10d88427387
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	239.6878223959	1000	cache_signature=0da686e999ce316bb6c5e10d88427387
E8p5Embryo	Slide-seq	6	statistic_variance-N1000	statistic_variance	1000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	239.6878223959	1000	cache_signature=0da686e999ce316bb6c5e10d88427387
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	366.7186354473	10000	cache_signature=d97df80ca404afd29d0488fd486a20a3
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	366.7186354473	10000	cache_signature=d97df80ca404afd29d0488fd486a20a3
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0573325194	0.0573325194	True	0	370.4518389646	10000	cache_signature=65a3bbcca19d5422b28b82ae176e11f9
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0551675611	0.0551675611	False	0	370.4518389646	10000	cache_signature=65a3bbcca19d5422b28b82ae176e11f9
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.139	0.139	False	0	370.4518389646	10000	cache_signature=65a3bbcca19d5422b28b82ae176e11f9
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	367.6605200898	10000	cache_signature=ec15bd96302318735f45b6b13fe7fffd
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.1756384899	0.1756384899	True	0	367.6605200898	10000	cache_signature=ec15bd96302318735f45b6b13fe7fffd
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	367.6605200898	10000	cache_signature=ec15bd96302318735f45b6b13fe7fffd
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	367.6605200898	10000	cache_signature=ec15bd96302318735f45b6b13fe7fffd
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	367.6605200898	10000	cache_signature=ec15bd96302318735f45b6b13fe7fffd
E8p5Embryo	Slide-seq	6	statistic_variance-N10000	statistic_variance	10000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	367.6605200898	10000	cache_signature=ec15bd96302318735f45b6b13fe7fffd
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	240.6777985301	200	cache_signature=eb0b9c6fbf34bcc8616a4432ef15c653
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	240.6777985301	200	cache_signature=eb0b9c6fbf34bcc8616a4432ef15c653
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0425679795	0.0425679795	True	0	244.1678674892	200	cache_signature=99a20e12b89cbe2733bc089067c179b8
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.061672075	0.061672075	False	0	244.1678674892	200	cache_signature=99a20e12b89cbe2733bc089067c179b8
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.21675	0.21675	False	0	244.1678674892	200	cache_signature=99a20e12b89cbe2733bc089067c179b8
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	241.2824312374	200	cache_signature=8f76573afd72a9ba80c272403108a374
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2373306735	0.2373306735	True	0	241.2824312374	200	cache_signature=8f76573afd72a9ba80c272403108a374
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	241.2824312374	200	cache_signature=8f76573afd72a9ba80c272403108a374
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	241.2824312374	200	cache_signature=8f76573afd72a9ba80c272403108a374
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	241.2824312374	200	cache_signature=8f76573afd72a9ba80c272403108a374
E8p5Embryo	Slide-seq	6	statistic_variance-N200	statistic_variance	200	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	241.2824312374	200	cache_signature=8f76573afd72a9ba80c272403108a374
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	315.1524410024	2000	cache_signature=964484ca33fea4c2793ebce736488a11
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	315.1524410024	2000	cache_signature=964484ca33fea4c2793ebce736488a11
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0509605408	0.0509605408	True	0	318.0056319032	2000	cache_signature=935ba7da6291fe0d34736a8f37aa8cea
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.057900469	0.057900469	False	0	318.0056319032	2000	cache_signature=935ba7da6291fe0d34736a8f37aa8cea
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.1733333333	0.1733333333	False	0	318.0056319032	2000	cache_signature=935ba7da6291fe0d34736a8f37aa8cea
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	316.040191384	2000	cache_signature=6f109dcf371a6b6912a4fb44464c7f2b
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.1974809694	0.1974809694	True	0	316.040191384	2000	cache_signature=6f109dcf371a6b6912a4fb44464c7f2b
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	316.040191384	2000	cache_signature=6f109dcf371a6b6912a4fb44464c7f2b
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	316.040191384	2000	cache_signature=6f109dcf371a6b6912a4fb44464c7f2b
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	316.040191384	2000	cache_signature=6f109dcf371a6b6912a4fb44464c7f2b
E8p5Embryo	Slide-seq	6	statistic_variance-N2000	statistic_variance	2000	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	316.040191384	2000	cache_signature=6f109dcf371a6b6912a4fb44464c7f2b
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	246.0263467301	500	cache_signature=249b09dae478df6f2fe7180046d14c23
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	246.0263467301	500	cache_signature=249b09dae478df6f2fe7180046d14c23
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	silhouette	Silhouette	0.0292395148	0.0292395148	True	0	248.6845946833	500	cache_signature=aabf8dd3c194766420816121e952fd9f
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	CHAOS	CHAOS	-0.0598662181	0.0598662181	False	0	248.6845946833	500	cache_signature=aabf8dd3c194766420816121e952fd9f
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	clustering_eval	Clustering	Clustering	PAS	PAS	-0.2291666667	0.2291666667	False	0	248.6845946833	500	cache_signature=aabf8dd3c194766420816121e952fd9f
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	bASW	bASW			True	0	246.8081968576	500	cache_signature=525cf5f61a4da9ccca90ef4f59b0784d
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	iLISI	iLISI	0.2264164745	0.2264164745	True	0	246.8081968576	500	cache_signature=525cf5f61a4da9ccca90ef4f59b0784d
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dASW	dASW			True	0	246.8081968576	500	cache_signature=525cf5f61a4da9ccca90ef4f59b0784d
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	dLISI	dLISI			True	0	246.8081968576	500	cache_signature=525cf5f61a4da9ccca90ef4f59b0784d
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	ILL	ILL			True	0	246.8081968576	500	cache_signature=525cf5f61a4da9ccca90ef4f59b0784d
E8p5Embryo	Slide-seq	6	statistic_variance-N500	statistic_variance	500	cellcharter	CellCharter	integration_eval	Integration	Integration	GC	GC			True	0	246.8081968576	500	cache_signature=525cf5f61a4da9ccca90ef4f59b0784d
E8p5Embryo	Slide-seq	6	statistic_variance-N5000	statistic_variance	5000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Accuracy	Accuracy			True	0	464.6708010249	5000	cache_signature=dc8c36ef6491a6d52fceaa97195bcf13
E8p5Embryo	Slide-seq	6	statistic_variance-N5000	statistic_variance	5000	cellcharter	CellCharter	alignment_eval	Alignment	Alignment	Ratio	Ratio			False	0	464.6708010249	5000	cache_signature=dc8c36ef6491a6d52fceaa97195bcf13
