dataset	fs_method	n_features	integration_method	BatchMixingMean	BatchMixingSD	BatchMixingNSeeds	BiologicalConservationMean	BiologicalConservationSD	BiologicalConservationNSeeds	IntegrationMean	IntegrationSD	IntegrationNSeeds	LabelIndependentClusteringMean	LabelIndependentClusteringSD	LabelIndependentClusteringNSeeds	LabelAgreementMean	LabelAgreementSD	LabelAgreementNSeeds	ClusteringMean	ClusteringSD	ClusteringNSeeds	AlignmentMean	AlignmentSD	AlignmentNSeeds	CoreOverallMean	CoreOverallSD	CoreOverallNSeeds	AlignmentEligibleOverallMean	AlignmentEligibleOverallSD	AlignmentEligibleOverallNSeeds	MethodGroup
E8p5Embryo	dubstepr	2000	graphst	0.45546858871644674	0.007342312309508403	3			0	0.45546858871644674	0.007342312309508403	3	0.6651384936886289	0.01219300674089251	3			0	0.6651384936886289	0.01219300674089251	3			0	0.5603035412025378	0.00933626328947558	3			0	expression_driven
E8p5Embryo	hotspot	2000	graphst	0.4809513550531311	0.0004961979364698824	3			0	0.4809513550531311	0.0004961979364698824	3	0.7339874774150784	0.014082464436751062	3			0	0.7339874774150784	0.014082464436751062	3			0	0.6074694162341048	0.006913979291884385	3			0	expression_driven
E8p5Embryo	morans_i	2000	graphst	0.4694383004943086	0.002084012120140882	3			0	0.4694383004943086	0.002084012120140882	3	0.6990426027613993	0.00353596135117476	3			0	0.6990426027613993	0.00353596135117476	3			0	0.584240451627854	0.0007554212189041526	3			0	spatially_informed
E8p5Embryo	nbumi	2000	graphst	0.4887056574518501	0.0052115069357697285	3			0	0.4887056574518501	0.0052115069357697285	3	0.7027593175460666	0.009051058236378499	3			0	0.7027593175460666	0.009051058236378499	3			0	0.5957324874989584	0.007008316076049158	3			0	expression_driven
E8p5Embryo	nnsvg	2000	graphst	0.46361573311558074	0.004015174193727655	3			0	0.46361573311558074	0.004015174193727655	3	0.6603413854347165	0.006268906877884293	3			0	0.6603413854347165	0.006268906877884293	3			0	0.5619785592751486	0.005118467811586858	3			0	spatially_informed
E8p5Embryo	osca	2000	graphst	0.4694120803354747	0.010159794025658638	3			0	0.4694120803354747	0.010159794025658638	3	0.7091461656464327	0.013622401829919225	3			0	0.7091461656464327	0.013622401829919225	3			0	0.5892791229909539	0.0033062240481294995	3			0	expression_driven
E8p5Embryo	scPNMF	2000	graphst	0.4741329820642702	0.011748758396910773	3			0	0.4741329820642702	0.011748758396910773	3	0.6633130880264576	0.018853355301423392	3			0	0.6633130880264576	0.018853355301423392	3			0	0.5687230350453639	0.0044314546108982595	3			0	expression_driven
E8p5Embryo	scanpy_cell_ranger	2000	graphst	0.5101173555622737	0.00491897716301718	3			0	0.5101173555622737	0.00491897716301718	3	0.7373365865627052	0.01869677371379239	3			0	0.7373365865627052	0.01869677371379239	3			0	0.6237269710624894	0.007285309276199829	3			0	expression_driven
E8p5Embryo	scanpy_cell_ranger_batch	2000	graphst	0.4952625196212264	0.00343925086075941	3			0	0.4952625196212264	0.00343925086075941	3	0.742007955376383	0.0066654307817969665	3			0	0.742007955376383	0.0066654307817969665	3			0	0.6186352374988048	0.0016736990689866684	3			0	expression_driven
E8p5Embryo	scanpy_pearson	2000	graphst	0.5181073028430245	0.0004963410804761006	3			0	0.5181073028430245	0.0004963410804761006	3	0.7247151834125661	0.02220707158632395	3			0	0.7247151834125661	0.02220707158632395	3			0	0.6214112431277954	0.011064601914217079	3			0	expression_driven
E8p5Embryo	scanpy_pearson_batch	2000	graphst	0.5514595734790838	0.0003101344914482987	3			0	0.5514595734790838	0.0003101344914482987	3	0.673041130069738	0.013905480008142236	3			0	0.673041130069738	0.013905480008142236	3			0	0.6122503517744109	0.006966561199769516	3			0	expression_driven
