dataset	platform	n_slices	fs_method	n_features	integration_method	task	metric_name	metric_value	random_seed	runtime	memory_usage	effective_n_features	notes	DirectionMultiplier	OrientedValue	Lower	Upper	Range	RangeStatus	FrozenScaleDenominator	ScaledValue
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	bASW	0.9758941717	0	25.6461682776	6350.2265625	2000	cache_signature=fdb211617721de6fbd61a7cc25088395	1	0.9758941717	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.8276653667631676
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	iLISI	0.1246130133	0	25.6461682776	6350.2265625	2000	cache_signature=fdb211617721de6fbd61a7cc25088395	1	0.1246130133	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.06590209180272762
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	dASW		0	25.6461682776	6350.2265625	2000	cache_signature=fdb211617721de6fbd61a7cc25088395	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	dLISI		0	25.6461682776	6350.2265625	2000	cache_signature=fdb211617721de6fbd61a7cc25088395	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	ILL		0	25.6461682776	6350.2265625	2000	cache_signature=fdb211617721de6fbd61a7cc25088395	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	GC		0	25.6461682776	6350.2265625	2000	cache_signature=fdb211617721de6fbd61a7cc25088395	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	clustering_eval	silhouette	0.1844715029	0	25.3847716749	6351.39453125	2000	cache_signature=87a67f77bdc5c46d7bf53995f91736dc	1	0.1844715029	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.34252712346287706
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	clustering_eval	CHAOS	0.0579323753	0	25.3847716749	6351.39453125	2000	cache_signature=87a67f77bdc5c46d7bf53995f91736dc	-1	-0.0579323753	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9099839462344
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	clustering_eval	PAS	0.2731666667	0	25.3847716749	6351.39453125	2000	cache_signature=87a67f77bdc5c46d7bf53995f91736dc	-1	-0.2731666667	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.7779830069613607
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	bASW	0.9659268223	2	26.9622164248	13241.546875	2000	cache_signature=59a31c72d2c59c7836428cfefc9e467b	1	0.9659268223	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.7561980422459779
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	iLISI	0.135436749	2	26.9622164248	13241.546875	2000	cache_signature=59a31c72d2c59c7836428cfefc9e467b	1	0.135436749	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.08587998079078582
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	dASW		2	26.9622164248	13241.546875	2000	cache_signature=59a31c72d2c59c7836428cfefc9e467b	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	dLISI		2	26.9622164248	13241.546875	2000	cache_signature=59a31c72d2c59c7836428cfefc9e467b	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	ILL		2	26.9622164248	13241.546875	2000	cache_signature=59a31c72d2c59c7836428cfefc9e467b	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	GC		2	26.9622164248	13241.546875	2000	cache_signature=59a31c72d2c59c7836428cfefc9e467b	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	clustering_eval	silhouette	0.1785563082	2	26.654111919	13241.546875	2000	cache_signature=c1eb73e90363a87b1e7af4441a32b966	1	0.1785563082	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.3351019526802844
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	clustering_eval	CHAOS	0.0553898883	2	26.654111919	13241.546875	2000	cache_signature=c1eb73e90363a87b1e7af4441a32b966	-1	-0.0553898883	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.93973676256292
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	clustering_eval	PAS	0.253	2	26.654111919	13241.546875	2000	cache_signature=c1eb73e90363a87b1e7af4441a32b966	-1	-0.253	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.8003324713483315
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	bASW	0.9763018992	1	27.4586832132	13241.546875	2000	cache_signature=37493f04ae6a292dee1373cd2b72ea4b	1	0.9763018992	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.8305888314063434
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	iLISI	0.1244656214	1	27.4586832132	13241.546875	2000	cache_signature=37493f04ae6a292dee1373cd2b72ea4b	1	0.1244656214	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.06563004349172359
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	dASW		1	27.4586832132	13241.546875	2000	cache_signature=37493f04ae6a292dee1373cd2b72ea4b	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	dLISI		1	27.4586832132	13241.546875	2000	cache_signature=37493f04ae6a292dee1373cd2b72ea4b	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	ILL		1	27.4586832132	13241.546875	2000	cache_signature=37493f04ae6a292dee1373cd2b72ea4b	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	integration_eval	GC		1	27.4586832132	13241.546875	2000	cache_signature=37493f04ae6a292dee1373cd2b72ea4b	1					unavailable		
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	clustering_eval	silhouette	0.1881458312	1	27.2290913677	13241.546875	2000	cache_signature=28ae614a346a034739ae43d73d2c89cc	1	0.1881458312	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.347139400238621
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	clustering_eval	CHAOS	0.0560908691	1	27.2290913677	13241.546875	2000	cache_signature=28ae614a346a034739ae43d73d2c89cc	-1	-0.0560908691	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.93153371059364
E9p5Embryo	Slide-seq	6	anticor	2000	graphst	clustering_eval	PAS	0.2646666667	1	27.2290913677	13241.546875	2000	cache_signature=28ae614a346a034739ae43d73d2c89cc	-1	-0.2646666667	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.7874030291254227
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	bASW	0.9948734739	0	26.8691006927	13241.546875	2000	cache_signature=2cfb9d96ac96536f9b94a234f0a78d41	1	0.9948734739	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9637496851715515
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	iLISI	0.0975735685	0	26.8691006927	13241.546875	2000	cache_signature=2cfb9d96ac96536f9b94a234f0a78d41	1	0.0975735685	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.015994089474739504
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	dASW		0	26.8691006927	13241.546875	2000	cache_signature=2cfb9d96ac96536f9b94a234f0a78d41	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	dLISI		0	26.8691006927	13241.546875	2000	cache_signature=2cfb9d96ac96536f9b94a234f0a78d41	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	ILL		0	26.8691006927	13241.546875	2000	cache_signature=2cfb9d96ac96536f9b94a234f0a78d41	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	GC		0	26.8691006927	13241.546875	2000	cache_signature=2cfb9d96ac96536f9b94a234f0a78d41	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	clustering_eval	silhouette	0.2318179011	0	26.6048425697	13241.546875	2000	cache_signature=916d75781782d916973fde9e62c8f3c7	1	0.2318179011	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.4019596714017702
E9p5Embryo	Slide-seq	6	triku	2000	graphst	clustering_eval	CHAOS	0.0533759891	0	26.6048425697	13241.546875	2000	cache_signature=916d75781782d916973fde9e62c8f3c7	-1	-0.0533759891	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9633039127594613
E9p5Embryo	Slide-seq	6	triku	2000	graphst	clustering_eval	PAS	0.1721666667	0	26.6048425697	13241.546875	2000	cache_signature=916d75781782d916973fde9e62c8f3c7	-1	-0.1721666667	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.889915035028451
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	bASW	0.9943322446	2	26.6315358412	13241.546875	2000	cache_signature=df63fa9f53b3691b425c44dc148fc9fc	1	0.9943322446	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9598689934782001
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	iLISI	0.0984539087	2	26.6315358412	13241.546875	2000	cache_signature=df63fa9f53b3691b425c44dc148fc9fc	1	0.0984539087	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.01761897567621289
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	dASW		2	26.6315358412	13241.546875	2000	cache_signature=df63fa9f53b3691b425c44dc148fc9fc	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	dLISI		2	26.6315358412	13241.546875	2000	cache_signature=df63fa9f53b3691b425c44dc148fc9fc	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	ILL		2	26.6315358412	13241.546875	2000	cache_signature=df63fa9f53b3691b425c44dc148fc9fc	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	GC		2	26.6315358412	13241.546875	2000	cache_signature=df63fa9f53b3691b425c44dc148fc9fc	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	clustering_eval	silhouette	0.2330863327	2	26.5389172975	13241.546875	2000	cache_signature=2af9d04fabd1abba4c994c9bf7832960	1	0.2330863327	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.40355189646513745
E9p5Embryo	Slide-seq	6	triku	2000	graphst	clustering_eval	CHAOS	0.0514176966	2	26.5389172975	13241.546875	2000	cache_signature=2af9d04fabd1abba4c994c9bf7832960	-1	-0.0514176966	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9862203394983265
E9p5Embryo	Slide-seq	6	triku	2000	graphst	clustering_eval	PAS	0.134	2	26.5389172975	13241.546875	2000	cache_signature=2af9d04fabd1abba4c994c9bf7832960	-1	-0.134	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.9322127816452004
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	bASW	0.9875423852	1	27.7209704481	13241.546875	2000	cache_signature=32413f36bcd511ca044de15e478101a2	1	0.9875423852	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9111847279134863
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	iLISI	0.0940740486	1	27.7209704481	13241.546875	2000	cache_signature=32413f36bcd511ca044de15e478101a2	1	0.0940740486	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.009534857467281992
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	dASW		1	27.7209704481	13241.546875	2000	cache_signature=32413f36bcd511ca044de15e478101a2	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	dLISI		1	27.7209704481	13241.546875	2000	cache_signature=32413f36bcd511ca044de15e478101a2	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	ILL		1	27.7209704481	13241.546875	2000	cache_signature=32413f36bcd511ca044de15e478101a2	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	integration_eval	GC		1	27.7209704481	13241.546875	2000	cache_signature=32413f36bcd511ca044de15e478101a2	1					unavailable		
E9p5Embryo	Slide-seq	6	triku	2000	graphst	clustering_eval	silhouette	0.2329231203	1	27.4411531677	13241.546875	2000	cache_signature=a9f42332fe0733ddc306442a288ebc4a	1	0.2329231203	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.4033470207162739
E9p5Embryo	Slide-seq	6	triku	2000	graphst	clustering_eval	CHAOS	0.0522194929	1	27.4411531677	13241.546875	2000	cache_signature=a9f42332fe0733ddc306442a288ebc4a	-1	-0.0522194929	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9768375194301073
E9p5Embryo	Slide-seq	6	triku	2000	graphst	clustering_eval	PAS	0.1488333333	1	27.4411531677	13241.546875	2000	cache_signature=a9f42332fe0733ddc306442a288ebc4a	-1	-0.1488333333	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.9157739194742686
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	bASW	0.9973285396	0	29.4279614165	10313.08984375	2000	cache_signature=ea16552dbf58b0a646c122d0a8ec7f06	1	0.9973285396	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9813528582972895
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	iLISI	0.1195994578	0	29.4279614165	10313.08984375	2000	cache_signature=ea16552dbf58b0a646c122d0a8ec7f06	1	0.1195994578	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.05664833154928123
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	dASW		0	29.4279614165	10313.08984375	2000	cache_signature=ea16552dbf58b0a646c122d0a8ec7f06	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	dLISI		0	29.4279614165	10313.08984375	2000	cache_signature=ea16552dbf58b0a646c122d0a8ec7f06	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	ILL		0	29.4279614165	10313.08984375	2000	cache_signature=ea16552dbf58b0a646c122d0a8ec7f06	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	GC		0	29.4279614165	10313.08984375	2000	cache_signature=ea16552dbf58b0a646c122d0a8ec7f06	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	clustering_eval	silhouette	0.155610159	0	29.0786674451	10313.08984375	2000	cache_signature=e1959a0772405d9e13ea57451d4558c8	1	0.155610159	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.3062983231712082
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	clustering_eval	CHAOS	0.0539842515	0	29.0786674451	10313.08984375	2000	cache_signature=e1959a0772405d9e13ea57451d4558c8	-1	-0.0539842515	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9561858746075474
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	clustering_eval	PAS	0.2384166667	0	29.0786674451	10313.08984375	2000	cache_signature=e1959a0772405d9e13ea57451d4558c8	-1	-0.2384166667	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.8164942740438498
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	bASW	0.9978274915	2	26.2451551948	13241.546875	2000	cache_signature=d9f5ebc2d2a301bef18396689aa07961	1	0.9978274915	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9849304149700566
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	iLISI	0.1139301745	2	26.2451551948	13241.546875	2000	cache_signature=d9f5ebc2d2a301bef18396689aa07961	1	0.1139301745	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.046184262992133025
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	dASW		2	26.2451551948	13241.546875	2000	cache_signature=d9f5ebc2d2a301bef18396689aa07961	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	dLISI		2	26.2451551948	13241.546875	2000	cache_signature=d9f5ebc2d2a301bef18396689aa07961	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	ILL		2	26.2451551948	13241.546875	2000	cache_signature=d9f5ebc2d2a301bef18396689aa07961	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	GC		2	26.2451551948	13241.546875	2000	cache_signature=d9f5ebc2d2a301bef18396689aa07961	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	clustering_eval	silhouette	0.1838896126	2	26.019318183	13241.546875	2000	cache_signature=e4d8c03f1d6b082dd2bc5126e515cdb8	1	0.1838896126	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.34179669359989484
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	clustering_eval	CHAOS	0.0530951696	2	26.019318183	13241.546875	2000	cache_signature=e4d8c03f1d6b082dd2bc5126e515cdb8	-1	-0.0530951696	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9665901325139641
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	clustering_eval	PAS	0.23325	2	26.019318183	13241.546875	2000	cache_signature=e4d8c03f1d6b082dd2bc5126e515cdb8	-1	-0.23325	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.822220169906005
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	bASW	0.9940771288	1	25.2708789445	13241.546875	2000	cache_signature=79d202088eb2b12ed6c3cd85b05075d0	1	0.9940771288	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9580397766085611
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	iLISI	0.1151268419	1	25.2708789445	13241.546875	2000	cache_signature=79d202088eb2b12ed6c3cd85b05075d0	1	0.1151268419	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.0483930095040077
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	dASW		1	25.2708789445	13241.546875	2000	cache_signature=79d202088eb2b12ed6c3cd85b05075d0	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	dLISI		1	25.2708789445	13241.546875	2000	cache_signature=79d202088eb2b12ed6c3cd85b05075d0	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	ILL		1	25.2708789445	13241.546875	2000	cache_signature=79d202088eb2b12ed6c3cd85b05075d0	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	integration_eval	GC		1	25.2708789445	13241.546875	2000	cache_signature=79d202088eb2b12ed6c3cd85b05075d0	1					unavailable		
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	clustering_eval	silhouette	0.2014718801	1	25.0446698414	13241.546875	2000	cache_signature=633bcf679d37ec0d1a2d431def105718	1	0.2014718801	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.36386719939959883
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	clustering_eval	CHAOS	0.0549381692	1	25.0446698414	13241.546875	2000	cache_signature=633bcf679d37ec0d1a2d431def105718	-1	-0.0549381692	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9450228920158472
E9p5Embryo	Slide-seq	6	scanpy_pearson	2000	graphst	clustering_eval	PAS	0.1993333333	1	25.0446698414	13241.546875	2000	cache_signature=633bcf679d37ec0d1a2d431def105718	-1	-0.1993333333	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.8598079054407234
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	bASW	0.9793795068	0	25.4017160786	12968.42578125	2000	cache_signature=c103ee5f319d7d2709fc90fafd79a397	1	0.9793795068	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.8526557192276701
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	iLISI	0.444535517	0	25.4017160786	12968.42578125	2000	cache_signature=c103ee5f319d7d2709fc90fafd79a397	1	0.444535517	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.6563984269728708
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	dASW		0	25.4017160786	12968.42578125	2000	cache_signature=c103ee5f319d7d2709fc90fafd79a397	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	dLISI		0	25.4017160786	12968.42578125	2000	cache_signature=c103ee5f319d7d2709fc90fafd79a397	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	ILL		0	25.4017160786	12968.42578125	2000	cache_signature=c103ee5f319d7d2709fc90fafd79a397	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	GC		0	25.4017160786	12968.42578125	2000	cache_signature=c103ee5f319d7d2709fc90fafd79a397	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	clustering_eval	silhouette	0.0435563363	0	25.1856481181	12968.42578125	2000	cache_signature=d2608a2b4751d2c6be4e7a52a0b07baf	1	0.0435563363	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.16564043909685036
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	clustering_eval	CHAOS	0.0744422881	0	25.1856481181	12968.42578125	2000	cache_signature=d2608a2b4751d2c6be4e7a52a0b07baf	-1	-0.0744422881	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.7167808332437419
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	clustering_eval	PAS	0.63825	0	25.1856481181	12968.42578125	2000	cache_signature=d2608a2b4751d2c6be4e7a52a0b07baf	-1	-0.63825	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.37338381973598933
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	bASW	0.9787153434	2	25.9365459615	13241.546875	2000	cache_signature=f3e3a73945bca2a2ca12269d6e41560d	1	0.9787153434	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.847893572408553
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	iLISI	0.4261408064	2	25.9365459615	13241.546875	2000	cache_signature=f3e3a73945bca2a2ca12269d6e41560d	1	0.4261408064	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.6224464258782526
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	dASW		2	25.9365459615	13241.546875	2000	cache_signature=f3e3a73945bca2a2ca12269d6e41560d	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	dLISI		2	25.9365459615	13241.546875	2000	cache_signature=f3e3a73945bca2a2ca12269d6e41560d	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	ILL		2	25.9365459615	13241.546875	2000	cache_signature=f3e3a73945bca2a2ca12269d6e41560d	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	GC		2	25.9365459615	13241.546875	2000	cache_signature=f3e3a73945bca2a2ca12269d6e41560d	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	clustering_eval	silhouette	0.0462729447	2	25.6758393105	13241.546875	2000	cache_signature=b06cc5b075e4280b878cf294e009b109	1	0.0462729447	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.16905051811241106
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	clustering_eval	CHAOS	0.0754608297	2	25.6758393105	13241.546875	2000	cache_signature=b06cc5b075e4280b878cf294e009b109	-1	-0.0754608297	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.7048616056733525
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	clustering_eval	PAS	0.6590833333	2	25.6758393105	13241.546875	2000	cache_signature=b06cc5b075e4280b878cf294e009b109	-1	-0.6590833333	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.35029553015513143
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	bASW	0.9837347008	1	25.8941191342	13241.546875	2000	cache_signature=746069e3343fdc46b8372739e77207c2	1	0.9837347008	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.883883084743052
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	iLISI	0.4212531916	1	25.8941191342	13241.546875	2000	cache_signature=746069e3343fdc46b8372739e77207c2	1	0.4212531916	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.6134251204253867
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	dASW		1	25.8941191342	13241.546875	2000	cache_signature=746069e3343fdc46b8372739e77207c2	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	dLISI		1	25.8941191342	13241.546875	2000	cache_signature=746069e3343fdc46b8372739e77207c2	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	ILL		1	25.8941191342	13241.546875	2000	cache_signature=746069e3343fdc46b8372739e77207c2	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	integration_eval	GC		1	25.8941191342	13241.546875	2000	cache_signature=746069e3343fdc46b8372739e77207c2	1					unavailable		
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	clustering_eval	silhouette	0.0454747677	1	25.6820507217	13241.546875	2000	cache_signature=8eec47ab94347b005acc210220cce934	1	0.0454747677	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.16804858988513943
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	clustering_eval	CHAOS	0.0748320155	1	25.6820507217	13241.546875	2000	cache_signature=8eec47ab94347b005acc210220cce934	-1	-0.0748320155	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.7122201461092977
E9p5Embryo	Slide-seq	6	seurat_sct	2000	graphst	clustering_eval	PAS	0.6694166667	1	25.6820507217	13241.546875	2000	cache_signature=8eec47ab94347b005acc210220cce934	-1	-0.6694166667	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.33884373843082055
E9p5Embryo	Slide-seq	6	scanpy_cell_ranger	2000	graphst	integration_eval	bASW	0.9995968942	0	27.1426980253	9285.3125	2000	cache_signature=a88441614f9099e989870de00c003946	1	0.9995968942	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9976172860616315
E9p5Embryo	Slide-seq	6	scanpy_cell_ranger	2000	graphst	integration_eval	iLISI	0.1054239053	0	27.1426980253	9285.3125	2000	cache_signature=a88441614f9099e989870de00c003946	1	0.1054239053	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.030483833261560546
E9p5Embryo	Slide-seq	6	scanpy_cell_ranger	2000	graphst	integration_eval	dASW		0	27.1426980253	9285.3125	2000	cache_signature=a88441614f9099e989870de00c003946	1					unavailable		
