dataset	platform	n_slices	fs_method	n_features	integration_method	task	metric_name	metric_value	random_seed	runtime	memory_usage	effective_n_features	notes	DirectionMultiplier	OrientedValue
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	integration_eval	ILL	0.6042486789	0	27.0838222597	10791.15234375	2000	cache_signature=517b7171fba01e976d9a923a4230a127	1	0.6042486789
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	integration_eval	GC	0.9478241983	0	27.0838222597	10791.15234375	2000	cache_signature=517b7171fba01e976d9a923a4230a127	1	0.9478241983
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	clustering_eval	silhouette	0.165126279	0	25.0783107337	10791.15234375	2000	cache_signature=7fc6649752aeee26fceb32784469fb1d	1	0.165126279
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	clustering_eval	ari	0.1612689949	0	25.0783107337	10791.15234375	2000	cache_signature=7fc6649752aeee26fceb32784469fb1d	1	0.1612689949
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	clustering_eval	nmi	0.2866284192	0	25.0783107337	10791.15234375	2000	cache_signature=7fc6649752aeee26fceb32784469fb1d	1	0.2866284192
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	clustering_eval	CHAOS	0.060202676	0	25.0783107337	10791.15234375	2000	cache_signature=7fc6649752aeee26fceb32784469fb1d	-1	-0.060202676
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	clustering_eval	PAS	0.0925	0	25.0783107337	10791.15234375	2000	cache_signature=7fc6649752aeee26fceb32784469fb1d	-1	-0.0925
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	alignment_eval	Accuracy	0.6097	0	23.8582995124	10791.15234375	2000	cache_signature=8ffafc1272eb3cb1efff9dbc9b4e8dd5	1	0.6097
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	alignment_eval	Ratio	1.5456880965	0	23.8582995124	10791.15234375	2000	cache_signature=8ffafc1272eb3cb1efff9dbc9b4e8dd5	-1	-1.5456880965
DLPFC	Visium	4	scanpy_cell_ranger	2000	graphst	integration_eval	bASW	0.9369048012	2	25.3585703969	20530.10546875	2000	cache_signature=430eee28db780daba59764d0d05dc7ca	1	0.9369048012
