Method1	Method2	JaccardSD	Jaccard	PropSD	Prop
dubstepr-N2000	scPNMF-N2000	0.16972930449830922	0.3237984424149266	0.3037905556771008	0.5594860246109387
dubstepr-N2000	scanpy_cell_ranger-N2000	0.08881454406632162	0.10469237011302118	0.13000190346794635	0.19644329441305652
dubstepr-N2000	scanpy_cell_ranger_batch-N2000	0.09251188374698062	0.1144942115335195	0.13425644435676168	0.21513974887071327
dubstepr-N2000	scanpy_pearson-N2000	0.1504641223393504	0.14950047658839347	0.19903263315185632	0.25343102235101606
dubstepr-N2000	scanpy_pearson_batch-N2000	0.11983841912547447	0.11846922367934547	0.17537715422703498	0.2061174698149371
dubstepr-N2000	scanpy_seurat-N2000	0.04504751650673868	0.06598561242000907	0.06937879918669637	0.13236717278334656
dubstepr-N2000	scanpy_seurat_batch-N2000	0.07270613618922171	0.08596979554465088	0.11897718391475341	0.1619940899244487
dubstepr-N2000	scanpy_seurat_v3-N2000	0.10688983891436675	0.18652932860726903	0.14038765898048172	0.332058673624678
dubstepr-N2000	scanpy_seurat_v3_batch-N2000	0.10601841480398241	0.12329319154629759	0.14850608524745215	0.2243701341449933
dubstepr-N2000	scry-N2000	0.07513236281171141	0.5188065420185037	0.11139177909233251	0.7866424603118618
dubstepr-N2000	scsegindex-N500	0.08601874214097753	0.07207628945766004	0.10585785266461713	0.08922748795942884
dubstepr-N2000	seurat_disp-N2000	0.09437695489139941	0.09684385220067827	0.1404163423793999	0.17535243493528466
dubstepr-N2000	seurat_mvp-N2000	0.05886684592344868	0.09471372514939823	0.059826577012049915	0.1493813999097786
dubstepr-N2000	seurat_sct-N2000	0.19444121968820807	0.19609682677019186	0.27030734180078964	0.3055399784291724
dubstepr-N2000	seurat_vst-N2000	0.10700367436647328	0.18659417530384215	0.14049663363476592	0.3321301021961066
dubstepr-N2000	singleCellHaystack-N2000	0.10647457960249933	0.5074986034304995	0.15597422812094816	0.7772897815165083
dubstepr-N2000	somde-N2000	0.1514853559950092	0.32617069261468823	0.14866580200562465	0.5363041024636279
dubstepr-N2000	sparkx-N2000	0.08062631716836494	0.507840782389915	0.11077059819352471	0.7750884475464653
dubstepr-N2000	spatialde-N2000	0.1516116995681091	0.4104420859070465	0.09873785829508726	0.6397770393139376
dubstepr-N2000	statistic_mean-N2000	0.07563539127225785	0.44344863582880356	0.1555848387691438	0.7141972310319757
dubstepr-N2000	statistic_variance-N2000	0.06163215944358497	0.45658311929881745	0.1450350720706951	0.7287943694472161
dubstepr-N2000	triku-N2000	0.08063948468878118	0.21638725906030512	0.10930158371646226	0.3922058772359855
hotspot-N2000	Brennecke-N2000	0.060768294884630515	0.16902718177357978	0.08737365027229183	0.2852857142857143
hotspot-N2000	TFs-N2000	0.01895511047976564	0.038114488142603965	0.026678196912013948	0.06085714285714286
hotspot-N2000	anticor-N2000	0.2445377775165599	0.34370528142921086	0.27056921920453625	0.4695714285714286
hotspot-N2000	dubstepr-N2000	0.24384262325940378	0.3307996481775836	0.271730017445538	0.4270714285714286
hotspot-N2000	hotspot-N2000	0	1	0	1
hotspot-N2000	morans_i-N2000	0.22838728552021823	0.38881989802652495	0.21761141098406628	0.5293571428571429
hotspot-N2000	nbumi-N2000	0.1410842299850027	0.29264634842658593	0.15824637963209984	0.438
hotspot-N2000	nnsvg-N2000	0.23057776215448492	0.3369445307897332	0.24059054329671714	0.46864285714285714
hotspot-N2000	osca-N2000	0.18655311238857386	0.3346144401681464	0.2006668050940829	0.4775
hotspot-N2000	scPNMF-N2000	0.12440254303856435	0.2822428964112544	0.15371591763162765	0.4275
hotspot-N2000	scanpy_cell_ranger-N2000	0.07386718132391012	0.2722211188502988	0.08797036838780269	0.42357142857142854
hotspot-N2000	scanpy_cell_ranger_batch-N2000	0.06584232703148755	0.2647341159289191	0.08159452596018109	0.415
hotspot-N2000	scanpy_pearson-N2000	0.1229530199132431	0.3156936936390223	0.1404580940724891	0.46864285714285714
hotspot-N2000	scanpy_pearson_batch-N2000	0.12082350256124012	0.22326530321509677	0.15580107891306846	0.35185714285714287
hotspot-N2000	scanpy_seurat-N2000	0.05564351222764321	0.16021800571125913	0.08275206802192174	0.2727857142857143
hotspot-N2000	scanpy_seurat_batch-N2000	0.059426116292519385	0.18423359409230786	0.08807700905349547	0.3073571428571429
hotspot-N2000	scanpy_seurat_v3-N2000	0.08660108645460958	0.24155192347535787	0.10477742850351657	0.38285714285714284
hotspot-N2000	scanpy_seurat_v3_batch-N2000	0.10242727513945249	0.17861199396678856	0.1358571553752936	0.293
hotspot-N2000	scry-N2000	0.2019437351949117	0.3111974907472998	0.22884960750926112	0.4446428571428571
hotspot-N2000	scsegindex-N500	0.011984338369771334	0.011097073515311293	0.014535670410604194	0.013571428571428571
hotspot-N2000	seurat_disp-N2000	0.08550384785220295	0.19397445077132403	0.11646346249033682	0.3177857142857143
hotspot-N2000	seurat_mvp-N2000	0.05646341160681179	0.1522866247693702	0.051777569145979294	0.212
hotspot-N2000	seurat_sct-N2000	0.21167373526165822	0.3156679368303365	0.2569999536779651	0.4446428571428572
hotspot-N2000	seurat_vst-N2000	0.08666355160420126	0.24183055972173476	0.104798559604787	0.38321428571428573
hotspot-N2000	singleCellHaystack-N2000	0.11457290384719042	0.22595465905801673	0.1515461975768445	0.3565
