Method1	Method2	JaccardSD	Jaccard	PropSD	Prop
nnsvg-N2000	spatialde-N2000	0.17022480729899236	0.47145716823183575	0.15686083459095654	0.6252857142857142
nnsvg-N2000	statistic_mean-N2000	0.15305296666946863	0.5682617291967031	0.13498871205012802	0.7134285714285714
nnsvg-N2000	statistic_variance-N2000	0.12910759011443873	0.5798654661023899	0.10825356037255006	0.7265
nnsvg-N2000	triku-N2000	0.053543647010957665	0.189976804287219	0.07623522495414782	0.31635714285714284
osca-N2000	Brennecke-N2000	0.0643873207633977	0.18388814150181806	0.09070117078049424	0.30642857142857144
osca-N2000	TFs-N2000	0.004508097681238507	0.03585297339608648	0.006940220937885672	0.0585
osca-N2000	anticor-N2000	0.21298340599719745	0.2544926662192986	0.25449962578324065	0.3688571428571429
osca-N2000	dubstepr-N2000	0.17433438407181084	0.23805498421009996	0.2251634327073813	0.3322857142857143
osca-N2000	hotspot-N2000	0.18655311238857386	0.3346144401681464	0.2006668050940829	0.4775
osca-N2000	morans_i-N2000	0.16223155089687002	0.27753837217632377	0.1812819758329679	0.4147857142857143
osca-N2000	nbumi-N2000	0.146747404791513	0.21546356622018892	0.18635826990478518	0.3352857142857143
osca-N2000	nnsvg-N2000	0.15845402766881114	0.2681572170014894	0.18439063089513186	0.40321428571428575
osca-N2000	osca-N2000	0	1	0	1
osca-N2000	scPNMF-N2000	0.10541486118113379	0.3573898685719308	0.11521191654636127	0.5189285714285714
osca-N2000	scanpy_cell_ranger-N2000	0.1097462419099063	0.39220699061434183	0.11756310362240924	0.5555
osca-N2000	scanpy_cell_ranger_batch-N2000	0.10411243793880508	0.4238896416050895	0.10792231553518573	0.5886428571428571
osca-N2000	scanpy_pearson-N2000	0.15073696533906975	0.2428390587127332	0.18774913607055055	0.3712857142857143
osca-N2000	scanpy_pearson_batch-N2000	0.1461161516928699	0.18889691237918954	0.2014150831350168	0.2965714285714286
osca-N2000	scanpy_seurat-N2000	0.06248371547128915	0.17929350260690743	0.08647914694967138	0.30014285714285716
osca-N2000	scanpy_seurat_batch-N2000	0.09963782995968706	0.2615954162928542	0.13087707791591896	0.40585714285714286
osca-N2000	scanpy_seurat_v3-N2000	0.12037051795355655	0.17051593788716318	0.16552891417686344	0.2767857142857143
osca-N2000	scanpy_seurat_v3_batch-N2000	0.11553293351042569	0.13931308974705148	0.16706197167803444	0.23007142857142857
osca-N2000	scry-N2000	0.1150670824619829	0.2811680812277088	0.1320226802304744	0.42878571428571427
osca-N2000	scsegindex-N500	0.033259249123227204	0.039353018847369435	0.0380371059436891	0.046285714285714284
osca-N2000	seurat_disp-N2000	0.08059528885510758	0.1968983120804597	0.10816609802477282	0.3227857142857143
osca-N2000	seurat_mvp-N2000	0.058238010608877996	0.2617853110079487	0.05616620743065049	0.34064285714285714
osca-N2000	seurat_sct-N2000	0.2866465629979694	0.4066006841182541	0.3545096378567631	0.5165
osca-N2000	seurat_vst-N2000	0.12049458223248902	0.17063100457878938	0.16566115732910672	0.2769285714285714
osca-N2000	singleCellHaystack-N2000	0.09112136107031918	0.18226999548828693	0.13505876146188758	0.29942857142857143
osca-N2000	somde-N2000	0.12276337855318542	0.2652756760839217	0.14745096037084912	0.4070714285714286
osca-N2000	sparkx-N2000	0.10330998767230158	0.20304632131299866	0.1409189652314576	0.3272142857142857
osca-N2000	spatialde-N2000	0.1464866224041035	0.26701703100868307	0.17098913917055	0.4045714285714286
osca-N2000	statistic_mean-N2000	0.036203455850482576	0.19937275993740844	0.05098097217403296	0.33114285714285713
osca-N2000	statistic_variance-N2000	0.05605661483170554	0.2322942465696587	0.07363406949555479	0.3741428571428571
osca-N2000	triku-N2000	0.07247229916243542	0.14098562771042017	0.10872206811516279	0.24121428571428571
scPNMF-N2000	Brennecke-N2000	0.05021424058265732	0.09886019540106433	0.0840206890621363	0.17664285714285716
scPNMF-N2000	TFs-N2000	0.0045092328355804895	0.02962430301373532	0.009510645664326947	0.04892857142857143
scPNMF-N2000	anticor-N2000	0.14920806616163254	0.25055896052772975	0.18910037646962097	0.38142857142857145
scPNMF-N2000	dubstepr-N2000	0.16972930449830922	0.3237984424149266	0.18030668318173898	0.414
scPNMF-N2000	hotspot-N2000	0.12440254303856435	0.2822428964112544	0.15371591763162765	0.4275
scPNMF-N2000	morans_i-N2000	0.11658241651545023	0.3246542835680254	0.13806727138815855	0.47978571428571426
scPNMF-N2000	nbumi-N2000	0.0795156615889525	0.18900606000562753	0.11602939898392747	0.3112857142857143
scPNMF-N2000	nnsvg-N2000	0.18716630551517435	0.3737268567288552	0.2017008629015704	0.5207142857142857
scPNMF-N2000	osca-N2000	0.10541486118113379	0.3573898685719308	0.11521191654636127	0.5189285714285714
scPNMF-N2000	scPNMF-N2000	0	1	0	1
scPNMF-N2000	scanpy_cell_ranger-N2000	0.08924221002161706	0.1966883467222533	0.13212048073092766	0.3202857142857143
scPNMF-N2000	scanpy_cell_ranger_batch-N2000	0.09527594144986745	0.21060624566473146	0.13484859234394275	0.33885714285714286
scPNMF-N2000	scanpy_pearson-N2000	0.09681827885887669	0.1487914811048794	0.14512363366322886	0.24857142857142858
scPNMF-N2000	scanpy_pearson_batch-N2000	0.09264144606381355	0.11199752683790691	0.14819826648944376	0.19085714285714286
scPNMF-N2000	scanpy_seurat-N2000	0.04288080783555236	0.09717357893569718	0.07226851385795957	0.1747142857142857
scPNMF-N2000	scanpy_seurat_batch-N2000	0.08090456858266473	0.13220127111047944	0.13350178347301653	0.22535714285714284
scPNMF-N2000	scanpy_seurat_v3-N2000	0.062364443048676825	0.11223448893675857	0.09885192148336006	0.19707142857142856
scPNMF-N2000	scanpy_seurat_v3_batch-N2000	0.061182819983602456	0.08529221623529881	0.1013499947142151	0.1522857142857143
scPNMF-N2000	scry-N2000	0.18200046320099492	0.4098096967696954	0.18325889181311622	0.5612142857142857
scPNMF-N2000	scsegindex-N500	0.09457617163118884	0.08221013902060029	0.09487610969298957	0.08785714285714286
scPNMF-N2000	seurat_disp-N2000	0.06491894201127658	0.11558284352054045	0.10324946673446977	0.20207142857142857
scPNMF-N2000	seurat_mvp-N2000	0.06086002883015961	0.1526110210518577	0.05232624307444319	0.20857142857142857
scPNMF-N2000	seurat_sct-N2000	0.19337476264581688	0.2806583188640185	0.27625553215749193	0.4025714285714286
scPNMF-N2000	seurat_vst-N2000	0.062443119751087836	0.11237360588933912	0.09896079069630606	0.1972857142857143
scPNMF-N2000	singleCellHaystack-N2000	0.20779200743733087	0.2935068726203298	0.23504409414081476	0.42164285714285715
scPNMF-N2000	somde-N2000	0.08533667958484187	0.2506904761616037	0.10804028128875073	0.3945714285714286
scPNMF-N2000	sparkx-N2000	0.16746000369668265	0.31602412605104474	0.18955207225255571	0.45971428571428574
scPNMF-N2000	spatialde-N2000	0.07575650169595828	0.27275903376954586	0.09330939318816117	0.4238571428571429
scPNMF-N2000	statistic_mean-N2000	0.19846435589028455	0.3502213961912481	0.20286343048605737	0.49328571428571427
scPNMF-N2000	statistic_variance-N2000	0.193858121954014	0.3682437286840805	0.19533469445324572	0.5146428571428572
scPNMF-N2000	triku-N2000	0.035461750013319665	0.1284216399186983	0.05725777135858835	0.22607142857142856
scanpy_cell_ranger-N2000	Brennecke-N2000	0.10848683803042077	0.2452139035024766	0.13027173979983606	0.3841428571428571
scanpy_cell_ranger-N2000	TFs-N2000	0.010080269355940528	0.04670990648564882	0.01286791876463841	0.075
scanpy_cell_ranger-N2000	anticor-N2000	0.09775469360307255	0.13494577018162685	0.14456939345452594	0.22714285714285715
scanpy_cell_ranger-N2000	dubstepr-N2000	0.08881454406632162	0.10469237011302118	0.14478185561141876	0.17007142857142857
scanpy_cell_ranger-N2000	hotspot-N2000	0.07386718132391012	0.2722211188502988	0.08797036838780269	0.42357142857142854
scanpy_cell_ranger-N2000	morans_i-N2000	0.08151101004903481	0.1498091320810628	0.11778738917056888	0.25342857142857145
scanpy_cell_ranger-N2000	nbumi-N2000	0.07303880230707711	0.15088015994241127	0.10880405060737136	0.2562857142857143
scanpy_cell_ranger-N2000	nnsvg-N2000	0.08381531495487171	0.10829473877915187	0.12896428076907854	0.18707142857142858
scanpy_cell_ranger-N2000	osca-N2000	0.1097462419099063	0.39220699061434183	0.11756310362240924	0.5555
scanpy_cell_ranger-N2000	scPNMF-N2000	0.08924221002161706	0.1966883467222533	0.13212048073092766	0.3202857142857143
scanpy_cell_ranger-N2000	scanpy_cell_ranger-N2000	0	1	0	1
scanpy_cell_ranger-N2000	scanpy_cell_ranger_batch-N2000	0.1284326209980462	0.6788928791985427	0.08772969850626412	0.8029999999999999
scanpy_cell_ranger-N2000	scanpy_pearson-N2000	0.08843278624471503	0.3925565252124314	0.0960101681123014	0.5585714285714286
scanpy_cell_ranger-N2000	scanpy_pearson_batch-N2000	0.12612039362142724	0.24598741032302676	0.15839052851673147	0.38114285714285717
scanpy_cell_ranger-N2000	scanpy_seurat-N2000	0.1196177219483789	0.2560237302884552	0.14245479650618664	0.3960714285714286
scanpy_cell_ranger-N2000	scanpy_seurat_batch-N2000	0.1515833105857695	0.34333080203591326	0.1737043533736342	0.49442857142857144
scanpy_cell_ranger-N2000	scanpy_seurat_v3-N2000	0.09502569421390007	0.1865654060050516	0.13182419750417237	0.30542857142857144
scanpy_cell_ranger-N2000	scanpy_seurat_v3_batch-N2000	0.09267198366957367	0.16788612458415272	0.13056438842122886	0.27864285714285714
scanpy_cell_ranger-N2000	scry-N2000	0.06975855630209901	0.09781783264542604	0.11266596224068318	0.17207142857142857
scanpy_cell_ranger-N2000	scsegindex-N500	0.003920291084056541	0.007497293780210871	0.004846451819434011	0.009285714285714286
scanpy_cell_ranger-N2000	seurat_disp-N2000	0.09563864755884498	0.22807930863942047	0.1202034485679136	0.36342857142857143
scanpy_cell_ranger-N2000	seurat_mvp-N2000	0.08804958763745423	0.20265108149090907	0.0764863044074216	0.26571428571428574
scanpy_cell_ranger-N2000	seurat_sct-N2000	0.17837719783385714	0.28033412770618404	0.23097464301149104	0.4104285714285714
scanpy_cell_ranger-N2000	seurat_vst-N2000	0.09502836699494724	0.1867124563671097	0.13175726238229218	0.30564285714285716
scanpy_cell_ranger-N2000	singleCellHaystack-N2000	0.05178910686175397	0.08260635651281624	0.0880160970126109	0.149
scanpy_cell_ranger-N2000	somde-N2000	0.04561064982405009	0.1820633071355662	0.06398660574124644	0.30592857142857144
scanpy_cell_ranger-N2000	sparkx-N2000	0.05999125113092901	0.07608608894313112	0.10143241944410926	0.13657142857142857
scanpy_cell_ranger-N2000	spatialde-N2000	0.07086806040497672	0.15546720679418197	0.10251620081026915	0.26371428571428573
scanpy_cell_ranger-N2000	statistic_mean-N2000	0.021820109711448526	0.04294001155452508	0.03911491007884577	0.08164285714285714
scanpy_cell_ranger-N2000	statistic_variance-N2000	0.0364329717951319	0.06520362419181516	0.06322606831272773	0.12057142857142857
scanpy_cell_ranger-N2000	triku-N2000	0.08500663480519251	0.15826383831002822	0.12265277159914642	0.26557142857142857
scanpy_cell_ranger_batch-N2000	Brennecke-N2000	0.11108047191924471	0.2199398227361364	0.13485622855824042	0.3500714285714286
scanpy_cell_ranger_batch-N2000	TFs-N2000	0.008998214876307798	0.04667209014700345	0.012222637078096411	0.07514285714285715
scanpy_cell_ranger_batch-N2000	anticor-N2000	0.10411170628091512	0.14725583358601235	0.15354392887782342	0.24478571428571427
scanpy_cell_ranger_batch-N2000	dubstepr-N2000	0.09251188374698062	0.1144942115335195	0.14893187160897559	0.18342857142857144
scanpy_cell_ranger_batch-N2000	hotspot-N2000	0.06584232703148755	0.2647341159289191	0.08159452596018109	0.415
scanpy_cell_ranger_batch-N2000	morans_i-N2000	0.08775636256825657	0.1549259290050782	0.12510452772439076	0.2601428571428571
scanpy_cell_ranger_batch-N2000	nbumi-N2000	0.07833772155915464	0.15346413674553383	0.11463435660518934	0.25942857142857145
scanpy_cell_ranger_batch-N2000	nnsvg-N2000	0.08649948348171628	0.11683608948082169	0.13152597968969224	0.2005
scanpy_cell_ranger_batch-N2000	osca-N2000	0.10411243793880508	0.4238896416050895	0.10792231553518573	0.5886428571428571
scanpy_cell_ranger_batch-N2000	scPNMF-N2000	0.09527594144986745	0.21060624566473146	0.13484859234394275	0.33885714285714286
scanpy_cell_ranger_batch-N2000	scanpy_cell_ranger-N2000	0.1284326209980462	0.6788928791985427	0.08772969850626412	0.8029999999999999
scanpy_cell_ranger_batch-N2000	scanpy_cell_ranger_batch-N2000	0	1	0	1
scanpy_cell_ranger_batch-N2000	scanpy_pearson-N2000	0.11209374968059838	0.34714538710893345	0.12969442107177492	0.5061428571428571
scanpy_cell_ranger_batch-N2000	scanpy_pearson_batch-N2000	0.13189893669793376	0.2329342822957466	0.16713179145298993	0.36257142857142854
scanpy_cell_ranger_batch-N2000	scanpy_seurat-N2000	0.12005535010851646	0.2283659258330207	0.14489647371567776	0.3597142857142857
scanpy_cell_ranger_batch-N2000	scanpy_seurat_batch-N2000	0.1720990126088821	0.37239291012738424	0.19647682524191715	0.5216428571428571
scanpy_cell_ranger_batch-N2000	scanpy_seurat_v3-N2000	0.10277575862711516	0.1888469663087938	0.14174415247869931	0.3072142857142857
scanpy_cell_ranger_batch-N2000	scanpy_seurat_v3_batch-N2000	0.10126106345237866	0.16729883514741764	0.14346253866427988	0.276
scanpy_cell_ranger_batch-N2000	scry-N2000	0.06756195525578311	0.10429095431375729	0.10818420138158541	0.18321428571428572
scanpy_cell_ranger_batch-N2000	scsegindex-N500	0.008374012816328259	0.011503007967154106	0.010200957004591471	0.014142857142857143
scanpy_cell_ranger_batch-N2000	seurat_disp-N2000	0.0963774482619564	0.20469442963961046	0.12269420951136627	0.3314285714285714
scanpy_cell_ranger_batch-N2000	seurat_mvp-N2000	0.08182935119451368	0.19613272779582425	0.06994096149780968	0.25921428571428573
scanpy_cell_ranger_batch-N2000	seurat_sct-N2000	0.18457714595902014	0.28292609700892485	0.23471735789080042	0.41228571428571426
scanpy_cell_ranger_batch-N2000	seurat_vst-N2000	0.10277093601932918	0.18894271390772757	0.1416614844990557	0.3073571428571429
scanpy_cell_ranger_batch-N2000	singleCellHaystack-N2000	0.056296225920762374	0.09267230492819954	0.09511108793205474	0.16542857142857142
scanpy_cell_ranger_batch-N2000	somde-N2000	0.052662345321890514	0.187101382677394	0.07354104781879106	0.31242857142857144
scanpy_cell_ranger_batch-N2000	sparkx-N2000	0.06276058752123408	0.08124045354307433	0.10610215203598213	0.14500000000000002
scanpy_cell_ranger_batch-N2000	spatialde-N2000	0.07920427063789379	0.1633772673400788	0.11414130757634633	0.2742142857142857
scanpy_cell_ranger_batch-N2000	statistic_mean-N2000	0.018599263091401502	0.04850167216927754	0.033952172242729915	0.092
scanpy_cell_ranger_batch-N2000	statistic_variance-N2000	0.03256711359360803	0.07118555259447557	0.05685172862472212	0.13142857142857142
scanpy_cell_ranger_batch-N2000	triku-N2000	0.08820448379983473	0.16569546274911381	0.12457255487695285	0.27621428571428575
scanpy_pearson-N2000	Brennecke-N2000	0.11540647136701217	0.3361532478394405	0.13067580750340388	0.4935
scanpy_pearson-N2000	TFs-N2000	0.011229641808107942	0.03570473433523446	0.016033447183042972	0.05771428571428572
scanpy_pearson-N2000	anticor-N2000	0.14150864305588212	0.16730274297804795	0.190529244099542	0.26685714285714285
scanpy_pearson-N2000	dubstepr-N2000	0.1504641223393504	0.14950047658839347	0.21683881439578898	0.22628571428571428
scanpy_pearson-N2000	hotspot-N2000	0.1229530199132431	0.3156936936390223	0.1404580940724891	0.46864285714285714
scanpy_pearson-N2000	morans_i-N2000	0.155359552580441	0.17914642923907903	0.20511071342546874	0.2807142857142857
scanpy_pearson-N2000	nbumi-N2000	0.1099203821340199	0.152195988596575	0.15270556013203349	0.2517142857142857
scanpy_pearson-N2000	nnsvg-N2000	0.14065999303541998	0.1448994438160568	0.19802458962269837	0.2322857142857143
scanpy_pearson-N2000	osca-N2000	0.15073696533906975	0.2428390587127332	0.18774913607055055	0.3712857142857143
scanpy_pearson-N2000	scPNMF-N2000	0.09681827885887669	0.1487914811048794	0.14512363366322886	0.24857142857142858
scanpy_pearson-N2000	scanpy_cell_ranger-N2000	0.08843278624471503	0.3925565252124314	0.0960101681123014	0.5585714285714286
scanpy_pearson-N2000	scanpy_cell_ranger_batch-N2000	0.11209374968059838	0.34714538710893345	0.12969442107177492	0.5061428571428571
scanpy_pearson-N2000	scanpy_pearson-N2000	0	1	0	1
scanpy_pearson-N2000	scanpy_pearson_batch-N2000	0.20647514678780035	0.36366658453749995	0.19641037578062345	0.5080714285714286
scanpy_pearson-N2000	scanpy_seurat-N2000	0.10264416400582344	0.32008793947493386	0.11740127564813564	0.47714285714285715
scanpy_pearson-N2000	scanpy_seurat_batch-N2000	0.1135516783996501	0.2694593336915285	0.1357183708658345	0.41414285714285715
scanpy_pearson-N2000	scanpy_seurat_v3-N2000	0.10744701400746205	0.22790526221627508	0.13330130567716916	0.3612142857142857
scanpy_pearson-N2000	scanpy_seurat_v3_batch-N2000	0.10805470235774556	0.20693509824547862	0.13764135591145146	0.33235714285714285
scanpy_pearson-N2000	scry-N2000	0.12699443777493724	0.14095210770243694	0.18598291012117982	0.22935714285714284
scanpy_pearson-N2000	scsegindex-N500	0.003411452813009556	0.003220206378086578	0.004232808366400098	0.004
scanpy_pearson-N2000	seurat_disp-N2000	0.1267581119993935	0.3471715994496773	0.13725879276198005	0.5043571428571428
scanpy_pearson-N2000	seurat_mvp-N2000	0.0620121594533352	0.1516290501123369	0.060350168658777216	0.21114285714285713
scanpy_pearson-N2000	seurat_sct-N2000	0.17645401218380113	0.2258334175747725	0.2241987054463284	0.34085714285714286
scanpy_pearson-N2000	seurat_vst-N2000	0.10763013719567659	0.22793014119634827	0.13351774449577142	0.3612142857142857
scanpy_pearson-N2000	singleCellHaystack-N2000	0.07863419818346559	0.09120033086766371	0.12520364364087963	0.15942857142857142
scanpy_pearson-N2000	somde-N2000	0.10680520041230805	0.17687236377736423	0.14527785365259482	0.2892857142857143
scanpy_pearson-N2000	sparkx-N2000	0.0902779597196496	0.10081879757289133	0.1406792620179135	0.1732857142857143
scanpy_pearson-N2000	spatialde-N2000	0.13439832623357814	0.17461718138746354	0.17954476162943722	0.27971428571428575
scanpy_pearson-N2000	statistic_mean-N2000	0.06914481418714902	0.08878838636176131	0.11337931490187728	0.15692857142857145
scanpy_pearson-N2000	statistic_variance-N2000	0.08453002785068273	0.10438280684282328	0.13452535608044838	0.18021428571428572
scanpy_pearson-N2000	triku-N2000	0.09580413570703979	0.14614502777298063	0.1399818440608162	0.245
scanpy_pearson_batch-N2000	Brennecke-N2000	0.0934947074013592	0.260653828344646	0.10725120711941395	0.4067142857142857
scanpy_pearson_batch-N2000	TFs-N2000	0.01102834629310082	0.03820403547905529	0.015545248853098553	0.061714285714285715
scanpy_pearson_batch-N2000	anticor-N2000	0.11022133642106324	0.12347857633737205	0.1610698236642671	0.2062857142857143
scanpy_pearson_batch-N2000	dubstepr-N2000	0.11983841912547447	0.11846922367934547	0.18531042167388315	0.18807142857142858
scanpy_pearson_batch-N2000	hotspot-N2000	0.12082350256124012	0.22326530321509677	0.15580107891306846	0.35185714285714287
scanpy_pearson_batch-N2000	morans_i-N2000	0.13110318354650752	0.13875354687699692	0.1898396252981272	0.225
scanpy_pearson_batch-N2000	nbumi-N2000	0.08604407207431974	0.12618926000339073	0.13031258207716956	0.21557142857142858
scanpy_pearson_batch-N2000	nnsvg-N2000	0.11711591534955101	0.11188972113905184	0.17885369120357247	0.18514285714285714
scanpy_pearson_batch-N2000	osca-N2000	0.1461161516928699	0.18889691237918954	0.2014150831350168	0.2965714285714286
scanpy_pearson_batch-N2000	scPNMF-N2000	0.09264144606381355	0.11199752683790691	0.14819826648944376	0.19085714285714286
scanpy_pearson_batch-N2000	scanpy_cell_ranger-N2000	0.12612039362142724	0.24598741032302676	0.15839052851673147	0.38114285714285717
scanpy_pearson_batch-N2000	scanpy_cell_ranger_batch-N2000	0.13189893669793376	0.2329342822957466	0.16713179145298993	0.36257142857142854
scanpy_pearson_batch-N2000	scanpy_pearson-N2000	0.20647514678780035	0.36366658453749995	0.19641037578062345	0.5080714285714286
scanpy_pearson_batch-N2000	scanpy_pearson_batch-N2000	0	1	0	1
scanpy_pearson_batch-N2000	scanpy_seurat-N2000	0.09107400681627544	0.250035842967522	0.10967332444691415	0.39321428571428574
scanpy_pearson_batch-N2000	scanpy_seurat_batch-N2000	0.10301519004873917	0.2487963096949702	0.12697079716743268	0.38949999999999996
scanpy_pearson_batch-N2000	scanpy_seurat_v3-N2000	0.11601387654844375	0.18371269893893785	0.15468770382381955	0.29742857142857143
scanpy_pearson_batch-N2000	scanpy_seurat_v3_batch-N2000	0.11390500641167976	0.19663875923367743	0.14929947532839266	0.3165
scanpy_pearson_batch-N2000	scry-N2000	0.11035996028581584	0.11137132781389839	0.17379602850413334	0.18564285714285714
scanpy_pearson_batch-N2000	scsegindex-N500	0.0033853749341061046	0.0028751015080198295	0.004197504927816955	0.0035714285714285713
scanpy_pearson_batch-N2000	seurat_disp-N2000	0.11115011031118606	0.26919486399081977	0.12478204808308575	0.41485714285714287
scanpy_pearson_batch-N2000	seurat_mvp-N2000	0.06800493895912417	0.1566200265854521	0.09675546004034628	0.22592857142857142
scanpy_pearson_batch-N2000	seurat_sct-N2000	0.1480404216655378	0.1897156265634938	0.20504865856901475	0.2970714285714286
scanpy_pearson_batch-N2000	seurat_vst-N2000	0.11617116624061273	0.18383494036885697	0.1548737196803223	0.2975714285714286
scanpy_pearson_batch-N2000	singleCellHaystack-N2000	0.06147448328673728	0.07365143704627855	0.10304882106947912	0.13214285714285715
scanpy_pearson_batch-N2000	somde-N2000	0.09683349238884892	0.14282361021450124	0.14213600127041304	0.23964285714285713
scanpy_pearson_batch-N2000	sparkx-N2000	0.07750044756541367	0.07682585545028933	0.12594225812233312	0.13492857142857143
scanpy_pearson_batch-N2000	spatialde-N2000	0.11254105813912048	0.13861079688090971	0.16267730254065796	0.2297142857142857
scanpy_pearson_batch-N2000	statistic_mean-N2000	0.06126429744148053	0.0691903310905055	0.10612172929504791	0.12421428571428572
scanpy_pearson_batch-N2000	statistic_variance-N2000	0.07767650269219137	0.08280117069796092	0.13031066359902804	0.14492857142857143
scanpy_pearson_batch-N2000	triku-N2000	0.09287358635764252	0.13773377045342777	0.13766989503882104	0.2325
scanpy_seurat-N2000	Brennecke-N2000	0.08431180116318909	0.7501754731567579	0.052988543236115807	0.8550714285714286
scanpy_seurat-N2000	TFs-N2000	0.009855296683023866	0.04428076267334531	0.015037255322001007	0.07142857142857142
scanpy_seurat-N2000	anticor-N2000	0.052503280585675716	0.08061196224693863	0.08542331565294604	0.14564285714285713
scanpy_seurat-N2000	dubstepr-N2000	0.04504751650673868	0.06598561242000907	0.08007258611796579	0.11392857142857143
scanpy_seurat-N2000	hotspot-N2000	0.05564351222764321	0.16021800571125913	0.08275206802192174	0.2727857142857143
scanpy_seurat-N2000	morans_i-N2000	0.04351000619124907	0.08329893412365096	0.07063681422466278	0.15135714285714286
scanpy_seurat-N2000	nbumi-N2000	0.02591670168927927	0.07923041629516586	0.04368106814497231	0.14592857142857144
scanpy_seurat-N2000	nnsvg-N2000	0.03846855381246872	0.06687164784138434	0.06483679143672613	0.12335714285714286
scanpy_seurat-N2000	osca-N2000	0.06248371547128915	0.17929350260690743	0.08647914694967138	0.30014285714285716
scanpy_seurat-N2000	scPNMF-N2000	0.04288080783555236	0.09717357893569718	0.07226851385795957	0.1747142857142857
scanpy_seurat-N2000	scanpy_cell_ranger-N2000	0.1196177219483789	0.2560237302884552	0.14245479650618664	0.3960714285714286
scanpy_seurat-N2000	scanpy_cell_ranger_batch-N2000	0.12005535010851646	0.2283659258330207	0.14489647371567776	0.3597142857142857
scanpy_seurat-N2000	scanpy_pearson-N2000	0.10264416400582344	0.32008793947493386	0.11740127564813564	0.47714285714285715
scanpy_seurat-N2000	scanpy_pearson_batch-N2000	0.09107400681627544	0.250035842967522	0.10967332444691415	0.39321428571428574
scanpy_seurat-N2000	scanpy_seurat-N2000	0	1	0	1
scanpy_seurat-N2000	scanpy_seurat_batch-N2000	0.1950982721590853	0.39393463478239266	0.16870695218124743	0.5450714285714285
scanpy_seurat-N2000	scanpy_seurat_v3-N2000	0.05127631683902987	0.10902086091082366	0.08030277525892685	0.19342857142857142
scanpy_seurat-N2000	scanpy_seurat_v3_batch-N2000	0.0569604186961115	0.1017803600753708	0.08971986826731725	0.18078571428571427
scanpy_seurat-N2000	scry-N2000	0.034504344784515	0.06799849573541472	0.05866561822656233	0.12571428571428572
scanpy_seurat-N2000	scsegindex-N500	0.008814405792930998	0.013970093316827518	0.010625105041497574	0.017142857142857144
scanpy_seurat-N2000	seurat_disp-N2000	0.09538393301010678	0.7270014012371702	0.06336693970533093	0.8389285714285715
scanpy_seurat-N2000	seurat_mvp-N2000	0.08384787915087513	0.4350545955415496	0.1390665308404578	0.511
scanpy_seurat-N2000	seurat_sct-N2000	0.07188044210974602	0.1267697264225327	0.11145493430509204	0.21892857142857144
scanpy_seurat-N2000	seurat_vst-N2000	0.051396426331507976	0.10907315921880344	0.0804622064491564	0.1935
scanpy_seurat-N2000	singleCellHaystack-N2000	0.018597688221155574	0.051923296648316325	0.03342137183357522	0.09821428571428571
scanpy_seurat-N2000	somde-N2000	0.02822727944767431	0.09367449900856266	0.04596725024664947	0.1702857142857143
scanpy_seurat-N2000	sparkx-N2000	0.0257396915350804	0.049774604346254005	0.04626888288914617	0.09385714285714286
scanpy_seurat-N2000	spatialde-N2000	0.03728735403977941	0.08385848150402722	0.06148199504152183	0.15292857142857144
scanpy_seurat-N2000	statistic_mean-N2000	0.006996658663058829	0.044426588599465855	0.012825755338380661	0.085
scanpy_seurat-N2000	statistic_variance-N2000	0.018628353492864704	0.05732190329482009	0.03310643010482578	0.10792857142857143
scanpy_seurat-N2000	triku-N2000	0.04537444053992662	0.08910409968174192	0.07161903178824547	0.1610714285714286
scanpy_seurat_batch-N2000	Brennecke-N2000	0.1852017000317228	0.37012667948830663	0.16379527727362245	0.5213571428571429
scanpy_seurat_batch-N2000	TFs-N2000	0.008534604231985784	0.04730777886911508	0.011477203077239265	0.07614285714285715
scanpy_seurat_batch-N2000	anticor-N2000	0.07512118142092969	0.11539869262918094	0.11994582110269619	0.2
scanpy_seurat_batch-N2000	dubstepr-N2000	0.07270613618922171	0.08596979554465088	0.12241245657125555	0.14435714285714285
scanpy_seurat_batch-N2000	hotspot-N2000	0.059426116292519385	0.18423359409230786	0.08807700905349547	0.3073571428571429
scanpy_seurat_batch-N2000	morans_i-N2000	0.07077202090766024	0.11006052857859253	0.11271450449613626	0.19214285714285714
scanpy_seurat_batch-N2000	nbumi-N2000	0.057756484158704366	0.10497501427322202	0.08944318494627376	0.186
scanpy_seurat_batch-N2000	nnsvg-N2000	0.06492145145316462	0.08051633331845603	0.10891985913636555	0.14342857142857143
scanpy_seurat_batch-N2000	osca-N2000	0.09963782995968706	0.2615954162928542	0.13087707791591896	0.40585714285714286
scanpy_seurat_batch-N2000	scPNMF-N2000	0.08090456858266473	0.13220127111047944	0.13350178347301653	0.22535714285714284
scanpy_seurat_batch-N2000	scanpy_cell_ranger-N2000	0.1515833105857695	0.34333080203591326	0.1737043533736342	0.49442857142857144
scanpy_seurat_batch-N2000	scanpy_cell_ranger_batch-N2000	0.1720990126088821	0.37239291012738424	0.19647682524191715	0.5216428571428571
scanpy_seurat_batch-N2000	scanpy_pearson-N2000	0.1135516783996501	0.2694593336915285	0.1357183708658345	0.41414285714285715
scanpy_seurat_batch-N2000	scanpy_pearson_batch-N2000	0.10301519004873917	0.2487963096949702	0.12697079716743268	0.38949999999999996
