dataset	platform	n_slices	fs_method	n_features	integration_method	task	metric_name	metric_value	random_seed	runtime	memory_usage	effective_n_features	notes	Metric	DirectionMultiplier	OrientedValue	Lower	Upper	Range	RangeStatus	FrozenScaleDenominator	ScaledValue
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	PAS	0.58675	2	20.6267759791	3666.71875	253	cache_signature=8dc0036c9b0ee0d685c99d4f45e4183f	PAS	-1	-0.58675	-0.981	-0.0909166667	0.8900833333	ok	0.8900833333	0.4429360546931162
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	bASW	0.9764752481	2	20.9644872099	3666.71875	253	cache_signature=59f1657a4fc7d0de57b04cde93d45a88	bASW	1	0.9764752481	0.8819584101	0.9997620521	0.117803642	ok	0.117803642	0.8023252625754982
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	iLISI	0.4601510615	2	20.9644872099	3666.71875	253	cache_signature=59f1657a4fc7d0de57b04cde93d45a88	iLISI	1	0.4601510615	0.1295350299	0.6596340276	0.5300989977	ok	0.5300989977	0.6236873358268566
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dASW		2	20.9644872099	3666.71875	253	cache_signature=59f1657a4fc7d0de57b04cde93d45a88	dASW	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dLISI		2	20.9644872099	3666.71875	253	cache_signature=59f1657a4fc7d0de57b04cde93d45a88	dLISI	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	ILL		2	20.9644872099	3666.71875	253	cache_signature=59f1657a4fc7d0de57b04cde93d45a88	ILL	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	GC		2	20.9644872099	3666.71875	253	cache_signature=59f1657a4fc7d0de57b04cde93d45a88	GC	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	clustering_eval	silhouette	0.1450214684	0	66.8508732403	2913.921875	2000	cache_signature=d47a19b6699cb6c8d79cc12e465548aa	silhouette	1	0.1450214684	-0.1284756213	0.6791920066	0.8076676279	ok	0.8076676279	0.33862579141758364
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	clustering_eval	CHAOS	0.1023758036	0	66.8508732403	2913.921875	2000	cache_signature=d47a19b6699cb6c8d79cc12e465548aa	CHAOS	-1	-0.1023758036	-0.1368430974	-0.0532607287	0.0835823686999999	ok	0.0835823686999999	0.4123751735693517
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	clustering_eval	PAS	0.6675833333	0	66.8508732403	2913.921875	2000	cache_signature=d47a19b6699cb6c8d79cc12e465548aa	PAS	-1	-0.6675833333	-0.981	-0.0909166667	0.8900833333	ok	0.8900833333	0.35212058801056534
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	bASW	0.9756266121	0	67.0753850713	2909.921875	2000	cache_signature=f676ae49fc09e96126502ec7d401900b	bASW	1	0.9756266121	0.8819584101	0.9997620521	0.117803642	ok	0.117803642	0.7951214445475296
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	iLISI	0.4854910056	0	67.0753850713	2909.921875	2000	cache_signature=f676ae49fc09e96126502ec7d401900b	iLISI	1	0.4854910056	0.1295350299	0.6596340276	0.5300989977	ok	0.5300989977	0.6714896222109948
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	dASW		0	67.0753850713	2909.921875	2000	cache_signature=f676ae49fc09e96126502ec7d401900b	dASW	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	dLISI		0	67.0753850713	2909.921875	2000	cache_signature=f676ae49fc09e96126502ec7d401900b	dLISI	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	ILL		0	67.0753850713	2909.921875	2000	cache_signature=f676ae49fc09e96126502ec7d401900b	ILL	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	GC		0	67.0753850713	2909.921875	2000	cache_signature=f676ae49fc09e96126502ec7d401900b	GC	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	clustering_eval	silhouette	0.1570235789	1	52.223449057	3533.80859375	2000	cache_signature=38728bb24e966fbc4dc53ab97c5ffaeb	silhouette	1	0.1570235789	-0.1284756213	0.6791920066	0.8076676279	ok	0.8076676279	0.3534860013423103
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	clustering_eval	CHAOS	0.0979055697	1	52.223449057	3533.80859375	2000	cache_signature=38728bb24e966fbc4dc53ab97c5ffaeb	CHAOS	-1	-0.0979055697	-0.1368430974	-0.0532607287	0.0835823686999999	ok	0.0835823686999999	0.46585815053599994
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	clustering_eval	PAS	0.6405	1	52.223449057	3533.80859375	2000	cache_signature=38728bb24e966fbc4dc53ab97c5ffaeb	PAS	-1	-0.6405	-0.981	-0.0909166667	0.8900833333	ok	0.8900833333	0.3825484505339406
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	bASW	0.9753563907	1	52.4433817109	3533.80859375	2000	cache_signature=aa8a383ea0a2f46fe6eb6212927fa34e	bASW	1	0.9753563907	0.8819584101	0.9997620521	0.117803642	ok	0.117803642	0.7928276156351775
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	iLISI	0.4836513641	1	52.4433817109	3533.80859375	2000	cache_signature=aa8a383ea0a2f46fe6eb6212927fa34e	iLISI	1	0.4836513641	0.1295350299	0.6596340276	0.5300989977	ok	0.5300989977	0.6680192487373948
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	dASW		1	52.4433817109	3533.80859375	2000	cache_signature=aa8a383ea0a2f46fe6eb6212927fa34e	dASW	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	dLISI		1	52.4433817109	3533.80859375	2000	cache_signature=aa8a383ea0a2f46fe6eb6212927fa34e	dLISI	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	ILL		1	52.4433817109	3533.80859375	2000	cache_signature=aa8a383ea0a2f46fe6eb6212927fa34e	ILL	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	GC		1	52.4433817109	3533.80859375	2000	cache_signature=aa8a383ea0a2f46fe6eb6212927fa34e	GC	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	clustering_eval	silhouette	0.1281584054	2	48.9626679197	3584.53515625	2000	cache_signature=c326de83a0f62e80450ea683bdc8e26b	silhouette	1	0.1281584054	-0.1284756213	0.6791920066	0.8076676279	ok	0.8076676279	0.3177470754489305
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	clustering_eval	CHAOS	0.101210898	2	48.9626679197	3584.53515625	2000	cache_signature=c326de83a0f62e80450ea683bdc8e26b	CHAOS	-1	-0.101210898	-0.1368430974	-0.0532607287	0.0835823686999999	ok	0.0835823686999999	0.42631239045035646
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	clustering_eval	PAS	0.6644166667	2	48.9626679197	3584.53515625	2000	cache_signature=c326de83a0f62e80450ea683bdc8e26b	PAS	-1	-0.6644166667	-0.981	-0.0909166667	0.8900833333	ok	0.8900833333	0.3556783072504701
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	bASW	0.9774473105	2	49.1857119799	3584.42578125	2000	cache_signature=d146a8b1911088bf96036cf9f02977ca	bASW	1	0.9774473105	0.8819584101	0.9997620521	0.117803642	ok	0.117803642	0.8105768105200009
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	iLISI	0.4826089834	2	49.1857119799	3584.42578125	2000	cache_signature=d146a8b1911088bf96036cf9f02977ca	iLISI	1	0.4826089834	0.1295350299	0.6596340276	0.5300989977	ok	0.5300989977	0.6660528599977016
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	dASW		2	49.1857119799	3584.42578125	2000	cache_signature=d146a8b1911088bf96036cf9f02977ca	dASW	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	dLISI		2	49.1857119799	3584.42578125	2000	cache_signature=d146a8b1911088bf96036cf9f02977ca	dLISI	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	ILL		2	49.1857119799	3584.42578125	2000	cache_signature=d146a8b1911088bf96036cf9f02977ca	ILL	1					unavailable		
E8p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	scvi	integration_eval	GC		2	49.1857119799	3584.42578125	2000	cache_signature=d146a8b1911088bf96036cf9f02977ca	GC	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	silhouette	0.0880878866	0	57.5493807681	3234.82421875	290	cache_signature=4269115ae5b7a58a951614d33e9a5acd	silhouette	1	0.0880878866	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.22153959085107994
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	CHAOS	0.05156158	0	57.5493807681	3234.82421875	290	cache_signature=4269115ae5b7a58a951614d33e9a5acd	CHAOS	-1	-0.05156158	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9845365801033238
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	PAS	0.11025	0	57.5493807681	3234.82421875	290	cache_signature=4269115ae5b7a58a951614d33e9a5acd	PAS	-1	-0.11025	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.9585334318094915
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	bASW	0.9993313797	0	58.0972952973	3234.82421875	290	cache_signature=30b72a320f8cd9ab46e00240fe002367	bASW	1	0.9993313797	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9957135090218179
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	iLISI	0.127782652	0	58.0972952973	3234.82421875	290	cache_signature=30b72a320f8cd9ab46e00240fe002367	iLISI	1	0.127782652	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.07175244623080673
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	dASW		0	58.0972952973	3234.82421875	290	cache_signature=30b72a320f8cd9ab46e00240fe002367	dASW	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	dLISI		0	58.0972952973	3234.82421875	290	cache_signature=30b72a320f8cd9ab46e00240fe002367	dLISI	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	ILL		0	58.0972952973	3234.82421875	290	cache_signature=30b72a320f8cd9ab46e00240fe002367	ILL	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	GC		0	58.0972952973	3234.82421875	290	cache_signature=30b72a320f8cd9ab46e00240fe002367	GC	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	silhouette	0.0727234259	1	48.2571541276	3400.34375	290	cache_signature=e696f3db2d68cff80178a19b1340d213	silhouette	1	0.0727234259	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.20225303301724687
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	CHAOS	0.0540266704	1	48.2571541276	3400.34375	290	cache_signature=e696f3db2d68cff80178a19b1340d213	CHAOS	-1	-0.0540266704	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9556894780711804
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	PAS	0.1310833333	1	48.2571541276	3400.34375	290	cache_signature=e696f3db2d68cff80178a19b1340d213	PAS	-1	-0.1310833333	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.9354451422286335
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	bASW	0.9996658947	1	48.6233390775	3400.34375	290	cache_signature=df30ab41b7e2f52985c3cce54fc3dce3	bASW	1	0.9996658947	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9981120295413123
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	iLISI	0.130110312	1	48.6233390775	3400.34375	290	cache_signature=df30ab41b7e2f52985c3cce54fc3dce3	iLISI	1	0.130110312	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.07604872012097053
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	dASW		1	48.6233390775	3400.34375	290	cache_signature=df30ab41b7e2f52985c3cce54fc3dce3	dASW	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	dLISI		1	48.6233390775	3400.34375	290	cache_signature=df30ab41b7e2f52985c3cce54fc3dce3	dLISI	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	ILL		1	48.6233390775	3400.34375	290	cache_signature=df30ab41b7e2f52985c3cce54fc3dce3	ILL	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	GC		1	48.6233390775	3400.34375	290	cache_signature=df30ab41b7e2f52985c3cce54fc3dce3	GC	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	silhouette	0.0739746168	2	47.0939119449	3518.875	290	cache_signature=86177c8c8beeee85763d4ef770bb9628	silhouette	1	0.0739746168	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.20382361633450027
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	CHAOS	0.0509874476	2	47.0939119449	3518.875	290	cache_signature=86177c8c8beeee85763d4ef770bb9628	CHAOS	-1	-0.0509874476	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.99125522049183
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	PAS	0.11125	2	47.0939119449	3518.875	290	cache_signature=86177c8c8beeee85763d4ef770bb9628	PAS	-1	-0.11125	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.9574251939078371
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	bASW	0.9971303425	2	47.6099667735	3518.875	290	cache_signature=87107b577df705b68f6956aa9d204335	bASW	1	0.9971303425	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9799317566687996
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	iLISI	0.1367341126	2	47.6099667735	3518.875	290	cache_signature=87107b577df705b68f6956aa9d204335	iLISI	1	0.1367341126	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.08827458711676511
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	dASW		2	47.6099667735	3518.875	290	cache_signature=87107b577df705b68f6956aa9d204335	dASW	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	dLISI		2	47.6099667735	3518.875	290	cache_signature=87107b577df705b68f6956aa9d204335	dLISI	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	ILL		2	47.6099667735	3518.875	290	cache_signature=87107b577df705b68f6956aa9d204335	ILL	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	GC		2	47.6099667735	3518.875	290	cache_signature=87107b577df705b68f6956aa9d204335	GC	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	clustering_eval	silhouette	0.0886481702	0	90.4375064876	3180.12890625	2000	cache_signature=a9572a2faf8f0ebad25395c7f04fe9b3	silhouette	1	0.0886481702	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.2222428984559312
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	clustering_eval	CHAOS	0.0591737938	0	90.4375064876	3180.12890625	2000	cache_signature=a9572a2faf8f0ebad25395c7f04fe9b3	CHAOS	-1	-0.0591737938	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.8954565576509672
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	clustering_eval	PAS	0.2544166667	0	90.4375064876	3180.12890625	2000	cache_signature=a9572a2faf8f0ebad25395c7f04fe9b3	PAS	-1	-0.2544166667	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.7987624676173799
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	bASW	0.9956890959	0	90.8422294995	3177.0703125	2000	cache_signature=29eba3d5335c37a057cd4e55d3027bfe	bASW	1	0.9956890959	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9695978118718512
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	iLISI	0.090327782	0	90.8422294995	3177.0703125	2000	cache_signature=29eba3d5335c37a057cd4e55d3027bfe	iLISI	1	0.090327782	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.002620193221140946
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	dASW		0	90.8422294995	3177.0703125	2000	cache_signature=29eba3d5335c37a057cd4e55d3027bfe	dASW	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	dLISI		0	90.8422294995	3177.0703125	2000	cache_signature=29eba3d5335c37a057cd4e55d3027bfe	dLISI	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	ILL		0	90.8422294995	3177.0703125	2000	cache_signature=29eba3d5335c37a057cd4e55d3027bfe	ILL	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	GC		0	90.8422294995	3177.0703125	2000	cache_signature=29eba3d5335c37a057cd4e55d3027bfe	GC	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	clustering_eval	silhouette	0.1204744279	1	74.5514336387	3400.34375	2000	cache_signature=c7af4c21832bd7c3f464b151965a3ed4	silhouette	1	0.1204744279	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.2621934682644455
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	clustering_eval	CHAOS	0.0556808898	1	74.5514336387	3400.34375	2000	cache_signature=c7af4c21832bd7c3f464b151965a3ed4	CHAOS	-1	-0.0556808898	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9363313905075964
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	clustering_eval	PAS	0.1995833333	1	74.5514336387	3400.34375	2000	cache_signature=c7af4c21832bd7c3f464b151965a3ed4	PAS	-1	-0.1995833333	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.8595308459653098
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	bASW	0.9979783057	1	74.8490004232	3400.34375	2000	cache_signature=bb575e15493b824d79632283f3b9b433	bASW	1	0.9979783057	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9860117744108321
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	iLISI	0.097825601	1	74.8490004232	3400.34375	2000	cache_signature=bb575e15493b824d79632283f3b9b433	iLISI	1	0.097825601	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.0164592779684296
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	dASW		1	74.8490004232	3400.34375	2000	cache_signature=bb575e15493b824d79632283f3b9b433	dASW	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	dLISI		1	74.8490004232	3400.34375	2000	cache_signature=bb575e15493b824d79632283f3b9b433	dLISI	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	ILL		1	74.8490004232	3400.34375	2000	cache_signature=bb575e15493b824d79632283f3b9b433	ILL	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	GC		1	74.8490004232	3400.34375	2000	cache_signature=bb575e15493b824d79632283f3b9b433	GC	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	clustering_eval	silhouette	0.1133802459	2	79.8720249971	3518.875	2000	cache_signature=20c80141e850943e8cde6b991102475b	silhouette	1	0.1133802459	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.253288349230444
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	clustering_eval	CHAOS	0.0548304888	2	79.8720249971	3518.875	2000	cache_signature=20c80141e850943e8cde6b991102475b	CHAOS	-1	-0.0548304888	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.9462829948849598
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	clustering_eval	PAS	0.1794166667	2	79.8720249971	3518.875	2000	cache_signature=20c80141e850943e8cde6b991102475b	PAS	-1	-0.1794166667	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.8818803102414569
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	bASW	0.9993023931	2	80.412201982	3518.875	2000	cache_signature=1bf5721190cd6726fb0390c0dd8fc2f0	bASW	1	0.9993023931	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.9955056709431361
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	iLISI	0.1011283503	2	80.412201982	3518.875	2000	cache_signature=1bf5721190cd6726fb0390c0dd8fc2f0	iLISI	1	0.1011283503	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.02255532102598385
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	dASW		2	80.412201982	3518.875	2000	cache_signature=1bf5721190cd6726fb0390c0dd8fc2f0	dASW	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	dLISI		2	80.412201982	3518.875	2000	cache_signature=1bf5721190cd6726fb0390c0dd8fc2f0	dLISI	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	ILL		2	80.412201982	3518.875	2000	cache_signature=1bf5721190cd6726fb0390c0dd8fc2f0	ILL	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_union	2000	cellcharter	integration_eval	GC		2	80.412201982	3518.875	2000	cache_signature=1bf5721190cd6726fb0390c0dd8fc2f0	GC	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	silhouette	0.1213358045	0	34.9245492117	3234.82421875	290	cache_signature=2f0a3d2d4647b31d090a7ac23efc4a89	silhouette	1	0.1213358045	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.26327472909988836
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	CHAOS	0.0997222596	0	34.9245492117	3234.82421875	290	cache_signature=2f0a3d2d4647b31d090a7ac23efc4a89	CHAOS	-1	-0.0997222596	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.4209483083066556
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	PAS	0.6355	0	34.9245492117	3234.82421875	290	cache_signature=2f0a3d2d4647b31d090a7ac23efc4a89	PAS	-1	-0.6355	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.3764314739655389
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	bASW	0.9783037007	0	35.1993005509	3234.82421875	290	cache_signature=8dc2675b32627430a495b245a6aa416f	bASW	1	0.9783037007	0.8604619801	0.9999292047	0.1394672246	ok	0.1394672246	0.8449420352199364
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	iLISI	0.422478986	0	35.1993005509	3234.82421875	290	cache_signature=8dc2675b32627430a495b245a6aa416f	iLISI	1	0.422478986	0.0889081986333333	0.6306939552	0.5417857565666667	ok	0.5417857565666667	0.6156876280405146
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dASW		0	35.1993005509	3234.82421875	290	cache_signature=8dc2675b32627430a495b245a6aa416f	dASW	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dLISI		0	35.1993005509	3234.82421875	290	cache_signature=8dc2675b32627430a495b245a6aa416f	dLISI	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	ILL		0	35.1993005509	3234.82421875	290	cache_signature=8dc2675b32627430a495b245a6aa416f	ILL	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	GC		0	35.1993005509	3234.82421875	290	cache_signature=8dc2675b32627430a495b245a6aa416f	GC	1					unavailable		
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	silhouette	0.1242873073	1	24.6973387264	3400.34375	290	cache_signature=28ddd8c7cdc78fbe32aaf850e1756f36	silhouette	1	0.1242873073	-0.0883996114	0.7082412839	0.7966408952999999	ok	0.7966408952999999	0.2669796641809433
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	CHAOS	0.1028038186	1	24.6973387264	3400.34375	290	cache_signature=28ddd8c7cdc78fbe32aaf850e1756f36	CHAOS	-1	-0.1028038186	-0.1356938325	-0.0502401742	0.0854536583	ok	0.0854536583	0.3848871371256437
E9p5Embryo	Slide-seq	6	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	PAS	0.66375	1	24.6973387264	3400.34375	290	cache_signature=28ddd8c7cdc78fbe32aaf850e1756f36	PAS	-1	-0.66375	-0.9751666667	-0.0728333333	0.9023333334	ok	0.9023333334	0.34512375324380323
