dataset	platform	n_slices	fs_method	n_features	integration_method	task	metric_name	metric_value	random_seed	runtime	memory_usage	effective_n_features	notes	Metric	DirectionMultiplier	OrientedValue	Lower	Upper	Range	RangeStatus	FrozenScaleDenominator	ScaledValue
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	bASW	0.4736578907	0	14.3495190162	3268.4140625	1157	cache_signature=7991d2902bd7839ac580fe3193d13aa8	bASW	1	0.4736578907	0.0654689148	0.9842992541	0.9188303393	ok	0.9188303393	0.44424847378349946
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	iLISI	0.7412339098	0	14.3495190162	3268.4140625	1157	cache_signature=7991d2902bd7839ac580fe3193d13aa8	iLISI	1	0.7412339098	0.0	0.8848293675	0.8848293675	ok	0.8848293675	0.8377139559622495
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dASW	0.4569951668	0	14.3495190162	3268.4140625	1157	cache_signature=7991d2902bd7839ac580fe3193d13aa8	dASW	1	0.4569951668	0.2939853966	0.4960020958	0.2020166991999999	ok	0.2020166991999999	0.8069123535110215
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dLISI	0.8772875385	0	14.3495190162	3268.4140625	1157	cache_signature=7991d2902bd7839ac580fe3193d13aa8	dLISI	1	0.8772875385	0.4308970575	0.9526374718	0.5217404143	ok	0.5217404143	0.8555796498895063
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	ILL	0.3278688525	0	14.3495190162	3268.4140625	1157	cache_signature=7991d2902bd7839ac580fe3193d13aa8	ILL	1	0.3278688525	0.0529482551	0.4750430293	0.4220947741999999	ok	0.4220947741999999	0.6513243333113031
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	GC	0.8324361747	0	14.3495190162	3268.4140625	1157	cache_signature=7991d2902bd7839ac580fe3193d13aa8	GC	1	0.8324361747	0.3598446367	0.9682639717666668	0.6084193350666667	ok	0.6084193350666667	0.7767529905147023
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	alignment_eval	Accuracy	0.1926	1	8.5441173511	3268.4140625	1157	cache_signature=f39a1f64a188918a609bd808f3e219d7	Accuracy	1	0.1926	0.0216	0.226	0.2044	ok	0.2044	0.8365949119373777
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	alignment_eval	Ratio	0.9806414462	1	8.5441173511	3268.4140625	1157	cache_signature=f39a1f64a188918a609bd808f3e219d7	Ratio	-1	-0.9806414462	-9.4952311292	-0.796076736	8.6991543932	ok	8.6991543932	0.9787836033414614
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	silhouette	0.4082793891	1	8.9724841518	3268.4140625	1157	cache_signature=9bd4dedba6a1d1bc494b38665d91a522	silhouette	1	0.4082793891	0.0036862821	0.859418869	0.8557325869	ok	0.8557325869	0.4728032018339864
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	ari	0.2776858368	1	8.9724841518	3268.4140625	1157	cache_signature=9bd4dedba6a1d1bc494b38665d91a522	ari	1	0.2776858368	0.0012709551	0.4013912207	0.4001202655999999	ok	0.4001202655999999	0.6908294966902071
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	nmi	0.4442821528	1	8.9724841518	3268.4140625	1157	cache_signature=9bd4dedba6a1d1bc494b38665d91a522	nmi	1	0.4442821528	0.0225759272	0.5184147746	0.4958388473999999	ok	0.4958388473999999	0.8504904926495279
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	CHAOS	0.066537329	1	8.9724841518	3268.4140625	1157	cache_signature=9bd4dedba6a1d1bc494b38665d91a522	CHAOS	-1	-0.066537329	-0.10243881	-0.0620070386	0.0404317714	ok	0.0404317714	0.8879522157171674
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	PAS	0.1980636791	1	8.9724841518	3268.4140625	1157	cache_signature=9bd4dedba6a1d1bc494b38665d91a522	PAS	-1	-0.1980636791	-0.9762004657	-0.0226779495	0.9535225162	ok	0.9535225162	0.8160654555920176
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	bASW	0.4591352855	1	9.3287201002	3268.4140625	1157	cache_signature=738db48f9d406dc1a460df74cbf97b42	bASW	1	0.4591352855	0.0654689148	0.9842992541	0.9188303393	ok	0.9188303393	0.4284429386603734
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	iLISI	0.7143629334	1	9.3287201002	3268.4140625	1157	cache_signature=738db48f9d406dc1a460df74cbf97b42	iLISI	1	0.7143629334	0.0	0.8848293675	0.8848293675	ok	0.8848293675	0.8073454155555027
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dASW	0.4532139599	1	9.3287201002	3268.4140625	1157	cache_signature=738db48f9d406dc1a460df74cbf97b42	dASW	1	0.4532139599	0.2939853966	0.4960020958	0.2020166991999999	ok	0.2020166991999999	0.7881950548175282
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dLISI	0.8691086806	1	9.3287201002	3268.4140625	1157	cache_signature=738db48f9d406dc1a460df74cbf97b42	dLISI	1	0.8691086806	0.4308970575	0.9526374718	0.5217404143	ok	0.5217404143	0.8399035441560196
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	ILL	0.3467011643	1	9.3287201002	3268.4140625	1157	cache_signature=738db48f9d406dc1a460df74cbf97b42	ILL	1	0.3467011643	0.0529482551	0.4750430293	0.4220947741999999	ok	0.4220947741999999	0.6959406445075103
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	GC	0.7750474851	1	9.3287201002	3268.4140625	1157	cache_signature=738db48f9d406dc1a460df74cbf97b42	GC	1	0.7750474851	0.3598446367	0.9682639717666668	0.6084193350666667	ok	0.6084193350666667	0.68242875344273
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	alignment_eval	Accuracy	0.1726	2	8.4761122633	3347.796875	1157	cache_signature=ffd3d7ec949d0e7d2215908c7e4136b1	Accuracy	1	0.1726	0.0216	0.226	0.2044	ok	0.2044	0.738747553816047
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	alignment_eval	Ratio	1.0491405785	2	8.4761122633	3347.796875	1157	cache_signature=ffd3d7ec949d0e7d2215908c7e4136b1	Ratio	-1	-1.0491405785	-9.4952311292	-0.796076736	8.6991543932	ok	8.6991543932	0.9709093745137095
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	silhouette	0.4928830564	2	8.9681192031	3347.796875	1157	cache_signature=4799d208a806e1ec0b70ba513ecf620c	silhouette	1	0.4928830564	0.0036862821	0.859418869	0.8557325869	ok	0.8557325869	0.5716701476476168
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	ari	0.3549467627	2	8.9681192031	3347.796875	1157	cache_signature=4799d208a806e1ec0b70ba513ecf620c	ari	1	0.3549467627	0.0012709551	0.4013912207	0.4001202655999999	ok	0.4001202655999999	0.8839237549481423
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	nmi	0.4623052743	2	8.9681192031	3347.796875	1157	cache_signature=4799d208a806e1ec0b70ba513ecf620c	nmi	1	0.4623052743	0.0225759272	0.5184147746	0.4958388473999999	ok	0.4958388473999999	0.8868392410271646
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	CHAOS	0.0659484421	2	8.9681192031	3347.796875	1157	cache_signature=4799d208a806e1ec0b70ba513ecf620c	CHAOS	-1	-0.0659484421	-0.10243881	-0.0620070386	0.0404317714	ok	0.0404317714	0.9025171699501646
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	clustering_eval	PAS	0.1895041197	2	8.9681192031	3347.796875	1157	cache_signature=4799d208a806e1ec0b70ba513ecf620c	PAS	-1	-0.1895041197	-0.9762004657	-0.0226779495	0.9535225162	ok	0.9535225162	0.8250422330194787
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	bASW	0.4147758582	2	9.3187235808	3347.796875	1157	cache_signature=889bd04b8ebc663b4463bd203480d9ef	bASW	1	0.4147758582	0.0654689148	0.9842992541	0.9188303393	ok	0.9188303393	0.3801647904509938
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	iLISI	0.556468829	2	9.3187235808	3347.796875	1157	cache_signature=889bd04b8ebc663b4463bd203480d9ef	iLISI	1	0.556468829	0.0	0.8848293675	0.8848293675	ok	0.8848293675	0.6288995928924116
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dASW	0.4383994341	2	9.3187235808	3347.796875	1157	cache_signature=889bd04b8ebc663b4463bd203480d9ef	dASW	1	0.4383994341	0.2939853966	0.4960020958	0.2020166991999999	ok	0.2020166991999999	0.7148618805865533
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	dLISI	0.8836525412	2	9.3187235808	3347.796875	1157	cache_signature=889bd04b8ebc663b4463bd203480d9ef	dLISI	1	0.8836525412	0.4308970575	0.9526374718	0.5217404143	ok	0.5217404143	0.8677792083778779
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	ILL	0.3371356147	2	9.3187235808	3347.796875	1157	cache_signature=889bd04b8ebc663b4463bd203480d9ef	ILL	1	0.3371356147	0.0529482551	0.4750430293	0.4220947741999999	ok	0.4220947741999999	0.6732785548900075
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_intersection	2000	scvi	integration_eval	GC	0.8250111812	2	9.3187235808	3347.796875	1157	cache_signature=889bd04b8ebc663b4463bd203480d9ef	GC	1	0.8250111812	0.3598446367	0.9682639717666668	0.6084193350666667	ok	0.6084193350666667	0.7645492470238969
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	alignment_eval	Accuracy	0.1468	0	16.5188073711	2606.9921875	2000	cache_signature=ce312641ea75f47847545c5eb1f7efdb	Accuracy	1	0.1468	0.0216	0.226	0.2044	ok	0.2044	0.6125244618395304
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	alignment_eval	Ratio	1.9646791594	0	16.5188073711	2606.9921875	2000	cache_signature=ce312641ea75f47847545c5eb1f7efdb	Ratio	-1	-1.9646791594	-9.4952311292	-0.796076736	8.6991543932	ok	8.6991543932	0.8656648255014902
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	silhouette	0.4875029922	0	17.103262499	2606.9921875	2000	cache_signature=be17237225223b68774c13a792c7e078	silhouette	1	0.4875029922	0.0036862821	0.859418869	0.8557325869	ok	0.8557325869	0.5653830618425874
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	ari	0.1716319894	0	17.103262499	2606.9921875	2000	cache_signature=be17237225223b68774c13a792c7e078	ari	1	0.1716319894	0.0012709551	0.4013912207	0.4001202655999999	ok	0.4001202655999999	0.4257745706644858
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	nmi	0.2661516387	0	17.103262499	2606.9921875	2000	cache_signature=be17237225223b68774c13a792c7e078	nmi	1	0.2661516387	0.0225759272	0.5184147746	0.4958388473999999	ok	0.4958388473999999	0.4912396694555564
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	CHAOS	0.0757443912	0	17.103262499	2606.9921875	2000	cache_signature=be17237225223b68774c13a792c7e078	CHAOS	-1	-0.0757443912	-0.10243881	-0.0620070386	0.0404317714	ok	0.0404317714	0.6602337190697515
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	PAS	0.5431505846	0	17.103262499	2606.9921875	2000	cache_signature=be17237225223b68774c13a792c7e078	PAS	-1	-0.5431505846	-0.9762004657	-0.0226779495	0.9535225162	ok	0.9535225162	0.4541580022942724
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	bASW	0.5978748333	0	17.520822051	2606.0390625	2000	cache_signature=bd13b575a50fbe52b5e147adcf19f064	bASW	1	0.5978748333	0.0654689148	0.9842992541	0.9188303393	ok	0.9188303393	0.5794387665797008
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	iLISI	0.0686845156	0	17.520822051	2606.0390625	2000	cache_signature=bd13b575a50fbe52b5e147adcf19f064	iLISI	1	0.0686845156	0.0	0.8848293675	0.8848293675	ok	0.8848293675	0.07762458856226875
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	dASW	0.3780683726	0	17.520822051	2606.0390625	2000	cache_signature=bd13b575a50fbe52b5e147adcf19f064	dASW	1	0.3780683726	0.2939853966	0.4960020958	0.2020166991999999	ok	0.2020166991999999	0.41621794798635153
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	dLISI	0.8987895077	0	17.520822051	2606.0390625	2000	cache_signature=bd13b575a50fbe52b5e147adcf19f064	dLISI	1	0.8987895077	0.4308970575	0.9526374718	0.5217404143	ok	0.5217404143	0.8967916561107389
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	ILL	0.2816281628	0	17.520822051	2606.0390625	2000	cache_signature=bd13b575a50fbe52b5e147adcf19f064	ILL	1	0.2816281628	0.0529482551	0.4750430293	0.4220947741999999	ok	0.4220947741999999	0.5417738424585311
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	GC	0.6465416848	0	17.520822051	2606.0390625	2000	cache_signature=bd13b575a50fbe52b5e147adcf19f064	GC	1	0.6465416848	0.3598446367	0.9682639717666668	0.6084193350666667	ok	0.6084193350666667	0.47121620168199546
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	alignment_eval	Accuracy	0.1232	1	10.3898258768	3268.4140625	2000	cache_signature=47a45c46a01e1030aab8a28f67f1d84a	Accuracy	1	0.1232	0.0216	0.226	0.2044	ok	0.2044	0.49706457925636005
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	alignment_eval	Ratio	2.181825255	1	10.3898258768	3268.4140625	2000	cache_signature=47a45c46a01e1030aab8a28f67f1d84a	Ratio	-1	-2.181825255	-9.4952311292	-0.796076736	8.6991543932	ok	8.6991543932	0.8407030779815543
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	silhouette	0.4514414966	1	10.9023304069	3268.4140625	2000	cache_signature=69fa5b01fd75f458c62a79eee8ae8020	silhouette	1	0.4514414966	0.0036862821	0.859418869	0.8557325869	ok	0.8557325869	0.5232419816125621
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	ari	0.1794212427	1	10.9023304069	3268.4140625	2000	cache_signature=69fa5b01fd75f458c62a79eee8ae8020	ari	1	0.1794212427	0.0012709551	0.4013912207	0.4001202655999999	ok	0.4001202655999999	0.44524185080416995
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	nmi	0.2634475058	1	10.9023304069	3268.4140625	2000	cache_signature=69fa5b01fd75f458c62a79eee8ae8020	nmi	1	0.2634475058	0.0225759272	0.5184147746	0.4958388473999999	ok	0.4958388473999999	0.4857860166928099
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	CHAOS	0.0765079814	1	10.9023304069	3268.4140625	2000	cache_signature=69fa5b01fd75f458c62a79eee8ae8020	CHAOS	-1	-0.0765079814	-0.10243881	-0.0620070386	0.0404317714	ok	0.0404317714	0.6413478238057116
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	PAS	0.5319613538	1	10.9023304069	3268.4140625	2000	cache_signature=69fa5b01fd75f458c62a79eee8ae8020	PAS	-1	-0.5319613538	-0.9762004657	-0.0226779495	0.9535225162	ok	0.9535225162	0.46589262901771006
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	bASW	0.5146452449	1	11.4352297205	3268.4140625	2000	cache_signature=ad35eaa4e547d403da73df37885415f4	bASW	1	0.5146452449	0.0654689148	0.9842992541	0.9188303393	ok	0.9188303393	0.4888566592633408
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	iLISI	0.1663300274	1	11.4352297205	3268.4140625	2000	cache_signature=ad35eaa4e547d403da73df37885415f4	iLISI	1	0.1663300274	0.0	0.8848293675	0.8848293675	ok	0.8848293675	0.18797977724219242
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	dASW	0.3753302842	1	11.4352297205	3268.4140625	2000	cache_signature=ad35eaa4e547d403da73df37885415f4	dASW	1	0.3753302842	0.2939853966	0.4960020958	0.2020166991999999	ok	0.2020166991999999	0.40266417539803073
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	dLISI	0.8678559133	1	11.4352297205	3268.4140625	2000	cache_signature=ad35eaa4e547d403da73df37885415f4	dLISI	1	0.8678559133	0.4308970575	0.9526374718	0.5217404143	ok	0.5217404143	0.8375024127395838
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	ILL	0.2834994463	1	11.4352297205	3268.4140625	2000	cache_signature=ad35eaa4e547d403da73df37885415f4	ILL	1	0.2834994463	0.0529482551	0.4750430293	0.4220947741999999	ok	0.4220947741999999	0.5462071678972236
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	GC	0.5296223789	1	11.4352297205	3268.4140625	2000	cache_signature=ad35eaa4e547d403da73df37885415f4	GC	1	0.5296223789	0.3598446367	0.9682639717666668	0.6084193350666667	ok	0.6084193350666667	0.27904724984027146
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	alignment_eval	Accuracy	0.1556	2	10.3402277026	3268.4140625	2000	cache_signature=5476322f90d911d41eab4f8974bb0031	Accuracy	1	0.1556	0.0216	0.226	0.2044	ok	0.2044	0.6555772994129158
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	alignment_eval	Ratio	2.389917651	2	10.3402277026	3268.4140625	2000	cache_signature=5476322f90d911d41eab4f8974bb0031	Ratio	-1	-2.389917651	-9.4952311292	-0.796076736	8.6991543932	ok	8.6991543932	0.8167820867455943
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	silhouette	0.4953154922	2	10.8866899479	3268.4140625	2000	cache_signature=cb7ed491fc06c1ad5d0c96c57cc186f7	silhouette	1	0.4953154922	0.0036862821	0.859418869	0.8557325869	ok	0.8557325869	0.574512666253589
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	ari	0.1326537795	2	10.8866899479	3268.4140625	2000	cache_signature=cb7ed491fc06c1ad5d0c96c57cc186f7	ari	1	0.1326537795	0.0012709551	0.4013912207	0.4001202655999999	ok	0.4001202655999999	0.3283583354694245
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	nmi	0.2429861967	2	10.8866899479	3268.4140625	2000	cache_signature=cb7ed491fc06c1ad5d0c96c57cc186f7	nmi	1	0.2429861967	0.0225759272	0.5184147746	0.4958388473999999	ok	0.4958388473999999	0.44451996985664183
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	CHAOS	0.074964074	2	10.8866899479	3268.4140625	2000	cache_signature=cb7ed491fc06c1ad5d0c96c57cc186f7	CHAOS	-1	-0.074964074	-0.10243881	-0.0620070386	0.0404317714	ok	0.0404317714	0.679533323637658
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	clustering_eval	PAS	0.5545626733	2	10.8866899479	3268.4140625	2000	cache_signature=cb7ed491fc06c1ad5d0c96c57cc186f7	PAS	-1	-0.5545626733	-0.9762004657	-0.0226779495	0.9535225162	ok	0.9535225162	0.44218965492322165
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	bASW	0.5476464322	2	11.2118028104	3268.4140625	2000	cache_signature=e2bb63725f36fb8b8ad81b3c35de6861	bASW	1	0.5476464322	0.0654689148	0.9842992541	0.9188303393	ok	0.9188303393	0.5247731782206291
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	iLISI	0.0053110786	2	11.2118028104	3268.4140625	2000	cache_signature=e2bb63725f36fb8b8ad81b3c35de6861	iLISI	1	0.0053110786	0.0	0.8848293675	0.8848293675	ok	0.8848293675	0.006002376045684311
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	dASW	0.3768475726	2	11.2118028104	3268.4140625	2000	cache_signature=e2bb63725f36fb8b8ad81b3c35de6861	dASW	1	0.3768475726	0.2939853966	0.4960020958	0.2020166991999999	ok	0.2020166991999999	0.4101748832058932
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	dLISI	0.8927800995	2	11.2118028104	3268.4140625	2000	cache_signature=e2bb63725f36fb8b8ad81b3c35de6861	dLISI	1	0.8927800995	0.4308970575	0.9526374718	0.5217404143	ok	0.5217404143	0.8852736520702381
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	ILL	0.271884655	2	11.2118028104	3268.4140625	2000	cache_signature=e2bb63725f36fb8b8ad81b3c35de6861	ILL	1	0.271884655	0.0529482551	0.4750430293	0.4220947741999999	ok	0.4220947741999999	0.5186901456312795
MouseBrainSerialSections	Visium	2	hybrid_hvg_svg_union	2000	scvi	integration_eval	GC	0.5028687596	2	11.2118028104	3268.4140625	2000	cache_signature=e2bb63725f36fb8b8ad81b3c35de6861	GC	1	0.5028687596	0.3598446367	0.9682639717666668	0.6084193350666667	ok	0.6084193350666667	0.23507491405467634
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	silhouette	0.2038917392	0	28.1405669525	2592.6640625	488	cache_signature=1a20d2194ae77ad4923c8508aa9bdd4f	silhouette	1	0.2038917392	0.0385055691	0.7208960056	0.6823904365	ok	0.6823904365	0.24236296591181786
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	ari	0.148022685	0	28.1405669525	2592.6640625	488	cache_signature=1a20d2194ae77ad4923c8508aa9bdd4f	ari	1	0.148022685	0.0076496369	0.1688099933	0.1611603564	ok	0.1611603564	0.8710147534769287
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	nmi	0.2903461379	0	28.1405669525	2592.6640625	488	cache_signature=1a20d2194ae77ad4923c8508aa9bdd4f	nmi	1	0.2903461379	0.0147818701	0.3051013896	0.2903195195	ok	0.2903195195	0.9491758193682186
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	CHAOS	0.1117301127	0	28.1405669525	2592.6640625	488	cache_signature=1a20d2194ae77ad4923c8508aa9bdd4f	CHAOS	-1	-0.1117301127	-0.1751944338	-0.1118312248	0.0633632089999999	ok	0.0633632089999999	1.001595754091307
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	PAS	0.0277773085	0	28.1405669525	2592.6640625	488	cache_signature=1a20d2194ae77ad4923c8508aa9bdd4f	PAS	-1	-0.0277773085	-0.8910629844	-0.00850812	0.8825548644	ok	0.8825548644	0.9781665828638313
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	bASW	0.7396287143	0	28.3270271383	2592.6640625	488	cache_signature=67088f6900addf827646b9bf8cd7f3d3	bASW	1	0.7396287143	0.7068503737	0.9739813784	0.2671310046999999	ok	0.2671310046999999	0.122705114806166
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	iLISI	0.0051505613	0	28.3270271383	2592.6640625	488	cache_signature=67088f6900addf827646b9bf8cd7f3d3	iLISI	1	0.0051505613	0.0014062527	0.4076922063	0.4062859536	ok	0.4062859536	0.009215944008948873
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	dASW	0.4477171116	0	28.3270271383	2592.6640625	488	cache_signature=67088f6900addf827646b9bf8cd7f3d3	dASW	1	0.4477171116	0.3437324315	0.4827909749	0.1390585434	ok	0.1390585434	0.7477762786633647
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	dLISI	0.9336364838	0	28.3270271383	2592.6640625	488	cache_signature=67088f6900addf827646b9bf8cd7f3d3	dLISI	1	0.9336364838	0.687384244	0.9384981886	0.2511139446	ok	0.2511139446	0.9806394471332754
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	ILL	0.4808987683	0	28.3270271383	2592.6640625	488	cache_signature=67088f6900addf827646b9bf8cd7f3d3	ILL	1	0.4808987683	0.0396478794	0.5673981191	0.5277502397	ok	0.5277502397	0.8360979412360463
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	integration_eval	GC	0.6643238573	0	28.3270271383	2592.6640625	488	cache_signature=67088f6900addf827646b9bf8cd7f3d3	GC	1	0.6643238573	0.4446001872	0.9779866342	0.533386447	ok	0.533386447	0.41194085701993843
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	silhouette	0.191301167	1	24.6814546362	2792.73828125	488	cache_signature=8ed35aec85f1ea89e68642813e62e74a	silhouette	1	0.191301167	0.0385055691	0.7208960056	0.6823904365	ok	0.6823904365	0.2239122791399202
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	ari	0.1377678926	1	24.6814546362	2792.73828125	488	cache_signature=8ed35aec85f1ea89e68642813e62e74a	ari	1	0.1377678926	0.0076496369	0.1688099933	0.1611603564	ok	0.1611603564	0.8073837673642672
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	nmi	0.2411653533	1	24.6814546362	2792.73828125	488	cache_signature=8ed35aec85f1ea89e68642813e62e74a	nmi	1	0.2411653533	0.0147818701	0.3051013896	0.2903195195	ok	0.2903195195	0.7797735529112433
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	CHAOS	0.1129559433	1	24.6814546362	2792.73828125	488	cache_signature=8ed35aec85f1ea89e68642813e62e74a	CHAOS	-1	-0.1129559433	-0.1751944338	-0.1118312248	0.0633632089999999	ok	0.0633632089999999	0.9822496600511519
STOmics0212	Visium	10	hybrid_hvg_svg_intersection	2000	cellcharter	clustering_eval	PAS	0.0443007367	1	24.6814546362	2792.73828125	488	cache_signature=8ed35aec85f1ea89e68642813e62e74a	PAS	-1	-0.0443007367	-0.8910629844	-0.00850812	0.8825548644	ok	0.8825548644	0.9594443154258365
