dataset	fs_method	n_features	integration_method	Dataset	Integrator	Task	SeedSD	NSeeds
E8p5Embryo	scanpy_pearson	2000	scvi	E8.5 Embryo	scVI	Integration	0.010964929817961202	3
E8p5Embryo	scanpy_pearson_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.012816930619644304	3
E8p5Embryo	scanpy_pearson_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.0015034755238028487	3
E8p5Embryo	scanpy_pearson_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.013991036122471434	3
E8p5Embryo	scanpy_pearson_batch	2000	scvi	E8.5 Embryo	scVI	Clustering	0.004794901077119733	3
E8p5Embryo	scanpy_pearson_batch	2000	scvi	E8.5 Embryo	scVI	Core overall	0.0025610732905158046	3
E8p5Embryo	scanpy_pearson_batch	2000	scvi	E8.5 Embryo	scVI	Integration	3.2920287792146026e-4	3
E8p5Embryo	scanpy_seurat	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.025383672711941224	3
E8p5Embryo	scanpy_seurat	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.011887278296755753	3
E8p5Embryo	scanpy_seurat	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.00405413828101026	3
E8p5Embryo	scanpy_seurat	2000	scvi	E8.5 Embryo	scVI	Clustering	0.009272436476132422	3
E8p5Embryo	scanpy_seurat	2000	scvi	E8.5 Embryo	scVI	Core overall	0.004502887758319978	3
E8p5Embryo	scanpy_seurat	2000	scvi	E8.5 Embryo	scVI	Integration	0.0063928803265553705	3
E8p5Embryo	scanpy_seurat_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.013577927273473175	3
E8p5Embryo	scanpy_seurat_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.0048927062550190034	3
E8p5Embryo	scanpy_seurat_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0038542742980924617	3
E8p5Embryo	scanpy_seurat_batch	2000	scvi	E8.5 Embryo	scVI	Clustering	0.0029719068251877734	3
E8p5Embryo	scanpy_seurat_batch	2000	scvi	E8.5 Embryo	scVI	Core overall	0.004878086713850207	3
E8p5Embryo	scanpy_seurat_batch	2000	scvi	E8.5 Embryo	scVI	Integration	0.007218399856361543	3
E8p5Embryo	scanpy_seurat_v3	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.010403639841960759	3
E8p5Embryo	scanpy_seurat_v3	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.006288346191046671	3
E8p5Embryo	scanpy_seurat_v3	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.002792156171092268	3
E8p5Embryo	scanpy_seurat_v3	2000	scvi	E8.5 Embryo	scVI	Clustering	0.013590704560508527	3
E8p5Embryo	scanpy_seurat_v3	2000	scvi	E8.5 Embryo	scVI	Core overall	0.007733682583027723	3
E8p5Embryo	scanpy_seurat_v3	2000	scvi	E8.5 Embryo	scVI	Integration	0.011144949174111723	3
E8p5Embryo	scanpy_seurat_v3_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.002715998888557245	3
E8p5Embryo	scanpy_seurat_v3_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.0039970596282813695	3
E8p5Embryo	scanpy_seurat_v3_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.009285577548890266	3
E8p5Embryo	scanpy_seurat_v3_batch	2000	scvi	E8.5 Embryo	scVI	Clustering	0.027761510781706626	3
E8p5Embryo	scanpy_seurat_v3_batch	2000	scvi	E8.5 Embryo	scVI	Core overall	0.014015240036329398	3
E8p5Embryo	scanpy_seurat_v3_batch	2000	scvi	E8.5 Embryo	scVI	Integration	0.020600585655838572	3
E8p5Embryo	scry	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.008170491567554117	3
E8p5Embryo	scry	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.0019399786445016085	3
E8p5Embryo	scry	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.004327434484484204	3
E8p5Embryo	scry	2000	scvi	E8.5 Embryo	scVI	Clustering	0.018917485493689493	3
E8p5Embryo	scry	2000	scvi	E8.5 Embryo	scVI	Core overall	0.010768686385339113	3
E8p5Embryo	scry	2000	scvi	E8.5 Embryo	scVI	Integration	0.027478366794749617	3
E8p5Embryo	scsegindex	500	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.015225299110326012	3
E8p5Embryo	scsegindex	500	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.006435332732997115	3
E8p5Embryo	scsegindex	500	cellcharter	E8.5 Embryo	CellCharter	Integration	0.002430405153251441	3
E8p5Embryo	scsegindex	500	scvi	E8.5 Embryo	scVI	Clustering	0.00909011133431626	3
E8p5Embryo	scsegindex	500	scvi	E8.5 Embryo	scVI	Core overall	0.007259825750103639	3
E8p5Embryo	scsegindex	500	scvi	E8.5 Embryo	scVI	Integration	0.009702124746988767	3
E8p5Embryo	seurat_disp	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.018289586302286005	3
E8p5Embryo	seurat_disp	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.010157336872559188	3
E8p5Embryo	seurat_disp	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.002827248737665369	3
E8p5Embryo	seurat_disp	2000	scvi	E8.5 Embryo	scVI	Clustering	0.012352835382641696	3
E8p5Embryo	seurat_disp	2000	scvi	E8.5 Embryo	scVI	Core overall	0.005373994352219542	3
E8p5Embryo	seurat_disp	2000	scvi	E8.5 Embryo	scVI	Integration	0.005272483755289251	3
E8p5Embryo	seurat_mvp	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.004305525867259751	3
E8p5Embryo	seurat_mvp	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.003016479509815989	3
E8p5Embryo	seurat_mvp	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.005465953610641022	3
E8p5Embryo	seurat_mvp	2000	scvi	E8.5 Embryo	scVI	Clustering	0.01277763344814183	3
E8p5Embryo	seurat_mvp	2000	scvi	E8.5 Embryo	scVI	Core overall	0.010740774675447887	3
E8p5Embryo	seurat_mvp	2000	scvi	E8.5 Embryo	scVI	Integration	0.009451481786690977	3
E8p5Embryo	seurat_sct	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.02235445802727333	3
E8p5Embryo	seurat_sct	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.006489680216661425	3
E8p5Embryo	seurat_sct	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.009845811845211392	3
E8p5Embryo	seurat_sct	2000	scvi	E8.5 Embryo	scVI	Clustering	9.697940495438977e-4	3
E8p5Embryo	seurat_sct	2000	scvi	E8.5 Embryo	scVI	Core overall	0.0010804150222915295	3
E8p5Embryo	seurat_sct	2000	scvi	E8.5 Embryo	scVI	Integration	0.001975004145894902	3
E8p5Embryo	seurat_vst	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.022156474523952776	3
E8p5Embryo	seurat_vst	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.012676454128185197	3
E8p5Embryo	seurat_vst	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.004691185229073262	3
E8p5Embryo	seurat_vst	2000	scvi	E8.5 Embryo	scVI	Clustering	0.01979356770916245	3
E8p5Embryo	seurat_vst	2000	scvi	E8.5 Embryo	scVI	Core overall	0.012330994157800522	3
E8p5Embryo	seurat_vst	2000	scvi	E8.5 Embryo	scVI	Integration	0.008043758265944428	3
E8p5Embryo	singleCellHaystack	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.0026815277731426167	3
E8p5Embryo	singleCellHaystack	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.001023625792354117	3
E8p5Embryo	singleCellHaystack	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.004681158395352327	3
E8p5Embryo	singleCellHaystack	2000	scvi	E8.5 Embryo	scVI	Clustering	0.03355940189926037	3
E8p5Embryo	singleCellHaystack	2000	scvi	E8.5 Embryo	scVI	Core overall	0.01500475930235047	3
E8p5Embryo	singleCellHaystack	2000	scvi	E8.5 Embryo	scVI	Integration	0.035285393723540046	3
E8p5Embryo	somde	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.010884677609282996	3
E8p5Embryo	somde	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.005563766215580415	3
E8p5Embryo	somde	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0016059971193321749	3
E8p5Embryo	somde	2000	scvi	E8.5 Embryo	scVI	Clustering	0.018704565521120476	3
E8p5Embryo	somde	2000	scvi	E8.5 Embryo	scVI	Core overall	0.008173061323205057	3
E8p5Embryo	somde	2000	scvi	E8.5 Embryo	scVI	Integration	0.008671920536421978	3
E8p5Embryo	sparkx	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.008981620145349296	3
E8p5Embryo	sparkx	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.003966710427873895	3
E8p5Embryo	sparkx	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0012229860636980203	3
E8p5Embryo	sparkx	2000	scvi	E8.5 Embryo	scVI	Clustering	0.02060629829767032	3
E8p5Embryo	sparkx	2000	scvi	E8.5 Embryo	scVI	Core overall	0.010202444375068955	3
E8p5Embryo	sparkx	2000	scvi	E8.5 Embryo	scVI	Integration	0.0029227092157337823	3
E8p5Embryo	spatialde	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.014256654912737785	3
E8p5Embryo	spatialde	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.007357637414225495	3
E8p5Embryo	spatialde	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.0033858021768366207	3
E8p5Embryo	spatialde	2000	scvi	E8.5 Embryo	scVI	Clustering	0.00833607241530787	3
E8p5Embryo	spatialde	2000	scvi	E8.5 Embryo	scVI	Core overall	0.01107251839555347	3
E8p5Embryo	spatialde	2000	scvi	E8.5 Embryo	scVI	Integration	0.013810661170976098	3
E8p5Embryo	statistic_mean	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.023923105232222866	3
E8p5Embryo	statistic_mean	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.009942620111188459	3
E8p5Embryo	statistic_mean	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.008380923977976669	3
E8p5Embryo	statistic_mean	2000	scvi	E8.5 Embryo	scVI	Clustering	0.007335032060520518	3
E8p5Embryo	statistic_mean	2000	scvi	E8.5 Embryo	scVI	Core overall	0.0077835194269822655	3
E8p5Embryo	statistic_mean	2000	scvi	E8.5 Embryo	scVI	Integration	0.009813215440865122	3
E8p5Embryo	statistic_variance	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.011336112334180979	3
E8p5Embryo	statistic_variance	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.007256977040707662	3
E8p5Embryo	statistic_variance	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.005965625928900987	3
E8p5Embryo	statistic_variance	2000	scvi	E8.5 Embryo	scVI	Clustering	0.02300230188174203	3
E8p5Embryo	statistic_variance	2000	scvi	E8.5 Embryo	scVI	Core overall	0.01318867472028543	3
E8p5Embryo	statistic_variance	2000	scvi	E8.5 Embryo	scVI	Integration	0.014291530331873033	3
E8p5Embryo	triku	2000	cellcharter	E8.5 Embryo	CellCharter	Clustering	0.00555753880273139	3
E8p5Embryo	triku	2000	cellcharter	E8.5 Embryo	CellCharter	Core overall	0.004998585945575364	3
E8p5Embryo	triku	2000	cellcharter	E8.5 Embryo	CellCharter	Integration	0.004864365591657305	3
E8p5Embryo	triku	2000	scvi	E8.5 Embryo	scVI	Clustering	0.014281142092733751	3
E8p5Embryo	triku	2000	scvi	E8.5 Embryo	scVI	Core overall	0.010047071049267041	3
E8p5Embryo	triku	2000	scvi	E8.5 Embryo	scVI	Integration	0.005849104118282606	3
E9p5Embryo	Brennecke	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.026983605697659785	3
E9p5Embryo	Brennecke	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.007163275442063529	3
E9p5Embryo	Brennecke	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.016531564632350226	3
E9p5Embryo	Brennecke	2000	scvi	E9.5 Embryo	scVI	Clustering	0.005249734116839761	3
E9p5Embryo	Brennecke	2000	scvi	E9.5 Embryo	scVI	Core overall	0.00576185439028707	3
E9p5Embryo	Brennecke	2000	scvi	E9.5 Embryo	scVI	Integration	0.006277582667472324	3
E9p5Embryo	TFs	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.02262553382189629	3
E9p5Embryo	TFs	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.011507313251946894	3
E9p5Embryo	TFs	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.001374825778906382	3
E9p5Embryo	TFs	2000	scvi	E9.5 Embryo	scVI	Clustering	0.01278719650722588	3
E9p5Embryo	TFs	2000	scvi	E9.5 Embryo	scVI	Core overall	0.007035497158105456	3
E9p5Embryo	TFs	2000	scvi	E9.5 Embryo	scVI	Integration	0.011570063327704291	3
E9p5Embryo	all_features	all	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.023251187671664647	3
E9p5Embryo	all_features	all	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.018331055632668035	3
E9p5Embryo	all_features	all	cellcharter	E9.5 Embryo	CellCharter	Integration	0.016786982112269224	3
E9p5Embryo	all_features	all	scvi	E9.5 Embryo	scVI	Clustering	0.008231985662389169	3
E9p5Embryo	all_features	all	scvi	E9.5 Embryo	scVI	Core overall	0.006764091444056508	3
E9p5Embryo	all_features	all	scvi	E9.5 Embryo	scVI	Integration	0.016538203197181245	3
E9p5Embryo	anticor	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.008779270157687456	3
E9p5Embryo	anticor	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.0028533798054838407	3
E9p5Embryo	anticor	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.008929320215623085	3
E9p5Embryo	anticor	2000	scvi	E9.5 Embryo	scVI	Clustering	0.01427957934641924	3
E9p5Embryo	anticor	2000	scvi	E9.5 Embryo	scVI	Core overall	0.016516656350313512	3
E9p5Embryo	anticor	2000	scvi	E9.5 Embryo	scVI	Integration	0.01966088193620866	3
E9p5Embryo	dubstepr	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.018851729333054113	3
E9p5Embryo	dubstepr	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.009430194350149147	3
E9p5Embryo	dubstepr	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	4.6461596982657936e-5	3
E9p5Embryo	dubstepr	2000	scvi	E9.5 Embryo	scVI	Clustering	0.019920087535317748	3
E9p5Embryo	dubstepr	2000	scvi	E9.5 Embryo	scVI	Core overall	0.01382156458016832	3
E9p5Embryo	dubstepr	2000	scvi	E9.5 Embryo	scVI	Integration	0.007726058612410469	3
E9p5Embryo	hotspot	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.016167172963010797	3
E9p5Embryo	hotspot	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.006151269364039469	3
E9p5Embryo	hotspot	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.004393984487295288	3
E9p5Embryo	hotspot	2000	scvi	E9.5 Embryo	scVI	Clustering	0.012104963675012017	3
E9p5Embryo	hotspot	2000	scvi	E9.5 Embryo	scVI	Core overall	0.008630314684565361	3
E9p5Embryo	hotspot	2000	scvi	E9.5 Embryo	scVI	Integration	0.013102281156878321	3
E9p5Embryo	morans_i	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.0015808554772227125	3
E9p5Embryo	morans_i	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.0021117930274970904	3
E9p5Embryo	morans_i	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.005804254145333666	3
E9p5Embryo	morans_i	2000	scvi	E9.5 Embryo	scVI	Clustering	0.014592980675842112	3
E9p5Embryo	morans_i	2000	scvi	E9.5 Embryo	scVI	Core overall	0.0057553134897328165	3
E9p5Embryo	morans_i	2000	scvi	E9.5 Embryo	scVI	Integration	0.003417964104126487	3
E9p5Embryo	nbumi	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.009635727283275218	3
E9p5Embryo	nbumi	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.00718306959455335	3
E9p5Embryo	nbumi	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.0048395797553648385	3
E9p5Embryo	nbumi	2000	scvi	E9.5 Embryo	scVI	Clustering	0.01927259020759804	3
E9p5Embryo	nbumi	2000	scvi	E9.5 Embryo	scVI	Core overall	0.008931644039080557	3
E9p5Embryo	nbumi	2000	scvi	E9.5 Embryo	scVI	Integration	0.0017079839408225452	3
E9p5Embryo	nnsvg	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.008197680989254904	3
E9p5Embryo	nnsvg	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	3.63877437841941e-4	3
E9p5Embryo	nnsvg	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.008883154971923215	3
E9p5Embryo	nnsvg	2000	scvi	E9.5 Embryo	scVI	Clustering	0.0051977236000126745	3
E9p5Embryo	nnsvg	2000	scvi	E9.5 Embryo	scVI	Core overall	0.003438057561815297	3
E9p5Embryo	nnsvg	2000	scvi	E9.5 Embryo	scVI	Integration	0.0033490241197045	3
E9p5Embryo	osca	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.026220220249722096	3
E9p5Embryo	osca	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.011575073876213452	3
E9p5Embryo	osca	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.0031195672477155397	3
E9p5Embryo	osca	2000	scvi	E9.5 Embryo	scVI	Clustering	0.013688509679757254	3
E9p5Embryo	osca	2000	scvi	E9.5 Embryo	scVI	Core overall	0.00774796466650489	3
E9p5Embryo	osca	2000	scvi	E9.5 Embryo	scVI	Integration	0.00608626073562908	3
E9p5Embryo	random	500	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.044838986711262414	3
E9p5Embryo	random	500	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.019923765570364984	3
E9p5Embryo	random	500	cellcharter	E9.5 Embryo	CellCharter	Integration	0.011852622628668078	3
E9p5Embryo	random	500	scvi	E9.5 Embryo	scVI	Clustering	0.01855434196360196	3
E9p5Embryo	random	500	scvi	E9.5 Embryo	scVI	Core overall	0.009916125038252892	3
E9p5Embryo	random	500	scvi	E9.5 Embryo	scVI	Integration	0.01108738825499368	3
E9p5Embryo	scPNMF	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.010661721351515064	3
E9p5Embryo	scPNMF	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.004215315875211025	3
E9p5Embryo	scPNMF	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.004449219365041526	3
E9p5Embryo	scPNMF	2000	scvi	E9.5 Embryo	scVI	Clustering	0.012664019289540415	3
E9p5Embryo	scPNMF	2000	scvi	E9.5 Embryo	scVI	Core overall	0.010575628920255705	3
E9p5Embryo	scPNMF	2000	scvi	E9.5 Embryo	scVI	Integration	0.014320750627248092	3
E9p5Embryo	scanpy_cell_ranger	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.009846957115123862	3
E9p5Embryo	scanpy_cell_ranger	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.0030606987915647085	3
E9p5Embryo	scanpy_cell_ranger	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.004090827620668059	3
E9p5Embryo	scanpy_cell_ranger	2000	scvi	E9.5 Embryo	scVI	Clustering	0.008280452476118813	3
E9p5Embryo	scanpy_cell_ranger	2000	scvi	E9.5 Embryo	scVI	Core overall	0.009374601209470727	3
E9p5Embryo	scanpy_cell_ranger	2000	scvi	E9.5 Embryo	scVI	Integration	0.01152118696125733	3
E9p5Embryo	scanpy_cell_ranger_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.006476898107194754	3
E9p5Embryo	scanpy_cell_ranger_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.003179619317335204	3
E9p5Embryo	scanpy_cell_ranger_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.002838725975694339	3
E9p5Embryo	scanpy_cell_ranger_batch	2000	scvi	E9.5 Embryo	scVI	Clustering	0.005417190729565176	3
E9p5Embryo	scanpy_cell_ranger_batch	2000	scvi	E9.5 Embryo	scVI	Core overall	0.007220907215796393	3
E9p5Embryo	scanpy_cell_ranger_batch	2000	scvi	E9.5 Embryo	scVI	Integration	0.009475808461176046	3
E9p5Embryo	scanpy_pearson	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.01986207664630221	3
E9p5Embryo	scanpy_pearson	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.004158595696030444	3
E9p5Embryo	scanpy_pearson	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.012198283422081086	3
E9p5Embryo	scanpy_pearson	2000	scvi	E9.5 Embryo	scVI	Clustering	0.01346383515375314	3
E9p5Embryo	scanpy_pearson	2000	scvi	E9.5 Embryo	scVI	Core overall	0.004877767268373465	3
E9p5Embryo	scanpy_pearson	2000	scvi	E9.5 Embryo	scVI	Integration	0.004579889829389225	3
E9p5Embryo	scanpy_pearson_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.008982216538229846	3
E9p5Embryo	scanpy_pearson_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.008263746190169842	3
E9p5Embryo	scanpy_pearson_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.008176085656203272	3
E9p5Embryo	scanpy_pearson_batch	2000	scvi	E9.5 Embryo	scVI	Clustering	0.014659426599803406	3
E9p5Embryo	scanpy_pearson_batch	2000	scvi	E9.5 Embryo	scVI	Core overall	0.013886257922575347	3
E9p5Embryo	scanpy_pearson_batch	2000	scvi	E9.5 Embryo	scVI	Integration	0.017243216099782546	3
E9p5Embryo	scanpy_seurat	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.007763005473361323	3
E9p5Embryo	scanpy_seurat	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.0025232953060058	3
E9p5Embryo	scanpy_seurat	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.00326705870130451	3
E9p5Embryo	scanpy_seurat	2000	scvi	E9.5 Embryo	scVI	Clustering	0.005730331716599534	3
E9p5Embryo	scanpy_seurat	2000	scvi	E9.5 Embryo	scVI	Core overall	0.007130585823021988	3
E9p5Embryo	scanpy_seurat	2000	scvi	E9.5 Embryo	scVI	Integration	0.008606794018931874	3
E9p5Embryo	scanpy_seurat_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.03204298019761477	3
E9p5Embryo	scanpy_seurat_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.016448171870170877	3
E9p5Embryo	scanpy_seurat_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.002545603093435018	3
E9p5Embryo	scanpy_seurat_batch	2000	scvi	E9.5 Embryo	scVI	Clustering	0.009204190150283566	3
E9p5Embryo	scanpy_seurat_batch	2000	scvi	E9.5 Embryo	scVI	Core overall	0.0100665222103795	3
E9p5Embryo	scanpy_seurat_batch	2000	scvi	E9.5 Embryo	scVI	Integration	0.024638537411798687	3
E9p5Embryo	scanpy_seurat_v3	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.01134253907549512	3
E9p5Embryo	scanpy_seurat_v3	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.006939138856010349	3
E9p5Embryo	scanpy_seurat_v3	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.004621491354944413	3
E9p5Embryo	scanpy_seurat_v3	2000	scvi	E9.5 Embryo	scVI	Clustering	0.012488948406310752	3
E9p5Embryo	scanpy_seurat_v3	2000	scvi	E9.5 Embryo	scVI	Core overall	0.002704624876471604	3
E9p5Embryo	scanpy_seurat_v3	2000	scvi	E9.5 Embryo	scVI	Integration	0.007354975866980265	3
E9p5Embryo	scanpy_seurat_v3_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.016606337357216706	3
E9p5Embryo	scanpy_seurat_v3_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.005704158620168259	3
E9p5Embryo	scanpy_seurat_v3_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.0053725567014856	3
E9p5Embryo	scanpy_seurat_v3_batch	2000	scvi	E9.5 Embryo	scVI	Clustering	0.017795880193407915	3
E9p5Embryo	scanpy_seurat_v3_batch	2000	scvi	E9.5 Embryo	scVI	Core overall	0.00840980666390929	3
E9p5Embryo	scanpy_seurat_v3_batch	2000	scvi	E9.5 Embryo	scVI	Integration	0.007767456222380089	3
E9p5Embryo	scry	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.0287249541510292	3
E9p5Embryo	scry	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.014579242299408332	3
E9p5Embryo	scry	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.007093891427601904	3
E9p5Embryo	scry	2000	scvi	E9.5 Embryo	scVI	Clustering	0.014178680368778613	3
E9p5Embryo	scry	2000	scvi	E9.5 Embryo	scVI	Core overall	0.012684365788440352	3
E9p5Embryo	scry	2000	scvi	E9.5 Embryo	scVI	Integration	0.01367462663080362	3
E9p5Embryo	scsegindex	500	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.009608524315365663	3
E9p5Embryo	scsegindex	500	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.004288348577113355	3
E9p5Embryo	scsegindex	500	cellcharter	E9.5 Embryo	CellCharter	Integration	0.0027144141717076703	3
E9p5Embryo	scsegindex	500	scvi	E9.5 Embryo	scVI	Clustering	0.008364563736189342	3
E9p5Embryo	scsegindex	500	scvi	E9.5 Embryo	scVI	Core overall	0.006327379452590277	3
E9p5Embryo	scsegindex	500	scvi	E9.5 Embryo	scVI	Integration	0.015935644572813518	3
E9p5Embryo	seurat_disp	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.018831327861495082	3
E9p5Embryo	seurat_disp	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.012204889837071114	3
E9p5Embryo	seurat_disp	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.006431364029286896	3
E9p5Embryo	seurat_disp	2000	scvi	E9.5 Embryo	scVI	Clustering	0.006548352715005324	3
E9p5Embryo	seurat_disp	2000	scvi	E9.5 Embryo	scVI	Core overall	0.00549485950009098	3
E9p5Embryo	seurat_disp	2000	scvi	E9.5 Embryo	scVI	Integration	0.005182640317298781	3
E9p5Embryo	seurat_mvp	2000	cellcharter	E9.5 Embryo	CellCharter	Clustering	0.04392868104005531	3
E9p5Embryo	seurat_mvp	2000	cellcharter	E9.5 Embryo	CellCharter	Core overall	0.023075394076562464	3
E9p5Embryo	seurat_mvp	2000	cellcharter	E9.5 Embryo	CellCharter	Integration	0.003231966520285082	3
E9p5Embryo	seurat_mvp	2000	scvi	E9.5 Embryo	scVI	Clustering	0.026069933782439023	3
E9p5Embryo	seurat_mvp	2000	scvi	E9.5 Embryo	scVI	Core overall	0.0027119276539914845	3
E9p5Embryo	seurat_mvp	2000	scvi	E9.5 Embryo	scVI	Integration	0.02264311594907204	3
