Method	Type	Mean	SD	Integration
Seurat-scTransform (N=2,000)	CoreOverall	6.571428571428571	5.061526214398936	CellCharter
Seurat-scTransform (N=2,000)	Alignment	-0.42857142857142855	3.8234863173611093	GraphST
Seurat-scTransform (N=2,000)	Clustering	3.857142857142857	5.727959829601096	GraphST
Seurat-scTransform (N=2,000)	Integration	1.8571428571428572	9.633769968684316	GraphST
Seurat-scTransform (N=2,000)	CoreOverall	4.142857142857143	12.87670469528302	GraphST
SpatialDE (N=2,000)	Alignment	0.14285714285714285	0.8997354108424374	CellCharter
SpatialDE (N=2,000)	Clustering	1.5714285714285714	8.343802947040853	CellCharter
SpatialDE (N=2,000)	Integration	-1.8571428571428572	4.488079449258573	CellCharter
SpatialDE (N=2,000)	CoreOverall	0.5714285714285714	10.162957949618521	CellCharter
SpatialDE (N=2,000)	Alignment	0.42857142857142855	0.7867957924694432	GraphST
SpatialDE (N=2,000)	Clustering	3.142857142857143	8.89622712968015	GraphST
SpatialDE (N=2,000)	Integration	-2.7142857142857144	4.15187851918806	GraphST
SpatialDE (N=2,000)	CoreOverall	0.42857142857142855	6.373307431706682	GraphST
Statistic mean (N=2,000)	Alignment	-0.14285714285714285	3.1847852585154217	CellCharter
Statistic mean (N=2,000)	Clustering	-0.5714285714285714	8.462803768199262	CellCharter
Statistic mean (N=2,000)	Integration	-2.857142857142857	7.174690967295419	CellCharter
Statistic mean (N=2,000)	CoreOverall	-1	6.3508529610858835	CellCharter
Statistic mean (N=2,000)	Alignment	0	2.886751345948129	GraphST
Statistic mean (N=2,000)	Clustering	1.7142857142857142	6.369570517030843	GraphST
Statistic mean (N=2,000)	Integration	6.142857142857143	8.39500985563391	GraphST
Statistic mean (N=2,000)	CoreOverall	2.5714285714285716	5.883795341363228	GraphST
Statistic variance (N=2,000)	Alignment	-3.142857142857143	7.883074092183654	CellCharter
Statistic variance (N=2,000)	Clustering	3	4.242640687119285	CellCharter
Statistic variance (N=2,000)	Integration	-5.142857142857143	8.532849688675162	CellCharter
Statistic variance (N=2,000)	CoreOverall	0.8571428571428571	8.610624666239792	CellCharter
Statistic variance (N=2,000)	Alignment	-0.8571428571428571	3.760699023168052	GraphST
Statistic variance (N=2,000)	Clustering	2.857142857142857	6.011892975000232	GraphST
Statistic variance (N=2,000)	Integration	5.142857142857143	8.132825901423018	GraphST
Statistic variance (N=2,000)	CoreOverall	5.571428571428571	5.855400437691199	GraphST
nnSVG (N=2,000)	Alignment	-1.5714285714285714	3.0472470011002204	CellCharter
nnSVG (N=2,000)	Clustering	6.571428571428571	4.859943170351647	CellCharter
nnSVG (N=2,000)	Integration	-4.428571428571429	5.7404164441598615	CellCharter
nnSVG (N=2,000)	CoreOverall	4.714285714285714	10.812250547631695	CellCharter
nnSVG (N=2,000)	Alignment	-1.4285714285714286	2.9920529661723827	GraphST
nnSVG (N=2,000)	Clustering	2.2857142857142856	10.950103282835368	GraphST
nnSVG (N=2,000)	Integration	0.42857142857142855	10.485818086939185	GraphST
nnSVG (N=2,000)	CoreOverall	4.571428571428571	13.745995087747593	GraphST
scPNMF (N=2,000)	Alignment	-0.7142857142857143	2.8702082220799308	CellCharter
