Method	IntegrationMethod	Type	Mean	SD	Integration
scanpy-SeuratV3 (N=2,000)	cellcharter	Alignment	0.9506678635073391	0.004419355593937223	CellCharter
scanpy-SeuratV3 (N=2,000)	cellcharter	Clustering	0.7615193201193082	0.04911689042852387	CellCharter
scanpy-SeuratV3 (N=2,000)	cellcharter	Integration	0.600406504590027	0.1536844438402747	CellCharter
scanpy-SeuratV3 (N=2,000)	cellcharter	CoreOverall	0.6809629123546675	0.07820452490104103	CellCharter
scanpy-SeuratV3 (N=2,000)	graphst	Alignment	0.9053566661483268	0.031198533128769405	GraphST
scanpy-SeuratV3 (N=2,000)	graphst	Clustering	0.7468519106332234	0.05284684336436033	GraphST
scanpy-SeuratV3 (N=2,000)	graphst	Integration	0.5762708559085713	0.15629746531676064	GraphST
scanpy-SeuratV3 (N=2,000)	graphst	CoreOverall	0.6615613832708974	0.08775468503603773	GraphST
scanpy-SeuratV3 (N=2,000)	scvi	Alignment	0.874023205694002	0.07531555376597998	scVI
scanpy-SeuratV3 (N=2,000)	scvi	Clustering	0.5882894306376367	0.13388700706006018	scVI
scanpy-SeuratV3 (N=2,000)	scvi	Integration	0.6666425962989887	0.10442573169259053	scVI
scanpy-SeuratV3 (N=2,000)	scvi	CoreOverall	0.6274660134683128	0.07927871330694845	scVI
scanpy-SeuratV3 (batch) (N=2,000)	cellcharter	Alignment	0.9466076238304133	0.01671612063838326	CellCharter
scanpy-SeuratV3 (batch) (N=2,000)	cellcharter	Clustering	0.7502799760022673	0.03416118751854384	CellCharter
scanpy-SeuratV3 (batch) (N=2,000)	cellcharter	Integration	0.6087925231806751	0.145747254458717	CellCharter
scanpy-SeuratV3 (batch) (N=2,000)	cellcharter	CoreOverall	0.6795362495914712	0.07720479575020002	CellCharter
scanpy-SeuratV3 (batch) (N=2,000)	graphst	Alignment	0.867435165855692	0.07220587714734718	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	graphst	Clustering	0.7331168916208045	0.06512269742836004	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	graphst	Integration	0.5991896317598554	0.12690969931824642	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	graphst	CoreOverall	0.66615326169033	0.07692563420471181	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	scvi	Alignment	0.7971979811495753	0.031197757471072937	scVI
scanpy-SeuratV3 (batch) (N=2,000)	scvi	Clustering	0.5532328711202766	0.14642280318183726	scVI
scanpy-SeuratV3 (batch) (N=2,000)	scvi	Integration	0.6736672033307209	0.10755515686532652	scVI
scanpy-SeuratV3 (batch) (N=2,000)	scvi	CoreOverall	0.6134500372254988	0.07573657769484408	scVI
scry (N=2,000)	cellcharter	Alignment	0.932776074313824	0.04554983178603173	CellCharter
scry (N=2,000)	cellcharter	Clustering	0.668683768896461	0.0942692584595961	CellCharter
scry (N=2,000)	cellcharter	Integration	0.618660738219055	0.11181607719604769	CellCharter
scry (N=2,000)	cellcharter	CoreOverall	0.643672253557758	0.09413421299844048	CellCharter
scry (N=2,000)	graphst	Alignment	0.8558394430126828	0.09151660504304786	GraphST
scry (N=2,000)	graphst	Clustering	0.7015166206673222	0.07931311435608726	GraphST
scry (N=2,000)	graphst	Integration	0.5143463395595625	0.17994968956239904	GraphST
scry (N=2,000)	graphst	CoreOverall	0.6079314801134424	0.10789102606173588	GraphST
scry (N=2,000)	scvi	Alignment	0.6517733510319277	0.1187724599408226	scVI
scry (N=2,000)	scvi	Clustering	0.518266355804273	0.15158226655871204	scVI
scry (N=2,000)	scvi	Integration	0.628785228940134	0.14065427113838336	scVI
scry (N=2,000)	scvi	CoreOverall	0.5735257923722036	0.08938675856370977	scVI
singleCellHaystack (N=2,000)	cellcharter	Alignment	0.9470610668861366	0.015424693285602004	CellCharter
singleCellHaystack (N=2,000)	cellcharter	Clustering	0.7139184862728822	0.06662000613991241	CellCharter
singleCellHaystack (N=2,000)	cellcharter	Integration	0.61433202270788	0.13168873145150667	CellCharter
singleCellHaystack (N=2,000)	cellcharter	CoreOverall	0.6641252544903812	0.08587086485270191	CellCharter
singleCellHaystack (N=2,000)	graphst	Alignment	0.8875685833984368	0.05107187552242382	GraphST
singleCellHaystack (N=2,000)	graphst	Clustering	0.7359013493856565	0.05587352481129499	GraphST
singleCellHaystack (N=2,000)	graphst	Integration	0.5473014718417146	0.1725885521531006	GraphST
singleCellHaystack (N=2,000)	graphst	CoreOverall	0.6416014106136856	0.09880405694698856	GraphST
singleCellHaystack (N=2,000)	scvi	Alignment	0.8275768521832136	0.0021448240742251135	scVI
singleCellHaystack (N=2,000)	scvi	Clustering	0.5730790293929845	0.166446864221505	scVI
singleCellHaystack (N=2,000)	scvi	Integration	0.6249301059793012	0.17993617669652956	scVI
singleCellHaystack (N=2,000)	scvi	CoreOverall	0.5990045676861429	0.11410461496217217	scVI
triku (N=2,000)	cellcharter	Alignment	0.9499952738171185	0.01160399121114187	CellCharter
triku (N=2,000)	cellcharter	Clustering	0.733750492508813	0.03214169132071356	CellCharter
triku (N=2,000)	cellcharter	Integration	0.6040073951315071	0.1502942027375434	CellCharter
triku (N=2,000)	cellcharter	CoreOverall	0.6688789438201601	0.08836536058907815	CellCharter
triku (N=2,000)	graphst	Alignment	0.899272521569001	0.031733157459963385	GraphST
triku (N=2,000)	graphst	Clustering	0.7496870612701754	0.046969817387179084	GraphST
triku (N=2,000)	graphst	Integration	0.566919217201804	0.1651129393821212	GraphST
triku (N=2,000)	graphst	CoreOverall	0.6583031392359897	0.09152707133424215	GraphST
triku (N=2,000)	scvi	Alignment	0.8908714859158289	0.09580959329798808	scVI
triku (N=2,000)	scvi	Clustering	0.6010139287017969	0.15667735386686918	scVI
triku (N=2,000)	scvi	Integration	0.6944513394581883	0.08445640735335933	scVI
triku (N=2,000)	scvi	CoreOverall	0.6477326340799926	0.09633939834035003	scVI
