dataset	fs_method	n_features	MethodGroup	integration_method	BatchMixingMean	BatchMixingSD	BatchMixingNSeeds	BiologicalConservationMean	BiologicalConservationSD	BiologicalConservationNSeeds	IntegrationMean	IntegrationSD	IntegrationNSeeds	LabelIndependentClusteringMean	LabelIndependentClusteringSD	LabelIndependentClusteringNSeeds	LabelAgreementMean	LabelAgreementSD	LabelAgreementNSeeds	ClusteringMean	ClusteringSD	ClusteringNSeeds	AlignmentMean	AlignmentSD	AlignmentNSeeds	CoreOverallMean	CoreOverallSD	CoreOverallNSeeds	AlignmentEligibleOverallMean	AlignmentEligibleOverallSD	AlignmentEligibleOverallNSeeds	IntegrationRank	ClusteringRank	AlignmentRank	CoreOverallRank	effective_n_features	Method	Integrator
STOmics0224	scanpy_seurat_v3_batch	2000	expression_driven	scvi	0.8355480786871033	0.0108939817867256	3	0.5438089059540383	0.0070506191987653	3	0.6896784923205709	0.0086270358316678	3	0.3305942493259404	0.0141586621919514	3	0.6221791496199441	0.0671508835330942	3	0.4763866994729422	0.0361966725629126	3	NA	NA	0	0.5830325958967566	0.0173670019970685	3	NA	NA	0	7	28	NA	19	2000	Scanpy Seurat v3, batch	scVI
STOmics0224	seurat_vst	2000	expression_driven	cellcharter	0.4046716263966048	0.0182823252747135	3	0.7980309338849203	0.0618649431127406	3	0.6013512801407626	0.0262836540245498	3	0.6879776724685649	0.0040300829773659	3	0.6518497389473027	0.0065825703456571	3	0.6699137057079337	0.0024919044869525	3	NA	NA	0	0.6356324929243482	0.0141666131086796	3	NA	NA	0	6	30	NA	16	2000	Seurat VST	CellCharter
STOmics0224	seurat_vst	2000	expression_driven	scvi	0.7086061999810042	0.1170818402421541	3	0.4630028854736621	0.0303503457641052	3	0.5858045427273332	0.0686326147908625	3	0.4882227603415596	0.0278518499614126	3	0.6324108853946757	0.0864706525224739	3	0.5603168228681176	0.0513969044053119	3	NA	NA	0	0.5730606827977254	0.0247798484313887	3	NA	NA	0	22	21	NA	24	2000	Seurat VST	scVI
STOmics0224	somde	2000	spatially_informed	cellcharter	0.3147883488374203	0.0216743959685919	3	0.8129930968576641	0.0269424929128442	3	0.5638907228475422	0.022977972083435	3	0.7140417189851771	0.0119917299681602	3	0.6886510996828119	0.0372305578284002	3	0.7013464093339944	0.0137835716151637	3	NA	NA	0	0.6326185660907683	0.0141530084728153	3	NA	NA	0	18	21	NA	20	2000	SOMDE	CellCharter
STOmics0224	somde	2000	spatially_informed	scvi	0.7561289944552136	0.0165137338193524	3	0.5170858000039629	0.0491677199811409	3	0.6366073972295883	0.0303653753014678	3	0.5129311223594991	0.0303993131259981	3	0.7631087706941958	0.0809040525660931	3	0.6380199465268475	0.0301539277133858	3	NA	NA	0	0.6373136718782179	0.0302289125837824	3	NA	NA	0	18	5	NA	8	2000	SOMDE	scVI
STOmics0224	triku	2000	expression_driven	cellcharter	0.3383261406382398	0.0125576998270621	3	0.7546158855795966	0.0208949978097639	3	0.5464710131089182	0.0106587294586207	3	0.7102904909587169	0.0105581732778601	3	0.7019618675877889	0.0187047741965253	3	0.7061261792732528	0.0143872683025189	3	NA	NA	0	0.6262985961910855	0.0090023909080679	3	NA	NA	0	28	14	NA	28	2000	triku	CellCharter
STOmics0224	triku	2000	expression_driven	scvi	0.7862254154839144	0.0068439966318034	3	0.4884319399475584	0.0168605844335118	3	0.6373286777157364	0.0054937320717383	3	0.4790874883151476	0.0153782920372369	3	0.6885606556191192	0.0973539765208757	3	0.5838240719671334	0.0556446302641479	3	NA	NA	0	0.6105763748414349	0.0299694746399461	3	NA	NA	0	17	17	NA	12	2000	triku	scVI
DLPFC	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.612973440580307	6.4539782183857e-4	3	0.9338291179288052	0.00232915263497306	3	0.773401279254556	0.00110496238966484	3	0.6767155419220012	4.5009622655741e-4	3	0.7886568051363394	0.0935465279770568	3	0.7326861735291703	0.04674369243106379	3	0.9378220854586432	0.00730832000936345	3	0.7530437263918631	0.02291467850180252	3	0.8146365127474565	0.01374661635095983	3	2	8	5	6	354	Exact HVG-SVG intersection	CellCharter
DLPFC	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.8719244742501209	0.00609372695185607	3	0.7184305114248883	0.00472302133242044	3	0.7951774928375047	0.00519864583836148	3	0.5026700688698438	0.01023308805442538	3	0.691681821967889	0.03133040476744066	3	0.5971759454188663	0.01934323657238413	3	0.8055990022137004	0.00646695821285791	3	0.6961767191281855	0.01207732428720473	3	0.7326508134900238	0.00998105106196934	3	3	11	10	5	354	Exact HVG-SVG intersection	scVI
DLPFC	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.5501402444129934	0.00449054574927719	3	0.9752979813978158	0.00788392522929954	3	0.7627191129054046	0.0026546711949955	3	0.6972775374719057	0.00519781375066315	3	0.7510610962871697	0.08191200900399945	3	0.7241693168795376	0.04156616790111234	3	0.9303685182419098	0.00910302627394263	3	0.7434442148924711	0.02170197042351362	3	0.8057523160089507	0.01158530932396691	3	8	9	8	9	2000	Balanced HVG-SVG union	CellCharter
DLPFC	hybrid_hvg_svg_union	2000	hybrid	scvi	0.7010286436477197	0.06086088455461252	3	0.71291476833366485	0.03149772581829068	3	0.7069717059906923	0.04386995951928928	3	0.469786259428964	0.03989420851086237	3	0.7015402328778239	0.08087213083225431	3	0.5856632461533939	0.06033535186982496	3	0.776742454875456	0.02943903705726039	3	0.646317476072043	0.05095771297985926	3	0.6897924690065139	0.04369761024457614	3	26	16	15	19	2000	Balanced HVG-SVG union	scVI
E8p5Embryo	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.47223653018703654	0.00410989200800016	3	NA	NA	0	0.47223653018703654	0.00410989200800016	3	0.7422338466925601	0.00407221341591898	3	NA	NA	0	0.7422338466925601	0.00407221341591898	3	NA	NA	0	0.6072351884397983	0.00365911154821916	3	NA	NA	0	22	2	NA	7	253	Exact HVG-SVG intersection	CellCharter
E8p5Embryo	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.7210760427448807	0.0073572784089484	3	NA	NA	0	0.7210760427448807	0.0073572784089484	3	0.413244281958272	0.01233113115823465	3	NA	NA	0	0.413244281958272	0.01233113115823465	3	NA	NA	0	0.5671601623515764	0.0098366320416479	3	NA	NA	0	29	3	NA	9	253	Exact HVG-SVG intersection	scVI
E8p5Embryo	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.4808867041764958	0.00289132263364994	3	NA	NA	0	0.4808867041764958	0.00289132263364994	3	0.6584522997861461	0.01015809219871032	3	NA	NA	0	0.6584522997861461	0.01015809219871032	3	NA	NA	0	0.569669501981321	0.00368435033551263	3	NA	NA	0	20	14	NA	19	2000	Balanced HVG-SVG union	CellCharter
E8p5Embryo	hybrid_hvg_svg_union	2000	hybrid	scvi	0.7340146002747998	0.00399319953297892	3	NA	NA	0	0.7340146002747998	0.00399319953297892	3	0.3783057698399454	0.01934232516481532	3	NA	NA	0	0.3783057698399454	0.01934232516481532	3	NA	NA	0	0.5561601850573726	0.00816985855991418	3	NA	NA	0	23	13	NA	19	2000	Balanced HVG-SVG union	scVI
E9p5Embryo	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.5349721747834121	0.00183511349231228	3	NA	NA	0	0.5349721747834121	0.00183511349231228	3	0.712277920757236	0.0127030595877792	3	NA	NA	0	0.712277920757236	0.0127030595877792	3	NA	NA	0	0.6236250477703239	0.0054358053154092	3	NA	NA	0	11	5	NA	1	290	Exact HVG-SVG intersection	CellCharter
E9p5Embryo	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.7327088792574584	0.00494591034661149	3	NA	NA	0	0.7327088792574584	0.00494591034661149	3	0.33981868485240363	0.01190922892656416	3	NA	NA	0	0.33981868485240363	0.01190922892656416	3	NA	NA	0	0.5362637820549311	0.00553541017872726	3	NA	NA	0	11	22	NA	21	290	Exact HVG-SVG intersection	scVI
E9p5Embryo	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.4987916749068956	0.01165452796885814	3	NA	NA	0	0.4987916749068956	0.01165452796885814	3	0.6728854758687213	0.02975759488936884	3	NA	NA	0	0.6728854758687213	0.02975759488936884	3	NA	NA	0	0.5858385753878084	0.02061423840917823	3	NA	NA	0	29	10	NA	15	2000	Balanced HVG-SVG union	CellCharter
E9p5Embryo	hybrid_hvg_svg_union	2000	hybrid	scvi	0.6884448614539261	8.7949767707598e-4	3	NA	NA	0	0.6884448614539261	8.7949767707598e-4	3	0.39679552294156345	0.00298972063843972	3	NA	NA	0	0.39679552294156345	0.00298972063843972	3	NA	NA	0	0.5426201921977448	0.00186056601497863	3	NA	NA	0	24	8	NA	14	2000	Balanced HVG-SVG union	scVI
MouseBrainSerialSections	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.6275848954031317	0.00290525035830982	3	0.8144630682663857	0.00694884964438637	3	0.7210239818347587	0.00206788626112503	3	0.7903127354832656	0.00173456429868041	3	0.8051460381148065	0.00357709382340002	3	0.7977293867990362	0.0015835359055364	3	0.9565938680291776	0.00696282044114657	3	0.7593766843168974	0.00131360924283364	3	0.8251157455543242	0.0031371647193267	3	14	13	28	13	1157	Exact HVG-SVG intersection	CellCharter
MouseBrainSerialSections	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.5878025278841718	0.07303228394274085	3	0.7597921845857214	0.01126532750597755	3	0.6737973562349465	0.03964611234051917	3	0.7459542768476052	0.02040166165164846	3	0.8146342161014402	0.06186964849951939	3	0.7802942464745226	0.04058606051382333	3	0.8950491148582621	0.03562413766271132	3	0.7270458013547346	0.01021844302844634	3	0.7830469058559104	0.01450320303896962	3	8	6	8	6	1157	Exact HVG-SVG intersection	scVI
MouseBrainSerialSections	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.56790359590459	0.01949056595760945	3	0.8560602730017997	0.01896061892155472	3	0.7119819344531949	0.00639745176305922	3	0.7908630896633214	0.00530792846840043	3	0.8083163184531384	0.02643032343740991	3	0.7995897040582299	0.01221760855308635	3	0.9640239385081858	0.00707900599302246	3	0.7557858192557124	0.00850822853313214	3	0.8251985256732035	0.00337653320064695	3	26	8	12	24	2000	Balanced HVG-SVG union	CellCharter
MouseBrainSerialSections	hybrid_hvg_svg_union	2000	hybrid	scvi	0.31077922431896937	0.03961973662052724	3	0.5367195207562344	0.03883383784255202	3	0.42374937253760186	0.03323472390563218	3	0.5562769847174515	0.01140514851842459	3	0.4368200688238481	0.04377158204153151	3	0.49654852677064976	0.01801477434263927	3	0.7147193884562407	0.03972150731575118	3	0.46014894965412584	0.02536683094968864	3	0.5450057625881642	0.01971918204312674	3	24	28	20	28	2000	Balanced HVG-SVG union	scVI
STOmics0212	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.08619465303018303	0.01835318282074428	3	0.7421615053533314	0.01317416967758591	3	0.41417807919175714	0.01218331257163609	3	0.730815545041136	0.00945540768028069	3	0.8595875922841477	0.0597850092835464	3	0.7952015686626419	0.03442100275845361	3	NA	NA	0	0.6046898239271995	0.0112324376483683	3	NA	NA	0	26	3	NA	6	488	Exact HVG-SVG intersection	CellCharter
STOmics0212	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.37247877727605977	0.0060163682036982	3	0.7135925961635768	0.01446834416456703	3	0.5430356867198183	0.0062624475938365	3	0.6100084568922287	0.01916765449952003	3	0.6430204881540451	0.05425988533687862	3	0.626514472523137	0.03521903806768926	3	NA	NA	0	0.5847750796214776	0.02008516185901604	3	NA	NA	0	6	7	NA	4	488	Exact HVG-SVG intersection	scVI
STOmics0212	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.1640270771022248	0.02081421831041659	3	0.8028375277119949	0.01646139322184788	3	0.4834323024071099	0.01818692219142676	3	0.695459934350055	0.00284059812871428	3	0.6702320123862521	0.03078688337451624	3	0.6828459733681536	0.01422658267705803	3	NA	NA	0	0.5831391378876317	0.00369877745317332	3	NA	NA	0	11	23	NA	21	2000	Balanced HVG-SVG union	CellCharter
STOmics0212	hybrid_hvg_svg_union	2000	hybrid	scvi	0.3954156110845752	0.0308180043086122	3	0.6471448877914444	0.028848051360958	3	0.5212802494380099	0.02824027245751426	3	0.6101273396084574	0.03143039727636732	3	0.5764805743414368	0.04900365724451612	3	0.5933039569749471	0.03989309448842212	3	NA	NA	0	0.5572921032064785	0.01507850469093889	3	NA	NA	0	19	14	NA	18	2000	Balanced HVG-SVG union	scVI
STOmics0218	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.6738186786868184	0.01428695427517721	3	0.8522515020571649	0.00944846629388271	3	0.7630350903719917	0.00991466683712849	3	0.7365986892240715	0.0030580936170158	3	0.7307432795931725	0.02159297334644711	3	0.7336709844086219	0.01187283275184083	3	NA	NA	0	0.7483530373903068	0.00768396148255229	3	NA	NA	0	2	30	NA	17	889	Exact HVG-SVG intersection	CellCharter
STOmics0218	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.8292975738874651	0.00722988435402566	3	0.696793698082875	0.00690913315512707	3	0.76304563598517	0.00695382766469759	3	0.69350700847422	0.00420035336413678	3	0.7662536585734513	0.03046166574367763	3	0.7298803335238357	0.01715225433362503	3	NA	NA	0	0.7464629847545029	0.00783318669946873	3	NA	NA	0	10	13	NA	8	889	Exact HVG-SVG intersection	scVI
STOmics0218	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.6338710558384714	0.02497337430273323	3	0.8670765238586048	0.01193076124495859	3	0.7504737898485381	0.00762368783369128	3	0.7411188515099152	0.00363746411894065	3	0.7661286704273674	0.03539188971822921	3	0.7536237609686413	0.01905763490673379	3	NA	NA	0	0.7520487754085897	0.00591655197429499	3	NA	NA	0	15	10	NA	12	2000	Balanced HVG-SVG union	CellCharter
STOmics0218	hybrid_hvg_svg_union	2000	hybrid	scvi	0.8097899928061717	0.00745847569205124	3	0.7028309125365446	0.01052212600559156	3	0.7563104526713581	0.00895377906976805	3	0.6734783973924361	0.00138895116746349	3	0.7640070236485524	0.0397360909746449	3	0.7187427105204942	0.01946051427874019	3	NA	NA	0	0.7375265815959261	0.00748188468944834	3	NA	NA	0	18	23	NA	25	2000	Balanced HVG-SVG union	scVI
STOmics0224	hybrid_hvg_svg_intersection	2000	hybrid	cellcharter	0.48482791498234	0.0211857899549508	3	0.7213863514326766	0.076680479844918	3	0.6031071332075082	0.02872568347199979	3	0.6711458572848322	0.01089947955860816	3	0.7344816870739294	0.0407704299977036	3	0.7028137721793808	0.01600066368240029	3	NA	NA	0	0.6529604526934446	0.02223133585630857	3	NA	NA	0	5	19	NA	7	134	Exact HVG-SVG intersection	CellCharter
STOmics0224	hybrid_hvg_svg_intersection	2000	hybrid	scvi	0.8731028011089506	0.0081997675478421	3	0.5259493843723936	0.02483853038776135	3	0.699526092740672	0.01650794630752868	3	0.3031155861723849	0.01562673850759606	3	0.5357352362542463	0.09733120911356684	3	0.4194254112133156	0.04784479812868555	3	NA	NA	0	0.5594757519769938	0.02914270669052509	3	NA	NA	0	4	29	NA	28	134	Exact HVG-SVG intersection	scVI
STOmics0224	hybrid_hvg_svg_union	2000	hybrid	cellcharter	0.3425955527714188	0.02185346742362864	3	0.751953060095937	0.03587136366179785	3	0.5472743064336779	0.01488505264678466	3	0.7110491306327517	0.01074812917995142	3	0.6661836553823276	0.02070606597305363	3	0.6886163930075396	0.01571618296210291	3	NA	NA	0	0.6179453497206087	0.01238017662549352	3	NA	NA	0	27	26	NA	31	2000	Balanced HVG-SVG union	CellCharter
STOmics0224	hybrid_hvg_svg_union	2000	hybrid	scvi	0.7334970562476073	0.03143668591387887	3	0.5282944256005772	0.04068329796147817	3	0.6308957409240922	0.03574733329530948	3	0.5063175421671492	0.02264968916440547	3	0.7857701509837219	0.06550030038277485	3	0.6460438465754356	0.04089297793370665	3	NA	NA	0	0.6384697937497639	0.02741862388909755	3	NA	NA	0	19	4	NA	7	2000	Balanced HVG-SVG union	scVI
