dataset	fs_method	n_features	MethodGroup	Dataset	Method	Task	Difference
E9p5Embryo	scanpy_seurat_batch	2000	expression_driven	E9.5 Embryo	Scanpy Seurat, batch	Clustering	0.28785978047479716
E9p5Embryo	scanpy_seurat_v3	2000	expression_driven	E9.5 Embryo	Scanpy Seurat v3	Core overall	0.06752259263147908
E9p5Embryo	scanpy_seurat_v3	2000	expression_driven	E9.5 Embryo	Scanpy Seurat v3	Integration	-0.1701436728515089
E9p5Embryo	scanpy_seurat_v3	2000	expression_driven	E9.5 Embryo	Scanpy Seurat v3	Clustering	0.30518885811446705
E9p5Embryo	scanpy_seurat_v3_batch	2000	expression_driven	E9.5 Embryo	Scanpy Seurat v3, batch	Core overall	0.07343456507464452
E9p5Embryo	scanpy_seurat_v3_batch	2000	expression_driven	E9.5 Embryo	Scanpy Seurat v3, batch	Integration	-0.17558508017130048
E9p5Embryo	scanpy_seurat_v3_batch	2000	expression_driven	E9.5 Embryo	Scanpy Seurat v3, batch	Clustering	0.32245421032058935
E9p5Embryo	scry	2000	expression_driven	E9.5 Embryo	scry	Core overall	0.007883097345562362
E9p5Embryo	scry	2000	expression_driven	E9.5 Embryo	scry	Integration	-0.20830244864532121
E9p5Embryo	scry	2000	expression_driven	E9.5 Embryo	scry	Clustering	0.2240686433364461
E9p5Embryo	seurat_disp	2000	expression_driven	E9.5 Embryo	Seurat Dispersion	Core overall	0.07006011444044735
E9p5Embryo	seurat_disp	2000	expression_driven	E9.5 Embryo	Seurat Dispersion	Integration	-0.1453992352707386
E9p5Embryo	seurat_disp	2000	expression_driven	E9.5 Embryo	Seurat Dispersion	Clustering	0.28551946415163354
E9p5Embryo	seurat_mvp	2000	expression_driven	E9.5 Embryo	Seurat MVP	Core overall	0.06589856588694853
E9p5Embryo	seurat_mvp	2000	expression_driven	E9.5 Embryo	Seurat MVP	Integration	-0.20347283179203146
E9p5Embryo	seurat_mvp	2000	expression_driven	E9.5 Embryo	Seurat MVP	Clustering	0.3352699635659284
E9p5Embryo	seurat_sct	2000	expression_driven	E9.5 Embryo	Seurat sctransform	Core overall	0.0019587595587800544
E9p5Embryo	seurat_sct	2000	expression_driven	E9.5 Embryo	Seurat sctransform	Integration	-0.16755581055750468
E9p5Embryo	seurat_sct	2000	expression_driven	E9.5 Embryo	Seurat sctransform	Clustering	0.1714733296750649
E9p5Embryo	seurat_vst	2000	expression_driven	E9.5 Embryo	Seurat VST	Core overall	0.07042434210065607
E9p5Embryo	seurat_vst	2000	expression_driven	E9.5 Embryo	Seurat VST	Integration	-0.17138444793279295
E9p5Embryo	seurat_vst	2000	expression_driven	E9.5 Embryo	Seurat VST	Clustering	0.31223313213410503
E9p5Embryo	singleCellHaystack	2000	expression_driven	E9.5 Embryo	singleCellHaystack	Core overall	0.036791605921089876
E9p5Embryo	singleCellHaystack	2000	expression_driven	E9.5 Embryo	singleCellHaystack	Integration	-0.19208453681680193
E9p5Embryo	singleCellHaystack	2000	expression_driven	E9.5 Embryo	singleCellHaystack	Clustering	0.2656677486589817
E9p5Embryo	somde	2000	spatially_informed	E9.5 Embryo	SOMDE	Core overall	0.0219840023704988
E9p5Embryo	somde	2000	spatially_informed	E9.5 Embryo	SOMDE	Integration	-0.1715823029601627
E9p5Embryo	somde	2000	spatially_informed	E9.5 Embryo	SOMDE	Clustering	0.21555030770116018
E9p5Embryo	sparkx	2000	spatially_informed	E9.5 Embryo	SPARK-X	Core overall	0.017468380166027475
E9p5Embryo	sparkx	2000	spatially_informed	E9.5 Embryo	SPARK-X	Integration	-0.19516412783443093
E9p5Embryo	sparkx	2000	spatially_informed	E9.5 Embryo	SPARK-X	Clustering	0.2301008881664856
E9p5Embryo	spatialde	2000	spatially_informed	E9.5 Embryo	SpatialDE	Core overall	0.025649038298737104
E9p5Embryo	spatialde	2000	spatially_informed	E9.5 Embryo	SpatialDE	Integration	-0.1879296949731014
E9p5Embryo	spatialde	2000	spatially_informed	E9.5 Embryo	SpatialDE	Clustering	0.23922777157057534
E9p5Embryo	statistic_mean	2000	expression_driven	E9.5 Embryo	Mean expression	Core overall	0.012623358236840021
E9p5Embryo	statistic_mean	2000	expression_driven	E9.5 Embryo	Mean expression	Integration	-0.20382915924558398
E9p5Embryo	statistic_mean	2000	expression_driven	E9.5 Embryo	Mean expression	Clustering	0.22907587571926386
E9p5Embryo	statistic_variance	2000	expression_driven	E9.5 Embryo	Expression variance	Core overall	0.011526874018444766
E9p5Embryo	statistic_variance	2000	expression_driven	E9.5 Embryo	Expression variance	Integration	-0.21082870647628638
E9p5Embryo	statistic_variance	2000	expression_driven	E9.5 Embryo	Expression variance	Clustering	0.2338824545131758
E9p5Embryo	triku	2000	expression_driven	E9.5 Embryo	triku	Core overall	0.058779499090140575
E9p5Embryo	triku	2000	expression_driven	E9.5 Embryo	triku	Integration	-0.17632874647439878
E9p5Embryo	triku	2000	expression_driven	E9.5 Embryo	triku	Clustering	0.29388774465467993
MouseBrainSerialSections	Brennecke	2000	expression_driven	Mouse Brain	Brennecke	Core overall	0.21666453736292535
MouseBrainSerialSections	Brennecke	2000	expression_driven	Mouse Brain	Brennecke	Integration	0.18402389210521486
MouseBrainSerialSections	Brennecke	2000	expression_driven	Mouse Brain	Brennecke	Clustering	0.24930518262063572
MouseBrainSerialSections	Brennecke	2000	expression_driven	Mouse Brain	Brennecke	Alignment	0.08238292616405885
MouseBrainSerialSections	anticor	2000	expression_driven	Mouse Brain	Anticor	Core overall	0.25423274807331153
MouseBrainSerialSections	anticor	2000	expression_driven	Mouse Brain	Anticor	Integration	0.24545224266376348
MouseBrainSerialSections	anticor	2000	expression_driven	Mouse Brain	Anticor	Clustering	0.26301325348285987
MouseBrainSerialSections	anticor	2000	expression_driven	Mouse Brain	Anticor	Alignment	0.3552269130936683
MouseBrainSerialSections	dubstepr	2000	expression_driven	Mouse Brain	DUBStepR	Core overall	0.22440628358099046
MouseBrainSerialSections	dubstepr	2000	expression_driven	Mouse Brain	DUBStepR	Integration	0.2037971185176446
MouseBrainSerialSections	dubstepr	2000	expression_driven	Mouse Brain	DUBStepR	Clustering	0.24501544864433644
MouseBrainSerialSections	dubstepr	2000	expression_driven	Mouse Brain	DUBStepR	Alignment	0.23318974255098146
MouseBrainSerialSections	hotspot	2000	expression_driven	Mouse Brain	Hotspot	Core overall	0.3308890704590683
MouseBrainSerialSections	hotspot	2000	expression_driven	Mouse Brain	Hotspot	Integration	0.32439666743556467
MouseBrainSerialSections	hotspot	2000	expression_driven	Mouse Brain	Hotspot	Clustering	0.3373814734825721
MouseBrainSerialSections	hotspot	2000	expression_driven	Mouse Brain	Hotspot	Alignment	0.28884647802087227
MouseBrainSerialSections	morans_i	2000	spatially_informed	Mouse Brain	Moran's I	Core overall	0.25939195964312894
MouseBrainSerialSections	morans_i	2000	spatially_informed	Mouse Brain	Moran's I	Integration	0.2874749528509011
MouseBrainSerialSections	morans_i	2000	spatially_informed	Mouse Brain	Moran's I	Clustering	0.23130896643535703
MouseBrainSerialSections	morans_i	2000	spatially_informed	Mouse Brain	Moran's I	Alignment	0.43189312579165096
MouseBrainSerialSections	nbumi	2000	expression_driven	Mouse Brain	NBumi	Core overall	0.09203699292218648
MouseBrainSerialSections	nbumi	2000	expression_driven	Mouse Brain	NBumi	Integration	0.10832078079548402
MouseBrainSerialSections	nbumi	2000	expression_driven	Mouse Brain	NBumi	Clustering	0.07575320504888883
MouseBrainSerialSections	nbumi	2000	expression_driven	Mouse Brain	NBumi	Alignment	0.06959000345674804
MouseBrainSerialSections	nnsvg	2000	spatially_informed	Mouse Brain	nnSVG	Core overall	0.16914624358177544
MouseBrainSerialSections	nnsvg	2000	spatially_informed	Mouse Brain	nnSVG	Integration	0.17185813192156418
MouseBrainSerialSections	nnsvg	2000	spatially_informed	Mouse Brain	nnSVG	Clustering	0.16643435524198658
MouseBrainSerialSections	nnsvg	2000	spatially_informed	Mouse Brain	nnSVG	Alignment	0.18308354047970787
MouseBrainSerialSections	osca	2000	expression_driven	Mouse Brain	OSCA	Core overall	0.19589620355583204
MouseBrainSerialSections	osca	2000	expression_driven	Mouse Brain	OSCA	Integration	0.2516816780513791
MouseBrainSerialSections	osca	2000	expression_driven	Mouse Brain	OSCA	Clustering	0.1401107290602852
MouseBrainSerialSections	osca	2000	expression_driven	Mouse Brain	OSCA	Alignment	0.30451896733317385
MouseBrainSerialSections	scPNMF	2000	expression_driven	Mouse Brain	scPNMF	Core overall	0.2420168626076391
MouseBrainSerialSections	scPNMF	2000	expression_driven	Mouse Brain	scPNMF	Integration	0.31570940754180216
MouseBrainSerialSections	scPNMF	2000	expression_driven	Mouse Brain	scPNMF	Clustering	0.1683243176734761
MouseBrainSerialSections	scPNMF	2000	expression_driven	Mouse Brain	scPNMF	Alignment	0.42215846917412714
MouseBrainSerialSections	scanpy_cell_ranger	2000	expression_driven	Mouse Brain	Scanpy Cell Ranger	Core overall	-0.03440051931695931
MouseBrainSerialSections	scanpy_cell_ranger	2000	expression_driven	Mouse Brain	Scanpy Cell Ranger	Integration	-0.008241507409744386
MouseBrainSerialSections	scanpy_cell_ranger	2000	expression_driven	Mouse Brain	Scanpy Cell Ranger	Clustering	-0.060559531224174346
MouseBrainSerialSections	scanpy_cell_ranger	2000	expression_driven	Mouse Brain	Scanpy Cell Ranger	Alignment	-0.007508419154689583
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	expression_driven	Mouse Brain	Scanpy Cell Ranger, batch	Core overall	-0.022017308664476598
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	expression_driven	Mouse Brain	Scanpy Cell Ranger, batch	Integration	5.491693529080521e-5
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	expression_driven	Mouse Brain	Scanpy Cell Ranger, batch	Clustering	-0.044089534264244
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	expression_driven	Mouse Brain	Scanpy Cell Ranger, batch	Alignment	-0.007121943859872193
MouseBrainSerialSections	scanpy_pearson	2000	expression_driven	Mouse Brain	Scanpy Pearson	Core overall	0.2491210265549607
MouseBrainSerialSections	scanpy_pearson	2000	expression_driven	Mouse Brain	Scanpy Pearson	Integration	0.3284882998369222
MouseBrainSerialSections	scanpy_pearson	2000	expression_driven	Mouse Brain	Scanpy Pearson	Clustering	0.1697537532729988
MouseBrainSerialSections	scanpy_pearson	2000	expression_driven	Mouse Brain	Scanpy Pearson	Alignment	0.39275351436200545
MouseBrainSerialSections	scanpy_pearson_batch	2000	expression_driven	Mouse Brain	Scanpy Pearson, batch	Core overall	0.28203115542105356
MouseBrainSerialSections	scanpy_pearson_batch	2000	expression_driven	Mouse Brain	Scanpy Pearson, batch	Integration	0.30932738644804186
MouseBrainSerialSections	scanpy_pearson_batch	2000	expression_driven	Mouse Brain	Scanpy Pearson, batch	Clustering	0.2547349243940653
MouseBrainSerialSections	scanpy_pearson_batch	2000	expression_driven	Mouse Brain	Scanpy Pearson, batch	Alignment	0.26576856365220913
MouseBrainSerialSections	scanpy_seurat	2000	expression_driven	Mouse Brain	Scanpy Seurat	Core overall	-0.013073031122697532
MouseBrainSerialSections	scanpy_seurat	2000	expression_driven	Mouse Brain	Scanpy Seurat	Integration	0.0054857266819096084
MouseBrainSerialSections	scanpy_seurat	2000	expression_driven	Mouse Brain	Scanpy Seurat	Clustering	-0.03163178892730456
MouseBrainSerialSections	scanpy_seurat	2000	expression_driven	Mouse Brain	Scanpy Seurat	Alignment	0.013408790783819735
MouseBrainSerialSections	scanpy_seurat_batch	2000	expression_driven	Mouse Brain	Scanpy Seurat, batch	Core overall	0.0835717671857159
MouseBrainSerialSections	scanpy_seurat_batch	2000	expression_driven	Mouse Brain	Scanpy Seurat, batch	Integration	0.1183632347603818
MouseBrainSerialSections	scanpy_seurat_batch	2000	expression_driven	Mouse Brain	Scanpy Seurat, batch	Clustering	0.048780299611049904
MouseBrainSerialSections	scanpy_seurat_batch	2000	expression_driven	Mouse Brain	Scanpy Seurat, batch	Alignment	0.08776873138123475
MouseBrainSerialSections	scanpy_seurat_v3	2000	expression_driven	Mouse Brain	Scanpy Seurat v3	Core overall	0.050974870189360644
MouseBrainSerialSections	scanpy_seurat_v3	2000	expression_driven	Mouse Brain	Scanpy Seurat v3	Integration	0.05975190635402239
MouseBrainSerialSections	scanpy_seurat_v3	2000	expression_driven	Mouse Brain	Scanpy Seurat v3	Clustering	0.04219783402469879
MouseBrainSerialSections	scanpy_seurat_v3	2000	expression_driven	Mouse Brain	Scanpy Seurat v3	Alignment	0.02651347532554038
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	expression_driven	Mouse Brain	Scanpy Seurat v3, batch	Core overall	0.1497012293104084
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	expression_driven	Mouse Brain	Scanpy Seurat v3, batch	Integration	0.19462436074884815
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	expression_driven	Mouse Brain	Scanpy Seurat v3, batch	Clustering	0.10477809787196879
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	expression_driven	Mouse Brain	Scanpy Seurat v3, batch	Alignment	0.13916957907376226
MouseBrainSerialSections	scry	2000	expression_driven	Mouse Brain	scry	Core overall	0.33184462911080265
MouseBrainSerialSections	scry	2000	expression_driven	Mouse Brain	scry	Integration	0.3380707344365342
MouseBrainSerialSections	scry	2000	expression_driven	Mouse Brain	scry	Clustering	0.3256185237850713
MouseBrainSerialSections	scry	2000	expression_driven	Mouse Brain	scry	Alignment	0.3971961300620691
MouseBrainSerialSections	seurat_disp	2000	expression_driven	Mouse Brain	Seurat Dispersion	Core overall	0.2225928477567849
MouseBrainSerialSections	seurat_disp	2000	expression_driven	Mouse Brain	Seurat Dispersion	Integration	0.2471432907836847
MouseBrainSerialSections	seurat_disp	2000	expression_driven	Mouse Brain	Seurat Dispersion	Clustering	0.198042404729885
MouseBrainSerialSections	seurat_disp	2000	expression_driven	Mouse Brain	Seurat Dispersion	Alignment	0.2059123441222287
MouseBrainSerialSections	seurat_mvp	2000	expression_driven	Mouse Brain	Seurat MVP	Core overall	-0.005043368959192773
MouseBrainSerialSections	seurat_mvp	2000	expression_driven	Mouse Brain	Seurat MVP	Integration	0.0055082264530030844
MouseBrainSerialSections	seurat_mvp	2000	expression_driven	Mouse Brain	Seurat MVP	Clustering	-0.015594964371388631
MouseBrainSerialSections	seurat_mvp	2000	expression_driven	Mouse Brain	Seurat MVP	Alignment	0.008011935799874359
MouseBrainSerialSections	seurat_sct	2000	expression_driven	Mouse Brain	Seurat sctransform	Core overall	0.13775130315679285
MouseBrainSerialSections	seurat_sct	2000	expression_driven	Mouse Brain	Seurat sctransform	Integration	0.18276206832138842
MouseBrainSerialSections	seurat_sct	2000	expression_driven	Mouse Brain	Seurat sctransform	Clustering	0.09274053799219739
MouseBrainSerialSections	seurat_sct	2000	expression_driven	Mouse Brain	Seurat sctransform	Alignment	0.14969101621177927
MouseBrainSerialSections	seurat_vst	2000	expression_driven	Mouse Brain	Seurat VST	Core overall	0.05146565033903372
MouseBrainSerialSections	seurat_vst	2000	expression_driven	Mouse Brain	Seurat VST	Integration	0.052739321904263226
MouseBrainSerialSections	seurat_vst	2000	expression_driven	Mouse Brain	Seurat VST	Clustering	0.050191978773804324
MouseBrainSerialSections	seurat_vst	2000	expression_driven	Mouse Brain	Seurat VST	Alignment	0.02997191599052662
MouseBrainSerialSections	singleCellHaystack	2000	expression_driven	Mouse Brain	singleCellHaystack	Core overall	0.09832417034189511
MouseBrainSerialSections	singleCellHaystack	2000	expression_driven	Mouse Brain	singleCellHaystack	Integration	0.17709113705804347
MouseBrainSerialSections	singleCellHaystack	2000	expression_driven	Mouse Brain	singleCellHaystack	Clustering	0.019557203625746533
MouseBrainSerialSections	singleCellHaystack	2000	expression_driven	Mouse Brain	singleCellHaystack	Alignment	0.12887450027555802
MouseBrainSerialSections	somde	2000	spatially_informed	Mouse Brain	SOMDE	Core overall	0.25536429379128645
MouseBrainSerialSections	somde	2000	spatially_informed	Mouse Brain	SOMDE	Integration	0.2391181077654041
MouseBrainSerialSections	somde	2000	spatially_informed	Mouse Brain	SOMDE	Clustering	0.2716104798171688
MouseBrainSerialSections	somde	2000	spatially_informed	Mouse Brain	SOMDE	Alignment	0.1667153244141213
MouseBrainSerialSections	sparkx	2000	spatially_informed	Mouse Brain	SPARK-X	Core overall	0.23741846922206888
MouseBrainSerialSections	sparkx	2000	spatially_informed	Mouse Brain	SPARK-X	Integration	0.29267430614409295
MouseBrainSerialSections	sparkx	2000	spatially_informed	Mouse Brain	SPARK-X	Clustering	0.1821626323000448
MouseBrainSerialSections	sparkx	2000	spatially_informed	Mouse Brain	SPARK-X	Alignment	0.28382790076226216
MouseBrainSerialSections	spatialde	2000	spatially_informed	Mouse Brain	SpatialDE	Core overall	0.233360492741432
MouseBrainSerialSections	spatialde	2000	spatially_informed	Mouse Brain	SpatialDE	Integration	0.23429348772752906
MouseBrainSerialSections	spatialde	2000	spatially_informed	Mouse Brain	SpatialDE	Clustering	0.232427497755335
MouseBrainSerialSections	spatialde	2000	spatially_informed	Mouse Brain	SpatialDE	Alignment	0.19212042781994598
MouseBrainSerialSections	statistic_mean	2000	expression_driven	Mouse Brain	Mean expression	Core overall	0.3345948460332494
MouseBrainSerialSections	statistic_mean	2000	expression_driven	Mouse Brain	Mean expression	Integration	0.35051838068296365
MouseBrainSerialSections	statistic_mean	2000	expression_driven	Mouse Brain	Mean expression	Clustering	0.31867131138353527
MouseBrainSerialSections	statistic_mean	2000	expression_driven	Mouse Brain	Mean expression	Alignment	0.35460079816345347
MouseBrainSerialSections	statistic_variance	2000	expression_driven	Mouse Brain	Expression variance	Core overall	0.2606444108273956
MouseBrainSerialSections	statistic_variance	2000	expression_driven	Mouse Brain	Expression variance	Integration	0.42172729952995386
MouseBrainSerialSections	statistic_variance	2000	expression_driven	Mouse Brain	Expression variance	Clustering	0.09956152212483738
MouseBrainSerialSections	statistic_variance	2000	expression_driven	Mouse Brain	Expression variance	Alignment	0.5768374187527037
MouseBrainSerialSections	triku	2000	expression_driven	Mouse Brain	triku	Core overall	-0.02257953086258646
MouseBrainSerialSections	triku	2000	expression_driven	Mouse Brain	triku	Integration	-0.008766701839745372
MouseBrainSerialSections	triku	2000	expression_driven	Mouse Brain	triku	Clustering	-0.036392359885428216
MouseBrainSerialSections	triku	2000	expression_driven	Mouse Brain	triku	Alignment	-4.185643482154111e-4
STOmics0212	Brennecke	2000	expression_driven	STOmics-0212	Brennecke	Core overall	0.025223730922469212
STOmics0212	Brennecke	2000	expression_driven	STOmics-0212	Brennecke	Integration	-0.0832497524452801
STOmics0212	Brennecke	2000	expression_driven	STOmics-0212	Brennecke	Clustering	0.13369721429021852
STOmics0212	anticor	2000	expression_driven	STOmics-0212	Anticor	Core overall	0.03287013669794314
STOmics0212	anticor	2000	expression_driven	STOmics-0212	Anticor	Integration	-0.023133084659840375
STOmics0212	anticor	2000	expression_driven	STOmics-0212	Anticor	Clustering	0.08887335805572649
STOmics0212	dubstepr	2000	expression_driven	STOmics-0212	DUBStepR	Core overall	0.008584593953303687
STOmics0212	dubstepr	2000	expression_driven	STOmics-0212	DUBStepR	Integration	-0.07079933005382238
STOmics0212	dubstepr	2000	expression_driven	STOmics-0212	DUBStepR	Clustering	0.0879685179604297
STOmics0212	hotspot	2000	expression_driven	STOmics-0212	Hotspot	Core overall	0.028640262048643117
STOmics0212	hotspot	2000	expression_driven	STOmics-0212	Hotspot	Integration	-0.04964979141534159
STOmics0212	hotspot	2000	expression_driven	STOmics-0212	Hotspot	Clustering	0.10693031551262788
STOmics0212	morans_i	2000	spatially_informed	STOmics-0212	Moran's I	Core overall	0.036727766662329575
STOmics0212	morans_i	2000	spatially_informed	STOmics-0212	Moran's I	Integration	-0.04521518889088594
STOmics0212	morans_i	2000	spatially_informed	STOmics-0212	Moran's I	Clustering	0.1186707222155452
STOmics0212	nbumi	2000	expression_driven	STOmics-0212	NBumi	Core overall	0.05264565419075351
STOmics0212	nbumi	2000	expression_driven	STOmics-0212	NBumi	Integration	-0.03794895605375592
STOmics0212	nbumi	2000	expression_driven	STOmics-0212	NBumi	Clustering	0.14324026443526283
STOmics0212	nnsvg	2000	spatially_informed	STOmics-0212	nnSVG	Core overall	0.03476217839717599
STOmics0212	nnsvg	2000	spatially_informed	STOmics-0212	nnSVG	Integration	-0.022899042723652174
STOmics0212	nnsvg	2000	spatially_informed	STOmics-0212	nnSVG	Clustering	0.09242339951800393
STOmics0212	osca	2000	expression_driven	STOmics-0212	OSCA	Core overall	0.021269063397455823
STOmics0212	osca	2000	expression_driven	STOmics-0212	OSCA	Integration	-0.06494858528859981
STOmics0212	osca	2000	expression_driven	STOmics-0212	OSCA	Clustering	0.10748671208351135
STOmics0212	scPNMF	2000	expression_driven	STOmics-0212	scPNMF	Core overall	0.017890556838987215
STOmics0212	scPNMF	2000	expression_driven	STOmics-0212	scPNMF	Integration	-0.05405868170918815
STOmics0212	scPNMF	2000	expression_driven	STOmics-0212	scPNMF	Clustering	0.08983979538716225
STOmics0212	scanpy_cell_ranger	2000	expression_driven	STOmics-0212	Scanpy Cell Ranger	Core overall	0.008692603810904753
STOmics0212	scanpy_cell_ranger	2000	expression_driven	STOmics-0212	Scanpy Cell Ranger	Integration	-0.1318790626945756
STOmics0212	scanpy_cell_ranger	2000	expression_driven	STOmics-0212	Scanpy Cell Ranger	Clustering	0.14926427031638534
STOmics0212	scanpy_cell_ranger_batch	2000	expression_driven	STOmics-0212	Scanpy Cell Ranger, batch	Core overall	0.0424074387062946
STOmics0212	scanpy_cell_ranger_batch	2000	expression_driven	STOmics-0212	Scanpy Cell Ranger, batch	Integration	-0.10566720108935351
STOmics0212	scanpy_cell_ranger_batch	2000	expression_driven	STOmics-0212	Scanpy Cell Ranger, batch	Clustering	0.19048207850194265
STOmics0212	scanpy_pearson	2000	expression_driven	STOmics-0212	Scanpy Pearson	Core overall	0.018071562800436425
STOmics0212	scanpy_pearson	2000	expression_driven	STOmics-0212	Scanpy Pearson	Integration	-0.0819108298999831
STOmics0212	scanpy_pearson	2000	expression_driven	STOmics-0212	Scanpy Pearson	Clustering	0.11805395550085607
STOmics0212	scanpy_pearson_batch	2000	expression_driven	STOmics-0212	Scanpy Pearson, batch	Core overall	0.015221127813640267
STOmics0212	scanpy_pearson_batch	2000	expression_driven	STOmics-0212	Scanpy Pearson, batch	Integration	-0.0615506375751837
STOmics0212	scanpy_pearson_batch	2000	expression_driven	STOmics-0212	Scanpy Pearson, batch	Clustering	0.09199289320246418
STOmics0212	scanpy_seurat	2000	expression_driven	STOmics-0212	Scanpy Seurat	Core overall	0.04541954618603827
STOmics0212	scanpy_seurat	2000	expression_driven	STOmics-0212	Scanpy Seurat	Integration	-0.07698429608158464
STOmics0212	scanpy_seurat	2000	expression_driven	STOmics-0212	Scanpy Seurat	Clustering	0.16782338845366107
STOmics0212	scanpy_seurat_batch	2000	expression_driven	STOmics-0212	Scanpy Seurat, batch	Core overall	0.009110496049576033
STOmics0212	scanpy_seurat_batch	2000	expression_driven	STOmics-0212	Scanpy Seurat, batch	Integration	-0.08735069761286185
STOmics0212	scanpy_seurat_batch	2000	expression_driven	STOmics-0212	Scanpy Seurat, batch	Clustering	0.10557168971201403
STOmics0212	scanpy_seurat_v3	2000	expression_driven	STOmics-0212	Scanpy Seurat v3	Core overall	0.054077609353066713
STOmics0212	scanpy_seurat_v3	2000	expression_driven	STOmics-0212	Scanpy Seurat v3	Integration	-0.08240429016750023
STOmics0212	scanpy_seurat_v3	2000	expression_driven	STOmics-0212	Scanpy Seurat v3	Clustering	0.1905595088736336
STOmics0212	scanpy_seurat_v3_batch	2000	expression_driven	STOmics-0212	Scanpy Seurat v3, batch	Core overall	0.025756221242154376
STOmics0212	scanpy_seurat_v3_batch	2000	expression_driven	STOmics-0212	Scanpy Seurat v3, batch	Integration	-0.0870208520064672
STOmics0212	scanpy_seurat_v3_batch	2000	expression_driven	STOmics-0212	Scanpy Seurat v3, batch	Clustering	0.138533294490776
STOmics0212	scry	2000	expression_driven	STOmics-0212	scry	Core overall	0.028566274375026457
STOmics0212	scry	2000	expression_driven	STOmics-0212	scry	Integration	-0.04052148002788375
STOmics0212	scry	2000	expression_driven	STOmics-0212	scry	Clustering	0.09765402877793661
STOmics0212	seurat_disp	2000	expression_driven	STOmics-0212	Seurat Dispersion	Core overall	0.03601262433901509
STOmics0212	seurat_disp	2000	expression_driven	STOmics-0212	Seurat Dispersion	Integration	-0.04809054007864688
STOmics0212	seurat_disp	2000	expression_driven	STOmics-0212	Seurat Dispersion	Clustering	0.12011578875667694
STOmics0212	seurat_mvp	2000	expression_driven	STOmics-0212	Seurat MVP	Core overall	0.04154303638394563
STOmics0212	seurat_mvp	2000	expression_driven	STOmics-0212	Seurat MVP	Integration	-0.09183406276356937
STOmics0212	seurat_mvp	2000	expression_driven	STOmics-0212	Seurat MVP	Clustering	0.17492013553146046
STOmics0212	seurat_sct	2000	expression_driven	STOmics-0212	Seurat sctransform	Core overall	0.007659063781979447
STOmics0212	seurat_sct	2000	expression_driven	STOmics-0212	Seurat sctransform	Integration	-0.08484280736132493
STOmics0212	seurat_sct	2000	expression_driven	STOmics-0212	Seurat sctransform	Clustering	0.10016093492528377
STOmics0212	seurat_vst	2000	expression_driven	STOmics-0212	Seurat VST	Core overall	0.04642515531545888
STOmics0212	seurat_vst	2000	expression_driven	STOmics-0212	Seurat VST	Integration	-0.08765014260846665
STOmics0212	seurat_vst	2000	expression_driven	STOmics-0212	Seurat VST	Clustering	0.18050045323938424
STOmics0212	singleCellHaystack	2000	expression_driven	STOmics-0212	singleCellHaystack	Core overall	0.06890163850182096
STOmics0212	singleCellHaystack	2000	expression_driven	STOmics-0212	singleCellHaystack	Integration	-0.0585049690297223
STOmics0212	singleCellHaystack	2000	expression_driven	STOmics-0212	singleCellHaystack	Clustering	0.19630824603336405
STOmics0212	somde	2000	spatially_informed	STOmics-0212	SOMDE	Core overall	0.030581435782054744
STOmics0212	somde	2000	spatially_informed	STOmics-0212	SOMDE	Integration	-0.0456657609243154
STOmics0212	somde	2000	spatially_informed	STOmics-0212	SOMDE	Clustering	0.106828632488425
STOmics0212	sparkx	2000	spatially_informed	STOmics-0212	SPARK-X	Core overall	0.06694795169523426
STOmics0212	sparkx	2000	spatially_informed	STOmics-0212	SPARK-X	Integration	0.03765049586596747
STOmics0212	sparkx	2000	spatially_informed	STOmics-0212	SPARK-X	Clustering	0.09624540752450128
STOmics0212	spatialde	2000	spatially_informed	STOmics-0212	SpatialDE	Core overall	0.02757270401364953
STOmics0212	spatialde	2000	spatially_informed	STOmics-0212	SpatialDE	Integration	-0.028532587369214046
STOmics0212	spatialde	2000	spatially_informed	STOmics-0212	SpatialDE	Clustering	0.08367799539651277
STOmics0212	statistic_mean	2000	expression_driven	STOmics-0212	Mean expression	Core overall	0.03887930647421434
STOmics0212	statistic_mean	2000	expression_driven	STOmics-0212	Mean expression	Integration	-0.0439183589831178
STOmics0212	statistic_mean	2000	expression_driven	STOmics-0212	Mean expression	Clustering	0.12167697193154625
STOmics0212	statistic_variance	2000	expression_driven	STOmics-0212	Expression variance	Core overall	0.05334038602299329
STOmics0212	statistic_variance	2000	expression_driven	STOmics-0212	Expression variance	Integration	-0.020980426975499622
STOmics0212	statistic_variance	2000	expression_driven	STOmics-0212	Expression variance	Clustering	0.12766119902148632
STOmics0212	triku	2000	expression_driven	STOmics-0212	triku	Core overall	-0.006316705306774084
STOmics0212	triku	2000	expression_driven	STOmics-0212	triku	Integration	-0.10797225835129665
STOmics0212	triku	2000	expression_driven	STOmics-0212	triku	Clustering	0.09533884773774826
STOmics0218	Brennecke	2000	expression_driven	STOmics-0218	Brennecke	Core overall	0.006793225422651927
