Method	IntegrationMethod	Type	MeanRank	SDRank	Integration
scanpy-SeuratV3 (batch) (N=2,000)	cellcharter	CoreOverall	7.142857142857143	4.775931721614517	CellCharter
scanpy-SeuratV3 (batch) (N=2,000)	graphst	Alignment	17	2.886751345948129	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	graphst	Clustering	12.714285714285714	8.320943169983511	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	graphst	Integration	6	3.1091263510296048	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	graphst	CoreOverall	5.285714285714286	3.5923198500080566	GraphST
scanpy-SeuratV3 (batch) (N=2,000)	scvi	Alignment	15.857142857142858	2.0354009783964297	scVI
scanpy-SeuratV3 (batch) (N=2,000)	scvi	Clustering	14.142857142857142	7.559289460184544	scVI
scanpy-SeuratV3 (batch) (N=2,000)	scvi	Integration	13.714285714285714	6.799859942535232	scVI
scanpy-SeuratV3 (batch) (N=2,000)	scvi	CoreOverall	14	6.4031242374328485	scVI
scry (N=2,000)	cellcharter	Alignment	17.142857142857142	3.236694374850748	CellCharter
scry (N=2,000)	cellcharter	Clustering	19.857142857142858	8.745066636463697	CellCharter
scry (N=2,000)	cellcharter	Integration	13.428571428571429	5.472876844254852	CellCharter
scry (N=2,000)	cellcharter	CoreOverall	19.285714285714285	9.214377998799588	CellCharter
scry (N=2,000)	graphst	Alignment	17.857142857142858	0.8997354108424374	GraphST
scry (N=2,000)	graphst	Clustering	19.571428571428573	4.7559486560567095	GraphST
scry (N=2,000)	graphst	Integration	23.857142857142858	2.9113897843110044	GraphST
scry (N=2,000)	graphst	CoreOverall	24.285714285714285	2.7516228977511745	GraphST
scry (N=2,000)	scvi	Alignment	20.142857142857142	3.670993118515816	scVI
scry (N=2,000)	scvi	Clustering	18.285714285714285	7.4097747539828704	scVI
scry (N=2,000)	scvi	Integration	18.857142857142858	9.73701821963602	scVI
scry (N=2,000)	scvi	CoreOverall	20.428571428571427	6.778818551368738	scVI
singleCellHaystack (N=2,000)	cellcharter	Alignment	20.428571428571427	6.80336051416609	CellCharter
singleCellHaystack (N=2,000)	cellcharter	Clustering	12.142857142857142	8.39500985563391	CellCharter
singleCellHaystack (N=2,000)	cellcharter	Integration	12.428571428571429	7.114706432386907	CellCharter
singleCellHaystack (N=2,000)	cellcharter	CoreOverall	12.142857142857142	6.094494002200441	CellCharter
singleCellHaystack (N=2,000)	graphst	Alignment	18.714285714285715	7.4097747539828704	GraphST
singleCellHaystack (N=2,000)	graphst	Clustering	12.857142857142858	8.315218406202998	GraphST
singleCellHaystack (N=2,000)	graphst	Integration	12.714285714285714	7.1813249871753175	GraphST
singleCellHaystack (N=2,000)	graphst	CoreOverall	13.428571428571429	8.541216596737314	GraphST
singleCellHaystack (N=2,000)	scvi	Alignment	18.142857142857142	8.7831006565367975	scVI
singleCellHaystack (N=2,000)	scvi	Clustering	11.714285714285714	7.952238379104039	scVI
singleCellHaystack (N=2,000)	scvi	Integration	15.571428571428571	8.162049229148744	scVI
singleCellHaystack (N=2,000)	scvi	CoreOverall	13.428571428571429	10.113640011673063	scVI
triku (N=2,000)	cellcharter	Alignment	24.285714285714285	9.741907508530447	CellCharter
triku (N=2,000)	cellcharter	Clustering	10.142857142857142	6.309478885734052	CellCharter
triku (N=2,000)	cellcharter	Integration	14.714285714285714	11.455919659202191	CellCharter
triku (N=2,000)	cellcharter	CoreOverall	11.571428571428571	10.162957949618521	CellCharter
triku (N=2,000)	graphst	Alignment	23.285714285714285	10.35558280533236	GraphST
triku (N=2,000)	graphst	Clustering	7.571428571428571	8.541216596737314	GraphST
triku (N=2,000)	graphst	Integration	11.285714285714286	8.92028186614238	GraphST
triku (N=2,000)	graphst	CoreOverall	6.714285714285714	2.5634797778466227	GraphST
triku (N=2,000)	scvi	Alignment	21.571428571428573	12.686700948330932	scVI
triku (N=2,000)	scvi	Clustering	6.857142857142857	4.561745697594706	scVI
triku (N=2,000)	scvi	Integration	14	9.504384952922168	scVI
triku (N=2,000)	scvi	CoreOverall	7	4.163331998932265	scVI
