dataset	heldout_slice	method	n_features	seed	evaluation_role	metric	value	runtime_seconds	Reference	Metric
DLPFC	151673	scsegindex	2000	0	spatial_reproducibility	heldout_rank_spearman	0.3925713642425501	930.7730006119236	Moran's I	RankSpearman
DLPFC	151673	scsegindex	2000	0	heldout_clustering	heldout_ari	0.139103665521376	930.7730006119236	Moran's I	ARI
DLPFC	151673	scsegindex	2000	0	heldout_clustering	heldout_nmi	0.2929583008169418	930.7730006119236	Moran's I	NMI
DLPFC	151673	morans_i	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.5754233950374164	5.071921815164387	Moran's I	Jaccard
DLPFC	151673	morans_i	2000	0	spatial_reproducibility	heldout_moran_percentile	0.913689177349442	5.071921815164387	Moran's I	MeanReferencePercentile
DLPFC	151673	morans_i	2000	0	spatial_reproducibility	heldout_rank_spearman	0.4592119419908241	5.071921815164387	Moran's I	RankSpearman
DLPFC	151673	morans_i	2000	0	heldout_clustering	heldout_ari	0.1799649951256146	5.071921815164387	Moran's I	ARI
DLPFC	151673	morans_i	2000	0	heldout_clustering	heldout_nmi	0.3643168123038984	5.071921815164387	Moran's I	NMI
DLPFC	151673	sparkx	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.4754703061600885	132.1619899366051	Moran's I	Jaccard
DLPFC	151673	sparkx	2000	0	spatial_reproducibility	heldout_moran_percentile	0.8979123858710689	132.1619899366051	Moran's I	MeanReferencePercentile
DLPFC	151673	sparkx	2000	0	spatial_reproducibility	heldout_rank_spearman	0.4419588283911567	132.1619899366051	Moran's I	RankSpearman
DLPFC	151673	sparkx	2000	0	heldout_clustering	heldout_ari	0.175830031910875	132.1619899366051	Moran's I	ARI
DLPFC	151673	sparkx	2000	0	heldout_clustering	heldout_nmi	0.3578033510124846	132.1619899366051	Moran's I	NMI
DLPFC	151673	nnsvg	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.5879317189360858	6201.266901453957	Moran's I	Jaccard
DLPFC	151673	nnsvg	2000	0	spatial_reproducibility	heldout_moran_percentile	0.9206155123120908	6201.266901453957	Moran's I	MeanReferencePercentile
DLPFC	151673	nnsvg	2000	0	spatial_reproducibility	heldout_rank_spearman	0.4660904317385163	6201.266901453957	Moran's I	RankSpearman
DLPFC	151673	nnsvg	2000	0	heldout_clustering	heldout_ari	0.1767524914028034	6201.266901453957	Moran's I	ARI
DLPFC	151673	nnsvg	2000	0	heldout_clustering	heldout_nmi	0.3626286227332987	6201.266901453957	Moran's I	NMI
DLPFC	151673	spatialde	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.3477088948787062	766.7298991819844	Moran's I	Jaccard
DLPFC	151673	spatialde	2000	0	spatial_reproducibility	heldout_moran_percentile	0.7977982338836116	766.7298991819844	Moran's I	MeanReferencePercentile
DLPFC	151673	spatialde	2000	0	spatial_reproducibility	heldout_rank_spearman	0.3335060213204796	766.7298991819844	Moran's I	RankSpearman
DLPFC	151673	spatialde	2000	0	heldout_clustering	heldout_ari	0.2348267173904049	766.7298991819844	Moran's I	ARI
DLPFC	151673	spatialde	2000	0	heldout_clustering	heldout_nmi	0.3924152069236866	766.7298991819844	Moran's I	NMI
DLPFC	151673	somde	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.4275517487508922	976.5415872503072	Moran's I	Jaccard
DLPFC	151673	somde	2000	0	spatial_reproducibility	heldout_moran_percentile	0.8386273632758462	976.5415872503072	Moran's I	MeanReferencePercentile
DLPFC	151673	somde	2000	0	spatial_reproducibility	heldout_rank_spearman	0.3786092959099952	976.5415872503072	Moran's I	RankSpearman
DLPFC	151673	somde	2000	0	heldout_clustering	heldout_ari	0.193715889043566	976.5415872503072	Moran's I	ARI
DLPFC	151673	somde	2000	0	heldout_clustering	heldout_nmi	0.376871307180268	976.5415872503072	Moran's I	NMI
DLPFC	151673	wilcoxon	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.1235955056179775	165.85778702795506	Moran's I	Jaccard
DLPFC	151673	wilcoxon	2000	0	spatial_reproducibility	heldout_moran_percentile	0.5512068846260261	165.85778702795506	Moran's I	MeanReferencePercentile
DLPFC	151673	wilcoxon	2000	0	spatial_reproducibility	heldout_rank_spearman	0.0518543312075026	165.85778702795506	Moran's I	RankSpearman
DLPFC	151673	wilcoxon	2000	0	heldout_clustering	heldout_ari	0.2759325784686824	165.85778702795506	Moran's I	ARI
DLPFC	151673	wilcoxon	2000	0	heldout_clustering	heldout_nmi	0.424445058570104	165.85778702795506	Moran's I	NMI
MouseBrainSerialSections	section1	all_features	2000	0	spatial_reproducibility	heldout_topn_jaccard		0.0016512079164385	Moran's I	Jaccard
MouseBrainSerialSections	section1	all_features	2000	0	spatial_reproducibility	heldout_moran_percentile		0.0016512079164385	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	all_features	2000	0	spatial_reproducibility	heldout_rank_spearman		0.0016512079164385	Moran's I	RankSpearman
MouseBrainSerialSections	section1	all_features	2000	0	heldout_clustering	heldout_ari	0.7231293047354478	0.0016512079164385	Moran's I	ARI
MouseBrainSerialSections	section1	all_features	2000	0	heldout_clustering	heldout_nmi	0.7937635508129444	0.0016512079164385	Moran's I	NMI
MouseBrainSerialSections	section1	random	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.0512483574244415	0.0015059653669595	Moran's I	Jaccard
MouseBrainSerialSections	section1	random	2000	0	spatial_reproducibility	heldout_moran_percentile	0.492145816713203	0.0015059653669595	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	random	2000	0	spatial_reproducibility	heldout_rank_spearman	-0.008785474307377	0.0015059653669595	Moran's I	RankSpearman
MouseBrainSerialSections	section1	random	2000	0	heldout_clustering	heldout_ari	0.6011503384856579	0.0015059653669595	Moran's I	ARI
MouseBrainSerialSections	section1	random	2000	0	heldout_clustering	heldout_nmi	0.683633750742414	0.0015059653669595	Moran's I	NMI
MouseBrainSerialSections	section1	scanpy_seurat_v3_batch	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.4367816091954023	0.5832616463303566	Moran's I	Jaccard
MouseBrainSerialSections	section1	scanpy_seurat_v3_batch	2000	0	spatial_reproducibility	heldout_moran_percentile	0.808431441962505	0.5832616463303566	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	scanpy_seurat_v3_batch	2000	0	spatial_reproducibility	heldout_rank_spearman	0.3596228779867396	0.5832616463303566	Moran's I	RankSpearman
MouseBrainSerialSections	section1	scanpy_seurat_v3_batch	2000	0	heldout_clustering	heldout_ari	0.6094103658186519	0.5832616463303566	Moran's I	ARI
MouseBrainSerialSections	section1	scanpy_seurat_v3_batch	2000	0	heldout_clustering	heldout_nmi	0.7215317296876593	0.5832616463303566	Moran's I	NMI
MouseBrainSerialSections	section1	scanpy_cell_ranger_batch	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.2795905310300703	1.026516777463257	Moran's I	Jaccard
MouseBrainSerialSections	section1	scanpy_cell_ranger_batch	2000	0	spatial_reproducibility	heldout_moran_percentile	0.776944380733945	1.026516777463257	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	scanpy_cell_ranger_batch	2000	0	spatial_reproducibility	heldout_rank_spearman	0.3253515809190089	1.026516777463257	Moran's I	RankSpearman
MouseBrainSerialSections	section1	scanpy_cell_ranger_batch	2000	0	heldout_clustering	heldout_ari	0.6238755040561148	1.026516777463257	Moran's I	ARI
MouseBrainSerialSections	section1	scanpy_cell_ranger_batch	2000	0	heldout_clustering	heldout_nmi	0.7384306010430731	1.026516777463257	Moran's I	NMI
MouseBrainSerialSections	section1	seurat_vst	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.4367816091954023	20.548787213861942	Moran's I	Jaccard
MouseBrainSerialSections	section1	seurat_vst	2000	0	spatial_reproducibility	heldout_moran_percentile	0.808505509573195	20.548787213861942	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	seurat_vst	2000	0	spatial_reproducibility	heldout_rank_spearman	0.3597000513877653	20.548787213861942	Moran's I	RankSpearman
MouseBrainSerialSections	section1	seurat_vst	2000	0	heldout_clustering	heldout_ari	0.6060092391847668	20.548787213861942	Moran's I	ARI
MouseBrainSerialSections	section1	seurat_vst	2000	0	heldout_clustering	heldout_nmi	0.7181681682040104	20.548787213861942	Moran's I	NMI
MouseBrainSerialSections	section1	triku	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.3540961408259986	38.79895367473364	Moran's I	Jaccard
MouseBrainSerialSections	section1	triku	2000	0	spatial_reproducibility	heldout_moran_percentile	0.8317724870362984	38.79895367473364	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	triku	2000	0	spatial_reproducibility	heldout_rank_spearman	0.3832627857504526	38.79895367473364	Moran's I	RankSpearman
MouseBrainSerialSections	section1	triku	2000	0	heldout_clustering	heldout_ari	0.6238908825681662	38.79895367473364	Moran's I	ARI
MouseBrainSerialSections	section1	triku	2000	0	heldout_clustering	heldout_nmi	0.7381374564184857	38.79895367473364	Moran's I	NMI
MouseBrainSerialSections	section1	singleCellHaystack	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.4625228519195612	50.00462262891233	Moran's I	Jaccard
MouseBrainSerialSections	section1	singleCellHaystack	2000	0	spatial_reproducibility	heldout_moran_percentile	0.9064203480255286	50.00462262891233	Moran's I	MeanReferencePercentile
MouseBrainSerialSections	section1	singleCellHaystack	2000	0	spatial_reproducibility	heldout_rank_spearman	0.469377875398808	50.00462262891233	Moran's I	RankSpearman
