dataset	fs_method	n_features	integration_method	Dataset	Integrator	Comparison	Seed0	OtherSeed
STOmics0224	scPNMF	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6525927218900454	0.6167241482818568
STOmics0224	scPNMF	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6309611413351577	0.6444101052388359
STOmics0224	scanpy_cell_ranger	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6855170863938045	0.7067686929007948
STOmics0224	scanpy_cell_ranger	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5338960209928423	0.515593920965632
STOmics0224	scanpy_cell_ranger_batch	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6558365759483831	0.6466687642494292
STOmics0224	scanpy_cell_ranger_batch	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5527631641453118	0.5060041682152379
STOmics0224	scanpy_pearson	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6275207124768452	0.6455590602060893
STOmics0224	scanpy_pearson	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6429052171061727	0.6106154628154292
STOmics0224	scanpy_pearson_batch	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6468320895258897	0.6167704171599105
STOmics0224	scanpy_pearson_batch	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5878525653369489	0.5783651829848994
STOmics0224	scanpy_seurat	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.673547182683093	0.658778277580788
STOmics0224	scanpy_seurat	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.592453422609819	0.5917323863638773
STOmics0224	scanpy_seurat_batch	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6402985170782306	0.6206683682188294
STOmics0224	scanpy_seurat_batch	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5856052702547261	0.6020257423052368
STOmics0224	scanpy_seurat_v3	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6221323660758646	0.6662187344373158
STOmics0224	scanpy_seurat_v3	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5922592241867956	0.5760071663198498
STOmics0224	scanpy_seurat_v3_batch	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6578663915560589	0.679276924605472
STOmics0224	scanpy_seurat_v3_batch	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5631110078732852	0.5949834919997159
STOmics0224	scry	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6091158351043844	0.6452658460822651
STOmics0224	scry	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.598713253035392	0.5958668768677167
STOmics0224	scsegindex	500	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.5166083014407572	0.5129154403021298
STOmics0224	scsegindex	500	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.3813741953850937	0.38045233433424824
STOmics0224	seurat_disp	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6519078993573617	0.634502890228787
STOmics0224	seurat_disp	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.639439291339557	0.6318882491353719
STOmics0224	seurat_mvp	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6667256929670549	0.6577420510358954
STOmics0224	seurat_mvp	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.596991480033338	0.5889210671595039
STOmics0224	seurat_sct	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6542629260412587	0.6513300172015445
STOmics0224	seurat_sct	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6562965600883794	0.6553702452224165
STOmics0224	seurat_vst	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6519613247051803	0.6283165264879235
STOmics0224	seurat_vst	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6009537537506332	0.5535893547555149
STOmics0224	singleCellHaystack	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6313144715609291	0.6320635739931515
STOmics0224	singleCellHaystack	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.3980942865816127	0.4340622528947057
STOmics0224	somde	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.631301692519707	0.6322542807886233
STOmics0224	somde	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6373315845462917	0.669267156456384
STOmics0224	sparkx	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6320335021857337	0.6033805051984938
STOmics0224	sparkx	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5615284135129928	0.562875712568521
STOmics0224	spatialde	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6492353150471437	0.640279241314988
STOmics0224	spatialde	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6009490154611918	0.633193674274029
STOmics0224	statistic_mean	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6136537989489723	0.6418956636267834
STOmics0224	statistic_mean	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5808585566250268	0.5866648760419728
STOmics0224	statistic_variance	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6257318945159853	0.6313741875366952
STOmics0224	statistic_variance	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.57339271437558	0.5496709419725867
STOmics0224	triku	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6178926754152643	0.6252054812401601
STOmics0224	triku	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6189412290166436	0.5773131753919245
STOmics0224	wilcoxon	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6529503832498338	0.6710576243755355
STOmics0224	wilcoxon	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5987502107451032	0.6159297629349028
DLPFC	Brennecke	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6771480189590282	0.6947609352946905
DLPFC	Brennecke	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.5800858321023273	0.5961541579542071
DLPFC	TFs	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6232514023772234	0.6776489691606584
DLPFC	TFs	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.4245488177982327	0.41683663181709674
DLPFC	all_features	all	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6305055118015999	0.6714477906633642
DLPFC	all_features	all	scvi	DLPFC	scVI	Seed 0 vs 2	0.44249199900292857	0.43158763010072176
DLPFC	anticor	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7282006292652129	0.7236890722328355
DLPFC	anticor	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6725456795783104	0.6438470145172301
DLPFC	dubstepr	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7390827897999782	0.7113096664030314
DLPFC	dubstepr	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6870911955850716	0.6822580180596118
DLPFC	hotspot	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7425886940146218	0.6893894200165004
DLPFC	hotspot	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.7114522546430285	0.6995142782500484
DLPFC	morans_i	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7623621408917329	0.7410023353867026
DLPFC	morans_i	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6950572248113962	0.45994676931133704
DLPFC	nbumi	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7130821976749759	0.809041336341336
DLPFC	nbumi	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.7068891578987209	0.6774978364821368
DLPFC	nnsvg	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7253819815897808	0.7282635516847835
DLPFC	nnsvg	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.5495937627688441	0.7032631929400287
DLPFC	osca	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7292949367625903	0.7331712870850138
DLPFC	osca	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6544374547490973	0.6983639044864208
DLPFC	random	500	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.5993245923173713	0.6876992989745149
DLPFC	random	500	scvi	DLPFC	scVI	Seed 0 vs 2	0.4029234349336613	0.4915106820264932
DLPFC	scPNMF	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6863593692602175	0.6919325982176823
DLPFC	scPNMF	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6536158360948763	0.6440805172784914
DLPFC	scanpy_cell_ranger	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6533551495357899	0.6731516774717956
DLPFC	scanpy_cell_ranger	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.581024224023171	0.5620359211561117
DLPFC	scanpy_cell_ranger_batch	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6865503500943719	0.710032620721498
DLPFC	scanpy_cell_ranger_batch	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.5598434280901625	0.5857944661090634
DLPFC	scanpy_pearson	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6929951165809194	0.6978900589229761
DLPFC	scanpy_pearson	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6633703347959514	0.6559090501216154
DLPFC	scanpy_pearson_batch	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7275900526181309	0.6945527879316473
DLPFC	scanpy_pearson_batch	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6731412088113239	0.6704219888918493
DLPFC	scanpy_seurat	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6774916496660952	0.71210341202378
DLPFC	scanpy_seurat	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.5961437157958969	0.6284917968780239
DLPFC	scanpy_seurat_batch	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6974173371025071	0.6838562941835433
DLPFC	scanpy_seurat_batch	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6398973493812324	0.6453240004174575
DLPFC	scanpy_seurat_v3	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7906800377191183	0.7775835842384509
DLPFC	scanpy_seurat_v3	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6442871272319932	0.6861264304688122
DLPFC	scanpy_seurat_v3_batch	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7698093746636109	0.745495730454564
DLPFC	scanpy_seurat_v3_batch	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6889250267992486	0.6922372694833758
DLPFC	scry	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6957528154332875	0.6828699982563883
DLPFC	scry	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.5397000523897564	0.6354387487701298
DLPFC	scsegindex	500	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.585590555227335	0.6106938458031916
DLPFC	scsegindex	500	scvi	DLPFC	scVI	Seed 0 vs 2	0.5065829111292182	0.5135251051325269
DLPFC	seurat_disp	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6436109139786192	0.6869435166280133
DLPFC	seurat_disp	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6566487044059108	0.6450133646578834
DLPFC	seurat_mvp	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6845046274422175	0.7174042990622834
DLPFC	seurat_mvp	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6332469184643641	0.61200424435152
DLPFC	seurat_sct	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7275688443793147	0.729639453941231
DLPFC	seurat_sct	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.674477373061606	0.703653632287659
DLPFC	seurat_vst	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7958704409284494	0.7536957309957345
DLPFC	seurat_vst	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6864313142026992	0.6678525646916837
DLPFC	singleCellHaystack	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7640863625766032	0.7120911971351516
DLPFC	singleCellHaystack	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.7045454019269694	0.7073449895993991
DLPFC	somde	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7635548919567638	0.7388043072968963
DLPFC	somde	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.7071407305701329	0.6510070791741275
DLPFC	sparkx	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7175448255492134	0.7235218675342779
DLPFC	sparkx	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6188231806416067	0.6684374552751257
DLPFC	spatialde	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7762674650494581	0.7470927274322157
DLPFC	spatialde	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6781101743641915	0.6881947133397215
DLPFC	statistic_mean	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.6973294014905469	0.7049247299322914
DLPFC	statistic_mean	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.5338945666653867	0.5756098727482482
DLPFC	statistic_variance	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7555396876630315	0.7096888923358656
DLPFC	statistic_variance	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6751682105276389	0.6845278368642403
DLPFC	triku	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7837234851978898	0.7529775283740215
DLPFC	triku	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.6955949550928537	0.6732820251387057
DLPFC	wilcoxon	2000	cellcharter	DLPFC	CellCharter	Seed 0 vs 2	0.7429556582978643	0.758561777747903
DLPFC	wilcoxon	2000	scvi	DLPFC	scVI	Seed 0 vs 2	0.7330011597943112	0.653122529099734
E8p5Embryo	Brennecke	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.6148118282803072	0.622228392400865
E8p5Embryo	Brennecke	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5316994852766228	0.5395618824575257
E8p5Embryo	TFs	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.650831711206489	0.6491724848698601
E8p5Embryo	TFs	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5483821822182795	0.5527707593615789
E8p5Embryo	all_features	all	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.4903444139559108	0.49431452815153754
E8p5Embryo	all_features	all	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.4615984783314492	0.5184329187850121
E8p5Embryo	anticor	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.6169655936679348	0.6024323230152131
E8p5Embryo	anticor	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5694916908866027	0.5690519243034949
E8p5Embryo	dubstepr	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5582884523269638	0.5496274544228967
E8p5Embryo	dubstepr	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.565694032530533	0.5715280808600629
E8p5Embryo	hotspot	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5866421232199945	0.5922526654415683
E8p5Embryo	hotspot	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5567232987384755	0.5478123766223643
E8p5Embryo	morans_i	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5456777063774453	0.5480548353077013
E8p5Embryo	morans_i	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.575258838420628	0.5660104645457369
E8p5Embryo	nbumi	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5759539288919868	0.5889972827977397
E8p5Embryo	nbumi	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5445417137874339	0.5416940408690146
E8p5Embryo	nnsvg	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5323948888532604	0.5272257089853167
E8p5Embryo	nnsvg	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5664009891731141	0.5707662369815485
E8p5Embryo	osca	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.562917082937221	0.5748241608043804
E8p5Embryo	osca	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5687210425585572	0.5599617732047405
E8p5Embryo	random	500	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5769577495160216	0.5453718227334958
E8p5Embryo	random	500	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.4896689291370688	0.5035655697058725
E8p5Embryo	scPNMF	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5454760900121212	0.5548834165330916
E8p5Embryo	scPNMF	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5414029588926782	0.5863909199352313
E8p5Embryo	scanpy_cell_ranger	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5972516918375343	0.5950142194333786
E8p5Embryo	scanpy_cell_ranger	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5684006202410621	0.5683117554705668
E8p5Embryo	scanpy_cell_ranger_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.6114589956848998	0.6170067406307864
E8p5Embryo	scanpy_cell_ranger_batch	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5652073156330253	0.5742638397093726
E8p5Embryo	scanpy_pearson	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.6099432741027526	0.6030761834571962
E8p5Embryo	scanpy_pearson	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5576408003304443	0.5693126975101015
E8p5Embryo	scanpy_pearson_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.6253073266526776	0.6229897485159119
E8p5Embryo	scanpy_pearson_batch	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5455453264403549	0.5497244442733582
E8p5Embryo	scanpy_seurat	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.6224714746737858	0.612835248043238
E8p5Embryo	scanpy_seurat	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5489547771973389	0.5505661062076501
E8p5Embryo	scanpy_seurat_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.6158404831125004	0.6082192643022456
E8p5Embryo	scanpy_seurat_batch	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5430371134700956	0.5395041734163771
E8p5Embryo	scanpy_seurat_v3	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5973327679694039	0.586472577900393
E8p5Embryo	scanpy_seurat_v3	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5689064671042271	0.5636438882879637
E8p5Embryo	scanpy_seurat_v3_batch	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.6013043142561112	0.598203355886264
E8p5Embryo	scanpy_seurat_v3_batch	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5389569707553783	0.5648673051210116
E8p5Embryo	scry	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5290531998474746	0.5293502104590946
E8p5Embryo	scry	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5534398034674126	0.5330558966661167
E8p5Embryo	scsegindex	500	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5913955762540153	0.5882593663348612
E8p5Embryo	scsegindex	500	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.518630664978228	0.5268950580262672
E8p5Embryo	seurat_disp	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5978015819489517	0.5837725783707376
E8p5Embryo	seurat_disp	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5350357299933082	0.545037388386761
E8p5Embryo	seurat_mvp	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5990366147138411	0.6050681521824139
E8p5Embryo	seurat_mvp	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.542951311469716	0.5330737545656361
E8p5Embryo	seurat_sct	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.4551249115246277	0.46045426024993
E8p5Embryo	seurat_sct	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.430409811092524	0.43195902498967226
E8p5Embryo	seurat_vst	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.599692205744766	0.5782219784860645
E8p5Embryo	seurat_vst	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5569807952810766	0.5546871908482585
E8p5Embryo	singleCellHaystack	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5608245744943523	0.5618116838371023
E8p5Embryo	singleCellHaystack	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5538962753589279	0.5566461379626586
E8p5Embryo	somde	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.572417152772704	0.5684283600488951
E8p5Embryo	somde	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5755013481943643	0.5737870638278493
E8p5Embryo	sparkx	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5453786459796349	0.5504777140977029
E8p5Embryo	sparkx	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5534458611448456	0.5738483386628724
E8p5Embryo	spatialde	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5508612579340761	0.5525417672620492
E8p5Embryo	spatialde	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5643468735967198	0.5541335682400195
E8p5Embryo	statistic_mean	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.543517203345006	0.5236320078997827
E8p5Embryo	statistic_mean	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5370427470464401	0.5217247376103356
E8p5Embryo	statistic_variance	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5169260694779831	0.5314099514028479
E8p5Embryo	statistic_variance	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5355760045176552	0.5310120018495343
E8p5Embryo	triku	2000	cellcharter	E8.5 Embryo	CellCharter	Seed 0 vs 2	0.5835207233023558	0.5922196816516461
E8p5Embryo	triku	2000	scvi	E8.5 Embryo	scVI	Seed 0 vs 2	0.5533637982741543	0.5716247564217474
E9p5Embryo	Brennecke	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5685304461922535	0.5596321980437349
E9p5Embryo	Brennecke	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5219668259405206	0.5135625706053021
E9p5Embryo	TFs	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.6064142923780909	0.6136661754450585
E9p5Embryo	TFs	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5198447414855424	0.5218109574071808
E9p5Embryo	all_features	all	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5367756604250697	0.5023351123081881
E9p5Embryo	all_features	all	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5140454134525393	0.5112504779592058
E9p5Embryo	anticor	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5836537435892556	0.5880247820259217
E9p5Embryo	anticor	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5285605601159458	0.5117421032703426
E9p5Embryo	dubstepr	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5733656339048614	0.5590778999084299
E9p5Embryo	dubstepr	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5544314122043837	0.5444776837087799
E9p5Embryo	hotspot	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5905462463350507	0.5800161548490717
E9p5Embryo	hotspot	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5498342910016595	0.5403339590993079
E9p5Embryo	morans_i	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.570207457472259	0.5697949042478097
E9p5Embryo	morans_i	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5468194352165465	0.5362465244791895
E9p5Embryo	nbumi	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5868067037213741	0.5937640906237507
E9p5Embryo	nbumi	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5594636807633241	0.5555350353344671
E9p5Embryo	nnsvg	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.56801298986238	0.5678470455327258
E9p5Embryo	nnsvg	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5401227871952547	0.5460024943032057
E9p5Embryo	osca	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5679204159550524	0.5745395973088561
E9p5Embryo	osca	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5511951308115384	0.5420357771177315
E9p5Embryo	random	500	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.4984115372068392	0.4613906218582696
E9p5Embryo	random	500	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.4682341467712045	0.4786170574226847
E9p5Embryo	scPNMF	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.557891272076805	0.5552784224840237
E9p5Embryo	scPNMF	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5305966766315504	0.5385922667666224
E9p5Embryo	scanpy_cell_ranger	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.619181692161328	0.6251684443845451
E9p5Embryo	scanpy_cell_ranger	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.551051040647843	0.5344405080889256
E9p5Embryo	scanpy_cell_ranger_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.6170550860641157	0.6213711555300985
E9p5Embryo	scanpy_cell_ranger_batch	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5435186323936587	0.5477442126477675
E9p5Embryo	scanpy_pearson	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5932803873568573	0.5974160770084751
E9p5Embryo	scanpy_pearson	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5489154314086754	0.5479165098392299
E9p5Embryo	scanpy_pearson_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.603297622537184	0.5872859861327592
E9p5Embryo	scanpy_pearson_batch	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5308962607599009	0.5277328458722197
E9p5Embryo	scanpy_seurat	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5947227732743331	0.5912625455755345
E9p5Embryo	scanpy_seurat	2000	scvi	E9.5 Embryo	scVI	Seed 0 vs 2	0.5308473305277356	0.5169794345653894
E9p5Embryo	scanpy_seurat_batch	2000	cellcharter	E9.5 Embryo	CellCharter	Seed 0 vs 2	0.5968784818371919	0.5639822944314857
