dataset	fs_method	n_features	integration_method	Dataset	Integrator	Comparison	Seed0	OtherSeed
MouseBrainSerialSections	hotspot	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.4377552749076293	0.4407717830340028
MouseBrainSerialSections	morans_i	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7639415154277052	0.7478776335470809
MouseBrainSerialSections	morans_i	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.5536311063520745	0.504226701705983
MouseBrainSerialSections	nbumi	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.75603942304176	0.760808476479371
MouseBrainSerialSections	nbumi	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.7367944266322481	0.6301621112606371
MouseBrainSerialSections	nnsvg	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7651470027387435	0.747318637163133
MouseBrainSerialSections	nnsvg	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.6344201459340635	0.582257437101989
MouseBrainSerialSections	osca	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.761533384937846	0.754260484859956
MouseBrainSerialSections	osca	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.5898832991031802	0.5639471694383066
MouseBrainSerialSections	random	500	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7690738743625877	0.7120656174880542
MouseBrainSerialSections	random	500	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.5231150954608764	0.34753656697927293
MouseBrainSerialSections	scPNMF	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7648032581432942	0.7517241416791409
MouseBrainSerialSections	scPNMF	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.4178846527563014	0.5504818036660081
MouseBrainSerialSections	scanpy_cell_ranger	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7623554666754231	0.7642494005818009
MouseBrainSerialSections	scanpy_cell_ranger	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.804879764547992	0.7995604845585489
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7547574652678531	0.7710646513861747
MouseBrainSerialSections	scanpy_cell_ranger_batch	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.7957850944054625	0.7976289029214162
MouseBrainSerialSections	scanpy_pearson	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7564580037998034	0.7497860508614873
MouseBrainSerialSections	scanpy_pearson	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.4663546847078277	0.5946442827268829
MouseBrainSerialSections	scanpy_pearson_batch	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7480553995105771	0.7473336622677962
MouseBrainSerialSections	scanpy_pearson_batch	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.4976840842359662	0.4241202631704441
MouseBrainSerialSections	scanpy_seurat	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.754932705733836	0.7624490290846302
MouseBrainSerialSections	scanpy_seurat	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.7779233145613461	0.7675918162323929
MouseBrainSerialSections	scanpy_seurat_batch	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7582609030295837	0.75253219180277
MouseBrainSerialSections	scanpy_seurat_batch	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.6578503059138576	0.7927385153250298
MouseBrainSerialSections	scanpy_seurat_v3	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7653009975765557	0.7674553384867088
MouseBrainSerialSections	scanpy_seurat_v3	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.7244057662357655	0.6545392988930727
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7598604425811136	0.7689076533045355
MouseBrainSerialSections	scanpy_seurat_v3_batch	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.7115602984551833	0.4790582106891962
MouseBrainSerialSections	scry	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7698567910761887	0.7701853863601387
MouseBrainSerialSections	scry	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.4117537200594348	0.4993771049868512
MouseBrainSerialSections	scsegindex	500	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7510215854687806	0.7333156628364281
MouseBrainSerialSections	scsegindex	500	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.42947710479995993	0.3960769461216075
MouseBrainSerialSections	seurat_disp	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7534923689452622	0.7574948705272437
MouseBrainSerialSections	seurat_disp	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.4698662317533111	0.43982776164670945
MouseBrainSerialSections	seurat_mvp	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7593323734414006	0.763783355607777
MouseBrainSerialSections	seurat_mvp	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.7706254801764856	0.7614080964734866
MouseBrainSerialSections	seurat_sct	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7527137679327851	0.7535901015447584
MouseBrainSerialSections	seurat_sct	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.6827662885509385	0.5047328055844456
MouseBrainSerialSections	seurat_vst	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7680741488603442	0.7647012378070888
MouseBrainSerialSections	seurat_vst	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.7326094330981432	0.644314373516553
MouseBrainSerialSections	singleCellHaystack	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7699336578312733	0.7447758430102798
MouseBrainSerialSections	singleCellHaystack	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.7037308422612316	0.642762163834507
MouseBrainSerialSections	somde	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7593598595286036	0.7630962354516984
MouseBrainSerialSections	somde	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.578620501761966	0.4858200121516953
MouseBrainSerialSections	sparkx	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7651040676085955	0.7580890166745116
MouseBrainSerialSections	sparkx	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.5868335560763158	0.5167191773192454
MouseBrainSerialSections	spatialde	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7577080072202943	0.7566338394710207
MouseBrainSerialSections	spatialde	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.4385667999384997	0.4042129378784815
MouseBrainSerialSections	statistic_mean	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7520954010128352	0.7733204027747168
MouseBrainSerialSections	statistic_mean	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.3918319837830741	0.4718922455783033
MouseBrainSerialSections	statistic_variance	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7570967671932034	0.7561852184269797
MouseBrainSerialSections	statistic_variance	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.5333893542609602	0.4925849091162038
MouseBrainSerialSections	triku	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7580988884620385	0.7735244888543906
MouseBrainSerialSections	triku	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.7673026805417937	0.7949825306884009
MouseBrainSerialSections	wilcoxon	2000	cellcharter	Mouse Brain	CellCharter	Seed 0 vs 1	0.7287870268715512	0.727116943651178
MouseBrainSerialSections	wilcoxon	2000	scvi	Mouse Brain	scVI	Seed 0 vs 1	0.6415623452062529	0.5715290237480952
STOmics0212	Brennecke	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5545621526770075	0.5708585845591766
STOmics0212	Brennecke	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.541234385634638	0.5458330296596073
STOmics0212	TFs	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5933094693667288	0.5739484951974274
STOmics0212	TFs	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.45163899558321585	0.4348371068866737
STOmics0212	all_features	all	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5538556340380054	0.5408156459206439
STOmics0212	all_features	all	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.473479635690071	0.4736373319703665
STOmics0212	anticor	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.6129722927066019	0.5641918090185832
STOmics0212	anticor	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5486518868648894	0.5614959154423587
STOmics0212	dubstepr	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.6003250136828214	0.6007330541250324
STOmics0212	dubstepr	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5875373347758928	0.5872705765121315
STOmics0212	hotspot	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.6013327366328433	0.6106125864517747
STOmics0212	hotspot	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5661545805584522	0.5805807951474318
STOmics0212	morans_i	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5741671629075163	0.5940819165608193
STOmics0212	morans_i	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5426802627449241	0.5532814457825901
STOmics0212	nbumi	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.6208097166453227	0.6157652804732798
STOmics0212	nbumi	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5545245274916488	0.5669675787710584
STOmics0212	nnsvg	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5837377575144115	0.593607334765802
STOmics0212	nnsvg	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5420707882824886	0.5570465078450764
STOmics0212	osca	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5910779796027901	0.5517536607755344
STOmics0212	osca	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.548221874699137	0.546126941709953
STOmics0212	random	500	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.6336362450290014	0.6027560505046224
STOmics0212	random	500	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.35915491444787884	0.399060360065135
STOmics0212	scPNMF	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5843879249315133	0.5678797155765022
STOmics0212	scPNMF	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.566674163575863	0.5559580513925537
STOmics0212	scanpy_cell_ranger	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5400095431470046	0.5497118013587735
STOmics0212	scanpy_cell_ranger	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5553798201082731	0.5627911158111889
STOmics0212	scanpy_cell_ranger_batch	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.640687126507324	0.6055674563931703
STOmics0212	scanpy_cell_ranger_batch	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.6030651792507027	0.5885533305542037
STOmics0212	scanpy_pearson	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5932188487810316	0.5796405945639588
STOmics0212	scanpy_pearson	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5757299218823104	0.5670513960016526
STOmics0212	scanpy_pearson_batch	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5918369385654132	0.5951701457331577
STOmics0212	scanpy_pearson_batch	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5676521485107602	0.5685024954829281
STOmics0212	scanpy_seurat	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5939789171454641	0.5597786429133393
STOmics0212	scanpy_seurat	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5172132458199694	0.5317571679194566
STOmics0212	scanpy_seurat_batch	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5684657378886082	0.5935857551323469
STOmics0212	scanpy_seurat_batch	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5853534690937501	0.5700475013059136
STOmics0212	scanpy_seurat_v3	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.6076175189461734	0.6339758861853517
STOmics0212	scanpy_seurat_v3	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5506455594330072	0.5703191573272293
STOmics0212	scanpy_seurat_v3_batch	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5878552573214529	0.6068422777190675
STOmics0212	scanpy_seurat_v3_batch	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5519274920118561	0.5675273278532611
STOmics0212	scry	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5841571726190018	0.5929687166273625
STOmics0212	scry	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5631555920902618	0.5610198584381704
STOmics0212	scsegindex	500	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5588280459500672	0.5793858377765955
STOmics0212	scsegindex	500	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.3252292790161847	0.3018366832664323
STOmics0212	seurat_disp	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5494076317721652	0.5900624194930748
STOmics0212	seurat_disp	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5225917136765609	0.5389107770417879
STOmics0212	seurat_mvp	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5669023657261314	0.5763823845352634
STOmics0212	seurat_mvp	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5449387338628273	0.5335875100504335
STOmics0212	seurat_sct	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5921134891121876	0.5972620808804001
STOmics0212	seurat_sct	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5959864335352204	0.5721467560645046
STOmics0212	seurat_vst	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.6069797997310564	0.6129199850929345
STOmics0212	seurat_vst	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5519873932538153	0.584114928365215
STOmics0212	singleCellHaystack	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.6363285262112344	0.6408584527165968
STOmics0212	singleCellHaystack	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5594965739483327	0.5668838570146093
STOmics0212	somde	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5888950785474372	0.5770508620979894
STOmics0212	somde	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5446396810634779	0.5490148550957838
STOmics0212	sparkx	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5772761463018179	0.5796023113368727
STOmics0212	sparkx	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.4984503553675744	0.5350268675256477
STOmics0212	spatialde	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5803698340118484	0.5879172958920331
STOmics0212	spatialde	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5439570653949501	0.5877169506314763
STOmics0212	statistic_mean	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.597758322080364	0.5715364603650628
STOmics0212	statistic_mean	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5485404721870937	0.5555265082544881
STOmics0212	statistic_variance	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5876431145420439	0.5638413423357718
STOmics0212	statistic_variance	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5349782156486491	0.5255963668315209
STOmics0212	triku	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.5735173541674796	0.5782066180644586
STOmics0212	triku	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5903397059300186	0.5804609178605779
STOmics0212	wilcoxon	2000	cellcharter	STOmics-0212	CellCharter	Seed 0 vs 1	0.6004991231074884	0.5973735377610203
STOmics0212	wilcoxon	2000	scvi	STOmics-0212	scVI	Seed 0 vs 1	0.5757559118303761	0.5799919494524218
STOmics0218	Brennecke	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7406487276334841	0.7476951877327237
STOmics0218	Brennecke	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7472836929260177	0.7398654571347196
STOmics0218	TFs	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.739674199664786	0.7625901395850054
STOmics0218	TFs	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.6999428832948416	0.6778085522878697
STOmics0218	all_features	all	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7394879334179494	0.7278439297813797
STOmics0218	all_features	all	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.4304277407825136	0.5309290544289516
STOmics0218	anticor	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.742346528564071	0.7435710761028301
STOmics0218	anticor	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7471856542064186	0.7521386688383417
STOmics0218	dubstepr	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7459480635913809	0.7385303011782872
STOmics0218	dubstepr	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7429654827925511	0.7358049529303644
STOmics0218	hotspot	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7588623060921673	0.7394486860205185
STOmics0218	hotspot	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7331801933741664	0.7295848090888047
STOmics0218	morans_i	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7473792078078403	0.7435355833947784
STOmics0218	morans_i	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7360874873612029	0.738661005452441
STOmics0218	nbumi	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7437579096028285	0.7536095574566515
STOmics0218	nbumi	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7239174428430544	0.7463579585512224
STOmics0218	nnsvg	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7507319468092211	0.7613500316040385
STOmics0218	nnsvg	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7466392016054174	0.7537734514933542
STOmics0218	osca	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7540606062712261	0.7705406418922853
STOmics0218	osca	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7538312874993919	0.7453667804089256
STOmics0218	random	500	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.6865648478481589	0.79563268792221
STOmics0218	random	500	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.522488670027243	0.5627749588577426
STOmics0218	scPNMF	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.748394194471542	0.7447809973908956
STOmics0218	scPNMF	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7262149614999882	0.7420894344373583
STOmics0218	scanpy_cell_ranger	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7501972506380166	0.733318629028158
STOmics0218	scanpy_cell_ranger	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7103870803293	0.7638561795597973
STOmics0218	scanpy_cell_ranger_batch	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7477160368460032	0.7413864581735108
STOmics0218	scanpy_cell_ranger_batch	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7395255534723615	0.7495465650265009
STOmics0218	scanpy_pearson	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7348006188233326	0.749829893745471
STOmics0218	scanpy_pearson	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7463964628200761	0.7412655387779605
STOmics0218	scanpy_pearson_batch	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7571366380101696	0.7645525289702116
STOmics0218	scanpy_pearson_batch	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7531702324484065	0.7462582370528408
STOmics0218	scanpy_seurat	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7318878995902147	0.7565743570598812
STOmics0218	scanpy_seurat	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7260360729652856	0.7539608375635769
STOmics0218	scanpy_seurat_batch	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7520707172933856	0.76259341490578
STOmics0218	scanpy_seurat_batch	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7374843500125468	0.7406740635216946
STOmics0218	scanpy_seurat_v3	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7438415094844861	0.7450398784645336
STOmics0218	scanpy_seurat_v3	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7320542904839413	0.7391211693046986
STOmics0218	scanpy_seurat_v3_batch	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7576751927617775	0.7377610778175094
STOmics0218	scanpy_seurat_v3_batch	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7450551630597628	0.7528507439328352
STOmics0218	scry	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7383942180670287	0.7564955126199335
STOmics0218	scry	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7252909722971185	0.7370546781980154
STOmics0218	scsegindex	500	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.6538568095648328	0.7296862870482959
STOmics0218	scsegindex	500	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.5133896794674813	0.313358744481132
STOmics0218	seurat_disp	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7452953605065002	0.7428409708883232
STOmics0218	seurat_disp	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7415565420960254	0.746194673271315
STOmics0218	seurat_mvp	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7688455117251143	0.7399407797764105
STOmics0218	seurat_mvp	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7332123203791352	0.7385583256265065
STOmics0218	seurat_sct	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7462618806178865	0.7397175904801547
STOmics0218	seurat_sct	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7444934033779987	0.7467522561223401
STOmics0218	seurat_vst	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7445816033664092	0.7563316081888342
STOmics0218	seurat_vst	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7413562208346989	0.7649259648479525
STOmics0218	singleCellHaystack	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7533518651641962	0.7596575975851156
STOmics0218	singleCellHaystack	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7311970324201688	0.7588698242515619
STOmics0218	somde	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7611670552884673	0.7604207176847262
STOmics0218	somde	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7285895464998855	0.7446292609508635
STOmics0218	sparkx	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7312475024125159	0.742555781230854
STOmics0218	sparkx	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.706413522891726	0.7275357184024746
STOmics0218	spatialde	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7628128652992782	0.7521900721544114
STOmics0218	spatialde	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7494984392285	0.7236804879281545
STOmics0218	statistic_mean	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7301893379440307	0.7422516074327201
STOmics0218	statistic_mean	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7364477940364293	0.7364732895179955
STOmics0218	statistic_variance	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7414545780119407	0.7436320538440793
STOmics0218	statistic_variance	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7560816407544125	0.7242520756979668
STOmics0218	triku	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7526647495899623	0.7599121484053197
STOmics0218	triku	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.7468832552631957	0.763571339812232
STOmics0218	wilcoxon	2000	cellcharter	STOmics-0218	CellCharter	Seed 0 vs 1	0.7536573099652565	0.7540235183846558
STOmics0218	wilcoxon	2000	scvi	STOmics-0218	scVI	Seed 0 vs 1	0.739852681018222	0.7264616375805919
STOmics0224	Brennecke	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6447668575769145	0.63605746839552
STOmics0224	Brennecke	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5971418892226916	0.6383390876575752
STOmics0224	TFs	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6083921412066989	0.6285637131025208
STOmics0224	TFs	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.4276274274893592	0.44617585351036904
STOmics0224	all_features	all	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.5838745440975067	0.6290979163366814
STOmics0224	all_features	all	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.4081712383106631	0.4236634691575914
STOmics0224	anticor	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6265397447067401	0.6441197381903867
STOmics0224	anticor	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6329548402401763	0.6211623206148964
STOmics0224	dubstepr	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6415812950154804	0.6414996510333129
STOmics0224	dubstepr	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5412948686804133	0.5599381060830342
STOmics0224	hotspot	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6217120183555511	0.6332800285166895
STOmics0224	hotspot	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6601338663334233	0.686989679306077
STOmics0224	morans_i	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6225869219271273	0.6564304032532905
STOmics0224	morans_i	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6165228731161128	0.6742316752084139
STOmics0224	nbumi	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.660582425791969	0.6616929291696574
STOmics0224	nbumi	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5640255574128743	0.6086498528636171
STOmics0224	nnsvg	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6231082936067137	0.6354245844017268
STOmics0224	nnsvg	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.5847020481724139	0.6042516913661542
STOmics0224	osca	2000	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.6336399375006034	0.6487570763924273
STOmics0224	osca	2000	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.6323163704069468	0.653445707461922
STOmics0224	random	500	cellcharter	STOmics-0224	CellCharter	Seed 0 vs 1	0.5425959290284171	0.4565149234980904
STOmics0224	random	500	scvi	STOmics-0224	scVI	Seed 0 vs 1	0.3681994910156505	0.36472127680862165
