fs_method	integration_method	MethodGroup	MeanIntegrationScore	SDIntegrationScore	MeanIntegrationRank	SDIntegrationRank	NIntegrationDatasets	MeanClusteringScore	SDClusteringScore	MeanClusteringRank	SDClusteringRank	NClusteringDatasets	MeanAlignmentScore	SDAlignmentScore	MeanAlignmentRank	SDAlignmentRank	NAlignmentDatasets	MeanCoreOverallScore	SDCoreOverallScore	MeanCoreOverallRank	SDCoreOverallRank	NCoreOverallDatasets	MeanAlignmentEligibleOverallScore	SDAlignmentEligibleOverallScore	MeanAlignmentEligibleOverallRank	SDAlignmentEligibleOverallRank	NAlignmentEligibleOverallDatasets	GlobalCoreOverallRank
spatialde	cellcharter	spatially_informed	0.6093424813684233	0.12802925873830318	15.571428571428571	8.772250620700536	7	0.7126328162915607	0.05350628820762887	13.142857142857142	7.5150642363316145	7	0.9443686172047101	0.024626591139299207	12.0	4.242640687119285	2	0.6609876488299921	0.08945959056629323	13.428571428571429	6.9965978126787425	7	0.8154960107337454	0.01025851649279736	15.5	13.435028842544403	2	11.0
hotspot	cellcharter	expression_driven	0.5958670850801526	0.12810480039034997	23.0	5.97215762238964	7	0.727076263363247	0.04093845805185212	10.285714285714286	5.794085654478071	7	0.9471716203959031	0.027953597219150614	5.5	3.5355339059327378	2	0.6614716742216997	0.0782483875995067	14.571428571428571	8.263517065131184	7	0.8073087692893635	0.025949836356220026	14.5	3.5355339059327378	2	12.5
somde	cellcharter	spatially_informed	0.6018994128070042	0.13636765342360144	17.714285714285715	8.957571949925674	7	0.7202145118497965	0.04637707711170721	12.571428571428571	6.051367417290709	7	0.9427725997482609	0.026769957973053652	13.0	4.242640687119285	2	0.6610569623284003	0.08907351769217224	14.571428571428571	5.912053869204927	7	0.8163843903096069	0.011557982825168995	14.5	10.606601717798213	2	12.5
scanpy_seurat	cellcharter	expression_driven	0.6376007529997365	0.12145262292472138	11.857142857142858	10.526610271570036	7	0.6848789663882938	0.08289179059256584	19.714285714285715	8.159131606453505	7	0.9131448707916492	0.07019312453767272	20.0	8.48528137423857	2	0.6612398596940151	0.07455693900465465	14.857142857142858	10.253919111386491	7	0.7874613689816166	0.05818508247085904	17.0	11.313708498984761	2	14.0
morans_i	cellcharter	spatially_informed	0.6128688587945776	0.12553459627889366	15.0	8.06225774829855	7	0.6982310383010102	0.06427870617018903	14.571428571428571	5.912053869204928	7	0.942822870261375	0.03323819356274128	8.0	5.656854249492381	2	0.6555499485477939	0.09154669175023951	15.571428571428571	5.711308748355986	7	0.8119263402168309	0.020150825635853624	12.0	4.242640687119285	2	15.5
scanpy_pearson_batch	cellcharter	expression_driven	0.6161779548884659	0.11490080921882927	15.285714285714286	9.123491395189411	7	0.7089056890553931	0.051654745888564016	14.714285714285714	3.498298906339371	7	0.9313961038157917	0.04922743413460245	13.5	10.606601717798213	2	0.6625418219719296	0.07183599977743138	15.571428571428571	9.519403742832196	7	0.7946841593292329	0.03662464103279547	23.0	5.656854249492381	2	15.5
scanpy_seurat_batch	cellcharter	expression_driven	0.6338250290792011	0.10603350074568119	13.428571428571429	9.162553189607193	7	0.6830541113950341	0.07910201218166407	18.714285714285715	5.992058236095666	7	0.921748398397013	0.06140703043543837	16.5	10.606601717798213	2	0.6584395702371176	0.07367700695315058	15.714285714285714	9.393513466115607	7	0.7873173500381025	0.04652885270176815	26.0	4.242640687119285	2	17.0
anticor	cellcharter	expression_driven	0.6107327479459609	0.11451907600648055	16.857142857142858	6.4142698058981855	7	0.7108735542028193	0.049038664739916915	14.428571428571429	6.704653678780207	7	0.9390587224725322	0.03075440245936906	16.0	2.8284271247461903	2	0.66080315107439	0.07662542713179162	16.0	4.864839839775475	7	0.8047697773949581	0.0282825523708767	17.0	5.656854249492381	2	18.0
dubstepr	cellcharter	expression_driven	0.6150939203800047	0.1221810347834035	14.0	5.597618541248888	7	0.6947216532262693	0.07522828230143541	15.857142857142858	5.785861256216785	7	0.9449305892183573	0.021608686012980546	13.0	8.48528137423857	2	0.654907786803137	0.0875507947973492	16.142857142857142	5.1777914026661795	7	0.8106823987357288	0.02068718637728262	14.5	6.363961030678928	2	19.0
Brennecke	cellcharter	expression_driven	0.6258126542679101	0.11669512330768927	16.571428571428573	9.466733735510239	7	0.6834787832327978	0.10125371381311116	16.857142857142858	11.006491591004698	7	0.9073263486501675	0.07883941103202682	20.0	9.899494936611665	2	0.6546457187503539	0.0817177717730782	16.285714285714285	11.799919289473774	7	0.7858405887816926	0.06513039876131063	15.0	18.384776310850235	2	20.0
scanpy_pearson	cellcharter	expression_driven	0.585465327319449	0.12738424769809847	23.857142857142858	4.180453381654971	7	0.7338237010664344	0.04187349620963362	9.571428571428571	7.230886134196436	7	0.9405652587048948	0.037672572380107204	8.5	9.192388155425117	2	0.6596445141929417	0.06900518324913366	16.428571428571427	8.121107126025425	7	0.7955524311694615	0.03956975850542127	22.0	2.8284271247461903	2	21.0
nnsvg	cellcharter	spatially_informed	0.6183055960366112	0.12085017936855562	12.857142857142858	5.398412465054624	7	0.6823867950097281	0.07211032141126221	19.857142857142858	6.148944934663492	7	0.9416835166040234	0.03410850021419542	10.0	4.242640687119285	2	0.6503461955231696	0.09146038876604648	17.0	5.656854249492381	7	0.8058204671970585	0.03054315163904848	14.0	1.4142135623730951	2	22.0
scry	cellcharter	expression_driven	0.618660738219055	0.1118160771960477	13.428571428571429	5.472876844254852	7	0.668683768896461	0.09426925845959613	19.857142857142858	8.745066636463696	7	0.932776074313824	0.04554983178603173	15.0	7.0710678118654755	2	0.643672253557758	0.09413421299844048	19.285714285714285	9.21437799879959	7	0.7983260017348551	0.05099455735487499	11.0	14.142135623730951	2	23.5
seurat_disp	cellcharter	expression_driven	0.6220526759958742	0.10796078342357471	17.0	10.424330514074592	7	0.6843551604344466	0.08366428477466059	19.142857142857142	6.51737604225738	7	0.9295156346311196	0.05802590274347763	11.5	14.849242404917497	2	0.6532039182151604	0.0731926416263704	19.285714285714285	7.973169292786187	7	0.7852180323808409	0.056899935800178665	22.0	5.656854249492381	2	23.5
seurat_sct	cellcharter	expression_driven	0.6506269442695419	0.10671684639677628	12.142857142857142	7.625146368618582	7	0.5934706524521379	0.24101305655214839	20.142857142857142	8.725987459471687	7	0.9400416684650728	0.0371199419987386	10.5	7.7781745930520225	2	0.62204879836084	0.12983201628638164	19.714285714285715	8.712333895390024	7	0.8044484583834969	0.030620861758183016	16.0	0.0	2	25.0
statistic_variance	cellcharter	expression_driven	0.6212450913723654	0.11186923406964146	13.0	7.571877794400365	7	0.6684898714042784	0.09356911186943519	21.142857142857142	6.12178000880385	7	0.9427327001810848	0.03220115155531282	9.5	2.1213203435596424	2	0.6448674813883217	0.09561744192438153	21.285714285714285	6.156684327197709	7	0.8079583996653509	0.026280328468931052	12.5	2.1213203435596424	2	26.0
sparkx	cellcharter	spatially_informed	0.612372787078548	0.11840442550413605	15.571428571428571	8.657504314314892	7	0.6798998910735046	0.07329505594672155	20.571428571428573	8.599557020706412	7	0.9375019569286933	0.03420605168204693	17.0	0.0	2	0.6461363390760263	0.09049385236734157	21.714285714285715	7.674943772091226	7	0.8059081111822406	0.03429829108565664	10.0	9.899494936611665	2	27.0
statistic_mean	cellcharter	expression_driven	0.6208416186255541	0.10368410107373587	14.571428571428571	8.772250620700536	7	0.6645478233355833	0.09526948807379024	21.714285714285715	6.047431568147636	7	0.9308131325001909	0.030080937707631032	23.5	7.7781745930520225	2	0.6426947209805686	0.09117879715680409	23.428571428571427	4.07664661444276	7	0.797757652989733	0.03332151011613424	22.0	5.656854249492381	2	28.0
scPNMF	cellcharter	expression_driven	0.5990232656193476	0.11224789459760008	20.571428571428573	5.968169536721256	7	0.6851699836925829	0.07750487467834467	18.571428571428573	3.2586880211286906	7	0.9225033167416854	0.05283517292312316	21.5	2.1213203435596424	2	0.6420966246559653	0.08575186464821541	24.0	2.5819888974716116	7	0.7865978935429421	0.04755784369699747	26.0	2.8284271247461903	2	29.0
triku	scvi	expression_driven	0.6944513394581883	0.08445640735335937	14.0	9.504384952922168	7	0.6010139287017969	0.15667735386686918	6.857142857142857	4.561745697594706	7	0.8908714859158289	0.09580959329798808	3.0	0.0	2	0.6477326340799926	0.09633939834035003	7.0	4.163331998932265	7	0.7891764412115119	0.07895753953853325	4.0	1.4142135623730951	2	1.0
somde	scvi	spatially_informed	0.6482537177890771	0.11321065220474223	18.857142857142858	9.957050624700928	7	0.5741796536229914	0.10498914386743316	8.428571428571429	9.93071234197465	7	0.8087614224655403	0.01948069044601835	9.0	7.0710678118654755	2	0.6112166857060343	0.0893153480408955	9.428571428571429	8.580154288767051	7	0.6733214755302663	0.10547062551886471	9.0	11.313708498984761	2	2.0
osca	scvi	expression_driven	0.666916863540015	0.12529904116321283	13.285714285714286	5.437961803049794	7	0.5612310913986921	0.1372037802138101	13.0	1.632993161855452	7	0.7237543528408267	0.08976850068076982	16.5	7.7781745930520225	2	0.6140739774693537	0.07688285724438654	10.571428571428571	3.309438162646486	7	0.6551616829347237	0.08234313462693858	15.5	4.949747468305833	2	3.5
seurat_vst	scvi	expression_driven	0.6690679282077008	0.10318199212767272	18.142857142857142	8.008923594519874	7	0.5878773329127313	0.14227378015388167	8.0	5.656854249492381	7	0.8730405603443283	0.07621386915987323	6.5	0.7071067811865476	2	0.628472630560216	0.08493360027977917	10.571428571428571	6.654751256486923	7	0.7569237578993802	0.039049770904828626	7.5	0.7071067811865476	2	3.5
scanpy_seurat_v3	scvi	expression_driven	0.6666425962989887	0.1044257316925905	19.428571428571427	7.870983480631944	7	0.5882894306376366	0.13388700706006018	9.428571428571429	8.038597366397175	7	0.874023205694002	0.07531555376597994	5.5	0.7071067811865476	2	0.6274660134683128	0.07927871330694845	11.285714285714286	7.739816658342877	7	0.7545609748962196	0.04296497112087921	7.5	2.1213203435596424	2	5.0
nbumi	scvi	expression_driven	0.6633653056282698	0.10789635888060985	18.0	10.295630140987	7	0.581101383749771	0.13543827564185748	10.142857142857142	4.947341758580103	7	0.8584821002226882	0.04966547468669544	5.0	4.242640687119285	2	0.6222333446890204	0.07987549297552655	11.428571428571429	7.184639700016113	7	0.7427954799272174	0.0008214466760051363	5.5	3.5355339059327378	2	6.0
scanpy_pearson	scvi	expression_driven	0.6473407118834941	0.14724847002999622	17.285714285714285	6.626066850308854	7	0.5567790031310177	0.13107899369264647	12.571428571428571	5.223572942509207	7	0.6743833534255972	0.14132671379604397	20.0	7.0710678118654755	2	0.6020598575072559	0.08114744294587796	11.571428571428571	5.094347941825426	7	0.6121368330982153	0.12106075366248675	19.5	4.949747468305833	2	7.0
dubstepr	scvi	expression_driven	0.6590228523308104	0.13261224302814464	14.285714285714286	8.159131606453506	7	0.5506052822740365	0.15288197832867714	11.857142857142858	7.90418816047483	7	0.7705986447021913	0.06162881021927188	13.5	6.363961030678928	2	0.6048140673024234	0.08083263143857229	11.714285714285714	7.952238379104038	7	0.6649770078013844	0.09475324564110937	12.5	7.7781745930520225	2	8.0
nnsvg	scvi	spatially_informed	0.6561559114156514	0.0942849723818197	17.285714285714285	6.395683067879607	7	0.556188410115257	0.13755622125366151	13.285714285714286	6.317021600783228	7	0.7784453798803472	0.006042861071645358	15.5	0.7071067811865476	2	0.6061721607654542	0.07103451522512957	12.285714285714286	7.2044959507769795	7	0.6685383809801859	0.021089676625279604	16.0	2.8284271247461903	2	9.0
scanpy_cell_ranger_batch	scvi	expression_driven	0.7298788726730052	0.06518365649444359	6.0	5.537749241945383	7	0.5071379752030257	0.20237789072318232	18.0	8.621678104251709	7	0.8450980156153609	0.16928420084692536	14.5	19.091883092036785	2	0.6185084239380155	0.1037246018265446	12.857142857142858	11.393398255547982	7	0.7327303699953737	0.16099949609089637	15.5	19.091883092036785	2	10.5
spatialde	scvi	spatially_informed	0.6476291905099337	0.10742097575445896	17.428571428571427	6.654751256486923	7	0.5639138507384068	0.10376588261733027	11.571428571428571	8.141603913585719	7	0.7932738157956878	0.03339240613588072	11.5	6.363961030678928	2	0.6057715206241703	0.07984948222175224	12.857142857142858	6.890296835129128	7	0.6679463103754018	0.09165551685164398	11.0	7.0710678118654755	2	10.5
seurat_sct	scvi	expression_driven	0.6872474701861371	0.10231243832739685	10.857142857142858	5.520524474738833	7	0.5021978940324214	0.27161575523734677	14.142857142857142	10.93051647801651	7	0.8003396468637785	0.022993370346119084	13.0	0.0	2	0.5947226821092793	0.12023008939599644	13.142857142857142	11.553189623484524	7	0.7042164084908907	0.028067809769209032	10.5	0.7071067811865476	2	12.0
singleCellHaystack	scvi	expression_driven	0.6249301059793012	0.17993617669652953	15.571428571428571	8.162049229148744	7	0.5730790293929845	0.166446864221505	11.714285714285714	7.952238379104039	7	0.8275768521832136	0.0021448240742251135	6.0	7.0710678118654755	2	0.5990045676861427	0.11410461496217217	13.428571428571429	10.113640011673063	7	0.7306534129830884	0.02022678549872398	6.0	5.656854249492381	2	13.0
anticor	scvi	expression_driven	0.6459936608327873	0.11452032143321271	19.857142857142858	2.794552524023088	7	0.5560951969617465	0.13335342214929274	10.428571428571429	7.656307701434656	7	0.7022408151471518	0.1367012194052575	16.5	9.192388155425117	2	0.601044428897267	0.08803414083892701	14.0	8.640987597877148	7	0.6224015257435584	0.12095829908621539	17.5	6.363961030678928	2	14.5
scanpy_seurat_v3_batch	scvi	expression_driven	0.6736672033307209	0.1075551568653265	13.714285714285714	6.799859942535232	7	0.5532328711202766	0.14642280318183723	14.142857142857142	7.559289460184544	7	0.7971979811495753	0.031197757471072896	13.0	1.4142135623730951	2	0.6134500372254987	0.07573657769484408	14.0	6.4031242374328485	7	0.7010766714354848	0.025997719282238044	11.5	0.7071067811865476	2	14.5
hotspot	scvi	expression_driven	0.6431911556393624	0.13669053618385035	19.285714285714285	7.476948702830715	7	0.55558157448001	0.1362722755604561	10.285714285714286	9.51690225711227	7	0.7468988685422481	0.09730856759644858	14.0	8.48528137423857	2	0.5993863650596861	0.1073070327975296	14.285714285714286	10.76590738882524	7	0.623292812656497	0.1619410450236215	15.0	15.556349186104045	2	16.0
morans_i	scvi	spatially_informed	0.6386380662604173	0.11517558002134558	18.714285714285715	7.8041502999853805	7	0.5522948641252857	0.12481942419320821	12.857142857142858	8.989411761039975	7	0.6460457401332611	0.1578446799981771	23.5	6.363961030678928	2	0.5954664651928515	0.08096423370779982	14.571428571428571	8.753230696094306	7	0.587559743139881	0.11070034669640984	23.5	2.1213203435596424	2	17.5
scanpy_cell_ranger	scvi	expression_driven	0.7263874784644513	0.08753311420335845	6.714285714285714	5.529143565818179	7	0.5042459774079535	0.20610519946279748	18.714285714285715	9.995236960911027	7	0.8495027650188253	0.1614128511206344	14.0	16.97056274847714	2	0.6153167279362025	0.10766852588229886	14.571428571428571	10.690449676496975	7	0.7388322079103031	0.16133139563966722	14.5	19.091883092036785	2	17.5
scanpy_pearson_batch	scvi	expression_driven	0.6559474376210348	0.14819272439230405	14.0	4.898979485566356	7	0.5154818116821336	0.1531496878326787	18.285714285714285	6.651172470932869	7	0.7317981086997043	0.04435188131911924	18.5	0.7071067811865476	2	0.5857146246515842	0.0946380357870439	17.0	7.916228058025279	7	0.6211062722984271	0.10908518272877014	18.0	4.242640687119285	2	19.0
scanpy_seurat_batch	scvi	expression_driven	0.7100665740693112	0.10324963347147051	6.285714285714286	2.5634797778466227	7	0.5111077872095892	0.19472842479881713	20.857142857142858	7.151423434733616	7	0.8164138327721424	0.08624887145718582	15.0	7.0710678118654755	2	0.6105871806394501	0.07651288761340669	17.285714285714285	7.867957924694431	7	0.7073955900120081	0.03938849517850663	14.0	7.0710678118654755	2	20.0
scPNMF	scvi	expression_driven	0.6501752730874751	0.14426910612378194	16.285714285714285	6.77530529974568	7	0.5388506058331675	0.1443874976693854	17.714285714285715	4.1518785191880605	7	0.6455586889625424	0.15252821102195896	24.0	4.242640687119285	2	0.5945129394603212	0.07644310743062543	17.428571428571427	5.711308748355986	7	0.5932979327229511	0.10625782724589454	22.5	2.1213203435596424	2	21.0
seurat_disp	scvi	expression_driven	0.6740283683298808	0.14329556319804507	13.142857142857142	8.13282590142302	7	0.5175458241436289	0.17849079485613825	18.571428571428573	5.380741673076395	7	0.7586253357653971	0.00849725135968223	19.5	3.5355339059327378	2	0.5957870962367549	0.0854085399952388	17.571428571428573	7.828519290754434	7	0.6468576450002417	0.05435948723347652	16.0	1.4142135623730951	2	22.0
seurat_mvp	scvi	expression_driven	0.7272029889395647	0.11193487180390199	8.285714285714286	8.400680244565232	7	0.5064910745493995	0.20328377874172027	22.428571428571427	7.913219801006895	7	0.8434943045346959	0.14975441807097203	13.5	13.435028842544403	2	0.616847031744482	0.0967095389669548	19.0	7.234178138070236	7	0.7373776696897825	0.1241160532917449	14.5	13.435028842544403	2	23.0
scanpy_seurat	scvi	expression_driven	0.7303251609951864	0.1210180377618607	8.285714285714286	10.193368525897704	7	0.5030548991219328	0.2171461434721935	22.857142857142858	8.532849688675162	7	0.8374005769994415	0.15834883830948362	16.0	15.556349186104045	2	0.6166900300585596	0.10188632204531928	19.714285714285715	8.400680244565233	7	0.7384280689488825	0.1335330477345898	14.5	14.849242404917497	2	24.0
sparkx	scvi	spatially_informed	0.6060460983252101	0.1351308444111285	24.857142857142858	4.450789122113495	7	0.5525046392871884	0.12210053119529041	15.571428571428571	9.0527554342521	7	0.7207131086017353	0.06060148548060133	19.0	2.8284271247461903	2	0.5792753688061992	0.0713081352695815	20.142857142857142	8.687703406320365	7	0.6233928960070391	0.06522425124122794	20.0	0.0	2	25.0
scry	scvi	expression_driven	0.628785228940134	0.14065427113838336	18.857142857142858	9.73701821963602	7	0.518266355804273	0.15158226655871204	18.285714285714285	7.4097747539828696	7	0.6517733510319277	0.11877245994082256	25.5	0.7071067811865476	2	0.5735257923722036	0.08938675856370977	20.428571428571427	6.7788185513687385	7	0.5654409901617963	0.11976246888316311	25.0	2.8284271247461903	2	26.5
statistic_variance	scvi	expression_driven	0.6320229291222974	0.17438250394135346	18.142857142857142	8.029706749078105	7	0.5343701832494256	0.16506451825549848	18.142857142857142	6.362090102803518	7	0.5874379358023119	0.28110747490443505	20.5	12.020815280171307	2	0.5831965561858616	0.08702765430157507	20.428571428571427	5.968169536721256	7	0.5823895780974664	0.17237885894860214	21.5	10.606601717798213	2	26.5
Brennecke	scvi	expression_driven	0.7032285605051231	0.14099347265828865	10.714285714285714	7.846746368491119	7	0.46699531115760146	0.19485479296008681	24.571428571428573	3.735288603626359	7	0.8028980916079245	0.11001621694695736	19.0	14.142135623730951	2	0.5851119358313622	0.07547322776585048	22.0	6.8068592855540455	7	0.6480522047465644	0.016883631555569486	20.0	9.899494936611665	2	28.0
statistic_mean	scvi	expression_driven	0.6294648501312105	0.1510813679944314	17.428571428571427	10.70602856427385	7	0.49588228658713407	0.1554099659486759	22.285714285714285	5.056820005836531	7	0.6671170976574092	0.09847781146477926	24.0	0.0	2	0.5626735683591723	0.09418265105070325	24.428571428571427	3.9096949095440023	7	0.5585662901873224	0.11103028604345945	27.0	1.4142135623730951	2	29.0
