fs_method	integration_method	MethodGroup	MeanIntegrationScore	SDIntegrationScore	MeanIntegrationRank	SDIntegrationRank	NIntegrationDatasets	MeanClusteringScore	SDClusteringScore	MeanClusteringRank	SDClusteringRank	NClusteringDatasets	MeanAlignmentScore	SDAlignmentScore	MeanAlignmentRank	SDAlignmentRank	NAlignmentDatasets	MeanCoreOverallScore	SDCoreOverallScore	MeanCoreOverallRank	SDCoreOverallRank	NCoreOverallDatasets	MeanAlignmentEligibleOverallScore	SDAlignmentEligibleOverallScore	MeanAlignmentEligibleOverallRank	SDAlignmentEligibleOverallRank	NAlignmentEligibleOverallDatasets	GlobalCoreOverallRank
osca	cellcharter	expression_driven	0.6108889211263602	0.12508614902607615	17.857142857142858	6.986381310057718	7	0.7102968020279989	0.06623803209794563	11.428571428571429	7.435436388384632	7	0.9354411831361135	0.04151596654228778	15.5	6.363961030678928	2	0.6605928615771796	0.08815560813130237	14.142857142857142	8.132825901423018	7	0.8066807593866476	0.031620862288018324	10.5	6.363961030678928	2	11.0
spatialde	cellcharter	spatially_informed	0.6093144083787891	0.12805673818071944	18.428571428571427	9.271050693011064	7	0.7126328162915607	0.05350628820762887	13.714285714285714	7.7182529481371995	7	0.9443686172047101	0.024626591139299207	13.0	2.8284271247461903	2	0.6609736123351749	0.08947402933950067	14.714285714285714	7.319250547113998	7	0.8154960107337454	0.01025851649279736	16.0	12.727922061357855	2	12.0
hotspot	cellcharter	expression_driven	0.5958389493121345	0.12813004173886436	26.142857142857142	6.693991620066746	7	0.727076263363247	0.04093845805185212	10.714285714285714	6.074928962939559	7	0.9471716203959031	0.027953597219150614	6.5	4.949747468305833	2	0.6614576063376908	0.07826396994147919	15.571428571428571	7.634508123364221	7	0.8073087692893635	0.025949836356220026	15.0	2.8284271247461903	2	13.0
scanpy_seurat	cellcharter	expression_driven	0.6375838899234888	0.12145308822132517	14.285714285714286	11.29475225808112	7	0.6848789663882938	0.08289179059256584	20.714285714285715	8.159131606453505	7	0.9131448707916492	0.07019312453767272	21.0	9.899494936611665	2	0.6612314281558912	0.07456579842356445	16.285714285714285	11.250396818398388	7	0.7874613689816166	0.05818508247085904	17.5	12.020815280171307	2	14.0
scanpy_pearson_batch	cellcharter	expression_driven	0.6161537549941575	0.11491742911646032	18.0	9.746794344808963	7	0.7089056890553931	0.051654745888564016	15.571428571428571	3.5523298860110977	7	0.9313961038157917	0.04922743413460245	14.0	11.313708498984761	2	0.6625297220247752	0.07184943683135732	16.714285714285715	9.304376850247875	7	0.7946841593292329	0.03662464103279547	23.5	4.949747468305833	2	15.0
morans_i	cellcharter	spatially_informed	0.6128411499510361	0.12556127121378724	17.857142857142858	8.474050024015897	7	0.6982310383010102	0.06427870617018903	15.428571428571429	6.106202935189288	7	0.942822870261375	0.03323819356274128	8.5	6.363961030678928	2	0.6555360941260231	0.09156199942439844	17.0	6.191391873668902	7	0.8119263402168309	0.020150825635853624	12.5	3.5355339059327378	2	16.5
somde	cellcharter	spatially_informed	0.6013969062629266	0.13724502544742911	21.0	10.598742063723098	7	0.7186578903955245	0.045070094820786194	13.571428571428571	6.948792289723034	7	0.9447535367763982	0.023968489961654807	12.5	4.949747468305833	2	0.6600273983292256	0.08765906508142214	17.0	7.393691004272944	7	0.8155812499213058	0.012693794854793996	15.0	9.899494936611665	2	16.5
anticor	cellcharter	expression_driven	0.6107060930028145	0.1145418305335982	20.0	6.027713773341708	7	0.7108735542028193	0.049038664739916915	15.285714285714286	6.897204402613321	7	0.9390587224725322	0.03075440245936906	16.5	2.1213203435596424	2	0.660789823602817	0.07664084124121041	17.142857142857142	4.775931721614518	7	0.8047697773949581	0.0282825523708767	17.5	4.949747468305833	2	18.5
scanpy_seurat_batch	cellcharter	expression_driven	0.6338057799382831	0.10603850078075473	15.714285714285714	8.92028186614238	7	0.6830541113950341	0.07910201218166407	19.571428571428573	5.883795341363227	7	0.921748398397013	0.06140703043543837	17.0	11.313708498984761	2	0.6584299456666587	0.07368889349499226	17.142857142857142	9.441549509633319	7	0.7873173500381025	0.04652885270176815	26.5	3.5355339059327378	2	18.5
dubstepr	cellcharter	expression_driven	0.6150677145931621	0.12220209554998092	17.0	6.531972647421808	7	0.6947216532262693	0.07522828230143541	16.571428571428573	5.798193478924933	7	0.9449305892183573	0.021608686012980546	14.0	8.48528137423857	2	0.6548946839097157	0.08756564875947064	17.714285714285715	5.55920515044749	7	0.8106823987357288	0.02068718637728262	15.0	5.656854249492381	2	20.5
scanpy_pearson	cellcharter	expression_driven	0.5854383076407107	0.127401489700943	27.714285714285715	4.309458036856673	7	0.7338237010664344	0.04187349620963362	10.142857142857142	7.537209285241044	7	0.9405652587048948	0.037672572380107204	9.0	9.899494936611665	2	0.6596310043535725	0.06901937956309305	17.714285714285715	8.22018421760903	7	0.7955524311694615	0.03956975850542127	22.5	2.1213203435596424	2	20.5
Brennecke	cellcharter	expression_driven	0.6257947301720499	0.11669828583357042	19.714285714285715	10.323343865794095	7	0.6834787832327978	0.10125371381311116	17.714285714285715	11.629191512658789	7	0.9073263486501675	0.07883941103202682	21.0	11.313708498984761	2	0.6546367567024239	0.08172976866671065	17.857142857142858	12.759683530931472	7	0.7858405887816926	0.06513039876131063	15.5	19.091883092036785	2	22.0
nnsvg	cellcharter	spatially_informed	0.618279544337147	0.12087424557431055	15.714285714285714	6.019808571549036	7	0.6823867950097281	0.07211032141126221	20.428571428571427	6.294366339755546	7	0.9416835166040234	0.03410850021419542	10.5	4.949747468305833	2	0.6503331696734376	0.09147410712908889	18.285714285714285	6.129553700835696	7	0.8058204671970585	0.03054315163904848	14.5	2.1213203435596424	2	23.0
TFs	cellcharter	control	0.6590652083361391	0.09181789479841607	7.428571428571429	8.423323628614833	7	0.6526090567556843	0.0774912211394273	26.428571428571427	9.880235200593539	7	0.8330136613641401	0.15268285036519827	32.0	1.4142135623730951	2	0.6558371325459117	0.06869248986441476	19.428571428571427	12.039617143098072	7	0.7436615354460312	0.10187568461482978	31.0	1.4142135623730951	2	24.0
scry	cellcharter	expression_driven	0.6186353822059605	0.11183762598443328	16.285714285714285	5.2508502712826015	7	0.668683768896461	0.09426925845959613	20.714285714285715	9.086882225022428	7	0.932776074313824	0.04554983178603173	15.5	7.7781745930520225	2	0.6436595755512108	0.09414853283375191	20.714285714285715	9.827076298239907	7	0.7983260017348551	0.05099455735487499	11.5	14.849242404917497	2	25.5
seurat_disp	cellcharter	expression_driven	0.6220329368458042	0.10796032335566658	20.714285714285715	11.484979839109945	7	0.6843551604344466	0.08366428477466059	20.0	6.48074069840786	7	0.9295156346311196	0.05802590274347763	12.0	15.556349186104045	2	0.6531940486401254	0.07320174519867048	20.714285714285715	8.360906763309941	7	0.7852180323808409	0.056899935800178665	22.5	6.363961030678928	2	25.5
seurat_sct	cellcharter	expression_driven	0.6506116117169116	0.10672293437490743	14.571428571428571	8.243323416704026	7	0.5934706524521379	0.24101305655214839	21.857142857142858	9.839183086492689	7	0.9400416684650728	0.0371199419987386	11.0	8.48528137423857	2	0.6220411320845248	0.12984448724256328	21.714285714285715	9.759000729485331	7	0.8044484583834969	0.030620861758183016	16.5	0.7071067811865476	2	27.0
statistic_variance	cellcharter	expression_driven	0.6212198198060328	0.11189000150989749	15.857142857142858	8.434622525214579	7	0.6684898714042784	0.09356911186943519	22.0	6.055300708194982	7	0.9427327001810848	0.03220115155531282	10.0	2.8284271247461903	2	0.6448548456051555	0.0956313607913109	22.714285714285715	6.969320524371696	7	0.8079583996653509	0.026280328468931052	13.0	1.4142135623730951	2	28.0
sparkx	cellcharter	spatially_informed	0.6123457832949045	0.118431028288883	18.571428571428573	9.519403742832194	7	0.6798998910735046	0.07329505594672155	21.428571428571427	8.922950611711778	7	0.9375019569286933	0.03420605168204693	17.5	0.7071067811865476	2	0.6461228371842046	0.09050800303377263	23.714285714285715	8.712333895390023	7	0.8059081111822406	0.03429829108565664	10.5	10.606601717798213	2	29.0
