dataset	fs_method	n_features	integration_method	BatchMixingMean	BatchMixingSD	BatchMixingNSeeds	BiologicalConservationMean	BiologicalConservationSD	BiologicalConservationNSeeds	IntegrationMean	IntegrationSD	IntegrationNSeeds	LabelIndependentClusteringMean	LabelIndependentClusteringSD	LabelIndependentClusteringNSeeds	LabelAgreementMean	LabelAgreementSD	LabelAgreementNSeeds	ClusteringMean	ClusteringSD	ClusteringNSeeds	AlignmentMean	AlignmentSD	AlignmentNSeeds	CoreOverallMean	CoreOverallSD	CoreOverallNSeeds	AlignmentEligibleOverallMean	AlignmentEligibleOverallSD	AlignmentEligibleOverallNSeeds	MethodGroup	NFeatures	Dataset	Integrator	Method
E8p5Embryo	scanpy_seurat	2000	scvi	0.8406140835815957	0.00639288032655536	3	NA	NA	0	0.8406140835815957	0.00639288032655536	3	0.2537912154163536	0.00927243647613241	3	NA	NA	0	0.2537912154163536	0.00927243647613241	3	NA	NA	0	0.5472026494989747	0.00450288775831998	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	scVI	Scanpy Seurat
E8p5Embryo	scanpy_seurat	500	cellcharter	0.7322938292057357	NA	1	NA	NA	0	0.7322938292057357	NA	1	0.4382200169695018	NA	1	NA	NA	0	0.4382200169695018	NA	1	NA	NA	0	0.5852569230876188	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	CellCharter	Scanpy Seurat
E8p5Embryo	scanpy_seurat	500	scvi	0.8709436437710636	NA	1	NA	NA	0	0.8709436437710636	NA	1	0.14081519546031243	NA	1	NA	NA	0	0.14081519546031243	NA	1	NA	NA	0	0.505879419615688	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	scVI	Scanpy Seurat
E8p5Embryo	scanpy_seurat	5000	cellcharter	0.5234044285667704	NA	1	NA	NA	0	0.5234044285667704	NA	1	0.5709467861567427	NA	1	NA	NA	0	0.5709467861567427	NA	1	NA	NA	0	0.5471756073617565	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	CellCharter	Scanpy Seurat
E8p5Embryo	scanpy_seurat	5000	scvi	0.7652682480447413	NA	1	NA	NA	0	0.7652682480447413	NA	1	0.3018134793677552	NA	1	NA	NA	0	0.3018134793677552	NA	1	NA	NA	0	0.5335408637062482	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	scVI	Scanpy Seurat
E8p5Embryo	scanpy_seurat_batch	100	cellcharter	0.7181440340372252	NA	1	NA	NA	0	0.7181440340372252	NA	1	0.2683994907520985	NA	1	NA	NA	0	0.2683994907520985	NA	1	NA	NA	0	0.49327176239466186	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	CellCharter	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	100	scvi	0.7672367569533802	NA	1	NA	NA	0	0.7672367569533802	NA	1	0.15888611021126897	NA	1	NA	NA	0	0.15888611021126897	NA	1	NA	NA	0	0.4630614335823246	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	scVI	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	1000	cellcharter	0.6300352984782704	NA	1	NA	NA	0	0.6300352984782704	NA	1	0.5243615050505731	NA	1	NA	NA	0	0.5243615050505731	NA	1	NA	NA	0	0.5771984017644218	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	CellCharter	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	1000	scvi	0.8208519751627482	NA	1	NA	NA	0	0.8208519751627482	NA	1	0.2618636911765843	NA	1	NA	NA	0	0.2618636911765843	NA	1	NA	NA	0	0.5413578331696662	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	scVI	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	10000	cellcharter	0.4879065206585451	NA	1	NA	NA	0	0.4879065206585451	NA	1	0.5541848716691425	NA	1	NA	NA	0	0.5541848716691425	NA	1	NA	NA	0	0.5210456961638439	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	CellCharter	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	10000	scvi	0.7274757542234952	NA	1	NA	NA	0	0.7274757542234952	NA	1	0.381953087042412	NA	1	NA	NA	0	0.381953087042412	NA	1	NA	NA	0	0.5547144206329536	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	scVI	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	200	cellcharter	0.707584501751924	NA	1	NA	NA	0	0.707584501751924	NA	1	0.4163597975506883	NA	1	NA	NA	0	0.4163597975506883	NA	1	NA	NA	0	0.5619721496513062	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	CellCharter	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	200	scvi	0.817190522037702	NA	1	NA	NA	0	0.817190522037702	NA	1	0.13119497955753776	NA	1	NA	NA	0	0.13119497955753776	NA	1	NA	NA	0	0.4741927507976199	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	scVI	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	2000	cellcharter	0.5963526175986759	0.00385427429809244	3	NA	NA	0	0.5963526175986759	0.00385427429809244	3	0.6312507307077162	0.01357792727347318	3	NA	NA	0	0.6312507307077162	0.01357792727347318	3	NA	NA	0	0.6138016741531961	0.004892706255019	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	CellCharter	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	2000	scvi	0.8234843555346547	0.00721839985636154	3	NA	NA	0	0.8234843555346547	0.00721839985636154	3	0.25380649471828615	0.00297190682518776	3	NA	NA	0	0.25380649471828615	0.00297190682518776	3	NA	NA	0	0.5386454251264704	0.0048780867138502	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	scVI	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	500	cellcharter	0.6491664252175846	NA	1	NA	NA	0	0.6491664252175846	NA	1	0.4780365358073058	NA	1	NA	NA	0	0.4780365358073058	NA	1	NA	NA	0	0.5636014805124452	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	CellCharter	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	500	scvi	0.8524504503414289	NA	1	NA	NA	0	0.8524504503414289	NA	1	0.1815142168835752	NA	1	NA	NA	0	0.1815142168835752	NA	1	NA	NA	0	0.516982333612502	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	scVI	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	5000	cellcharter	0.528993037933931	NA	1	NA	NA	0	0.528993037933931	NA	1	0.6849854029890071	NA	1	NA	NA	0	0.6849854029890071	NA	1	NA	NA	0	0.6069892204614691	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	CellCharter	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_batch	5000	scvi	0.75427556319881806	NA	1	NA	NA	0	0.75427556319881806	NA	1	0.35186689936731536	NA	1	NA	NA	0	0.35186689936731536	NA	1	NA	NA	0	0.5530712312830667	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	scVI	Scanpy Seurat, batch
E8p5Embryo	scanpy_seurat_v3	100	cellcharter	0.5264860695444364	NA	1	NA	NA	0	0.5264860695444364	NA	1	0.7131407825437961	NA	1	NA	NA	0	0.7131407825437961	NA	1	NA	NA	0	0.6198134260441163	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	CellCharter	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	100	scvi	0.7438754758937074	NA	1	NA	NA	0	0.7438754758937074	NA	1	0.31568474693663834	NA	1	NA	NA	0	0.31568474693663834	NA	1	NA	NA	0	0.5297801114151729	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	scVI	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	1000	cellcharter	0.4660961585253048	NA	1	NA	NA	0	0.4660961585253048	NA	1	0.7244621826414935	NA	1	NA	NA	0	0.7244621826414935	NA	1	NA	NA	0	0.5952791705833992	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	CellCharter	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	1000	scvi	0.7247098847380684	NA	1	NA	NA	0	0.7247098847380684	NA	1	0.3872209234048597	NA	1	NA	NA	0	0.3872209234048597	NA	1	NA	NA	0	0.555965404071464	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	scVI	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	10000	cellcharter	0.46722544736887983	NA	1	NA	NA	0	0.46722544736887983	NA	1	0.6474494803563654	NA	1	NA	NA	0	0.6474494803563654	NA	1	NA	NA	0	0.5573374638626226	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	CellCharter	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	10000	scvi	0.7248429764936846	NA	1	NA	NA	0	0.7248429764936846	NA	1	0.4213030300993899	NA	1	NA	NA	0	0.4213030300993899	NA	1	NA	NA	0	0.5730730032965372	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	scVI	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	200	cellcharter	0.5063035299535845	NA	1	NA	NA	0	0.5063035299535845	NA	1	0.728219309875452	NA	1	NA	NA	0	0.728219309875452	NA	1	NA	NA	0	0.6172614199145183	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	CellCharter	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	200	scvi	0.7455528780154703	NA	1	NA	NA	0	0.7455528780154703	NA	1	0.34513262589201615	NA	1	NA	NA	0	0.34513262589201615	NA	1	NA	NA	0	0.5453427519537433	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	scVI	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	2000	cellcharter	0.4498409546486179	0.0027921561710922602	3	NA	NA	0	0.4498409546486179	0.0027921561710922602	3	0.7376263334626115	0.01040363984196078	3	NA	NA	0	0.7376263334626115	0.01040363984196078	3	NA	NA	0	0.5937336440556146	0.00628834619104662	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	CellCharter	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	2000	scvi	0.7323655118751896	0.01114494917411169	3	NA	NA	0	0.7323655118751896	0.01114494917411169	3	0.4085821575594541	0.01359070456050853	3	NA	NA	0	0.4085821575594541	0.01359070456050853	3	NA	NA	0	0.5704738347173218	0.00773368258302773	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	scVI	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	500	cellcharter	0.48098662559965744	NA	1	NA	NA	0	0.48098662559965744	NA	1	0.7369804579757001	NA	1	NA	NA	0	0.7369804579757001	NA	1	NA	NA	0	0.6089835417876788	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	CellCharter	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	500	scvi	0.7310016814757454	NA	1	NA	NA	0	0.7310016814757454	NA	1	0.3942770198418517	NA	1	NA	NA	0	0.3942770198418517	NA	1	NA	NA	0	0.5626393506587986	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	scVI	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	5000	cellcharter	0.4453046913228634	NA	1	NA	NA	0	0.4453046913228634	NA	1	0.7316829317944092	NA	1	NA	NA	0	0.7316829317944092	NA	1	NA	NA	0	0.5884938115586363	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	CellCharter	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3	5000	scvi	0.7256365118179402	NA	1	NA	NA	0	0.7256365118179402	NA	1	0.4197726454424091	NA	1	NA	NA	0	0.4197726454424091	NA	1	NA	NA	0	0.5727045786301747	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	scVI	Scanpy Seurat v3
E8p5Embryo	scanpy_seurat_v3_batch	100	cellcharter	0.5592800254359286	NA	1	NA	NA	0	0.5592800254359286	NA	1	0.7086591755760833	NA	1	NA	NA	0	0.7086591755760833	NA	1	NA	NA	0	0.6339696005060059	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	CellCharter	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	100	scvi	0.7689406425762817	NA	1	NA	NA	0	0.7689406425762817	NA	1	0.29145244452282143	NA	1	NA	NA	0	0.29145244452282143	NA	1	NA	NA	0	0.5301965435495516	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	scVI	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	1000	cellcharter	0.466589937496976	NA	1	NA	NA	0	0.466589937496976	NA	1	0.7456119135124618	NA	1	NA	NA	0	0.7456119135124618	NA	1	NA	NA	0	0.606100925504719	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	CellCharter	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	1000	scvi	0.7287844457207544	NA	1	NA	NA	0	0.7287844457207544	NA	1	0.4033988503410339	NA	1	NA	NA	0	0.4033988503410339	NA	1	NA	NA	0	0.5660916480308942	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	scVI	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	10000	cellcharter	0.4669958925152143	NA	1	NA	NA	0	0.4669958925152143	NA	1	0.6114254802713726	NA	1	NA	NA	0	0.6114254802713726	NA	1	NA	NA	0	0.5392106863932934	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	CellCharter	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	10000	scvi	0.7212840665305142	NA	1	NA	NA	0	0.7212840665305142	NA	1	0.3946475298407472	NA	1	NA	NA	0	0.3946475298407472	NA	1	NA	NA	0	0.5579657981856307	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	scVI	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	200	cellcharter	0.5411129165870242	NA	1	NA	NA	0	0.5411129165870242	NA	1	0.7132750137740426	NA	1	NA	NA	0	0.7132750137740426	NA	1	NA	NA	0	0.6271939651805334	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	CellCharter	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	200	scvi	0.7710890152933895	NA	1	NA	NA	0	0.7710890152933895	NA	1	0.335669358413402	NA	1	NA	NA	0	0.335669358413402	NA	1	NA	NA	0	0.5533791868533957	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	scVI	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	2000	cellcharter	0.46062358877169624	0.00928557754889026	3	NA	NA	0	0.46062358877169624	0.00928557754889026	3	0.7431380990746314	0.00271599888855724	3	NA	NA	0	0.7431380990746314	0.00271599888855724	3	NA	NA	0	0.6018808439231639	0.00399705962828138	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	CellCharter	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	2000	scvi	0.7344786498556758	0.02060058565583856	3	NA	NA	0	0.7344786498556758	0.02060058565583856	3	0.3755198300494344	0.0277615107817066	3	NA	NA	0	0.3755198300494344	0.0277615107817066	3	NA	NA	0	0.5549992399525552	0.01401524003632939	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	scVI	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	500	cellcharter	0.5009526861651514	NA	1	NA	NA	0	0.5009526861651514	NA	1	0.7280623142704593	NA	1	NA	NA	0	0.7280623142704593	NA	1	NA	NA	0	0.6145075002178053	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	CellCharter	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	500	scvi	0.7469464885598838	NA	1	NA	NA	0	0.7469464885598838	NA	1	0.3421945414623355	NA	1	NA	NA	0	0.3421945414623355	NA	1	NA	NA	0	0.5445705150111096	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	scVI	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	5000	cellcharter	0.4571685044094817	NA	1	NA	NA	0	0.4571685044094817	NA	1	0.7397318922179923	NA	1	NA	NA	0	0.7397318922179923	NA	1	NA	NA	0	0.5984501983137369	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	CellCharter	Scanpy Seurat v3, batch
E8p5Embryo	scanpy_seurat_v3_batch	5000	scvi	0.7233101490642695	NA	1	NA	NA	0	0.7233101490642695	NA	1	0.4286544695769933	NA	1	NA	NA	0	0.4286544695769933	NA	1	NA	NA	0	0.5759823093206314	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	scVI	Scanpy Seurat v3, batch
E8p5Embryo	scry	100	cellcharter	0.5833480544665938	NA	1	NA	NA	0	0.5833480544665938	NA	1	0.6710664107976546	NA	1	NA	NA	0	0.6710664107976546	NA	1	NA	NA	0	0.6272072326321242	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	CellCharter	scry
E8p5Embryo	scry	100	scvi	0.8361100423441628	NA	1	NA	NA	0	0.8361100423441628	NA	1	0.2787495122263836	NA	1	NA	NA	0	0.2787495122263836	NA	1	NA	NA	0	0.5574297772852732	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	scVI	scry
E8p5Embryo	scry	1000	cellcharter	0.5331228877526665	NA	1	NA	NA	0	0.5331228877526665	NA	1	0.5875980271876182	NA	1	NA	NA	0	0.5875980271876182	NA	1	NA	NA	0	0.5603604574701424	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	CellCharter	scry
E8p5Embryo	scry	1000	scvi	0.7937286690453591	NA	1	NA	NA	0	0.7937286690453591	NA	1	0.2860362010848054	NA	1	NA	NA	0	0.2860362010848054	NA	1	NA	NA	0	0.5398824350650823	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	scVI	scry
E8p5Embryo	scry	10000	cellcharter	0.4954360548673875	NA	1	NA	NA	0	0.4954360548673875	NA	1	0.5293618184336852	NA	1	NA	NA	0	0.5293618184336852	NA	1	NA	NA	0	0.5123989366505364	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	CellCharter	scry
E8p5Embryo	scry	10000	scvi	0.620619039819736	NA	1	NA	NA	0	0.620619039819736	NA	1	0.3610265855308527	NA	1	NA	NA	0	0.3610265855308527	NA	1	NA	NA	0	0.4908228126752944	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	scVI	scry
E8p5Embryo	scry	200	cellcharter	0.5724373905394345	NA	1	NA	NA	0	0.5724373905394345	NA	1	0.6310142125289563	NA	1	NA	NA	0	0.6310142125289563	NA	1	NA	NA	0	0.6017258015341954	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	CellCharter	scry
E8p5Embryo	scry	200	scvi	0.8172169973184039	NA	1	NA	NA	0	0.8172169973184039	NA	1	0.2767821953892647	NA	1	NA	NA	0	0.2767821953892647	NA	1	NA	NA	0	0.5469995963538343	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	scVI	scry
E8p5Embryo	scry	2000	cellcharter	0.5138153570228057	0.0043274344844842	3	NA	NA	0	0.5138153570228057	0.0043274344844842	3	0.546821574663489	0.0081704915675541	3	NA	NA	0	0.546821574663489	0.0081704915675541	3	NA	NA	0	0.5303184658431473	0.0019399786445016	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	CellCharter	scry
E8p5Embryo	scry	2000	scvi	0.7745136276610965	0.02747836679474959	3	NA	NA	0	0.7745136276610965	0.02747836679474959	3	0.3079673176281434	0.01891748549368948	3	NA	NA	0	0.3079673176281434	0.01891748549368948	3	NA	NA	0	0.5412404726446199	0.0107686863853391	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	scVI	scry
E8p5Embryo	scry	500	cellcharter	0.5502570305362612	NA	1	NA	NA	0	0.5502570305362612	NA	1	0.5880020318650615	NA	1	NA	NA	0	0.5880020318650615	NA	1	NA	NA	0	0.5691295312006613	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	CellCharter	scry
E8p5Embryo	scry	500	scvi	0.8113655007813219	NA	1	NA	NA	0	0.8113655007813219	NA	1	0.28267240017460665	NA	1	NA	NA	0	0.28267240017460665	NA	1	NA	NA	0	0.5470189504779642	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	scVI	scry
E8p5Embryo	scry	5000	cellcharter	0.47199305187220864	NA	1	NA	NA	0	0.47199305187220864	NA	1	0.5666784610563441	NA	1	NA	NA	0	0.5666784610563441	NA	1	NA	NA	0	0.5193357564642764	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	CellCharter	scry
E8p5Embryo	scry	5000	scvi	0.7122577683110403	NA	1	NA	NA	0	0.7122577683110403	NA	1	0.3445437302800567	NA	1	NA	NA	0	0.3445437302800567	NA	1	NA	NA	0	0.5284007492955485	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	scVI	scry
E8p5Embryo	seurat_disp	100	cellcharter	0.46531604541862714	NA	1	NA	NA	0	0.46531604541862714	NA	1	0.3898785373056234	NA	1	NA	NA	0	0.3898785373056234	NA	1	NA	NA	0	0.4275972913621252	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	CellCharter	Seurat Dispersion
E8p5Embryo	seurat_disp	100	scvi	0.04704034768144301	NA	1	NA	NA	0	0.04704034768144301	NA	1	0.6462981392510002	NA	1	NA	NA	0	0.6462981392510002	NA	1	NA	NA	0	0.34666924346622163	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	scVI	Seurat Dispersion
E8p5Embryo	seurat_disp	1000	cellcharter	0.6693592372161588	NA	1	NA	NA	0	0.6693592372161588	NA	1	0.5159890711746763	NA	1	NA	NA	0	0.5159890711746763	NA	1	NA	NA	0	0.5926741541954175	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	CellCharter	Seurat Dispersion
E8p5Embryo	seurat_disp	1000	scvi	0.8300747837746145	NA	1	NA	NA	0	0.8300747837746145	NA	1	0.20540080983136555	NA	1	NA	NA	0	0.20540080983136555	NA	1	NA	NA	0	0.51773779680299	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	scVI	Seurat Dispersion
E8p5Embryo	seurat_disp	10000	cellcharter	0.4924813272612213	NA	1	NA	NA	0	0.4924813272612213	NA	1	0.5228371424750109	NA	1	NA	NA	0	0.5228371424750109	NA	1	NA	NA	0	0.5076592348681161	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	CellCharter	Seurat Dispersion
E8p5Embryo	seurat_disp	10000	scvi	0.6364052384832809	NA	1	NA	NA	0	0.6364052384832809	NA	1	0.3338485271175702	NA	1	NA	NA	0	0.3338485271175702	NA	1	NA	NA	0	0.48512688280042554	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	scVI	Seurat Dispersion
E8p5Embryo	seurat_disp	200	cellcharter	0.6875466560897935	NA	1	NA	NA	0	0.6875466560897935	NA	1	0.16383544488735058	NA	1	NA	NA	0	0.16383544488735058	NA	1	NA	NA	0	0.425691050488572	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	CellCharter	Seurat Dispersion
E8p5Embryo	seurat_disp	200	scvi	0.5880157830044935	NA	1	NA	NA	0	0.5880157830044935	NA	1	0.2226782383062378	NA	1	NA	NA	0	0.2226782383062378	NA	1	NA	NA	0	0.40534701065536566	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	scVI	Seurat Dispersion
E8p5Embryo	seurat_disp	2000	cellcharter	0.6042425597269304	0.00282724873766538	3	NA	NA	0	0.6042425597269304	0.00282724873766538	3	0.5858143876342341	0.01828958630228598	3	NA	NA	0	0.5858143876342341	0.01828958630228598	3	NA	NA	0	0.5950284736805823	0.01015733687255917	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	CellCharter	Seurat Dispersion
E8p5Embryo	seurat_disp	2000	scvi	0.8231496106710102	0.00527248375528925	3	NA	NA	0	0.8231496106710102	0.00527248375528925	3	0.2546514975439243	0.01235283538264171	3	NA	NA	0	0.2546514975439243	0.01235283538264171	3	NA	NA	0	0.5389005541074673	0.00537399435221952	3	NA	NA	0	expression_driven	2000	E8.5 Embryo	scVI	Seurat Dispersion
E8p5Embryo	seurat_disp	500	cellcharter	0.6966719153558528	NA	1	NA	NA	0	0.6966719153558528	NA	1	0.4071396583660268	NA	1	NA	NA	0	0.4071396583660268	NA	1	NA	NA	0	0.5519057868609398	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	CellCharter	Seurat Dispersion
E8p5Embryo	seurat_disp	500	scvi	0.8376799278863416	NA	1	NA	NA	0	0.8376799278863416	NA	1	0.17104716846748916	NA	1	NA	NA	0	0.17104716846748916	NA	1	NA	NA	0	0.5043635481769154	NA	1	NA	NA	0	expression_driven	500	E8.5 Embryo	scVI	Seurat Dispersion
E8p5Embryo	seurat_disp	5000	cellcharter	0.4991888771630909	NA	1	NA	NA	0	0.4991888771630909	NA	1	0.5476544049631802	NA	1	NA	NA	0	0.5476544049631802	NA	1	NA	NA	0	0.5234216410631356	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	CellCharter	Seurat Dispersion
E8p5Embryo	seurat_disp	5000	scvi	0.6620844147577511	NA	1	NA	NA	0	0.6620844147577511	NA	1	0.35485135459678613	NA	1	NA	NA	0	0.35485135459678613	NA	1	NA	NA	0	0.5084678846772687	NA	1	NA	NA	0	expression_driven	5000	E8.5 Embryo	scVI	Seurat Dispersion
E8p5Embryo	seurat_mvp	100	cellcharter	0.6714181738006222	NA	1	NA	NA	0	0.6714181738006222	NA	1	0.31072504430716014	NA	1	NA	NA	0	0.31072504430716014	NA	1	NA	NA	0	0.49107160905389113	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	CellCharter	Seurat MVP
E8p5Embryo	seurat_mvp	100	scvi	0.7080134176264063	NA	1	NA	NA	0	0.7080134176264063	NA	1	0.1926659573858669	NA	1	NA	NA	0	0.1926659573858669	NA	1	NA	NA	0	0.4503396875061366	NA	1	NA	NA	0	expression_driven	100	E8.5 Embryo	scVI	Seurat MVP
E8p5Embryo	seurat_mvp	1000	cellcharter	0.6435965743476093	NA	1	NA	NA	0	0.6435965743476093	NA	1	0.5535238049741175	NA	1	NA	NA	0	0.5535238049741175	NA	1	NA	NA	0	0.5985601896608634	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	CellCharter	Seurat MVP
E8p5Embryo	seurat_mvp	1000	scvi	0.8321581714851949	NA	1	NA	NA	0	0.8321581714851949	NA	1	0.20790551423199208	NA	1	NA	NA	0	0.20790551423199208	NA	1	NA	NA	0	0.5200318428585935	NA	1	NA	NA	0	expression_driven	1000	E8.5 Embryo	scVI	Seurat MVP
E8p5Embryo	seurat_mvp	10000	cellcharter	0.5797464676605344	NA	1	NA	NA	0	0.5797464676605344	NA	1	0.6237352792033554	NA	1	NA	NA	0	0.6237352792033554	NA	1	NA	NA	0	0.6017408734319449	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	CellCharter	Seurat MVP
E8p5Embryo	seurat_mvp	10000	scvi	0.8191096198005411	NA	1	NA	NA	0	0.8191096198005411	NA	1	0.24475473223199273	NA	1	NA	NA	0	0.24475473223199273	NA	1	NA	NA	0	0.531932176016267	NA	1	NA	NA	0	expression_driven	10000	E8.5 Embryo	scVI	Seurat MVP
E8p5Embryo	seurat_mvp	200	cellcharter	0.6788727071545131	NA	1	NA	NA	0	0.6788727071545131	NA	1	0.3058719208103591	NA	1	NA	NA	0	0.3058719208103591	NA	1	NA	NA	0	0.4923723139824361	NA	1	NA	NA	0	expression_driven	200	E8.5 Embryo	CellCharter	Seurat MVP
