RowMetric	RowType	ColMetric	ColType	CorrSD	Corr
ILL	Integration	Silhouette	Clustering	0.8432740427115677	0.5999999999999999
ILL	Integration	Accuracy	Alignment	0.9999999999999998	0.4999999999999999
ILL	Integration	Ratio	Alignment	0.9999999999999998	-0.4999999999999999
GC	Integration	bASW	Integration	1.0327955589886444	0.19999999999999996
GC	Integration	dASW	Integration	0.8432740427115677	0.5999999999999999
GC	Integration	iLISI	Integration	1.0327955589886444	-0.19999999999999996
GC	Integration	dLISI	Integration	1.0327955589886444	-0.19999999999999996
GC	Integration	ILL	Integration	1.0540925533894596	0
GC	Integration	GC	Integration	0	0.9999999999999998
GC	Integration	ARI	Clustering	0.9660917830792957	-0.3999999999999999
GC	Integration	NMI	Clustering	1.0327955589886444	-0.19999999999999996
GC	Integration	CHAOS	Clustering	1.0540925533894596	0
GC	Integration	PAS	Clustering	1.0327955589886444	0.19999999999999996
GC	Integration	Silhouette	Clustering	1.0540925533894596	0
GC	Integration	Accuracy	Alignment	1.1547005383792512	0
GC	Integration	Ratio	Alignment	1.1547005383792512	0
ARI	Clustering	bASW	Integration	0.9660917830792957	-0.3999999999999999
ARI	Clustering	dASW	Integration	0.6324555320336757	-0.7999999999999998
ARI	Clustering	iLISI	Integration	0.9660917830792957	-0.3999999999999999
ARI	Clustering	dLISI	Integration	0.9660917830792957	0.3999999999999999
ARI	Clustering	ILL	Integration	1.0327955589886444	0.19999999999999996
ARI	Clustering	GC	Integration	0.9660917830792957	-0.3999999999999999
ARI	Clustering	ARI	Clustering	0	0.9999999999999998
ARI	Clustering	NMI	Clustering	0.6324555320336757	0.7999999999999998
ARI	Clustering	CHAOS	Clustering	0.8432740427115677	0.5999999999999999
ARI	Clustering	PAS	Clustering	0.9660917830792957	0.3999999999999999
ARI	Clustering	Silhouette	Clustering	1.0327955589886444	0.19999999999999996
ARI	Clustering	Accuracy	Alignment	0.9999999999999998	-0.4999999999999999
ARI	Clustering	Ratio	Alignment	0.9999999999999998	-0.4999999999999999
NMI	Clustering	bASW	Integration	1.0327955589886444	-0.19999999999999996
NMI	Clustering	dASW	Integration	0.8432740427115677	-0.5999999999999999
NMI	Clustering	iLISI	Integration	0.8432740427115677	-0.5999999999999999
NMI	Clustering	dLISI	Integration	1.0327955589886444	0.19999999999999996
NMI	Clustering	ILL	Integration	0.9660917830792957	0.3999999999999999
NMI	Clustering	GC	Integration	1.0327955589886444	-0.19999999999999996
NMI	Clustering	ARI	Clustering	0.6324555320336757	0.7999999999999998
NMI	Clustering	NMI	Clustering	0	0.9999999999999998
NMI	Clustering	CHAOS	Clustering	0.9660917830792957	0.3999999999999999
NMI	Clustering	PAS	Clustering	0.8432740427115677	0.5999999999999999
NMI	Clustering	Silhouette	Clustering	1.0540925533894596	0
NMI	Clustering	Accuracy	Alignment	0.9999999999999998	-0.4999999999999999
NMI	Clustering	Ratio	Alignment	0.9999999999999998	-0.4999999999999999
CHAOS	Clustering	bASW	Integration	0.5345224838248487	-0.857142857142857
CHAOS	Clustering	dASW	Integration	0.9660917830792957	-0.3999999999999999
CHAOS	Clustering	iLISI	Integration	0.5345224838248487	-0.857142857142857
CHAOS	Clustering	dLISI	Integration	0.6324555320336757	0.7999999999999998
CHAOS	Clustering	ILL	Integration	0.8432740427115677	0.5999999999999999
CHAOS	Clustering	GC	Integration	1.0540925533894596	0
CHAOS	Clustering	ARI	Clustering	0.8432740427115677	0.5999999999999999
CHAOS	Clustering	NMI	Clustering	0.9660917830792957	0.3999999999999999
CHAOS	Clustering	CHAOS	Clustering	0	0.9999999999999998
CHAOS	Clustering	PAS	Clustering	0.5345224838248487	0.857142857142857
CHAOS	Clustering	Silhouette	Clustering	0.7262730392025628	0.7142857142857141
CHAOS	Clustering	Accuracy	Alignment	1.1547005383792512	0
CHAOS	Clustering	Ratio	Alignment	0	-0.9999999999999998
PAS	Clustering	bASW	Integration	0.7262730392025628	-0.7142857142857141
PAS	Clustering	dASW	Integration	1.0327955589886444	-0.19999999999999996
PAS	Clustering	iLISI	Integration	0	-0.9999999999999998
PAS	Clustering	dLISI	Integration	0.8432740427115677	0.5999999999999999
PAS	Clustering	ILL	Integration	0.6324555320336757	0.7999999999999998
PAS	Clustering	GC	Integration	1.0327955589886444	0.19999999999999996
PAS	Clustering	ARI	Clustering	0.9660917830792957	0.3999999999999999
PAS	Clustering	NMI	Clustering	0.8432740427115677	0.5999999999999999
PAS	Clustering	CHAOS	Clustering	0.5345224838248487	0.857142857142857
PAS	Clustering	PAS	Clustering	0	0.9999999999999998
PAS	Clustering	Silhouette	Clustering	0.8516306272526399	0.5714285714285713
PAS	Clustering	Accuracy	Alignment	1.1547005383792512	0
PAS	Clustering	Ratio	Alignment	0	-0.9999999999999998
Silhouette	Clustering	bASW	Integration	0.5345224838248487	-0.857142857142857
Silhouette	Clustering	dASW	Integration	0.9660917830792957	-0.3999999999999999
Silhouette	Clustering	iLISI	Integration	0.8516306272526399	-0.5714285714285713
Silhouette	Clustering	dLISI	Integration	0.6324555320336757	0.7999999999999998
Silhouette	Clustering	ILL	Integration	0.8432740427115677	0.5999999999999999
Silhouette	Clustering	GC	Integration	1.0540925533894596	0
Silhouette	Clustering	ARI	Clustering	1.0327955589886444	0.19999999999999996
Silhouette	Clustering	NMI	Clustering	1.0540925533894596	0
Silhouette	Clustering	CHAOS	Clustering	0.7262730392025628	0.7142857142857141
Silhouette	Clustering	PAS	Clustering	0.8516306272526399	0.5714285714285713
Silhouette	Clustering	Silhouette	Clustering	0	0.9999999999999998
Silhouette	Clustering	Accuracy	Alignment	0	0.9999999999999998
Silhouette	Clustering	Ratio	Alignment	1.1547005383792512	0
Accuracy	Alignment	bASW	Integration	0.9999999999999998	-0.4999999999999999
Accuracy	Alignment	dASW	Integration	1.1547005383792512	0
Accuracy	Alignment	iLISI	Integration	1.1547005383792512	0
Accuracy	Alignment	dLISI	Integration	0.9999999999999998	0.4999999999999999
Accuracy	Alignment	ILL	Integration	0.9999999999999998	0.4999999999999999
Accuracy	Alignment	GC	Integration	1.1547005383792512	0
Accuracy	Alignment	ARI	Clustering	0.9999999999999998	-0.4999999999999999
Accuracy	Alignment	NMI	Clustering	0.9999999999999998	-0.4999999999999999
Accuracy	Alignment	CHAOS	Clustering	1.1547005383792512	0
Accuracy	Alignment	PAS	Clustering	1.1547005383792512	0
Accuracy	Alignment	Silhouette	Clustering	0	0.9999999999999998
Accuracy	Alignment	Accuracy	Alignment	0	0.9999999999999998
Accuracy	Alignment	Ratio	Alignment	1.1547005383792512	0
Ratio	Alignment	bASW	Integration	0.9999999999999998	0.4999999999999999
Ratio	Alignment	dASW	Integration	1.1547005383792512	0
Ratio	Alignment	iLISI	Integration	0	0.9999999999999998
Ratio	Alignment	dLISI	Integration	0.9999999999999998	-0.4999999999999999
Ratio	Alignment	ILL	Integration	0.9999999999999998	-0.4999999999999999
Ratio	Alignment	GC	Integration	1.1547005383792512	0
Ratio	Alignment	ARI	Clustering	0.9999999999999998	-0.4999999999999999
Ratio	Alignment	NMI	Clustering	0.9999999999999998	-0.4999999999999999
Ratio	Alignment	CHAOS	Clustering	0	-0.9999999999999998
Ratio	Alignment	PAS	Clustering	0	-0.9999999999999998
Ratio	Alignment	Silhouette	Clustering	1.1547005383792512	0
Ratio	Alignment	Accuracy	Alignment	1.1547005383792512	0
Ratio	Alignment	Ratio	Alignment	0	0.9999999999999998
