dataset	heldout_slice	method	n_features	seed	evaluation_role	metric	value	runtime_seconds	Metric	Method
STOmics0212	GSM5907093_HE_3	singleCellHaystack	2000	0	spatial_reproducibility	heldout_moran_percentile	0.7367151294760735	66.93111700285226	Moran percentile	singleCellHaystack (N=2,000)
STOmics0212	GSM5907093_HE_3	somde	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.1806375442739079	2377.822502294556	Top-N Jaccard	SOMDE (N=2,000)
STOmics0212	GSM5907093_HE_3	somde	2000	0	spatial_reproducibility	heldout_moran_percentile	0.7242135776161579	2377.822502294556	Moran percentile	SOMDE (N=2,000)
STOmics0212	GSM5907093_HE_3	sparkx	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.1965300628178283	129.4022580832243	Top-N Jaccard	SPARK-X (N=2,000)
STOmics0212	GSM5907093_HE_3	sparkx	2000	0	spatial_reproducibility	heldout_moran_percentile	0.7721211145596888	129.4022580832243	Moran percentile	SPARK-X (N=2,000)
STOmics0212	GSM5907093_HE_3	spatialde	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.2449424214130096	2114.024495037273	Top-N Jaccard	SpatialDE (N=2,000)
STOmics0212	GSM5907093_HE_3	spatialde	2000	0	spatial_reproducibility	heldout_moran_percentile	0.7946603742993468	2114.024495037273	Moran percentile	SpatialDE (N=2,000)
STOmics0212	GSM5907093_HE_3	triku	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.1747430249632892	64.55911168083549	Top-N Jaccard	triku (N=2,000)
STOmics0212	GSM5907093_HE_3	triku	2000	0	spatial_reproducibility	heldout_moran_percentile	0.7062081808495855	64.55911168083549	Moran percentile	triku (N=2,000)
STOmics0212	GSM5907093_HE_3	wilcoxon	2000	0	spatial_reproducibility	heldout_topn_jaccard	0.0925976509150505	65.17157870531082	Top-N Jaccard	Wilcoxon (label-informed) (N=2,000)
STOmics0212	GSM5907093_HE_3	wilcoxon	2000	0	spatial_reproducibility	heldout_moran_percentile	0.5499503636447862	65.17157870531082	Moran percentile	Wilcoxon (label-informed) (N=2,000)
